"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08";"14692.08"
"4am";"7638.955";"6215.891";"3269.836";"1677.572";"2598.526";"2113.361";"3835.639";"1631.617";"2953.806";"2670.028";"1478.859";"2803.486";"2052.492";"1988.546";"4604.924";"1800.402";"1536.389";"2359.096";" 557.834";"1172.490";"1261.601";"3154.569";" 607.505";"1733.235";"2413.997";" 247.153";" 842.843";" 348.923";" 173.894";" 945.250";" 241.119";"1824.742";" 253.290";"2323.320";" 511.938";" 381.048";" 613.589";" 690.071";"1129.990";" 731.317";" 765.411";" 476.413";" 694.036";" 484.981";"1620.669";"2937.164";"1034.365";"1844.201";"1865.122";"1641.270";" 442.834";" 379.269"
"5am";"7447.040";"6148.978";"3417.608";"1779.450";"2598.526";"2113.361";"3835.639";"1681.781";"2953.806";"2602.334";"1429.349";"2803.486";"2111.229";"1944.701";"4363.051";"1751.910";"1536.389";"2359.096";" 557.834";"1172.490";"1304.936";"3099.876";" 607.505";"1802.666";"2333.978";" 247.153";" 799.303";" 348.923";" 173.894";" 945.250";" 262.046";"1824.742";" 234.456";"2323.320";" 511.938";" 429.294";" 613.589";" 690.071";"1129.990";" 702.862";" 765.411";" 476.413";" 694.036";" 484.981";"1545.059";"2937.164";"1179.764";"1844.201";"1785.768";"1641.270";" 442.834";" 379.269"
"6am";"7589.386";"6333.679";"2940.264";"1725.420";"2678.777";"2062.623";"3702.070";"1621.382";"2737.378";"2503.394";"1429.349";"2803.486";"2042.859";"2023.506";"4454.619";"1751.910";"1536.389";"2194.580";" 557.834";"1235.389";"1103.417";"3099.876";" 573.269";"1733.235";"2166.229";" 198.977";" 799.303";" 348.923";" 187.644";" 885.756";" 262.046";"1743.190";" 234.456";"2323.144";" 511.938";" 429.294";" 621.212";" 690.071";"1129.990";" 784.414";" 765.411";" 476.413";" 694.036";" 484.981";"1545.059";"2935.537";"1081.973";"1864.803";"1721.633";"1641.270";" 413.971";" 379.269"
"7am";"6907.010";"6562.336";"2595.682";"1579.491";"2695.081";"2101.934";"3769.342";"1710.971";"2624.922";"2203.319";"1813.183";"2777.158";"2111.229";"1816.815";"4179.915";"1593.592";"1149.988";"2119.962";" 557.834";"1239.911";"1064.376";"3010.474";" 755.717";"1758.014";"2086.210";" 230.292";" 592.555";" 386.303";" 187.644";" 795.281";" 254.579";"1757.441";" 234.456";"2792.710";" 511.938";" 429.294";" 600.340";" 721.129";"1019.874";" 665.622";" 727.797";" 319.342";" 659.352";" 401.642";"1359.519";"2449.313";" 907.519";"1779.334";"1639.499";"1641.270";" 410.340";" 379.269"
"8am";"7377.690";"6559.371";"2399.042";"1677.909";"2687.932";"1893.966";"3439.863";"1985.530";"3360.358";"1917.230";"1703.552";"2776.053";"2547.030";"2096.739";"4160.525";"1525.688";"1226.335";"2416.058";" 649.511";"1294.107";" 966.003";"3148.688";" 917.289";"1766.578";"2276.701";" 151.935";" 580.325";" 470.443";" 187.644";" 718.418";" 268.039";"2013.245";" 195.106";"2929.946";" 557.098";" 391.708";" 600.340";" 868.864";"1121.632";" 694.077";" 727.797";" 371.406";" 619.669";" 456.487";"1564.823";"2587.174";" 891.274";"1938.033";"1499.362";"1618.677";" 422.742";" 391.777"
"9am";"8357.525";"6713.560";"2379.279";"1525.461";"2753.557";"1893.966";"3493.460";"2304.171";"3201.722";"1828.881";"1718.421";"2818.918";"2542.292";"2031.239";"4408.621";"1494.854";"1368.867";"2416.058";" 644.142";"1243.628";"1052.673";"3426.390";" 841.979";"1616.474";"2465.643";" 168.559";" 668.044";" 458.720";" 187.644";" 988.697";" 229.714";"2205.510";" 195.106";"3016.717";" 511.938";" 391.708";" 594.926";" 906.525";"1121.632";" 627.524";" 864.769";" 371.406";" 742.424";" 511.616";"1638.633";"2253.401";" 748.450";"1628.998";"1373.872";"1618.677";" 480.386";" 365.509"
"10am";"8794.741";"6613.308";"2207.572";"1307.960";"3169.654";"1814.516";"3446.488";"2296.656";"3194.301";"1794.380";"1333.100";"3224.329";"2698.644";"2068.682";"4743.618";"1291.716";"1213.034";"2586.687";" 623.497";"1243.628";"1154.180";"3587.951";" 812.123";"1826.320";"2417.323";" 173.071";" 430.181";" 389.289";" 187.644";" 837.406";" 237.577";"2231.440";" 195.106";"3208.497";" 484.301";" 371.530";" 508.359";" 778.044";"1156.652";" 629.862";" 875.415";" 371.406";" 737.425";" 500.730";"1640.433";"2054.565";" 683.697";"1930.579";"1517.361";"1572.612";" 519.156";" 427.477"
"11am";"8382.910";"7050.155";"2621.687";"1558.414";"2935.477";"1785.749";"3661.015";"2364.628";"2748.504";"2324.023";"1597.859";"2950.260";"2910.676";"1984.641";"4706.440";"1875.796";"1468.637";"2659.409";" 626.250";"1341.445";"1154.180";"3493.020";" 881.770";"1946.846";"2320.242";" 209.321";" 473.721";" 342.529";" 187.644";" 850.787";" 258.504";"2231.440";" 205.285";"3091.913";" 500.231";" 371.530";" 508.359";" 746.691";"1155.041";" 696.415";" 913.029";" 371.406";" 737.425";" 445.885";"1647.981";"2250.147";" 778.913";"1921.918";"1471.225";"1618.677";" 520.374";" 494.787"
