"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231";"27577.2231"
"4am";"2136.5087";"2140.4164";"4765.9520";"2846.4707";"4331.7308";"2076.7561";"2501.9617";"5096.0726";"2956.7668";"2547.0739";"4477.5432";"2617.0122";"3793.2350";" 790.6378";"3350.3299";"3680.6883";"1500.6764";" 955.0305";"1886.5297";"2563.4762";"2343.1114";"2415.4713";"2381.6766";"5483.7329";" 892.4818";" 586.6796";"3301.0280";"1385.8414";" 594.6603";"1688.5389";"1034.6533";"1990.6264";"1032.0193";"1569.5454";" 785.9722";"1617.5714";" 513.8380";" 800.7584";" 237.5847";" 478.0326";"1386.7188";" 417.0442";"2022.7284";" 419.3125";"1215.8256";" 950.1399";"1389.0251";" 312.4675";" 824.3958";"1229.2685";"1498.4839";" 382.0323";" 235.2940";"1310.2520";"1517.1670";"1133.7999";"1620.6125";" 365.1980";"1369.6366";" 239.6695";" 244.3551";" 673.0985";" 289.4115";" 233.0160";" 412.7817";"1020.6957"
"5am";"2136.5087";"2218.0629";"4765.9520";"2846.4707";"4238.7129";"1996.9268";"2501.9617";"5096.0726";"2871.6577";"2547.0739";"4400.5543";"2588.8114";"3793.2350";" 790.6378";"3350.3299";"3680.6883";"1397.7096";" 955.0305";"1886.5297";"2563.4762";"2343.1114";"2415.4713";"2381.6766";"5483.7329";" 892.4818";" 586.6796";"3223.3815";"1400.3363";" 594.6603";"1546.0687";"1034.6533";"1990.6264";"1032.0193";"1508.7434";" 785.9722";"1617.5714";" 513.8380";" 800.7584";" 237.5847";" 478.0326";"1386.7188";" 417.0442";"1929.5712";" 419.3125";"1215.8256";" 950.1399";"1389.0251";" 312.4675";" 824.3958";"1229.2685";"1498.4839";" 382.0323";" 235.2940";"1165.8499";"1517.1670";"1133.7999";"1620.6125";" 365.1980";"1369.6366";" 239.6695";" 244.3551";" 673.0985";" 289.4115";" 233.0160";" 412.7817";"1020.6957"
"6am";"2095.5880";"2417.9891";"4823.3951";"2942.4546";"4052.6771";"2127.2470";"2439.2398";"4623.1647";"2715.2321";"2575.2172";"4255.6192";"2538.0762";"3905.9384";" 718.4594";"3261.8245";"3771.5030";"1543.1646";" 816.5922";"1804.0883";"2447.6070";"2253.6202";"2344.9753";"2381.6766";"5726.3563";" 832.8193";" 586.6796";"3030.1182";"1482.6926";" 860.0833";"1602.1146";"1044.3335";"1950.3183";" 985.1962";"1541.4490";" 785.9722";"1529.5578";" 451.8048";" 707.3019";" 180.0695";" 478.0326";"1298.8343";" 417.0442";"1811.9713";" 419.3125";"1161.0368";" 836.3153";"1117.2737";" 312.4675";" 844.8331";" 297.1963";" 807.2641";" 228.7001";" 235.2940";" 442.9214";" 987.4989";"1013.6834";"1620.6125";" 365.1980";"1071.2545";" 122.1462";" 244.3551";" 673.0985";" 168.6692";" 233.0160";" 354.4758";" 828.1775"
"7am";"2850.7226";"7805.8606";"4350.4481";"3207.2925";"3736.9609";"2330.6737";"2456.0341";"4125.6487";"2862.5486";"2041.8182";"4062.7959";"1951.2377";"3922.8825";"1028.0267";"2592.1714";"4161.6357";"1443.5141";" 549.4824";"1461.2553";"3844.7960";"2898.5349";"1858.2004";"2251.9879";"7962.4836";" 596.9729";" 494.5343";"2362.1349";"3602.3958";"1045.9301";"2368.9819";" 770.3974";"2204.6525";"1275.6266";"1062.9935";"1120.2440";" 527.4134";"1156.1873";" 815.6205";" 115.0304";" 315.4653";"1036.4714";" 218.7876";" 766.5436";" 146.0695";" 444.6505";" 637.1344";"1033.0310";" 242.6244";"1234.5863";" 101.2865";" 300.5929";"  75.3679";" 486.0743";" 654.2655";" 388.4065";" 649.1364";" 550.5193";" 184.3185";" 328.5122";" 122.1462";"   0.0000";" 570.3379";"  38.1464";" 357.8534";" 216.8819";" 546.9894"
"8am";" 4518.1234";"12883.0834";" 6054.8121";" 5146.0006";" 3793.9766";" 2643.4080";" 2396.9118";" 4212.6525";" 3086.0936";" 1816.4747";" 3351.5606";" 2000.1703";" 5279.0419";" 1002.8965";" 2476.3770";" 3463.7112";" 1849.7493";"  500.2004";" 2003.7386";" 3319.3292";" 3241.2686";" 1451.0000";" 2754.6986";" 9902.6609";"  570.2109";"  467.6907";" 2423.8018";" 7940.6105";" 1917.0591";" 3494.1552";"  571.1207";" 2643.0332";" 1266.3362";" 1497.7785";" 1202.3802";"  680.2412";" 1131.7776";"  909.3552";"    0.0000";"  282.9766";"  871.0931";"  169.4452";"  418.7860";"  179.7544";"  473.2679";" 1341.6461";" 1454.6593";"  126.2905";" 1333.3424";"  101.2865";"  300.5929";"   75.3679";"  486.0743";" 1071.9499";"  326.0948";"  523.5938";"    0.0000";"   83.7689";"  129.5908";"  122.1462";"    0.0000";"  570.3379";"   38.1464";"  409.7582";"  137.5939";"  237.7518"
"9am";" 5262.7402";"17318.9272";" 6370.3273";" 5926.8253";" 4024.3822";" 2577.6079";" 2307.7597";" 3643.3883";" 2874.5653";" 1898.6231";" 2461.9082";" 1608.0043";" 5835.9220";"  944.4181";" 2358.9290";" 3335.2790";" 1658.1641";"  829.1434";" 1883.6468";" 2742.9324";" 4129.3330";" 1247.7983";" 2825.3857";"10433.3353";"  647.8574";"  325.0458";" 2275.1997";" 9587.7220";" 2216.7321";" 3922.8592";"  495.6918";" 2203.0753";" 1286.2049";" 1515.9319";"  984.3621";"  678.1576";" 1187.2892";"  843.5213";"    0.0000";"  223.3005";"  709.1771";"  119.6593";"  500.2213";"  241.3500";"  405.2608";" 1473.7914";" 1655.1844";"  126.2905";" 1297.5387";"  101.2865";"  300.5929";"   75.3679";"  486.0743";" 1071.9499";"  396.5019";"  424.3502";"    0.0000";"   83.7689";"  239.9357";"  122.1462";"    0.0000";"  471.8307";"   38.1464";"  409.7582";"  217.5073";"  237.7518"
"10am";" 5565.1129";"17993.7458";" 6150.9883";" 6387.9845";" 4089.7707";" 2425.9579";" 2144.3286";" 3743.0627";" 2830.0961";" 1721.4916";" 2298.4981";" 1378.7334";" 5832.6883";"  739.1543";" 2136.7719";" 3406.5201";" 1676.5072";"  715.4250";" 1801.6759";" 2836.6238";" 4702.8510";" 1038.5482";" 2943.6788";"10560.7504";"  756.6043";"  250.7393";" 2411.5168";"10885.6128";" 2028.2026";" 4008.0061";"  569.6784";" 2198.1200";" 1195.5748";" 1378.0419";"  984.3621";"  579.1306";" 1281.8153";"  903.0888";"    0.0000";"  163.6244";"  410.9946";"  119.6593";"  522.2740";"  236.4736";"  405.2608";" 1798.1343";" 1489.2238";"   33.3089";" 1364.1800";"  101.2865";"  346.7328";"   75.3679";"  541.6892";"  927.5478";"  466.9090";"  651.4055";"    0.0000";"   83.7689";"  239.9357";"  122.1462";"    0.0000";"  471.8307";"   38.1464";"  409.7582";"  217.5073";"  133.4913"
"11am";" 4327.1533";"17631.0030";" 6034.3800";" 5586.5731";" 3718.7503";" 2841.0570";" 2451.8108";" 3220.9054";" 3127.1724";" 2018.2508";" 3187.3689";" 1285.5453";" 5361.0094";"  774.9497";" 2308.3131";" 3346.9640";" 1541.2301";"  553.2360";" 1642.6401";" 2951.7279";" 4381.3653";" 1184.1263";" 3079.1080";"10243.0564";"  905.4298";"  319.0777";" 2367.4059";"10819.9817";" 1746.6638";" 4080.9413";"  426.2426";" 2386.7092";" 1175.7061";" 1560.9581";" 1188.9307";"  480.1036";" 1229.2039";" 1074.8511";"    0.0000";"  223.3005";"  676.5772";"    0.0000";"  615.4312";"   83.7689";"  337.2537";" 1548.1280";" 1586.7394";"   33.3089";" 1434.6760";"  101.2865";"  346.7328";"   75.3679";"  541.6892";"  927.5478";"  396.5019";"  604.2587";"    0.0000";"   83.7689";"  378.1810";"  122.1462";"    0.0000";"  596.0402";"   38.1464";"  267.9725";"  137.5939";"  133.4913"
