"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0"
"7am";"1860.344";" 517.444";" 992.085";" 926.742";"   0.000";" 388.401";"   0.000";" 520.713";"   0.000";"   0.000";"   0.000";" 412.718";" 499.646";" 771.727";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"3253.355";"1056.746";"2326.951";"1544.684";" 428.606";"1181.638";"   0.000";" 749.408";"1274.465";" 819.722";"   0.000";"1078.313";" 813.219";"1826.255";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"3514.480";"1248.381";"2556.448";"1632.361";" 443.952";"1203.565";"   0.000";" 773.806";"1275.979";" 926.361";"   0.000";"1325.611";" 809.636";"2124.310";"   0.000";"   0.000";" 646.672";"   0.000"
"10am";"3671.799";"1288.329";"2582.093";"1567.809";" 426.109";"1290.457";"   0.000";" 844.971";"1198.762";" 871.217";"   0.000";"1362.400";" 826.088";"2171.791";"   0.000";"   0.000";" 784.363";"   0.000"
"11am";"3503.919";"1212.509";"2265.316";"1684.055";" 333.674";"1020.362";"   0.000";" 870.654";"1463.000";" 932.095";"   0.000";"1406.328";" 869.801";"1914.297";"   0.000";"   0.000";" 658.642";"   0.000"
"12am";"2731.742";"1008.436";"1366.892";"1230.876";"   0.000";" 705.218";"   0.000";" 737.713";"1095.214";"   0.000";"   0.000";"1132.484";" 754.373";"1331.650";"   0.000";"   0.000";" 608.315";"   0.000"
"1pm";"3113.325";"1251.703";"2043.415";"1463.029";"   0.000";"1167.595";"   0.000";" 790.829";"1491.471";"1004.587";"   0.000";"1195.583";" 814.437";"1371.629";"   0.000";"   0.000";" 543.092";"   0.000"
"2pm";"3419.497";"1318.310";"2262.959";"1354.054";"   0.000";"1160.108";"   0.000";" 815.227";"1521.718";" 942.797";"   0.000";"1172.703";" 834.196";"1436.375";"   0.000";"   0.000";" 681.803";"   0.000"
"3pm";"3686.596";"1395.635";"2218.566";"1507.201";"   0.000";"1173.064";"   0.000";" 707.904";"1352.110";" 695.975";"   0.000";"1141.120";" 799.480";"1524.634";"   0.000";"   0.000";" 931.049";"   0.000"
"4pm";"3175.419";"1306.816";"2029.465";"1182.563";"   0.000";"1019.203";"   0.000";" 576.398";"1119.061";" 704.483";"   0.000";"1200.138";" 735.382";"1339.477";"   0.000";"   0.000";" 901.822";"   0.000"
"5pm";"2117.165";" 698.838";"1213.647";" 989.046";"   0.000";" 484.670";"   0.000";" 370.776";"   0.000";" 598.860";"   0.000";" 899.862";" 681.438";" 889.855";"   0.000";"   0.000";" 745.617";"   0.000"
"6pm";"1291.997";" 409.128";" 997.690";" 327.467";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 473.327";" 567.455";" 717.772";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"907.302";"  0.000";"819.829";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"622.566";"  0.000";"604.709";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"619.705";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
