"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013";"7141.16013"
"4am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0"
"5am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";" 757.6982";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1086.6861";"   0.0000";"2704.5150";" 916.5891";"1384.1620";"   0.0000";"   0.0000";"1678.4009";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 679.1946"
"8am";"   0.0000";"   0.0000";"1495.2073";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1805.1143";"   0.0000";"4744.3091";"1941.3783";"2857.8405";" 937.3110";" 671.4629";"4565.3723";"   0.0000";"1078.5184";"   0.0000";"   0.0000";"1180.5219";"   0.0000";"   0.0000";"   0.0000";"1179.3543";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1531.8560"
"9am";"   0.0000";"   0.0000";"1713.7006";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2143.6394";"   0.0000";"5444.1437";"2192.3576";"3431.7135";"1009.8421";" 915.1181";"5516.4800";"   0.0000";"1178.0793";"   0.0000";"1197.0602";"1871.6369";"   0.0000";"   0.0000";"   0.0000";"1358.4373";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2154.4888"
"10am";" 653.4897";"   0.0000";"2035.2020";" 596.4776";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2049.9059";"   0.0000";"6053.2320";"2538.5076";"3993.1472";"1033.4621";" 968.7501";"6694.2433";"   0.0000";"1087.1855";"   0.0000";"1206.3499";"1886.7548";"   0.0000";"   0.0000";"   0.0000";" 916.4342";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2305.1147"
"11am";"   0.0000";"   0.0000";"2065.9222";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2086.2980";"   0.0000";"5661.3969";"2250.1079";"3357.4104";" 865.9677";" 898.8928";"5430.4333";"   0.0000";"1005.6079";"   0.0000";" 943.1133";"1902.7691";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1925.0850"
"12am";"   0.0000";"   0.0000";"1725.3063";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2265.0375";"   0.0000";"5494.4204";"1906.1776";"2609.0697";"   0.0000";" 680.7865";"4267.8379";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1222.9582";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1525.7779"
"1pm";"   0.0000";"   0.0000";"1782.3598";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2251.7889";"   0.0000";"6519.0911";"2029.1056";"3357.0274";" 968.1836";" 993.3377";"5189.1291";"   0.0000";"   0.0000";"   0.0000";"1123.7618";"1497.0593";"   0.0000";"   0.0000";"   0.0000";" 693.1728";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1902.5783"
"2pm";"   0.0000";"   0.0000";"2017.7559";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2360.0646";"   0.0000";"7141.1601";"2403.0766";"3729.6851";"1082.8839";"1337.8020";"6184.6367";"   0.0000";"   0.0000";"   0.0000";"1808.8935";"1849.7608";"   0.0000";"   0.0000";"1215.4254";" 857.0056";" 608.1160";"   0.0000";"   0.0000";"   0.0000";"1755.0388"
"3pm";" 664.9391";"1114.4371";"2032.6501";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1930.4497";"   0.0000";"5982.9986";"2512.0578";"3403.8300";"1057.5583";"1184.2587";"6444.3907";"   0.0000";" 849.1433";"   0.0000";"1690.7052";"2286.1106";" 562.5290";" 737.7916";"   0.0000";" 696.9236";"   0.0000";" 634.1749";"   0.0000";"   0.0000";"2002.4675"
