"variable","code_sec","ressect","poidsp"
"h4","7803","7511",602.617858086339
"h4","7803","7804",3343.82549967805
"h4","7803","9405",130.25684952124
"h5","7803","7511",602.617858086339
"h5","7803","7804",3343.82549967805
"h5","7803","9405",130.25684952124
"h6","7803","7511",602.617858086339
"h6","7803","7801",719.190340280144
"h6","7803","7804",3343.82549967805
"h6","7803","9405",130.25684952124
"h7","7506","7504",245.581325239223
"h7","7506","7509",615.564393496093
"h7","7506","7511",660.047496569215
"h7","7506","7701",480.447623493181
"h7","7506","7705",328.027574960501
"h7","7506","9109",393.08553034651
"h7","7506","9209",191.858474106811
"h7","7506","9402",522.37939486457
"h7","7506","9407",820.392683794574
"h7","7506","9408",201.093599717518
"h7","7506","9413",224.945776878174
"h7","7506","9504",170.199030287574
"h7","7803","7511",602.617858086339
"h7","7803","7801",719.190340280144
"h7","7803","7804",3343.82549967805
"h8","7501","7504",233.224465209501
"h8","7501","7506",334.87708422507
"h8","7501","7509",463.915881465086
"h8","7501","7511",370.918942482448
"h8","7501","7704",211.234849133032
"h8","7501","7705",372.440621944746
"h8","7501","7708",568.771834325007
"h8","7501","7713",124.757777528759
"h8","7501","7714",139.349550481244
"h8","7501","7803",448.424114958939
"h8","7501","7812",1448.58476648053
"h8","7501","9102",131.961101566948
"h8","7501","9202",216.48386929241
"h8","7501","9209",736.94836654387
"h8","7501","9302",129.366469212116
"h8","7501","9304",263.674188508242
"h8","7501","9310",102.119738879652
"h8","7501","9501",867.95200272145
"h8","7501","9503",254.788283140795
"h8","7501","9504",418.655882953858
"h8","7501","9507",164.089540688547
"h8","7501","9511",150.137587210357
"h8","7502","7508",301.427497862488
"h8","7502","7509",594.322248224899
"h8","7502","7703",431.449674653569
"h8","7502","7806",388.61045800048
"h8","7502","7814",45.4652653610526
"h8","7502","9109",184.274493274583
"h8","7502","9112",264.205625601827
"h8","7502","9203",1465.54410754289
"h8","7502","9205",410.443521037968
"h8","7502","9206",679.54465715888
"h8","7502","9207",133.619480707025
"h8","7502","9208",697.765740520264
"h8","7502","9210",799.665994861461
"h8","7502","9211",244.381719451218
"h8","7502","9302",276.368540492423
"h8","7502","9305",452.924190648564
"h8","7502","9306",542.892221328501
"h8","7502","9307",342.144738894664
"h8","7502","9310",381.850858357459
"h8","7502","9407",675.977431634827
"h8","7502","9414",112.364833830068
"h8","7502","9504",311.682066760225
"h8","7502","9507",231.281530605839
"h8","7502","9511",524.118936839366
"h8","7503","7504",483.409530312655
"h8","7503","7505",456.188451411628
"h8","7503","7511",1444.40348204298
"h8","7503","7512",348.005957127175
"h8","7503","7513",337.572140175825
"h8","7503","7703",215.745522026898
"h8","7503","7706",195.176682155957
"h8","7503","7709",536.116664824533
"h8","7503","7712",276.683863871785
"h8","7503","7714",241.614183366121
"h8","7503","7715",100.865626091083
"h8","7503","7802",466.368993962229
"h8","7503","7806",163.599483790673
"h8","7503","7811",199.192841011424
"h8","7503","7815",398.475289494435
"h8","7503","9102",161.672814925907
"h8","7503","9109",178.815759753943
"h8","7503","9112",136.35607828768
"h8","7503","9113",301.860430001112
"h8","7503","9202",263.924092163501
"h8","7503","9203",200.33633180677
"h8","7503","9310",666.472273157011
"h8","7503","9409",522.591464877611
"h8","7503","9414",49.3739084853839
"h8","7504","7501",699.976359055377
"h8","7504","7505",313.173539241277
"h8","7504","7514",412.85760669342
"h8","7504","7703",175.508561095591
"h8","7504","7708",971.563162426683
"h8","7504","7713",54.5851074213424
"h8","7504","9113",391.360027424007
"h8","7504","9203",359.833453329305
"h8","7504","9205",390.293969845354
"h8","7504","9307",169.999574915962
"h8","7504","9406",226.008980253869
"h8","7504","9512",261.658348932431
"h8","7506","7504",245.581325239223
"h8","7506","7507",518.295481023766
"h8","7506","7509",615.564393496093
"h8","7506","7511",660.047496569215
"h8","7506","7701",480.447623493181
"h8","7506","7705",328.027574960501
"h8","7506","7711",343.767471234906
"h8","7506","7713",64.2665294667268
"h8","7506","9106",312.02781561963
"h8","7506","9109",393.08553034651
"h8","7506","9111",89.2506597693922
"h8","7506","9204",258.141057344691
"h8","7506","9209",191.858474106811
"h8","7506","9210",314.544168665661
"h8","7506","9304",291.906355774067
"h8","7506","9402",522.37939486457
"h8","7506","9407",1079.54843363584
"h8","7506","9408",201.093599717518
"h8","7506","9413",224.945776878174
"h8","7507","7514",1031.02815769689
"h8","7507","7705",205.733095519832
"h8","7507","7713",39.2113243573538
"h8","7507","7801",342.730884317246
"h8","7507","7812",590.074860233269
"h8","7507","7816",186.241448107871
"h8","7507","9105",203.865652917881
"h8","7507","9106",272.473883313051
"h8","7507","9107",202.573186276042
"h8","7507","9108",374.02927172437
"h8","7507","9109",404.460993947983
"h8","7507","9112",144.43829065062
"h8","7507","9113",321.528812923328
"h8","7507","9209",363.437906247331
"h8","7507","9312",205.803788559348
"h8","7507","9405",315.243941445898
"h8","7507","9502",109.647209333194
"h8","7508","7503",293.428063516788
