"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"452.27";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"8am";"1038.271";" 680.497";"1028.589";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1118.260";" 680.497";"1072.345";" 287.034";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1090.381";" 627.302";"1070.281";" 334.019";"   0.000";"   0.000";"   0.000";" 327.774";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"1003.352";" 436.616";" 705.443";" 667.197";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"829.507";"  0.000";"424.808";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"1pm";"878.248";"643.872";"603.828";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"2pm";"952.227";"715.869";"718.169";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"3pm";"897.635";"808.726";"759.916";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"4pm";"907.964";"896.564";"751.059";"305.057";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"5pm";"500.037";"397.092";"667.713";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
