"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894"
"max";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357"
"4am";"2550.661";"1632.535";"5111.349";"1787.692";"1437.715";"1772.495";"2296.425";"3017.455";"2642.778";"1890.775";"1730.070";"2807.682";"2346.365";"1515.638";"1259.320"
"5am";"2583.738";"1632.535";"5160.086";"1787.692";"1429.798";"1747.923";"2199.813";"3037.970";"2593.453";"1816.950";"1707.144";"2772.973";"2477.686";"1515.638";"1259.320"
"6am";"2571.268";"1632.535";"5066.515";"1864.373";"1419.243";"1714.898";"2199.813";"2928.890";"2383.834";"1794.524";"1709.238";"2714.871";"2502.242";"1455.627";"1271.790"
"7am";"3436.117";"2087.434";"5240.110";"1769.149";"1216.180";"1765.474";"1865.356";"2921.813";"1835.136";"1343.749";"1591.279";"2150.677";"2165.271";"1048.121";"1133.758"
"8am";"3753.685";"2826.980";"5244.768";"1668.736";" 967.954";"1963.317";"2005.501";"2858.577";"1272.344";" 981.146";"1509.992";"1635.480";"1876.561";" 907.892";" 763.066"
"9am";"3799.033";"2589.797";"5402.145";"1846.197";" 891.681";"1873.339";"1799.176";"3193.225";"1116.714";" 961.384";"1296.012";"1863.539";"1729.027";" 826.358";" 713.561"
"10am";"3729.130";"2506.319";"5102.245";"1900.845";" 815.198";"2042.483";"1835.950";"3202.758";"1072.123";" 947.435";"1277.967";"1788.890";"1785.143";"1212.620";" 706.105"
"11am";"3986.461";"2380.687";"5164.097";"1534.164";" 835.545";"1969.658";"1708.664";"2986.032";"1269.464";" 980.902";"1399.819";"1954.901";"1839.880";" 950.814";" 771.129"
"12am";"3597.941";"2028.757";"4782.382";"1741.071";"1070.960";"1748.823";"1924.076";"3118.036";"1524.486";"1243.557";"1446.704";"2273.613";"1937.503";"1094.822";" 821.303"
"1pm";"3742.019";"2442.242";"5225.005";"1601.287";" 900.197";"1921.870";"1735.481";"3166.020";"1381.898";"1063.801";"1644.245";"1732.258";"1646.085";" 994.944";" 662.060"
"2pm";"4191.826";"2638.124";"4679.278";"1641.743";" 887.574";"2243.288";"1532.664";"2885.488";"1378.013";" 950.058";"1261.846";"1607.789";"1507.888";"1427.402";" 638.727"
"3pm";"3986.200";"2601.080";"4735.439";"1700.923";" 914.768";"2276.078";"1505.693";"2698.014";"1279.056";" 884.180";"1360.895";"1492.851";"1734.492";"1279.517";" 778.158"
"4pm";"4207.585";"2799.554";"4249.963";"1484.161";"1026.533";"2101.657";"1532.226";"2715.859";"1467.115";"1160.131";"1381.446";"1824.560";"1548.742";"1375.367";" 712.066"
"5pm";"3612.727";"2462.812";"4389.668";"1648.170";"1203.957";"1766.977";"1613.360";"3208.516";"1576.013";"1281.495";"1392.946";"2267.260";"1644.472";"1476.714";" 976.980"
"6pm";"2643.631";"1796.414";"4431.102";"1921.726";"1206.002";"1652.711";"2236.641";"3307.805";"2202.750";"1911.702";"1331.393";"2446.375";"2207.031";"1754.688";"1101.498"
"7pm";"2494.784";"1828.374";"5154.035";"1560.297";"1305.871";"1872.454";"2206.208";"3459.070";"2334.322";"2066.915";"1378.539";"2480.496";"2182.501";"1581.000";"1207.738"
"8pm";"2480.134";"1898.788";"5482.357";"1522.390";"1380.507";"1874.736";"2102.746";"3102.543";"2404.750";"2131.353";"1245.500";"2597.754";"2189.143";"1673.625";"1161.741"
"9pm";"2634.641";"1867.416";"5415.767";"1536.485";"1396.158";"1763.409";"1930.556";"2932.747";"2500.421";"2143.631";"1295.607";"2806.068";"2231.096";"1644.050";"1187.743"
"10pm";"2538.307";"1815.266";"5267.990";"1643.985";"1424.537";"1825.320";"1914.827";"3029.381";"2500.421";"2187.154";"1320.430";"2785.156";"2228.623";"1619.225";"1216.537"
"11pm";"2467.301";"1762.279";"5252.110";"1710.662";"1441.513";"1864.487";"2081.378";"3016.535";"2555.657";"2187.154";"1331.337";"2805.656";"2237.161";"1576.046";"1281.029"
"12pm";"2394.621";"1762.279";"5196.526";"1740.202";"1441.513";"1870.529";"2095.300";"3042.579";"2638.313";"2172.106";"1385.700";"2805.656";"2261.055";"1576.046";"1281.029"
"1am";"2583.486";"1611.393";"5007.661";"1776.126";"1441.513";"1870.529";"2246.186";"3042.579";"2665.304";"2172.106";"1385.700";"2805.656";"2261.055";"1576.046";"1281.029"
"2am";"2583.486";"1611.393";"5007.661";"1776.126";"1441.513";"1870.529";"2260.207";"3042.579";"2665.304";"2172.106";"1385.700";"2805.656";"2261.055";"1576.046";"1281.029"
"3am";"2583.486";"1611.393";"5342.438";"1776.126";"1441.513";"1870.529";"2260.207";"3002.308";"2665.304";"1897.265";"1385.700";"2805.656";"2261.055";"1576.046";"1281.029"
