"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853"
"max";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18"
"4am";"1096.306";" 683.646";"2998.472";" 960.554";" 613.801";"1777.901";"1298.950";"1925.418";"1567.943";"1185.665";" 892.868";"2227.276";"1423.605";" 950.878";" 695.959"
"5am";"1129.383";" 683.646";"3041.607";" 960.554";" 605.884";"1928.787";"1148.064";"1934.470";"1499.648";"1176.613";" 892.868";"2192.567";"1458.314";" 950.878";" 695.959"
"6am";"1138.837";" 683.646";"2972.659";"1074.944";" 595.329";"1812.376";"1076.119";"1907.776";"1382.745";"1138.458";" 907.432";"2149.092";"1430.143";" 928.954";" 695.959"
"7am";"1268.842";" 687.738";"2884.791";"1085.130";" 500.388";"1829.080";"1214.261";"2099.884";"1179.505";" 942.076";" 823.900";"1964.185";"1283.095";" 734.343";" 601.602"
"8am";"1496.773";"1048.296";"2492.364";" 980.902";" 476.030";"1939.107";"1232.021";"1941.373";"1088.597";" 881.254";" 894.418";"1650.545";"1207.749";" 710.859";" 509.575"
"9am";"1692.443";" 816.399";"2553.020";"1171.460";" 446.528";"1843.240";"1260.081";"2054.195";" 947.393";" 813.671";" 906.656";"1709.468";"1084.767";" 752.172";" 453.444"
"10am";"1827.877";" 736.383";"2514.234";"1117.854";" 425.550";"1876.846";"1337.948";"2005.452";" 945.082";" 817.812";" 934.966";"1669.170";"1101.377";" 665.535";" 450.196"
"11am";"1688.619";" 653.209";"2407.125";"1007.075";" 450.268";"1894.959";"1269.162";"1868.005";"1040.524";" 860.697";" 859.857";"1800.126";"1109.167";" 785.759";" 532.374"
"12am";"1529.791";" 697.737";"2563.670";"1177.467";" 586.544";"1654.769";"1265.554";"1935.549";"1072.547";"1016.588";" 727.565";"1819.641";"1155.673";" 814.893";" 508.670"
"1pm";"1625.383";" 755.430";"2631.723";"1019.602";" 550.952";"1719.266";"1476.977";"1733.876";"1131.284";" 883.233";" 722.407";"1592.716";"1056.133";" 740.200";" 469.760"
"2pm";"1887.988";" 940.469";"2536.155";"1037.811";" 511.633";"2024.424";"1126.045";"1508.731";"1038.394";" 834.133";" 722.685";"1432.641";" 981.546";" 799.469";" 503.285"
"3pm";"1829.446";" 922.871";"2458.962";"1009.883";" 501.821";"2168.206";"1088.363";"1568.872";"1002.626";" 851.181";" 807.160";"1367.231";" 987.767";" 845.744";" 528.408"
"4pm";"1538.718";" 952.647";"2285.398";" 827.803";" 503.153";"2008.130";"1090.824";"1798.174";"1092.372";" 928.938";" 873.195";"1475.578";" 989.504";"1012.008";" 458.540"
"5pm";"1465.957";"1005.984";"2519.307";" 862.386";" 530.073";"1982.542";"1037.556";"1914.523";"1298.938";" 982.732";" 806.320";"1762.022";"1092.922";" 935.995";" 618.720"
"6pm";"1272.987";" 784.296";"2669.780";" 952.423";" 568.170";"1890.945";"1100.968";"2083.695";"1487.702";"1099.607";" 832.889";"1969.756";"1309.723";"1015.985";" 646.676"
"7pm";"1144.801";" 843.927";"2598.982";" 999.890";" 613.353";"2046.287";"1138.424";"2013.403";"1492.481";"1206.440";" 768.264";"2022.926";"1401.803";" 956.551";" 716.082"
"8pm";"1196.711";" 702.352";"2835.175";"1004.379";" 553.643";"1802.838";"1249.618";"1970.294";"1538.026";"1236.709";" 769.159";"2121.741";"1423.991";" 970.350";" 713.692"
"9pm";"1138.138";" 654.770";"2859.634";"1018.474";" 569.294";"1891.813";"1157.305";"1896.714";"1581.161";"1236.709";" 800.296";"2193.797";"1437.923";" 970.350";" 691.151"
"10pm";"1138.138";" 668.791";"2832.207";"1012.287";" 596.825";"1802.838";"1281.149";"1902.129";"1581.161";"1239.813";" 822.439";"2204.750";"1408.199";" 966.025";" 705.198"
"11pm";"1090.036";" 654.770";"2832.207";" 998.102";" 613.801";"1852.655";"1312.042";"1945.137";"1581.161";"1239.813";" 822.439";"2204.750";"1399.711";" 966.025";" 717.668"
"12pm";"1068.107";" 654.770";"2832.207";" 941.805";" 613.801";"1850.690";"1312.042";"1945.137";"1581.161";"1239.813";" 832.932";"2204.750";"1423.605";" 966.025";" 717.668"
"1am";"1068.107";" 654.770";"2832.207";" 977.729";" 613.801";"1850.690";"1312.042";"1945.137";"1608.152";"1239.813";" 832.932";"2204.750";"1423.605";" 966.025";" 717.668"
"2am";"1068.107";" 654.770";"2832.207";" 977.729";" 613.801";"1850.690";"1326.063";"1945.137";"1608.152";"1239.813";" 832.932";"2204.750";"1423.605";" 966.025";" 717.668"
"3am";"1068.107";" 654.770";"2832.207";" 977.729";" 613.801";"1850.690";"1326.063";"1892.588";"1608.152";"1239.813";" 832.932";"2204.750";"1423.605";" 966.025";" 717.668"
