"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78";"5663.78"
"4am";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 201.20";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 221.32";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1529.12"
"5am";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 261.56";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 261.56";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1549.24"
"6am";" 211.26";" 120.72";"   0.00";" 422.52";"   0.00";"   0.00";" 563.36";" 150.90";"   0.00";" 201.20";" 271.62";" 342.04";" 503.00";"   0.00";"   0.00";" 130.78";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 171.02";"   0.00";" 301.80";"   0.00";"1901.34"
"7am";"1438.58";" 432.58";" 331.98";"1438.58";"1136.78";" 211.26";"1569.36";" 674.02";" 201.20";"1498.94";"1227.32";" 885.28";"1720.26";" 221.32";" 130.78";" 342.04";" 171.02";" 150.90";" 251.50";"   0.00";" 241.44";" 160.96";" 171.02";" 120.72";" 311.86";" 140.84";" 905.40";" 160.96";"2706.14"
"8am";"3400.28";" 694.14";" 643.84";"2806.74";"2675.96";" 442.64";"2736.32";"1257.50";" 432.58";"4064.24";"2565.30";"1227.32";"2766.50";" 321.92";" 221.32";" 633.78";" 342.04";" 201.20";" 402.40";" 171.02";" 422.52";" 201.20";" 321.92";" 241.44";" 352.10";" 191.14";"1770.56";" 271.62";"3440.52"
"9am";"3671.90";" 784.68";" 724.32";"3118.60";"2937.52";" 613.66";"3138.72";"1418.46";" 492.94";"4838.86";"3339.92";"1549.24";"3078.36";" 342.04";" 281.68";" 794.74";" 452.70";" 211.26";" 442.64";" 221.32";" 432.58";" 241.44";" 331.98";" 251.50";" 372.22";" 231.38";"2042.18";" 331.98";"3903.28"
"10am";"3772.50";" 784.68";" 804.80";"3219.20";"3078.36";" 633.78";"3189.02";"1468.76";" 472.82";"4979.70";"4003.88";"1750.44";"3349.98";" 382.28";" 291.74";" 794.74";" 513.06";" 231.38";" 482.88";" 241.44";" 432.58";" 301.80";" 311.86";" 261.56";" 402.40";" 251.50";"2162.90";" 342.04";"4034.06"
"11am";"3722.20";" 855.10";" 824.92";"3038.12";"2987.82";" 613.66";"3038.12";"1408.40";" 452.70";"4738.26";"4144.72";"1861.10";"3259.44";" 402.40";" 291.74";" 794.74";" 462.76";" 211.26";" 422.52";" 211.26";" 472.82";" 241.44";" 311.86";" 261.56";" 402.40";" 231.38";"2132.72";" 372.22";"4104.48"
"12am";"3591.42";" 945.64";" 774.62";"3028.06";"3028.06";" 663.96";"3199.08";"1368.16";" 422.52";"4627.60";"4285.56";"1760.50";"3229.26";" 342.04";" 231.38";" 925.52";" 432.58";" 221.32";" 442.64";" 211.26";" 503.00";" 221.32";" 261.56";" 251.50";" 412.46";" 231.38";"1961.70";" 352.10";"4144.72"
"1pm";"3873.10";" 985.88";" 935.58";"3199.08";"3018.00";" 694.14";"3420.40";"1378.22";" 492.94";"4858.98";"4667.84";"1911.40";"3380.16";" 392.34";" 301.80";" 855.10";" 462.76";" 211.26";" 472.82";" 261.56";" 482.88";" 241.44";" 281.68";" 271.62";" 402.40";" 231.38";"2032.12";" 331.98";"4164.84"
"2pm";"3722.20";" 965.76";" 945.64";"3339.92";"2897.28";" 754.50";"3239.32";"1388.28";" 462.76";"4657.78";"4416.34";"1861.10";"3189.02";" 402.40";" 311.86";" 724.32";" 412.46";" 201.20";" 462.76";" 251.50";" 442.64";" 291.74";" 271.62";" 281.68";" 422.52";" 271.62";"1981.82";" 301.80";"4003.88"
"3pm";"3400.28";" 875.22";" 714.26";"2927.46";"2474.76";" 583.48";"2585.42";"1156.90";" 442.64";"4184.96";"3641.72";"1509.00";"2736.32";" 301.80";" 251.50";" 603.60";" 442.64";" 171.02";" 422.52";" 191.14";" 352.10";" 301.80";" 271.62";" 221.32";" 281.68";" 181.08";"1669.96";" 261.56";"3299.68"
"4pm";"1820.86";" 543.24";" 382.28";"1609.60";"1488.88";" 352.10";"1418.46";" 603.60";" 130.78";"2243.38";"2665.90";" 935.58";"1297.74";" 291.74";" 171.02";" 603.60";" 321.92";"   0.00";" 261.56";"   0.00";" 221.32";" 221.32";" 160.96";" 140.84";" 140.84";" 140.84";" 985.88";" 211.26";"2172.96"
"5pm";"1086.48";" 331.98";" 402.40";" 824.92";" 834.98";" 171.02";"1066.36";" 331.98";" 150.90";"1337.98";"1951.64";" 583.48";" 855.10";" 150.90";" 120.72";" 462.76";" 291.74";"   0.00";" 191.14";" 130.78";" 181.08";" 160.96";"   0.00";"   0.00";"   0.00";"   0.00";" 492.94";" 181.08";"1720.26"
"6pm";"1478.82";" 311.86";" 422.52";" 774.62";" 905.40";" 221.32";" 794.74";" 342.04";" 150.90";"1307.80";"1669.96";" 633.78";" 684.08";" 150.90";"   0.00";" 563.36";" 221.32";"   0.00";" 261.56";" 120.72";" 201.20";" 191.14";" 130.78";"   0.00";"   0.00";"   0.00";" 503.00";" 211.26";"1619.66"
"7pm";"1348.04";" 301.80";" 321.92";" 734.38";" 794.74";" 191.14";" 734.38";" 331.98";"   0.00";"1146.84";"1498.94";" 523.12";" 533.18";" 130.78";"   0.00";" 603.60";" 221.32";"   0.00";" 181.08";" 130.78";" 191.14";" 191.14";"   0.00";"   0.00";"   0.00";" 120.72";" 482.88";" 201.20";"1529.12"
"8pm";"1227.32";" 231.38";" 241.44";" 523.12";" 593.54";" 120.72";" 543.24";" 251.50";"   0.00";" 975.82";" 885.28";" 362.16";" 352.10";" 120.72";"   0.00";" 553.30";" 130.78";"   0.00";" 171.02";"   0.00";" 120.72";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 362.16";" 201.20";"1378.22"
"9pm";" 794.74";"   0.00";" 150.90";" 251.50";" 311.86";"   0.00";" 331.98";" 130.78";"   0.00";" 734.38";" 432.58";" 150.90";" 261.56";"   0.00";"   0.00";" 261.56";"   0.00";"   0.00";" 130.78";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 191.14";"   0.00";"1207.20"
"10pm";" 523.12";"   0.00";"   0.00";" 191.14";"   0.00";"   0.00";" 291.74";"   0.00";"   0.00";" 261.56";" 241.44";" 120.72";" 181.08";"   0.00";"   0.00";" 130.78";"   0.00";"   0.00";" 120.72";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1106.60"
