"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754";"9681.68754"
"4am";"1253.7556";" 729.8944";"1323.6316";" 744.1055";"1068.6844";" 210.4109";" 291.5476";"1074.3420";" 138.3844";" 721.9781";"1373.4496";"1203.6303";" 548.4620";" 643.3797";" 818.0795";"1333.3476";"1223.7192";" 722.1298";" 272.7633";"1587.6345";" 815.4813";" 383.3080";" 898.2764";" 616.3828";" 194.8963";" 340.1903";" 551.6066";" 783.3410";"1025.9577";" 973.1994"
"5am";"1253.7556";" 729.8944";"1323.6316";" 744.1055";"1068.6844";" 210.4109";" 291.5476";"1074.3420";" 138.3844";" 551.5108";"1373.4496";"1203.6303";" 548.4620";" 643.3797";" 818.0795";"1564.5799";"1223.7192";" 722.1298";" 443.2306";"1587.6345";" 457.7280";" 152.0757";" 898.2764";" 616.3828";" 194.8963";" 340.1903";" 551.6066";" 783.3410";"1025.9577";" 973.1994"
"6am";"1253.75558";" 653.33755";"1005.67694";" 744.10550";" 768.53000";" 360.48810";" 291.54760";" 947.94470";" 138.38440";" 551.51080";"1373.44960";"1203.63030";" 548.46200";" 643.37970";" 818.07950";"1564.57990";"1223.71918";" 722.12980";" 443.23060";"1587.63450";"  99.97472";" 152.07570";" 898.27640";" 616.38280";" 194.89630";" 340.19030";" 551.60661";" 783.34100";" 864.13917";" 973.19936"
"7am";"1104.8778";" 533.4533";" 674.6818";" 744.1055";" 695.0097";" 360.4881";" 291.5476";" 947.9447";" 138.3844";" 417.8782";"1088.0249";"1203.6303";" 548.4620";" 709.8611";" 937.9638";"1564.5799";"1791.3217";"1035.9750";" 443.2306";" 776.8672";" 493.2167";" 152.0757";" 898.2764";" 446.2588";" 194.8963";" 340.1903";" 551.6066";" 783.3410";" 702.3207";" 831.7924"
"8am";"1163.4803";" 366.9831";" 829.0900";" 744.1055";" 544.9325";" 510.5653";" 291.5476";" 751.1488";" 556.8447";" 300.6732";" 911.0577";" 284.2176";" 552.5652";" 709.8611";"1840.0002";"1372.1026";"1902.1561";" 910.0029";"1160.3270";" 393.2420";" 297.7059";" 358.8231";" 359.2363";" 292.1534";" 591.1560";" 186.8357";" 295.9975";" 544.2516";" 412.5908";"1032.7688"
"9am";"1163.4803";" 366.9831";" 829.0900";" 744.1055";" 755.3434";" 300.1544";" 291.5476";" 751.1488";" 556.8447";" 370.9161";" 911.0577";" 284.2176";" 552.5652";" 709.8611";"1840.0002";"1372.1026";"1902.1561";" 910.0029";" 989.8597";" 393.2420";" 477.5097";" 358.8231";" 179.4325";" 667.7864";" 591.1560";" 186.8357";" 295.9975";" 544.2516";" 412.5908";"1212.8400"
"10am";" 994.2422";" 332.7500";" 998.3281";" 744.1055";" 755.3434";" 300.1544";" 291.5476";" 751.1488";" 556.8447";" 270.6917";" 911.0577";" 284.2176";"1173.9301";" 709.8611";"1840.0002";"1123.7254";"1902.1561";" 910.0029";" 717.0964";" 393.2420";" 594.9630";" 358.8231";" 179.4325";" 667.7864";" 591.1560";" 186.8357";" 476.0687";" 544.2516";" 412.5908";" 936.9867"
"11am";"1104.8778";" 332.7500";"1069.9809";" 744.1055";" 755.3434";" 300.1544";" 291.5476";" 751.1488";" 556.8447";" 429.5186";" 663.2874";"1096.4247";" 652.7896";" 709.8611";"1027.7931";"1644.8659";"1909.0355";" 910.0029";" 717.0964";" 393.2420";" 477.5097";" 358.8231";" 179.4325";" 785.2397";" 591.1560";" 186.8357";" 295.9975";" 544.2516";" 412.5908";"1117.0579"
"12am";"1104.8778";" 456.8964";" 980.0676";" 744.1055";" 755.3434";" 300.1544";" 291.5476";" 877.5461";" 556.8447";" 529.7430";" 977.1326";" 284.2176";" 727.8945";" 709.8611";"1027.7931";"1372.1026";"1733.7062";" 802.9051";" 989.8597";"   0.0000";" 690.9479";" 152.0757";" 359.2363";" 785.2397";" 591.1560";" 340.1903";" 295.9975";" 544.2516";" 412.5908";" 963.7033"
