"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15";"16060.15"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"5am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"2628.774";"1409.731";"   0.000";"   0.000";"2160.612";"1875.194";"1076.524";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2540.726";"   0.000";"   0.000";"2289.518";"   0.000";"   0.000";"2095.756";"   0.000";"   0.000";"   0.000";"1142.499";"   0.000";"   0.000";"   0.000";"1253.731";"   0.000";"   0.000";"   0.000";"   0.000";"2109.873";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1563.320";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 831.308";"   0.000";"   0.000";"1428.546";"   0.000";"   0.000";"   0.000";"1909.597";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2215.983";"1676.155";"   0.000";"1908.352";"   0.000";"1039.334";"   0.000";"2004.034";"   0.000";" 643.565";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2067.781";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"1602.040";"   0.000";"   0.000";"   0.000";"3898.995";"1622.329";"   0.000";"1341.914";"4223.394";"2323.513";"1618.659";"   0.000";"1633.060";"1390.485";"1854.914";"   0.000";"   0.000";"   0.000";"   0.000";"3171.468";"   0.000";"   0.000";"2331.890";"   0.000";"   0.000";"2377.592";"1073.627";"   0.000";"   0.000";"1750.990";"   0.000";"1275.662";"   0.000";"1661.187";"1854.591";"   0.000";"   0.000";"   0.000";"2861.075";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1765.201";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1181.741";"   0.000";"   0.000";"1964.368";"1133.480";"   0.000";"   0.000";"2164.313";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2557.370";"2589.988";"1060.384";"3611.331";"   0.000";"1090.309";"   0.000";"2507.483";"   0.000";"1146.405";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1623.247";"   0.000";"   0.000";"   0.000";"   0.000";"3109.701";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 917.685";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1872.168";"   0.000";"   0.000";"   0.000";"5383.456";"1943.142";"   0.000";"1175.801";"4232.831";"2564.343";"1750.063";"   0.000";"1679.810";"1446.608";"1918.388";"   0.000";"   0.000";"   0.000";"   0.000";"3375.079";"   0.000";"   0.000";"2448.711";"   0.000";"   0.000";"2835.532";"1161.710";"   0.000";"   0.000";"2085.298";"   0.000";"1275.662";"1131.660";"1661.187";"1997.344";"   0.000";"   0.000";"   0.000";"2980.622";" 763.205";"   0.000";"1305.176";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1913.013";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1314.387";"   0.000";"   0.000";"2249.214";"1404.483";"   0.000";"   0.000";"2164.313";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2852.099";"3194.284";"1253.580";"5404.183";"   0.000";"1176.589";"   0.000";"2595.191";"   0.000";"1334.031";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1663.448";" 882.669";"   0.000";"   0.000";"   0.000";"3269.330";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 977.280";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1900.642";"   0.000";"   0.000";"   0.000";"5357.031";"2067.316";"   0.000";"1348.686";"4196.220";"2739.373";"1725.442";"   0.000";"1679.810";"1446.608";"2258.046";"   0.000";"   0.000";"   0.000";"   0.000";"3468.270";"   0.000";"   0.000";"2546.428";"   0.000";"   0.000";"2953.501";"1161.710";"   0.000";"   0.000";"2487.296";"   0.000";"1373.379";"1131.660";"1709.255";"2252.277";"   0.000";"   0.000";"   0.000";"2980.622";" 964.354";"   0.000";"1456.704";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1681.467";"1086.563";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 931.424";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1219.854";"   0.000";"   0.000";"2390.428";"1404.483";"   0.000";"   0.000";"2164.313";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3135.336";"3521.251";"1267.879";"5705.896";"   0.000";"1217.295";"   0.000";"2585.870";"   0.000";"1397.517";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1751.277";" 811.410";"   0.000";"   0.000";" 893.248";"3408.957";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1059.758";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"2500.090";"   0.000";"   0.000";"1526.774";"4807.328";"1922.837";"   0.000";"1389.793";"4411.180";"2471.197";"1718.221";"   0.000";"1679.810";"1390.910";"1935.231";"   0.000";"   0.000";"   0.000";"   0.000";"3317.813";"   0.000";"   0.000";"2546.428";"   0.000";"   0.000";"2519.989";" 987.763";"   0.000";"   0.000";"2132.037";"   0.000";"1275.662";"   0.000";"1688.370";"2279.005";"   0.000";"   0.000";"1213.099";"1812.115";"   0.000";"   0.000";"1494.332";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1758.209";"1140.272";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 931.933";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1194.989";"   0.000";"   0.000";"2216.727";"1577.658";"   0.000";"   0.000";"2211.018";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3252.606";"3293.160";"1157.643";"5666.820";"   0.000";"1370.210";"   0.000";"2535.692";" 817.118";"1397.201";" 923.010";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1671.890";" 811.410";"   0.000";"   0.000";"   0.000";"3297.268";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 883.595";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 810.984";"   0.000";"   0.000";"   0.000";"   0.000"
