"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669";"209.669"
"max";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834";"5161.834"
"4am";"1269.162";" 617.721";"1132.839";"1942.864";"1219.065";"3006.548";"1639.944";"2050.478";" 834.545";" 975.079";"1677.613";" 905.476";"1420.458";" 925.203";"1720.902";" 643.847";" 615.594";"1461.978";"1241.536"
"5am";"1269.162";" 617.721";"1132.839";"1942.864";"1183.984";"3041.629";"1639.944";"2050.478";" 834.545";"1025.920";"1558.272";" 859.238";"1420.458";" 925.203";"1720.902";" 643.847";" 564.753";"1461.978";"1198.696"
"6am";"1306.772";" 617.721";"1132.839";"1755.358";"1181.737";"3047.242";"1639.944";"2090.767";" 872.473";"1025.920";"1558.272";" 859.238";"1420.458";" 925.203";"1642.721";" 676.126";" 564.753";"1461.978";"1196.458"
"7am";"1614.175";" 446.049";"1254.127";"1424.757";"1247.714";"3560.544";"1561.850";"1272.051";" 835.681";" 888.192";"1169.555";" 819.685";"1278.276";" 883.107";"1358.950";" 504.974";"1109.951";"1106.545";"1089.198"
"8am";"2353.816";" 333.344";" 874.666";"1090.591";"1186.166";"4454.708";"1395.992";"1142.708";" 656.470";"1072.026";" 914.305";" 497.213";"1444.950";" 811.659";" 804.270";" 500.694";"1054.804";" 798.742";"1196.016"
"9am";"2505.111";" 445.750";" 913.717";"1488.320";"1054.947";"4360.371";"1339.308";"1355.166";" 465.132";" 928.153";" 821.103";" 506.051";"1302.322";" 651.418";" 777.686";" 541.070";"1017.689";" 675.691";"1226.617"
"10am";"2476.220";" 456.990";" 904.485";"1220.718";"1129.284";"4341.349";"1265.451";"1415.460";" 469.338";" 932.013";"1030.912";" 462.333";"1450.908";" 651.418";" 744.879";" 635.684";" 913.357";" 701.138";"1314.327"
"11am";"2407.474";" 330.564";" 897.186";"1284.226";"1003.315";"4279.018";"1090.478";"1415.460";" 466.140";" 897.704";"1040.882";" 507.066";"1304.751";" 758.342";" 660.908";" 600.111";" 995.956";" 820.034";"1308.454"
"12am";"2393.791";" 505.749";" 981.521";"1359.999";"1068.267";"3677.808";"1467.185";"2068.395";" 529.927";"1017.632";"1182.599";" 719.326";"1071.295";" 527.652";" 848.682";" 530.096";" 250.646";" 915.477";"1192.751"
"1pm";"2380.524";" 356.506";" 819.679";" 952.659";" 961.222";"4283.005";"1251.152";" 988.078";" 560.503";" 965.612";"1033.009";" 543.009";"1533.257";" 672.166";" 829.196";" 591.640";" 995.971";" 631.278";"1527.438"
"2pm";"2401.197";" 348.202";" 547.911";"1330.437";" 921.892";"4231.461";"1063.847";"1104.188";" 483.589";" 951.372";"1052.202";" 414.807";"1382.372";" 655.174";" 916.700";" 872.043";" 975.226";" 698.878";"1546.740"
"3pm";"2471.128";" 336.493";" 661.134";"1364.125";" 960.276";"4454.994";"1097.333";"1136.467";" 445.678";" 869.679";" 932.454";" 484.967";"1473.060";" 671.354";" 788.907";" 869.232";" 939.005";" 557.166";"1413.383"
"4pm";"2329.197";" 286.149";" 675.127";"1004.012";"1189.937";"4192.412";"1129.061";"1250.107";" 688.677";"1014.464";" 969.113";" 474.420";"1584.649";" 885.748";" 896.097";" 772.375";" 958.799";" 604.024";"1518.416"
"5pm";"1729.104";" 341.536";" 563.325";"1419.670";"1128.434";"3441.876";"1239.663";"1150.807";" 633.433";" 843.992";"1160.677";" 572.327";"1969.383";" 893.819";"1105.497";"1066.933";"1057.697";" 862.084";"1502.804"
"6pm";"1155.772";" 563.282";" 938.420";"1843.363";"1340.055";"2938.485";"1298.471";"1935.974";" 761.080";" 961.917";"1213.066";" 805.684";"1758.277";" 936.350";"1287.425";"1060.709";" 348.936";"1108.896";"1323.121"
"7pm";"1183.873";" 550.714";"1085.811";"1793.536";"1339.337";"2882.920";"1550.700";"2055.683";" 792.003";" 834.052";"1214.859";" 741.486";"1519.136";" 983.545";"1649.832";" 907.396";" 391.578";"1471.156";"1327.788"
"8pm";"1227.314";" 644.727";"1091.701";"1586.615";"1313.559";"3717.773";"1612.342";"1735.149";" 859.339";"1162.747";"1356.572";" 860.468";"1264.633";" 860.199";"1601.253";" 752.466";" 588.946";"1450.274";"1261.506"
"9pm";"1229.198";" 586.026";"1091.701";"1625.779";"1417.319";"3491.138";"1628.599";"1901.897";" 816.798";"1266.169";"1474.275";" 722.034";"1146.930";" 963.954";"1677.236";" 726.461";" 616.229";"1406.570";"1348.754"
"10pm";"1295.874";" 609.045";"1162.289";"1767.779";"1412.827";"2957.082";"1683.483";"1982.737";" 834.545";"1229.139";"1591.325";" 905.476";"1212.230";" 957.780";"1778.025";" 643.847";" 654.361";"1435.911";"1340.403"
"11pm";"1285.186";" 617.721";"1196.116";"1881.590";"1345.059";"2881.778";"1706.517";"2050.478";" 834.545";"1183.086";"1637.378";" 905.476";"1248.262";" 997.273";"1778.025";" 643.847";" 654.361";"1494.969";"1260.420"
"12pm";"1285.186";" 617.721";"1181.976";"1881.590";"1345.059";"2987.547";"1706.517";"2050.478";" 834.545";"1021.425";"1637.378";" 905.476";"1420.458";" 997.273";"1778.025";" 643.847";" 654.361";"1494.969";"1281.163"
"1am";"1348.368";" 617.721";"1181.976";"1881.590";"1345.059";"2987.547";"1706.517";"2050.478";" 834.545";"1021.425";"1637.378";" 905.476";"1420.458";" 997.273";"1787.213";" 643.847";" 654.361";"1494.969";"1281.163"
"2am";"1348.368";" 617.721";"1181.976";"1881.590";"1345.059";"2987.547";"1706.517";"2050.478";" 834.545";"1021.425";"1676.129";" 905.476";"1420.458";" 958.522";"1787.213";" 643.847";" 654.361";"1494.969";"1281.163"
"3am";"1348.368";" 617.721";"1181.976";"1881.590";"1345.059";"2987.547";"1706.517";"2050.478";" 834.545";"1021.425";"1676.129";" 905.476";"1420.458";" 958.522";"1787.213";" 643.847";" 654.361";"1494.969";"1281.163"
