"district","hour","educmen1","educmen2","educmen3","educmen4"
"7501","4am",5635.279,12130.824,13778.074,46545.498
"7502","4am",9313.992,4775.845,25601.576,85216.238
"7503","4am",7437.975,8497.303,13531.096,48043.726
"7504","4am",6602.926,12419.766,17096.177,43720.459
"7505","4am",15804.781,14487.038,23809.238,61806.051
"7506","4am",12981.126,13249.538,32692.71,54568.665
"7507","4am",19575.716,21176.838,36789.335,64733.822
"7508","4am",6097.332,12198.093,23537.375,62555.253
"7509","4am",19745.614,19277.81,35586.53,98350.848
"7510","4am",7888.28,10915.476,33858.397,74509.547
"7511","4am",19456.301,11959.344,35048.689,63627.189
"7512","4am",27847.528,15900.291,30362.952,76448.6
"7513","4am",43055.676,26112.976,22020.469,51160.619
"7514","4am",36910.894,21177.02,36835.702,55093.582
"7701","4am",14771.441,35996.431,29908.582,19926.026
"7702","4am",22122.562,34090.295,25154.229,33514.718
"7703","4am",15249.16,33584.429,20312.109,11227.638
"7704","4am",26679.711,21627.047,15674.797,8027.471
"7705","4am",13522.956,21923.233,10252.865,3562.977
"7706","4am",14256.986,20133.73,9888.31,2862.54
"7707","4am",21448.251,20314.545,8084.893,2521.235
"7708","4am",11285.001,30494.086,18809.005,12450.708
"7709","4am",15580.933,14577.585,16631.542,5243.872
"7710","4am",9624.571,18593.951,29728.589,9408.817
"7711","4am",22980.227,24570.797,19197.996,12465.026
"7712","4am",13487.516,22045.125,12595.654,8238.844
"7713","4am",11778.016,8596.447,6965.804,2161.888
"7714","4am",14240.413,22162.947,16739.307,13320.766
"7715","4am",11755.551,15387.599,5689.238,1837.713
"7716","4am",18539.539,30867.214,20801.719,6054.104
"7801","4am",15975.272,20117.605,15816.037,27212.4
"7802","4am",5735.353,12182.262,14101.637,32962.499
"7803","4am",11821.67,11860.67,32936.586,34978.263
"7804","4am",10577.584,11862.888,14318.214,11420.588
"7805","4am",11110.907,27877.801,27316.081,15484.052
"7806","4am",21422.722,31880.53,20282.402,10076.178
"7807","4am",16743.056,18335.95,9313.51,3214.869
"7808","4am",17815.405,22761.853,11703.29,5064.104
"7809","4am",11074.184,21887.428,16909.086,13711.512
"7810","4am",2758.096,8863.751,6985.883,5337.556
"7811","4am",8657.258,14505.86,29118.539,25184.25
"7812","4am",10680.343,27297.464,34346.939,54697.792
"7813","4am",4703.779,11607.209,11133.88,10931.795
"7814","4am",1746.99,7296.882,7813.762,6060.666
"7815","4am",7704.136,11857.394,10731.509,6408.435
"7816","4am",16086.071,34155.529,32400.186,22767.251
"9101","4am",14724.241,17075.88,16846.168,9367.823
"9102","4am",10297.166,14353.004,12706.677,9816.346
"9103","4am",17609.659,21547.81,15345.068,8722.079
"9104","4am",10592.048,17472.436,13582.857,8411.156
"9105","4am",13511.568,26590.521,23814.698,13031.699
"9106","4am",22815.401,26166.337,21562.815,12059.427
"9107","4am",21481.354,29013.809,24214.034,10955.022
"9108","4am",9069.196,19014.332,13883.571,14105.878
"9109","4am",13996.382,17551.599,20773.01,12043.461
"9110","4am",17953.056,19676.472,15190.656,7613.168
"9111","4am",14003.377,13806.706,19760.373,11738.39
"9112","4am",8756.682,12796.791,14354.845,12251.707
"9113","4am",9665.011,18366.604,24309.211,24632.693
"9114","4am",3134.083,9247.378,13696.379,16487.617
"9201","4am",32905.906,19154.96,32052.978,28168.388
"9202","4am",15934.67,20669.251,25705.836,19410.026
"9203","4am",20370.802,22050.43,40553.186,54376.722
"9204","4am",17407.355,23152.539,25901.263,19713.573
"9205","4am",8416.048,21697.879,21545.404,47404.201
"9206","4am",6995.012,22652.695,21120.001,42337.613
"9207","4am",2972.456,8541.96,23933.245,48258.86
"9208","4am",8048.421,14515.762,27066.516,37360.192
"9209","4am",19600.183,21654.671,36507.352,47956.453
"9210","4am",14415.759,20584.087,27201.565,53530.098
