"district","hour","dep1","dep2","dep3","dep4","dep5"
"9508","4am",0,0,0,0,100
"9509","4am",0,0,0,0,100
"9510","4am",0,0.6417286,0,0,99.3582714
"9511","4am",0,0,0,0,100
"9512","4am",0,0,0,0.8520216,99.1479784
"9513","4am",0.7861272,0,0.3880499,0,98.8258229
"7501","5am",96.5643123,0.9289758,0.33811751,0.4444918,1.7241026
"7502","5am",97.2353472,0,0.72460755,1.2838559,0.7561894
"7503","5am",95.8108542,0.4930029,1.40198165,0.6991694,1.5949918
"7504","5am",96.7071171,0.5636563,0,1.1535107,1.5757159
"7505","5am",99.4604378,0,0,0.4311925,0.1083696
"7506","5am",98.1055545,0.6312373,0,0.1247604,1.1384478
"7507","5am",96.1483578,0.8691367,0.96017214,0.6612455,1.3610878
"7508","5am",96.9493611,0.4392008,0.68730699,0,1.924131
"7509","5am",97.9547789,0.1867692,0.05334742,0.8042836,1.0008208
"7510","5am",97.8836887,0,0.50705367,0.4167496,1.192508
"7511","5am",97.9173084,0.9491713,0,0.2646211,0.8688991
"7512","5am",98.9959983,0.6744056,0,0.1556291,0.173967
"7513","5am",98.0878829,0.8275069,0.16711039,0,0.9174997
"7514","5am",98.8037031,0,0.21355145,0.2418413,0.7409042
"7701","5am",0,0.5408445,0.54334156,0,98.9158139
"7702","5am",0.5939262,38.9839734,31.89607,0,28.5260304
"7703","5am",0.5828625,1.9082918,0.33516533,0.8943182,96.2793622
"7704","5am",0,0,0,0,100
"7705","5am",0,0.3205576,0,0,99.6794424
"7706","5am",0,0,0,0,100
"7707","5am",0,0,0,0,100
"7708","5am",0,1.0650909,0,0,98.9349091
"7709","5am",0,0,0.35670779,0,99.6432922
"7710","5am",0,0.4188816,0.10665774,0,99.4744607
"7711","5am",1.416195,0,0,0,98.583805
"7712","5am",0.8334964,0,0,0,99.1665036
"7713","5am",0,0,0,1.1731281,98.8268719
"7714","5am",0,0,0,0,100
"7715","5am",0,0,0,0,100
"7716","5am",0,0,0,0,100
"7801","5am",0,0.7266217,0,0,99.2733783
"7802","5am",0,0.5670171,0,0,99.4329829
"7803","5am",0.6525512,0.4508218,0.14105003,0.1663956,98.5891813
"7804","5am",0.8423478,1.8890969,0,0,97.2685553
"7805","5am",0,0,0,0,100
"7806","5am",0,0,0.12058586,0,99.8794141
"7807","5am",0,0.4076885,0,1.3132754,98.2790362
"7808","5am",0,0,0,0.5357879,99.4642121
"7809","5am",2.3372095,0,0,0,97.6627905
"7810","5am",0,0,0,0,100
"7811","5am",1.0664552,0,0,0,98.9335448
"7812","5am",0,0.4267083,0,0.2353399,99.3379517
"7813","5am",0,0,0,0,100
"7814","5am",0,0,0,0,100
"7815","5am",0,0,5.23638498,0.3795422,94.3840728
"7816","5am",0,0,0,0,100
"9101","5am",0,0,0.45885706,0,99.5411429
"9102","5am",0.8339641,0,0.60979638,0,98.5562395
"9103","5am",0,0,0,0.3926775,99.6073225
"9104","5am",0,0,0,0,100
"9105","5am",0,0,0,0,100
"9106","5am",0,0,0,0,100
"9107","5am",0.442071,0,0,0,99.557929
"9108","5am",0,0,0,0,100
"9109","5am",1.3211675,0,0.44728069,0.3978557,97.8336961
"9110","5am",0,0,0,0,100
"9111","5am",1.5525537,0.3062461,0.15774099,0,97.9834592
"9112","5am",0,0,1.17390874,0,98.8260913
"9113","5am",0,0,0,0,100
"9114","5am",0,0,0,0,100
"9201","5am",0,2.6759901,0.57518601,95.9419974,0.8068264
"9202","5am",0,0,0,98.1647688,1.8352312
"9203","5am",0.5200268,0.5438341,0.22390398,98.4876662,0.224569
"9204","5am",0,0,0.79670538,98.5998751,0.6034196
"9205","5am",0.4085572,0.8279779,0.39341144,98.0985084,0.271545
"9206","5am",0,0,0,98.8695896,1.1304104
"9207","5am",0,0.3435635,0,98.9419736,0.714463
"9208","5am",0.7128725,0,0,98.8441119,0.4430156
"9209","5am",0,0,0.41062935,98.0525158,1.5368549
"9210","5am",0.7099005,0,0,98.9624857,0.3276138
"9211","5am",1.375015,0,0.27944135,98.3455436,0
"9212","5am",0,0,0,99.3563049,0.6436951
"9302","5am",0,96.7605951,1.56359412,0,1.6758107
"9303","5am",0.3820661,99.4525579,0.16537604,0,0
"9304","5am",0,100,0,0,0
"9305","5am",0,99.9512687,0,0,0.0487313
"9306","5am",0,98.4364526,0.34612265,0,1.2174247
"9307","5am",4.6375718,94.9332675,0,0,0.4291607
"9308","5am",1.3898707,97.3454581,0,1.2646711,0
"9309","5am",2.0929999,94.7659499,0.09275369,0,3.0482965
"9310","5am",0.660093,98.1640334,0,0.7667562,0.4091174
"9311","5am",0,98.8638437,0,0.1456581,0.9904982
"9312","5am",0.528832,97.4628907,0,0.1480337,1.8602436
"9402","5am",0.806298,0.271303,97.75060437,0,1.1717946
"9403","5am",0,0,99.47720648,0,0.5227935
"9404","5am",0,0.5612273,97.23354296,0.360625,1.8446047
"9405","5am",2.1251125,0.7193387,90.23891417,0.4650547,6.4515799
"9406","5am",0.6525453,0.1416261,98.24907483,0.9567537,0
"9407","5am",0,0,99.00373857,0.1856627,0.8105988
"9408","5am",0,1.1148815,98.08133794,0,0.8037806
"9409","5am",0,0.5055698,99.49443019,0,0
"9410","5am",0,1.0794408,98.92055921,0,0
"9411","5am",0,0,99.55091056,0,0.4490894
"9412","5am",3.8739555,0,95.36623966,0,0.7598048
"9413","5am",0,0,100,0,0
"9414","5am",0,1.212615,98.787385,0,0
"9501","5am",0.6454889,0,0,0.2829068,99.0716043
"9502","5am",0,0,0,0,100
"9503","5am",0,0,0.78446044,0,99.2155396
"9504","5am",0,0,0,0,100
"9505","5am",1.2219154,0.6784955,1.65854581,0,96.4410433
"9506","5am",0.421301,0.51035,0,0,99.0683489
"9507","5am",0,0,0.41549197,0,99.584508
"9508","5am",0,0,0,0,100
"9509","5am",0,0,0,0,100
"9510","5am",0,0.6393408,0,0,99.3606592
"9511","5am",0,0,0,0,100
"9512","5am",0,0,0,0.8745726,99.1254274
"9513","5am",0.7853998,0,0.38769085,0,98.8269093
"7501","6am",95.34865,1.172297,1.06260342,0.4340397,1.9824099
"7502","6am",92.1058752,2.1112802,1.46366267,2.2451806,2.0740014
"7503","6am",89.9969148,2.5910858,1.49106093,1.0135871,4.9073513
"7504","6am",89.856664,4.7485007,0.27512044,1.1036704,4.0160444
"7505","6am",98.4962455,0.6689227,0,0.4416897,0.3931421
"7506","6am",92.2056067,0.8845214,1.85257482,1.6577908,3.3995064
"7507","6am",92.4737114,1.2320287,1.80196427,1.2167529,3.2755427
"7508","6am",95.6927418,0.5785689,0.67261871,0.7141364,2.3419343
"7509","6am",96.2584795,0.1882106,0.25226162,1.8845553,1.416493
"7510","6am",95.5721559,0.5469366,1.02347745,0.8917488,1.9656812
"7511","6am",96.4395635,1.3889414,0,0.3894527,1.7820424
"7512","6am",97.6286815,0.8211517,0.28398896,0.1568454,1.1093324
"7513","6am",96.7191717,0.8795771,0.71286389,0,1.6883873
"7514","6am",95.9408864,0,0.94953609,0.2410848,2.8684928
"7701","6am",0,2.2635839,0.89163982,0,96.8447762
"7702","6am",0.9466355,38.0165974,31.78620736,0,29.2505597
"7703","6am",0.9713794,3.1450809,0,0.9600374,94.9235023
"7704","6am",0,0,0,0,100
"7705","6am",0,0.3435558,0,0,99.6564442
"7706","6am",0,0,0,0,100
"7707","6am",0,0,0,0,100
"7708","6am",0,1.3169339,0,0,98.6830661
"7709","6am",0,0,0.38775634,0,99.6122437
"7710","6am",0,0.4425401,0.40081934,0,99.1566406
"7711","6am",1.4562519,0,0,0,98.5437481
"7712","6am",0.8792663,0,0.09624149,0,99.0244922
"7713","6am",0,0,0,1.2722119,98.7277881
"7714","6am",0,0,0,0,100
"7715","6am",0,0,0,0,100
"7716","6am",0,0.1608785,0,0,99.8391215
"7801","6am",0,0.7552063,0.5707114,0,98.6740823
"7802","6am",0,0.6034699,0,0,99.3965301
"7803","6am",0.6913243,0.4776086,0,0.1762825,98.6547846
"7804","6am",0.9002409,2.0189313,0,0,97.0808277
"7805","6am",0,0,0,0,100
"7806","6am",0,0.819717,0.1271563,0,99.0531267
"7807","6am",0,0.449234,0,1.4471048,98.1036612
"7808","6am",0,0,0,0.587956,99.412044
"7809","6am",2.531849,0,0,0,97.468151
"7810","6am",0,0,0,0,100
"7811","6am",1.0961428,0,0,0,98.9038572
"7812","6am",0,0.4409643,0.12020612,0.8497974,98.5890321
"7813","6am",0,0,0.20127986,0,99.7987201
"7814","6am",0,0,0,0,100
"7815","6am",0,0,5.65052542,0.4095598,93.9399147
"7816","6am",0,0,0,0.4609236,99.5390764
"9101","6am",0,0,0,0,100
"9102","6am",0.8448412,0,0.61774975,0,98.537409
"9103","6am",0,0,0.26066656,0.4259034,99.3134301
"9104","6am",0,0,0,0,100
"9105","6am",0,0.8653584,0,0,99.1346416
"9106","6am",0,0,0,0,100
"9107","6am",0.4777371,0,0.25420281,0,99.2680601
"9108","6am",0,0,0,0,100
"9109","6am",1.3632077,0,0.46151338,0.4105156,97.7647633
"9110","6am",0,0,0,0,100
"9111","6am",1.5676171,0.6806686,0.15927145,0.333708,97.2587349
"9112","6am",0,0,1.26471565,0,98.7352844
"9113","6am",0,0.3103386,0.17215834,0.4611047,99.0563984
"9114","6am",0,0,0,0,100
"9201","6am",0.1916345,3.531482,0.57736701,91.8221669,3.8773497
"9202","6am",0.9065789,0,0.24894966,95.1193582,3.7251132
"9203","6am",1.9212384,1.6207651,0.40067418,94.6474445,1.4098778
"9204","6am",1.26645,0.7211363,0.75330341,94.0905611,3.1685493
"9205","6am",0.4028127,1.1477247,0.38787985,95.6197253,2.4418575
"9206","6am",0,0.4503771,0.4865225,96.9876504,2.07545
"9207","6am",0,0.3524556,0.20182901,98.7127608,0.7329546
"9208","6am",0.9850289,0,0,97.9224314,1.0925397
"9209","6am",0.5039732,0,0.425097,97.3397514,1.7311784
"9210","6am",1.5923691,0,0.40598554,97.4625044,0.539141
"9211","6am",1.3981927,1.0587119,1.23243418,95.9624958,0.3481653
"9212","6am",0,0,0.37973295,96.9106372,2.7096298
"9302","6am",0,90.9981889,1.60007037,1.2555866,6.1461541
"9303","6am",0.386442,99.0511865,0.16727015,0,0.3951013
"9304","6am",0.8419423,98.3285972,0,0,0.8294605
"9305","6am",0,99.6634824,0,0,0.3365176
"9306","6am",0,98.3634953,0.36227321,0,1.2742314
"9307","6am",4.9754467,94.5641256,0,0,0.4604277
"9308","6am",0,97.8332584,0,1.3563454,0.8103961
"9309","6am",3.2669566,92.6581783,0.09732171,0,3.9775435
"9310","6am",0.7117863,97.3409101,0,0.8268025,1.120501
"9311","6am",0.3995943,96.2996567,0.14604683,0.1534831,3.001219
"9312","6am",0.7693177,95.0713313,0.22503657,0.1503479,3.7839666
"9402","6am",1.3748768,0.4575822,96.06035162,0.2952627,1.8119267
"9403","6am",0,0.896168,97.13340627,0.6207701,1.3496556
"9404","6am",0,0.5710433,93.12732323,0.7775811,5.5240523
"9405","6am",1.0113108,2.1153035,88.15126499,0.4719267,8.250194
"9406","6am",3.2566046,0.8130629,94.73833741,0,1.1919951
"9407","6am",0,0.7239958,97.34555049,0.1929299,1.7375238
"9408","6am",0.577318,1.1743501,97.40167714,0,0.8466548
"9409","6am",0,0.4170394,98.90745775,0,0.6755029
"9410","6am",0,1.8279119,96.56145029,0,1.6106378
"9411","6am",0,1.0076694,94.03752897,0,4.9548016
"9412","6am",4.064825,0,92.9373808,0,2.9977942
"9413","6am",0,0,96.96367601,0,3.036324
"9414","6am",0,1.3162426,98.68375737,0,0
"9501","6am",0.6810723,0,0,0.2985024,99.0204254
"9502","6am",0,0,0,0,100
"9503","6am",0,0,0.84101655,0,99.1589835
"9504","6am",0,1.0327333,0,0,98.9672667
"9505","6am",1.2589074,2.6317932,1.70875623,0,94.4005432
"9506","6am",0.423825,0.5134074,0,0,99.0627676
"9507","6am",0,0.1747811,0.44973132,0,99.3754875
"9508","6am",0.3458604,0,0.27580312,0,99.3783365
"9509","6am",0,0,0,0,100
"9510","6am",0,0.6949189,0,0,99.3050811
"9511","6am",0,0,0.53467075,0.1784645,99.2868648
"9512","6am",0,0,0,0.9055563,99.0944437
"9513","6am",0.8313679,1.5574454,0.41038172,0,97.200805
"7501","7am",82.6962845,3.1135914,2.11380755,2.5751116,9.501205
"7502","7am",81.4558244,3.1804943,3.03739114,5.1183924,7.207898
"7503","7am",75.812077,5.2348613,3.65081203,3.0098865,12.292363
"7504","7am",82.3926375,5.9793133,0.97944366,2.4683693,8.180236
"7505","7am",95.351471,0.9275751,0,1.6399961,2.080958
"7506","7am",83.8988313,3.3564282,3.74405633,2.8977609,6.102923
"7507","7am",85.2735973,1.7487122,5.11369453,2.0315078,5.832488
"7508","7am",92.2899862,1.1978706,1.50707998,1.4213679,3.583695
"7509","7am",89.0866408,1.299558,1.36641516,3.9967429,4.250643
"7510","7am",89.8984361,1.2281858,1.43837256,2.3443867,5.090619
"7511","7am",88.0551777,2.3490486,1.19799847,1.9625967,6.435179
"7512","7am",93.6669783,2.1654058,0.57534967,0.9986581,2.593608
"7513","7am",90.4701215,2.0520624,0.82865582,1.3352911,5.313869
"7514","7am",94.8872246,0.9817703,1.57526513,0.4728384,2.082902
"7701","7am",0,3.2700657,1.34307263,0.6851467,94.701715
"7702","7am",1.2865343,38.1747294,30.03525151,0.2293947,30.27409
"7703","7am",1.0424408,5.8886381,0.55902944,0.691912,91.81798
"7704","7am",0,0.7756055,0.57430263,0,98.650092
"7705","7am",0,0.381215,0,2.2556373,97.363148
"7706","7am",0,0,0,0,100
"7707","7am",0,0,0.57149865,0,99.428501
"7708","7am",0,2.3197714,0,0,97.680229
"7709","7am",0,0.5097997,3.19047036,0,96.29973
"7710","7am",0,0.4801013,1.30927326,0,98.210625
"7711","7am",1.6500086,0.1501526,1.64735037,0,96.552488
"7712","7am",0.9420426,0,0.10311278,0,98.954845
"7713","7am",0,0,0,1.3468168,98.653183
"7714","7am",0,0,0,0,100
"7715","7am",0,0,0,0,100
"7716","7am",0,0.1873721,2.921655,0,96.890973
"7801","7am",0,0,0.68969919,0,99.310301
"7802","7am",0,0.6919958,0,3.4066221,95.901382
"7803","7am",0.7568051,0.5228467,0,0.545322,98.175026
"7804","7am",1.0111563,2.2676763,0,0,96.721167
"7805","7am",0.6762129,0,0,0.4303829,98.893404
"7806","7am",0.6262653,0.8877049,0.13770273,0,98.348327
"7807","7am",0,0.4711036,0.60787218,1.5175526,97.403472
"7808","7am",0.920762,0,0,0.6546791,98.424559
"7809","7am",1.271365,0,0,0.6904919,98.038143
"7810","7am",0,0,0,0,100
"7811","7am",1.3138328,0,0.37062861,0,98.315539
"7812","7am",0.8209669,1.2688158,0.49542509,3.8050025,93.60979
"7813","7am",0,0,0.2381897,0.5998721,99.161938
"7814","7am",0,0,0,0,100
"7815","7am",0.6062494,0,8.18509858,0.4843872,90.724265
"7816","7am",1.0917327,0.2872878,0.26942883,1.7830051,96.568546
"9101","7am",0,0.4750821,2.06973081,0,97.455187
"9102","7am",0.958238,0,0.70066573,0,98.341096
"9103","7am",0,0,0.73681656,0.4966747,98.766509
"9104","7am",0,0,0,0,100
"9105","7am",1.0124228,1.5135094,0,0,97.474068
"9106","7am",0.9358307,0,0.09967949,0.6653741,98.299116
"9107","7am",0,0.2359981,0.60961212,0,99.15439
"9108","7am",0,0,0.63380469,0,99.366195
"9109","7am",2.340969,0.39275,0.7897849,0.4279479,96.048548
"9110","7am",0,0.3386716,0,0,99.661328
"9111","7am",1.6803476,1.9333841,1.20823458,0.3577056,94.820328
"9112","7am",0,0,1.44907244,0,98.550928
"9113","7am",0.8319167,0.3241549,0.69475253,2.4386153,95.710561
"9114","7am",0,0,2.98467148,0,97.015329
"9201","7am",0.2141611,6.4126371,0.51145546,85.7962553,7.065491
"9202","7am",1.7744442,0.9545235,0.7219586,90.2633816,6.285692
"9203","7am",2.7811733,3.1074879,1.05174621,88.6912562,4.368336
"9204","7am",2.7611192,2.678333,1.73340098,82.1568358,10.670311
"9205","7am",4.5726758,2.7301919,1.15509853,84.6614848,6.880549
"9206","7am",1.8496374,0.5904315,0.68806706,88.7412234,8.130641
"9207","7am",0.3956844,0.3884598,1.44598735,94.8612238,2.908645
"9208","7am",2.3354494,0.6663418,0.32391908,93.7487861,2.925504
"9209","7am",1.2135784,0.3668998,1.68832544,90.4158059,6.31539
"9210","7am",2.8582808,0.303079,1.74293497,89.6298497,5.465856
"9211","7am",4.7560916,2.9954959,3.76810753,86.6233089,1.856996
"9212","7am",0.9773314,0.6261093,0.76764603,92.1278644,5.501049
"9302","7am",0,89.4477088,1.48674885,1.3682911,7.697251
"9303","7am",2.1909283,93.9527979,0.21492365,0.9117588,2.729591
"9304","7am",1.2578261,92.1169904,2.41905083,1.2927374,2.913395
"9305","7am",0,98.2695601,0,0.5549899,1.17545
"9306","7am",0.490442,95.7733113,1.2707906,0,2.465456
"9307","7am",5.7072553,92.9567632,0,0,1.335981
"9308","7am",0.7419235,91.8793179,0,2.1357283,5.24303
"9309","7am",3.3845644,88.7661832,0.10082521,0,7.748427
"9310","7am",1.129099,95.5582301,0.87785129,0.8800875,1.554732
"9311","7am",0.7342315,93.5403769,0.67471972,1.3671724,3.6835
"9312","7am",2.5454279,86.5419296,0.88116158,1.410371,8.62111
"9402","7am",1.8730057,1.662812,88.72042995,3.4352596,4.308493
"9403","7am",2.1009816,3.0294997,91.4204316,1.1844692,2.264618
"9404","7am",0,0.5952531,90.17132001,0.8105472,8.42288
"9405","7am",1.060721,2.2186522,80.5650366,0.95473,15.20086
"9406","7am",3.2693247,0.9960923,90.8649741,1.7565407,3.113068
"9407","7am",0.7608219,2.2218992,93.74573748,0.8317923,2.439749
"9408","7am",0.9851519,2.3249098,95.41926512,0,1.270673
"9409","7am",1.4822182,3.3184023,92.00839874,0.3247649,2.866216
"9410","7am",0,2.2940974,94.95934768,0,2.746555
"9411","7am",0,1.0791328,89.90695281,0,9.013914
"9412","7am",4.9203352,0,93.35878353,0,1.720881
"9413","7am",0,2.9047187,92.21336156,0,4.88192
"9414","7am",0,1.5265583,95.8321335,0,2.641308
"9501","7am",0,1.4491479,0.25134887,2.2257741,96.073729
"9502","7am",0,0.8262782,0,0.3340059,98.839716
"9503","7am",0,0,0.9216903,0,99.07831
"9504","7am",0,1.2256841,0,0,98.774316
"9505","7am",2.354005,5.7494895,1.99864255,0,89.897863
"9506","7am",0.5086553,1.0986142,0.81162239,0,97.581108
"9507","7am",0.5907622,0.191272,0.49216419,1.8153219,96.91048
"9508","7am",0.7573869,0.792896,0.29745819,1.0856046,97.066654
"9509","7am",0,0,0,0.9996035,99.000396
"9510","7am",0,1.5076159,0,0.5541868,97.938197
"9511","7am",0,0,0.60513299,0,99.394867
"9512","7am",0,0,0,1.0937458,98.906254
"9513","7am",1.1283616,2.1138194,0,0,96.757819
"7501","8am",62.9164767,7.252777,7.0231104,8.3445344,14.463101
"7502","8am",66.5814284,5.2013429,5.7864299,7.9583871,14.472412
"7503","8am",52.9717381,5.8836066,7.4403411,12.6871939,21.01712
"7504","8am",71.3904934,8.8505654,3.2153953,2.5346296,14.008916
"7505","8am",84.3719421,2.6627247,4.6969928,2.1625562,6.105784
"7506","8am",70.1718739,5.6888688,6.8913702,4.4563677,12.791519
"7507","8am",71.4423,3.8683271,7.7628235,4.8222927,12.104257
"7508","8am",79.5513288,2.9389541,3.7900384,5.7752645,7.944414
"7509","8am",73.4842495,3.1694066,3.0011911,10.3080031,10.03715
"7510","8am",75.3582935,3.8237198,4.2252719,7.9066062,8.686109
"7511","8am",71.599113,5.7962227,3.3446418,4.8024771,14.457545
"7512","8am",85.4067704,4.2505561,2.994592,2.6253711,4.72271
"7513","8am",82.7568343,3.9043439,1.4606305,2.680424,9.197767
"7514","8am",86.7589167,4.3336575,2.8104803,0.8869147,5.210031
"7701","8am",1.754132,6.958012,4.3043244,0.6244924,86.359039
"7702","8am",5.3277672,29.6037581,29.6708164,1.0428999,34.354758
"7703","8am",3.0164335,10.118166,0.5429465,1.2631212,85.059333
"7704","8am",0.7467416,0.746118,0.9744376,0,97.532703
"7705","8am",1.4407269,0.4496634,0,2.6606441,95.448966
"7706","8am",0,0,0,0.6277166,99.372283
"7707","8am",0,0,0.5380917,0,99.461908
"7708","8am",0,3.8258126,0,0,96.174187
"7709","8am",0,0.5115563,4.5454856,0,94.942958
"7710","8am",1.1429908,0.5498382,1.1414517,0,97.165719
"7711","8am",2.215767,0.159546,1.8241048,0,95.800582
"7712","8am",0.9340126,0,0.1022338,0,98.963754
"7713","8am",0,0,0,1.3366045,98.663395
"7714","8am",0.7810279,0,0,0,99.218972
"7715","8am",0,0,0,0,100
"7716","8am",2.311946,1.5660424,2.760193,0,93.361819
"7801","8am",0.8225972,0,0,0.7355748,98.441828
"7802","8am",1.1787606,1.3520284,0,4.9546124,92.514599
"7803","8am",2.0195738,1.5744992,0.5352095,2.8589895,93.011728
"7804","8am",1.1041035,2.7254555,0,0,96.170441
"7805","8am",1.2342991,0,0,1.0231093,97.742592
"7806","8am",0.9108605,1.3031781,0.142523,0.3855526,97.257886
"7807","8am",0,0.4695327,0.6058452,1.5124922,97.41213
"7808","8am",0.9701998,0,0,0.6898303,98.33997
"7809","8am",0,0,0,0.7253001,99.2747
"7810","8am",0,0,0,0,100
"7811","8am",3.5948998,0.5054673,0.4287644,0.8723879,94.598481
"7812","8am",3.0894054,1.1490034,1.0700851,6.264354,88.427152
"7813","8am",0,0,0.2582538,0.6504027,99.091344
"7814","8am",0,0,0,2.6253852,97.374615
"7815","8am",1.9222577,0,8.5032176,0.5032132,89.071311
"7816","8am",3.4057475,0.8410929,0.4854797,5.3257693,89.941911
"9101","8am",4.4924467,0.3902038,3.4416842,0,91.675665
"9102","8am",1.9914808,0,1.6996089,0,96.30891
"9103","8am",0,0,1.5214727,0.4955107,97.983017
"9104","8am",1.1490649,0,0,0,98.850935
"9105","8am",2.7157568,1.5219465,0.9153808,0.8244573,94.022459
"9106","8am",2.5974052,0,0.7862073,1.0504155,95.565972
"9107","8am",0,0.2676137,4.3192597,1.7205824,93.692544
"9108","8am",0,2.3086052,1.5497874,0,96.141607
"9109","8am",2.5561578,0.4288528,2.389974,0.9711252,93.65389
"9110","8am",0,0.3385497,1.3135112,0,98.347939
"9111","8am",5.2273987,2.0397172,2.2828045,4.61361,85.83647
"9112","8am",2.508205,0,1.7701919,1.4972193,94.224384
"9113","8am",1.7486768,0.3067157,2.8629641,9.9010668,85.180577
"9114","8am",3.4160379,0,3.1316392,0.4774551,92.974868
