"district","hour","dep1","dep2","dep3","dep4","dep5"
"9503","4am",0,0,0,0,0
"9504","4am",0,0,0,0,0
"9505","4am",0,0,0,0,0
"9506","4am",0,0,0,0,0
"9507","4am",0,0,0,0,0
"9508","4am",0,0,0,0,0
"9509","4am",0,0,0,0,0
"9510","4am",0,0,0,0,0
"9511","4am",0,0,0,0,0
"9512","4am",0,0,0,0,0
"9513","4am",0,0,0,0,0
"7501","5am",0,0,0,0,0
"7502","5am",0,0,0,0,0
"7503","5am",0,0,0,0,0
"7504","5am",0,0,0,0,0
"7505","5am",0,0,0,0,0
"7506","5am",0,0,0,0,0
"7507","5am",0,0,0,0,0
"7508","5am",0,0,0,0,0
"7509","5am",0,0,0,0,0
"7510","5am",0,0,0,0,0
"7511","5am",0,0,0,0,0
"7512","5am",0,0,0,0,0
"7513","5am",0,0,0,0,0
"7514","5am",0,0,0,0,0
"7701","5am",0,0,0,0,0
"7702","5am",0,0,0,0,0
"7703","5am",0,0,0,0,0
"7704","5am",0,0,0,0,0
"7705","5am",0,0,0,0,0
"7706","5am",0,0,0,0,0
"7707","5am",0,0,0,0,0
"7708","5am",0,0,0,0,0
"7709","5am",0,0,0,0,0
"7710","5am",0,0,0,0,0
"7711","5am",0,0,0,0,0
"7712","5am",0,0,0,0,0
"7713","5am",0,0,0,0,0
"7714","5am",0,0,0,0,0
"7715","5am",0,0,0,0,0
"7716","5am",0,0,0,0,0
"7801","5am",0,0,0,0,0
"7802","5am",0,0,0,0,0
"7803","5am",0,0,0,0,11563.024
"7804","5am",0,0,0,0,0
"7805","5am",0,0,0,0,0
"7806","5am",0,0,0,0,0
"7807","5am",0,0,0,0,0
"7808","5am",0,0,0,0,0
"7809","5am",0,0,0,0,0
"7810","5am",0,0,0,0,0
"7811","5am",0,0,0,0,0
"7812","5am",0,0,0,0,0
"7813","5am",0,0,0,0,0
"7814","5am",0,0,0,0,0
"7815","5am",0,0,0,0,0
"7816","5am",0,0,0,0,0
"9101","5am",0,0,0,0,0
"9102","5am",0,0,0,0,0
"9103","5am",0,0,0,0,0
"9104","5am",0,0,0,0,0
"9105","5am",0,0,0,0,0
"9106","5am",0,0,0,0,0
"9107","5am",0,0,0,0,0
"9108","5am",0,0,0,0,0
"9109","5am",0,0,0,0,0
"9110","5am",0,0,0,0,0
"9111","5am",0,0,0,0,0
"9112","5am",0,0,0,0,0
"9113","5am",0,0,0,0,15398.252
"9114","5am",0,0,0,0,0
"9201","5am",0,3012.63,0,0,0
"9202","5am",0,0,0,0,0
"9203","5am",0,0,0,0,0
"9204","5am",0,0,0,0,0
"9205","5am",0,0,0,0,0
"9206","5am",0,0,0,0,0
"9207","5am",0,0,0,0,0
"9208","5am",0,0,0,0,0
"9209","5am",0,0,0,0,0
"9210","5am",0,0,0,0,0
"9211","5am",0,0,0,0,0
"9212","5am",0,0,0,0,0
"9302","5am",0,0,0,0,0
"9303","5am",0,0,0,0,0
"9304","5am",0,0,0,0,0
"9305","5am",0,0,0,0,0
"9306","5am",0,0,0,0,0
"9307","5am",0,0,0,0,0
"9308","5am",0,0,0,0,0
"9309","5am",0,0,0,0,0
"9310","5am",0,0,0,0,0
"9311","5am",0,0,0,0,0
"9312","5am",0,0,0,0,0
"9402","5am",0,0,0,0,0
"9403","5am",0,0,0,0,0
"9404","5am",0,0,0,0,0
"9405","5am",0,0,0,0,4238.912
"9406","5am",0,0,0,0,0
"9407","5am",0,0,0,0,0
"9408","5am",0,0,0,0,0
"9409","5am",0,0,0,0,0
"9410","5am",0,0,0,0,0
"9411","5am",0,0,0,0,0
"9412","5am",0,0,0,0,0
"9413","5am",0,0,0,0,0
"9414","5am",0,0,0,0,0
"9501","5am",0,0,0,0,0
"9502","5am",0,0,0,0,0
"9503","5am",0,0,0,0,0
"9504","5am",0,0,0,0,0
"9505","5am",0,0,0,0,0
"9506","5am",0,0,0,0,0
"9507","5am",0,0,0,0,0
"9508","5am",0,0,0,0,0
"9509","5am",0,0,0,0,0
"9510","5am",0,0,0,0,0
"9511","5am",0,0,0,0,0
"9512","5am",0,0,0,0,0
"9513","5am",0,0,0,0,0
"7501","6am",0,0,0,0,0
"7502","6am",0,0,0,0,0
"7503","6am",0,0,0,0,4508.265
"7504","6am",0,0,0,0,0
"7505","6am",0,0,0,0,0
"7506","6am",0,0,0,0,4290.988
"7507","6am",0,0,0,0,4902.968
"7508","6am",0,0,0,0,2657.107
"7509","6am",0,0,0,0,0
"7510","6am",0,0,0,0,0
"7511","6am",0,0,0,0,0
"7512","6am",0,0,0,0,0
"7513","6am",0,0,0,0,0
"7514","6am",0,0,0,0,0
"7701","6am",0,0,0,0,5373.567
"7702","6am",0,0,0,0,0
"7703","6am",0,0,0,0,0
"7704","6am",0,0,0,0,0
"7705","6am",0,0,0,0,0
"7706","6am",0,0,0,0,0
"7707","6am",0,0,0,0,0
"7708","6am",0,0,0,0,0
"7709","6am",0,0,0,0,0
"7710","6am",0,0,0,0,0
"7711","6am",0,0,0,0,3374.619
"7712","6am",0,0,0,0,0
"7713","6am",0,0,0,0,0
"7714","6am",0,0,0,0,0
"7715","6am",0,0,0,0,0
"7716","6am",0,0,0,0,3320.805
"7801","6am",0,0,0,0,0
"7802","6am",0,0,0,0,0
"7803","6am",0,0,0,0,11704.196
"7804","6am",0,0,0,0,0
"7805","6am",0,0,0,0,0
"7806","6am",0,0,0,0,0
"7807","6am",0,0,0,0,0
"7808","6am",0,0,0,0,0
"7809","6am",0,0,0,0,0
"7810","6am",0,0,0,0,0
"7811","6am",0,0,0,0,0
"7812","6am",0,0,0,0,3121.134
"7813","6am",0,0,0,0,0
"7814","6am",0,0,0,0,0
"7815","6am",0,0,0,0,0
"7816","6am",0,0,0,0,4313.479
"9101","6am",0,0,0,0,4313.001
"9102","6am",0,0,0,0,0
"9103","6am",0,0,0,0,0
"9104","6am",0,0,0,0,0
"9105","6am",0,0,0,0,0
"9106","6am",0,0,0,0,0
"9107","6am",0,0,0,0,0
"9108","6am",0,0,0,0,0
"9109","6am",0,0,0,0,0
"9110","6am",0,0,0,0,0
"9111","6am",0,0,0,0,4596.741
"9112","6am",0,0,0,0,0
"9113","6am",0,0,0,0,14585.033
"9114","6am",0,0,0,0,0
"9201","6am",0,3960.725,0,0,4348.632
"9202","6am",0,0,0,0,0
"9203","6am",0,0,0,0,0
"9204","6am",0,0,0,0,0
"9205","6am",0,0,0,0,0
"9206","6am",0,0,0,0,0
"9207","6am",0,0,0,0,0
"9208","6am",0,0,0,0,0
"9209","6am",0,0,0,0,0
"9210","6am",0,0,0,0,0
"9211","6am",0,0,0,0,0
"9212","6am",0,0,0,0,0
"9302","6am",0,0,0,0,0
"9303","6am",0,0,0,0,0
"9304","6am",0,0,0,0,0
"9305","6am",0,0,0,0,0
"9306","6am",0,0,0,0,0
"9307","6am",0,0,0,0,0
"9308","6am",0,0,0,0,0
"9309","6am",0,0,0,0,3386.484
"9310","6am",0,0,0,0,0
"9311","6am",0,0,0,0,0
"9312","6am",0,0,0,0,5919.58
"9402","6am",0,0,0,0,0
"9403","6am",0,0,0,0,0
"9404","6am",0,0,0,0,3680.126
"9405","6am",0,0,0,0,5341.73
"9406","6am",0,0,0,0,0
"9407","6am",0,0,0,0,0
"9408","6am",0,0,0,0,0
"9409","6am",0,0,0,0,0
"9410","6am",0,0,0,0,0
"9411","6am",0,0,0,0,0
"9412","6am",0,0,0,0,0
"9413","6am",0,0,0,0,0
"9414","6am",0,0,0,0,0
"9501","6am",0,0,0,0,0
"9502","6am",0,0,0,0,0
"9503","6am",0,0,0,0,0
"9504","6am",0,0,0,0,0
"9505","6am",0,0,0,0,0
"9506","6am",0,0,0,0,0
"9507","6am",0,0,0,0,0
"9508","6am",0,0,0,0,0
"9509","6am",0,0,0,0,0
"9510","6am",0,0,0,0,0
"9511","6am",0,0,0,0,0
"9512","6am",0,0,0,0,0
"9513","6am",0,0,0,0,0
"7501","7am",7739.374,3116.676,0,0,9510.617
"7502","7am",6013.207,4695.063,4483.814,7555.799,10640.338
"7503","7am",11481.931,5757.664,4015.416,3310.482,13519.993
"7504","7am",9796.662,5143.362,0,0,7036.58
"7505","7am",0,0,0,0,0
"7506","7am",8006.948,4155.686,4635.619,0,7556.197
"7507","7am",0,0,7616.948,0,8687.605
"7508","7am",0,0,0,0,3941.753
"7509","7am",0,0,0,7465.26,7939.504
"7510","7am",0,0,0,3087.914,6705.119
"7511","7am",0,0,0,0,8779.281
"7512","7am",0,0,0,0,3858.123
"7513","7am",0,0,0,0,7220.185
"7514","7am",0,0,0,0,0
"7701","7am",0,0,0,0,11459.725
"7702","7am",0,0,2922.239,0,5697.255
"7703","7am",0,4172.031,0,0,7147.863
"7704","7am",0,0,0,0,2913.265
"7705","7am",0,0,0,0,0
"7706","7am",0,0,0,0,0
"7707","7am",0,0,0,0,0
"7708","7am",0,0,0,0,0
"7709","7am",0,0,0,0,5123.51
"7710","7am",0,0,0,0,0
"7711","7am",0,0,0,0,8381.35
"7712","7am",0,0,0,0,3738.385
"7713","7am",0,0,0,0,0
"7714","7am",0,0,0,0,2977.412
"7715","7am",0,0,0,0,0
"7716","7am",0,0,0,0,5877.901
"7801","7am",0,0,0,0,0
"7802","7am",0,0,0,0,0
"7803","7am",0,0,0,0,16076.206
"7804","7am",0,0,0,0,0
"7805","7am",0,0,0,0,4956.876
"7806","7am",0,0,0,0,6681.078
"7807","7am",0,0,0,0,0
"7808","7am",0,0,0,0,0
"7809","7am",0,0,0,0,3128.9
"7810","7am",0,0,0,0,0
"7811","7am",0,0,0,0,0
"7812","7am",0,0,0,5086.534,19724.011
"7813","7am",0,0,0,0,0
"7814","7am",0,0,0,0,0
"7815","7am",0,0,0,0,0
"7816","7am",0,0,0,0,12712.148
"9101","7am",0,0,0,0,8036.826
"9102","7am",0,0,0,0,3631.023
"9103","7am",0,0,0,0,0
"9104","7am",0,0,0,0,3273.942
"9105","7am",0,0,0,0,5772.467
"9106","7am",0,0,0,0,7717.46
"9107","7am",0,0,0,0,2256.67
"9108","7am",0,0,0,0,2673.098
"9109","7am",0,0,0,0,5226.952
"9110","7am",0,0,0,0,3540.145
"9111","7am",0,0,0,0,8353.327
"9112","7am",0,0,0,0,3619.844
"9113","7am",0,0,0,0,18220.633
"9114","7am",0,0,0,0,0
"9201","7am",0,6435.575,0,0,7090.765
"9202","7am",0,0,0,0,4679.174
"9203","7am",0,4330.768,0,9381.928,6087.956
"9204","7am",0,0,0,7741.086,9963.38
"9205","7am",0,0,0,5598.289,7284.076
"9206","7am",0,0,0,4077.587,7182.376
"9207","7am",0,0,0,0,0
"9208","7am",0,0,0,0,0
"9209","7am",0,0,0,0,7484.622
"9210","7am",0,0,0,0,5995.957
"9211","7am",0,0,0,0,0
"9212","7am",0,0,0,0,3749.823
"9302","7am",0,0,0,0,0
"9303","7am",0,10486.951,0,0,0
"9304","7am",0,3586.742,0,0,0
"9305","7am",0,0,0,0,0
"9306","7am",0,3156.21,0,0,0
"9307","7am",0,0,0,0,0
"9308","7am",0,0,0,0,0
"9309","7am",0,6216.186,0,0,6367.783
"9310","7am",0,4742.962,0,0,0
"9311","7am",0,4749.035,0,0,0
"9312","7am",0,7186.721,0,0,14040.433
"9402","7am",0,0,4562.714,0,4216.294
"9403","7am",0,0,4388.504,0,2484.922
"9404","7am",0,0,6485.229,0,5383.106
"9405","7am",0,0,4399.474,0,9383.599
"9406","7am",0,0,4662.236,0,0
"9407","7am",0,0,2965.763,0,0
"9408","7am",0,0,6499.948,0,0
"9409","7am",0,4403.723,5346.496,0,3803.644
"9410","7am",0,0,3823.251,0,0
"9411","7am",0,0,0,0,3902.469
"9412","7am",0,0,0,0,0
"9413","7am",0,0,0,0,0
"9414","7am",0,0,0,0,0
"9501","7am",0,0,0,0,4502.866
"9502","7am",0,0,0,0,7870.141
"9503","7am",0,0,0,0,3717.734
"9504","7am",0,0,0,0,0
"9505","7am",0,0,0,0,3865.948
"9506","7am",0,0,0,0,3392.287
"9507","7am",0,0,0,0,0
"9508","7am",0,0,0,0,6142.796
"9509","7am",0,0,0,0,0
"9510","7am",0,0,0,0,0
"9511","7am",0,0,0,0,3353.674
"9512","7am",0,0,0,0,0
"9513","7am",0,0,0,0,0
"7501","8am",34720.456,10378.469,10049.824,11940.735,20696.189
"7502","8am",28871.491,9781.517,10881.817,14966.347,27216.461
"7503","8am",44245.882,10607.498,13414.119,22873.619,37891.563
"7504","8am",18542.698,8635.694,0,0,13668.812
"7505","8am",13694.56,0,5424.899,0,7052.014
"7506","8am",18632.195,7242.772,8773.734,5673.615,16285.497
"7507","8am",15752.773,6118.799,12278.992,7627.752,19146.136
"7508","8am",11730.799,2914.212,3758.132,5726.645,7877.534
"7509","8am",16802.184,5908.362,5594.777,19216.031,18711.11
"7510","8am",12267.108,5222.643,5771.105,10799.27,11863.957
"7511","8am",12275.054,7356.452,4244.954,6095.21,18349.234
"7512","8am",0,5576.375,0,0,6195.802
"7513","8am",11823.679,4885.051,0,0,11508.097
"7514","8am",7846.155,5569.95,0,0,6696.333
"7701","8am",0,7162.226,4430.654,0,23025.341
"7702","8am",5979.923,3969.534,8328.705,0,17318.469
"7703","8am",0,7380.947,0,0,10794.555
"7704","8am",0,0,0,0,8744.339
"7705","8am",0,0,0,0,3993.782
"7706","8am",0,0,0,0,0
"7707","8am",0,0,0,0,3255.991
"7708","8am",0,0,0,0,3498.055
"7709","8am",0,0,0,0,9612.497
"7710","8am",0,0,0,0,5841.556
"7711","8am",0,0,0,0,16288.079
"7712","8am",0,0,0,0,6423.478
"7713","8am",0,0,0,0,2519.651
"7714","8am",0,0,0,0,7948.941
"7715","8am",0,0,0,0,0
"7716","8am",0,0,0,0,17444.612
"7801","8am",0,0,0,0,5318.652
"7802","8am",0,0,0,0,5646.277
"7803","8am",0,0,0,0,18677.054
"7804","8am",0,0,0,0,6441.486
"7805","8am",0,0,0,0,10784.641
"7806","8am",0,0,0,0,11062.214
"7807","8am",0,0,0,0,5374.695
"7808","8am",0,0,0,0,4931.861
"7809","8am",0,0,0,0,8034.271
"7810","8am",0,0,0,0,0
"7811","8am",0,0,0,0,6719.776
"7812","8am",0,0,0,9083.928,37059.84
"7813","8am",0,0,0,0,5757.333
"7814","8am",0,0,0,0,0
"7815","8am",0,0,0,0,2549.317
"7816","8am",0,0,0,5624.08,29277.026
"9101","8am",0,0,0,0,21260.952
"9102","8am",0,0,0,0,5727.61
"9103","8am",0,0,0,0,4689.531
"9104","8am",0,0,0,0,4505.402
"9105","8am",0,0,0,0,11792.309
"9106","8am",0,0,0,0,12841.276
"9107","8am",0,0,0,0,3414.011
"9108","8am",0,0,0,0,6470.048
"9109","8am",0,0,0,0,11751.932
"9110","8am",0,0,0,0,6655.879
"9111","8am",0,0,0,0,18274.207
"9112","8am",0,0,0,0,8332.601
"9113","8am",0,0,0,7440.461,27151.372
"9114","8am",0,0,0,0,5488.964
"9201","8am",0,8668.015,0,5265.712,13285.598
"9202","8am",0,0,0,6721.711,7438.861
"9203","8am",10522.767,8183.801,3789.889,18117.963,13696.924
"9204","8am",0,0,5140.687,21991.312,22930.992
"9205","8am",18299.946,6433.061,0,19897.397,26550.588
"9206","8am",5636.075,0,0,13628.633,11883.024
"9207","8am",0,0,0,7154.104,5775.967
"9208","8am",5998.509,0,0,8206.987,4862.244
"9209","8am",8586.387,0,5854.896,8501.153,15212.981
"9210","8am",0,0,3199.13,6159.317,12709.425
"9211","8am",0,3787.896,0,6036.375,0
"9212","8am",0,0,0,7307.964,7187.856
"9302","8am",0,0,0,0,0
"9303","8am",4945.985,15370.851,0,0,5490.658
"9304","8am",7988.808,9136.622,4843.957,0,7630.362
"9305","8am",0,7651.219,0,0,0
"9306","8am",0,11184.604,0,0,0
"9307","8am",0,4605.259,0,0,0
"9308","8am",0,4675.262,0,0,0
"9309","8am",0,11579.06,0,0,11780.407
"9310","8am",0,8200.134,0,0,0
"9311","8am",0,8379.991,0,0,7261.345
"9312","8am",15310.384,11519.369,3728.235,6622.424,22058.881
"9402","8am",0,0,10165.015,0,6627.811
"9403","8am",0,4746.211,9310.26,6352.611,7834.623
"9404","8am",0,0,9802.055,0,7214.816
"9405","8am",0,0,8957.643,0,11611.998
"9406","8am",0,0,13574.63,0,6011.182
"9407","8am",0,0,6882.414,0,5054.705
"9408","8am",0,0,11489.187,0,0
"9409","8am",7407.615,7788.056,9562.448,0,5714.959
"9410","8am",0,0,5674.216,0,0
"9411","8am",0,0,4540.152,0,7126.986
"9412","8am",0,0,2429.206,0,0
"9413","8am",0,0,4407.66,0,0
"9414","8am",0,0,3682.371,0,0
"9501","8am",0,0,0,0,15094.737
"9502","8am",0,0,0,0,20291.234
"9503","8am",0,0,0,0,8013.695
"9504","8am",0,0,0,0,0
"9505","8am",0,0,0,0,7250.018
"9506","8am",0,0,0,0,8754.91
"9507","8am",0,0,0,0,5519.097
"9508","8am",0,0,0,0,11332.108
"9509","8am",0,0,0,0,4779.356
"9510","8am",0,0,0,0,7984.95
"9511","8am",0,0,0,0,7869.459
"9512","8am",0,0,0,0,4188.032
"9513","8am",0,0,0,0,0
"7501","9am",57303.549,16370.742,14653.117,18375.943,39004.66
"7502","9am",50419.899,15780.402,15875.086,22958.691,38119.717
"7503","9am",73444.552,15736.716,21051.028,36384.617,61705.585
"7504","9am",30476.411,12686.868,5803.864,5508.443,19862.118
"7505","9am",22459.833,3983.3,6281.249,5304.801,9077.097
"7506","9am",26333.833,9447.483,15666.906,6663.942,23034.647
"7507","9am",24529.913,7269.581,16621.474,11283.501,26986.123
"7508","9am",19293.32,4069.325,6872.316,8888.49,12153.821
"7509","9am",26076.734,7955.353,11119.046,27165.802,25738.578
"7510","9am",19834.776,6510.471,9856.867,15881.47,21723.212
"7511","9am",22564.514,11741.561,4810.848,10628.842,26919.97
"7512","9am",14251.959,9244.935,0,6080.347,7911.915
"7513","9am",16487.021,9197.752,0,6947.656,16328.515
"7514","9am",13045.754,6984.785,0,0,7832.489
"7701","9am",0,8752.457,6137.309,0,28394.124
"7702","9am",8183.25,4562.593,11704.084,0,21346.294
"7703","9am",0,9474.989,0,0,14562.973
"7704","9am",0,0,0,0,9463.693
"7705","9am",0,0,0,0,3757.701
"7706","9am",0,0,0,0,0
"7707","9am",0,0,0,0,3898.028
"7708","9am",0,0,0,0,6176.51
"7709","9am",0,0,0,0,9945.884
"7710","9am",0,0,1534.017,0,6580.965
"7711","9am",0,0,0,0,17715.305
"7712","9am",0,0,0,0,8455.544
"7713","9am",0,0,0,0,2489.26
"7714","9am",0,0,0,0,9014.096
"7715","9am",0,0,0,0,0
"7716","9am",0,0,2685.53,0,20460.835
"7801","9am",0,0,0,0,6513.552
"7802","9am",0,0,0,0,6846.565
"7803","9am",0,0,0,0,23449.82
"7804","9am",0,0,0,0,5447.641
"7805","9am",0,0,0,0,14130.146
"7806","9am",0,0,0,0,12337.86
"7807","9am",0,0,0,0,8525.029
"7808","9am",0,0,0,0,4998.959
"7809","9am",0,0,0,0,8702.029
"7810","9am",0,0,0,0,0
"7811","9am",0,0,0,0,9309.335
"7812","9am",7043.116,0,0,12674.499,51250.472
"7813","9am",0,0,0,0,5452.627
"7814","9am",0,0,0,0,4046.83
"7815","9am",0,0,0,0,3844.585
"7816","9am",6035.526,0,0,9002.232,38706.9
"9101","9am",0,0,3647.801,0,31753.288
"9102","9am",0,0,0,0,7166.096
"9103","9am",0,0,0,0,5463.137
"9104","9am",0,0,0,0,6491.058
"9105","9am",0,0,0,0,15695.226
"9106","9am",0,0,0,0,14116.591
"9107","9am",0,0,0,0,5377.73
"9108","9am",0,0,0,0,8484.498
"9109","9am",0,0,0,0,14418.847
"9110","9am",0,0,0,0,8225.18
"9111","9am",0,0,0,0,21170.373
"9112","9am",0,0,0,0,10435.937
"9113","9am",0,0,0,10425.432,32645.377
"9114","9am",0,0,0,0,6633.432
"9201","9am",0,9170.314,0,9840.703,15726.322
"9202","9am",0,0,0,7307.661,9462.607
"9203","9am",20162.456,8557.219,6641.426,26969.381,20674.422
"9204","9am",12789.213,4834.872,6105.804,27528.496,31477.971
"9205","9am",39318.481,9084.924,6496.531,30056.409,43288.289
"9206","9am",7505.42,2920.171,0,19277.682,16691.653
"9207","9am",7929.736,0,0,11421.722,8326.197
"9208","9am",10021.893,0,0,12225.717,4995.039
"9209","9am",14591.301,0,7237.728,14000.081,20481.427
"9210","9am",9460.085,0,4511.095,10032.754,18177.365
"9211","9am",6652.065,3966.777,4585.281,6716.3,3125.111
"9212","9am",0,0,0,8028.906,8895.426
"9302","9am",0,0,0,0,0
"9303","9am",7474.317,19556.254,4085.545,0,6564.23
"9304","9am",11757.199,11804.637,8721.814,0,12404.348
"9305","9am",0,8116.775,0,0,0
"9306","9am",0,15304.015,0,0,0
"9307","9am",0,7195.867,0,0,0
"9308","9am",0,6760.799,0,0,0
"9309","9am",0,13187.186,0,0,16223.486
"9310","9am",0,8481.087,0,0,3706.1
"9311","9am",5531.077,12709.312,0,0,9261.778
"9312","9am",25785.584,18652.06,7128.455,12938.111,30909.911
"9402","9am",0,0,14831.801,5992.938,6730.214
"9403","9am",12435.65,4840.033,12158.211,7678.927,10412.643
"9404","9am",0,0,11066.259,0,6833.913
"9405","9am",0,0,10342.943,0,13258.906
"9406","9am",0,0,17636.288,0,9629.197
"9407","9am",0,0,11188.878,0,8163.402
"9408","9am",0,0,13954.37,0,0
"9409","9am",9923.57,9289.672,11231.946,0,7590.239
"9410","9am",0,0,6859.76,0,0
"9411","9am",0,0,4607.988,0,7968.183
"9412","9am",0,0,4980.519,0,0
"9413","9am",0,0,4712.475,0,0
"9414","9am",0,0,5209.72,0,0
"9501","9am",0,0,0,0,18686.081
"9502","9am",0,0,0,0,23278.897
"9503","9am",0,0,0,0,8939.823
"9504","9am",0,0,0,0,6086.484
"9505","9am",0,6303.471,0,0,7980.856
"9506","9am",0,0,0,0,10581.761
"9507","9am",0,0,0,0,8905.332
"9508","9am",0,0,0,0,14121.363
"9509","9am",0,0,0,0,6609.523
"9510","9am",0,0,0,0,11595.073
"9511","9am",0,0,0,0,12106.862
"9512","9am",0,0,0,0,5361.447
"9513","9am",0,0,0,0,4455.286
"7501","10am",67067.169,19588.776,16699.172,22520.039,43741.004
"7502","10am",59597.699,18241.541,18038.246,27050.956,42367.043
"7503","10am",75433.695,17617.207,22425.534,40365.132,67877.961
"7504","10am",31458.663,14978.573,6656.942,6222.881,20443.185
"7505","10am",28147.666,4368.874,6281.249,5714.225,10078.845
"7506","10am",25134.544,10177.165,18414.387,7081.566,24692.851
"7507","10am",27402.773,8517.648,18535.472,10995.778,29195.23
"7508","10am",20971.163,5296.353,7458.321,11710.513,11238.351
"7509","10am",31729.412,9525.895,12479.431,27356.987,29656.232
"7510","10am",19753.87,8574.453,10697.907,15028.354,23745.427
"7511","10am",24450.423,12463.862,5288.144,11708.042,28099.539
"7512","10am",13923.24,11249.022,0,6505.834,11783.413
"7513","10am",18371.968,7415.335,0,6817.075,16434.058
"7514","10am",15756.382,8460.652,0,0,7633.471
"7701","10am",0,8985.1,6137.309,0,30877.08
"7702","10am",8620.295,6024.485,11645.681,0,20700.5
"7703","10am",0,13327.263,0,0,14201.563
"7704","10am",0,0,0,0,10426.77
"7705","10am",0,0,0,0,3148.177
"7706","10am",0,0,0,0,0
"7707","10am",0,0,0,0,4058.67
"7708","10am",0,4518.81,0,0,5174.664
"7709","10am",0,0,2649.763,0,12492.562
"7710","10am",0,0,1804.584,0,6983.182
"7711","10am",0,0,0,0,18525.957
"7712","10am",0,0,0,0,9423.623
"7713","10am",0,0,0,0,4101.54
"7714","10am",0,0,0,0,10320.166
"7715","10am",0,0,0,0,2270.881
"7716","10am",0,0,0,0,22221.623
"7801","10am",0,0,0,0,7059.451
"7802","10am",0,0,0,0,5880.458
"7803","10am",0,0,0,0,25754.548
"7804","10am",0,0,0,0,5770.18
"7805","10am",0,0,0,0,15448.435
"7806","10am",0,0,0,0,13262.04
"7807","10am",0,0,0,0,10104.674
"7808","10am",0,0,0,0,6512.149
"7809","10am",0,0,0,0,11372.792
"7810","10am",0,0,0,0,0
"7811","10am",0,0,0,0,9961.153
"7812","10am",7729.647,0,0,15339.607,55583.811
"7813","10am",0,0,0,0,7362.616
"7814","10am",0,0,0,0,3387.129
"7815","10am",0,0,0,0,4271.39
"7816","10am",6326.903,0,0,9235.402,40017.589
