"district","hour","occ1","occ2","occ3","occ4","occ5"
"7501","4am",62.43513,10.521432,7.507853,17.84513,1.69046
"7502","4am",52.72616,14.483228,4.680159,21.6556,6.454858
"7503","4am",59.08243,11.827818,5.979404,15.94955,7.160798
"7504","4am",62.03842,8.637256,10.696117,12.68909,5.93911
"7505","4am",58.85054,9.80413,8.503612,15.24598,7.59574
"7506","4am",60.10971,8.854794,6.346293,19.89164,4.797556
"7507","4am",56.21537,13.702926,6.721946,17.88031,5.479448
"7508","4am",55.20734,12.649665,5.432615,21.17115,5.53923
"7509","4am",56.23339,11.240381,4.042704,20.75466,7.728861
"7510","4am",49.19305,10.600577,4.713062,23.46909,12.024215
"7511","4am",56.27223,10.594641,6.759561,18.59869,7.774873
"7512","4am",58.32828,8.724506,8.205598,16.30832,8.433296
"7513","4am",52.22391,11.04825,9.674426,17.88298,9.170433
"7514","4am",54.73596,8.869197,9.420649,18.75508,8.219116
"7701","4am",65.0745,10.365482,5.917939,12.64469,5.997388
"7702","4am",60.24067,9.444718,6.521183,15.40232,8.391115
"7703","4am",63.72429,8.290638,5.373548,17.20247,5.409053
"7704","4am",53.70349,6.957631,5.636406,21.14431,12.558166
"7705","4am",63.22525,8.580825,6.547376,18.13337,3.513172
"7706","4am",55.29093,4.854358,7.476233,25.17655,7.201929
"7707","4am",53.2283,4.592728,6.982396,24.43855,10.75802
"7708","4am",60.94119,7.086986,5.323375,21.33542,5.313033
"7709","4am",62.15045,7.638923,3.540968,21.74423,4.925427
"7710","4am",58.94304,8.087916,6.556302,19.6177,6.795046
"7711","4am",58.1325,9.953,5.746014,19.33921,6.829271
"7712","4am",51.80784,8.931388,6.577297,22.61707,10.066401
"7713","4am",45.93438,6.069116,7.244058,28.13858,12.613866
"7714","4am",53.25252,9.324244,4.883584,25.6969,6.842756
"7715","4am",53.932,4.373928,5.885694,26.2475,9.560883
"7716","4am",66.17442,9.522369,5.819845,12.50119,5.982174
"7801","4am",64.30399,8.258737,3.225069,20.14801,4.0642
"7802","4am",49.78044,10.856956,5.091582,23.15674,11.114282
"7803","4am",56.46502,11.702358,5.170067,19.94264,6.719921
"7804","4am",50.60013,9.187574,6.310201,26.07179,7.830308
"7805","4am",57.51778,7.148356,6.189512,18.02377,11.120573
"7806","4am",54.4007,8.405758,5.776568,22.61617,8.800796
"7807","4am",42.72399,10.739464,10.048785,25.26358,11.224185
"7808","4am",60.79152,8.823624,5.201192,16.21459,8.969071
"7809","4am",61.68762,7.449812,5.729116,19.19589,5.937563
"7810","4am",51.19218,6.558383,5.528871,25.16213,11.558439
"7811","4am",57.68409,5.252406,3.292109,26.83295,6.938446
"7812","4am",53.69698,11.271298,4.234559,23.24128,7.555879
"7813","4am",53.92541,10.788699,6.251854,19.07274,9.9613
"7814","4am",58.88708,6.677425,3.950307,23.38884,7.096343
"7815","4am",55.10188,5.9684,3.746317,22.98311,12.20029
"7816","4am",67.56901,9.150304,4.712151,12.45734,6.111193
"9101","4am",57.91732,11.507358,8.600839,13.59253,8.381955
"9102","4am",59.83588,5.416076,4.087275,23.87327,6.787497
"9103","4am",59.09187,5.07944,5.607018,23.93883,6.28284
"9104","4am",59.39791,5.822854,3.422616,23.24741,8.109215
"9105","4am",61.49592,9.048846,5.418669,17.49677,6.539796
"9106","4am",55.60843,8.619685,6.630547,20.82361,8.317726
"9107","4am",57.21038,7.201506,5.557942,23.86288,6.167294
"9108","4am",55.6978,8.695308,5.670278,22.19371,7.742908
"9109","4am",60.20241,5.18055,5.51014,24.37672,4.730174
"9110","4am",55.89373,7.535081,7.705902,18.66069,10.204595
"9111","4am",59.10994,10.189303,5.518977,18.10507,7.076715
"9112","4am",59.05098,7.260502,5.978206,22.68002,5.030285
"9113","4am",58.89567,8.95883,4.750529,22.76405,4.630924
"9114","4am",52.6892,11.688514,4.359959,23.81742,7.444912
"9201","4am",56.45,9.25165,8.190011,17.87429,8.234047
"9202","4am",57.93009,8.72475,7.986352,18.82002,6.538789
"9203","4am",57.47884,7.311639,6.967787,19.54858,8.69315
"9204","4am",58.53624,9.584825,7.897326,16.0368,7.944805
"9205","4am",64.09563,8.798492,6.283972,15.4627,5.359207
"9206","4am",61.83763,7.207874,5.289419,18.46903,7.196048
"9207","4am",58.00465,9.203932,4.487233,21.45274,6.851442
"9208","4am",58.05355,8.77288,5.762453,20.33249,7.078625
"9209","4am",63.00408,8.390229,5.810795,18.61466,4.180237
"9210","4am",57.32655,8.650654,4.871389,22.2927,6.858706
"9211","4am",57.33036,9.48121,6.424593,20.84099,5.922846
"9212","4am",57.92278,9.1542,3.782106,22.47019,6.670727
"9302","4am",56.1877,7.529678,4.747975,24.36376,7.170889
"9303","4am",51.90381,8.436827,9.733854,17.61093,12.314577
"9304","4am",55.02997,7.6608,10.706571,17.28499,9.317674
"9305","4am",50.11154,10.866361,9.791354,18.00759,11.223156
"9306","4am",56.8047,8.976596,6.346574,22.63863,5.233498
"9307","4am",46.81745,9.005788,7.695575,17.88324,18.597942
"9308","4am",52.02912,8.010395,9.048539,19.45714,11.454805
"9309","4am",53.9067,9.264426,9.236596,15.44418,12.148092
"9310","4am",52.23537,9.008738,9.073777,17.66901,12.013108
"9311","4am",48.00993,11.117863,10.98126,17.02197,12.868972
"9312","4am",50.29384,9.214641,12.040887,14.40493,14.045707
"9402","4am",52.29729,10.552244,8.661485,19.04283,9.446153
"9403","4am",54.96881,13.410726,7.219504,17.29615,7.10481
"9404","4am",55.71791,9.203102,7.544319,18.17991,9.354751
"9405","4am",61.554,6.86756,5.425718,20.32531,5.827413
"9406","4am",55.51355,10.487702,8.326736,18.11449,7.557521
"9407","4am",58.96384,6.979403,6.499132,20.87868,6.678946
"9408","4am",55.97134,7.286051,6.367411,24.69407,5.681131
"9409","4am",60.76567,7.756508,5.817028,20.36106,5.299734
"9410","4am",58.74429,10.920918,4.867604,19.15824,6.308942
