"district","hour","age1","age2","age3","age4"
"7501","4am",8208.057,16426.898,46631.49,12236.626
"7502","4am",20755.763,18734.138,67876.26,26817.002
"7503","4am",9499.961,12651.951,46759.87,12058.81
"7504","4am",7256.487,19477.882,46300.33,9447.015
"7505","4am",12267.015,21006.905,72261.55,17232.613
"7506","4am",11322.781,26582.138,58965.71,20765.248
"7507","4am",24607.752,28414.49,70063.43,23753.735
"7508","4am",14615.819,24462.36,52484.51,19293.511
"7509","4am",23683.547,35651.196,92694.46,34184.757
"7510","4am",12678.593,21298.237,65969.69,31760.749
"7511","4am",18198.384,26061.621,68383.62,23358.215
"7512","4am",17794.991,48498.839,69759.53,20427.354
"7513","4am",17891.836,25512.165,79421.45,21268.666
"7514","4am",16680.131,33728.77,79053.65,23107.717
"7701","4am",10783.31,27060.397,56799.87,7579.964
"7702","4am",13547.091,19941.303,70779.15,11933.259
"7703","4am",10778.386,18050.17,42911.54,9252.463
"7704","4am",10455.576,7894.886,41837.96,11820.602
"7705","4am",6618.562,4353.053,32960.74,5329.679
"7706","4am",4305.769,7810.442,26564.28,8461.076
"7707","4am",5248.034,6610.159,31179.34,9442.537
"7708","4am",9238.229,8598.033,43922.67,11635.537
"7709","4am",5242.938,6440.872,33137.64,7212.479
"7710","4am",8451.266,10466.042,39620.34,9010.729
"7711","4am",11850.619,7659.77,49336.11,10367.543
"7712","4am",6918.91,11262.755,28300.98,9884.498
"7713","4am",3336.301,3885.638,16608.44,5728.661
"7714","4am",9270.949,11061.035,33130.22,13838.625
"7715","4am",3018.435,4770.294,19798.42,7082.947
"7716","4am",12245.075,14919.908,43931.44,5839.757
"7801","4am",10060.993,12336.208,45749.35,10974.763
"7802","4am",6673.679,8901.992,36513.01,13080.095
"7803","4am",12495.642,12075.337,51872.06,15971.362
"7804","4am",7868.091,5569.958,25642.83,9098.395
"7805","4am",8571.112,14673.864,45816.47,13049.81
"7806","4am",8855.803,13610.917,48375.8,13320.77
"7807","4am",8432.046,8196.699,22467.17,9567.456
"7808","4am",7530.262,6668.97,37156.13,5989.286
"7809","4am",8975.423,13342.911,33975.54,7552.867
"7810","4am",2058.79,4009.655,12786.72,5090.119
"7811","4am",6386.386,12593.381,40417.87,18068.267
"7812","4am",18151.293,21938.416,63013.66,26300.612
"7813","4am",5711.873,2847.396,24456.56,5458.347
"7814","4am",2075.96,3642.275,12812.71,4387.357
"7815","4am",3031.496,7017.945,21494.15,5369.556
"7816","4am",13186.417,22449.757,62907.07,7689.876
"9101","4am",11019.549,13219.412,29553.12,5352.479
