"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04"
"max";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08"
"4am";" 2900.16";" 3447.12";" 3625.20";" 7097.76";" 7733.76";" 8268.00";"10990.08";" 3803.28";" 4273.92";" 3472.56";" 3485.28";" 7682.88";" 8191.68";" 3714.24";" 3510.72";" 3905.04";" 4146.72";" 4375.68";" 3218.16";" 2747.52";" 3599.76";" 3866.88";" 3650.64";" 2772.96";" 3828.72";" 3192.72";" 3027.36";" 3052.80";"  407.04"
"5am";" 3014.64";" 3459.84";" 3637.92";" 7085.04";" 7784.64";" 8191.68";"10926.48";" 3803.28";" 4235.76";" 3485.28";" 3434.40";" 7708.32";" 8191.68";" 3701.52";" 3485.28";" 3854.16";" 4108.56";" 4299.36";" 3192.72";" 2734.80";" 3625.20";" 3854.16";" 3676.08";" 2760.24";" 3816.00";" 3180.00";" 3014.64";" 3052.80";"  483.36"
"6am";" 3345.36";" 3548.88";" 3587.04";" 7123.20";" 7924.56";" 8102.64";"10824.72";" 3854.16";" 4121.28";" 3459.84";" 3358.08";" 7466.64";" 8039.04";" 3676.08";" 3383.52";" 3739.68";" 3994.08";" 4108.56";" 3065.52";" 2633.04";" 3459.84";" 3917.76";" 3599.76";" 2658.48";" 3561.60";" 3129.12";" 2938.32";" 3014.64";" 1208.40"
"7am";" 5266.08";" 4795.44";" 3498.00";" 7771.92";" 9005.76";" 6983.28";"10277.76";" 3930.48";" 3459.84";" 3103.68";" 2734.80";" 6894.24";" 7097.76";" 3307.20";" 3090.96";" 3192.72";" 3256.32";" 3307.20";" 2505.84";" 2226.00";" 2836.56";" 4134.00";" 3256.32";" 2378.64";" 3001.92";" 2862.00";" 2772.96";" 2696.64";" 3345.36"
"8am";" 7619.28";" 6499.92";" 3421.68";" 8789.52";" 9107.52";" 5965.68";"10023.36";" 4312.08";" 2811.12";" 2887.44";" 2518.56";" 6906.96";" 6550.80";" 3269.04";" 2849.28";" 2633.04";" 2760.24";" 2772.96";" 2098.80";" 2073.36";" 2518.56";" 4273.92";" 2925.60";" 2213.28";" 2645.76";" 2493.12";" 2696.64";" 2493.12";" 5100.72"
"9am";"7950.00";"6983.28";"3408.96";"9336.48";"9336.48";"5533.20";"9870.72";"4312.08";"2454.96";"2951.04";"2493.12";"7199.52";"6690.72";"3218.16";"2722.08";"2416.80";"2671.20";"2607.60";"1984.32";"2022.48";"2454.96";"4273.92";"2734.80";"2124.24";"2416.80";"2429.52";"2569.44";"2416.80";"5774.88"
"10am";"8153.52";"7314.00";"3485.28";"9870.72";"9158.40";"5342.40";"9629.04";"4299.36";"2264.16";"2925.60";"2544.00";"7453.92";"6436.32";"3103.68";"2785.68";"2289.60";"2505.84";"2454.96";"1908.00";"1920.72";"2226.00";"4121.28";"2620.32";"2136.96";"2251.44";"2353.20";"2480.40";"2315.04";"6283.68"
"11am";"8064.48";"7199.52";"3281.76";"9756.24";"9171.12";"5482.32";"9501.84";"4312.08";"2480.40";"2798.40";"2607.60";"7530.24";"6449.04";"3154.56";"2836.56";"2315.04";"2531.28";"2391.36";"1920.72";"1958.88";"2251.44";"4172.16";"2709.36";"2098.80";"2327.76";"2378.64";"2544.00";"2302.32";"6309.12"
"12am";"7886.40";"7059.60";"3370.80";"9959.76";"9056.64";"5558.64";"9336.48";"4235.76";"2594.88";"2823.84";"2683.92";"7746.48";"6232.80";"3154.56";"2785.68";"2442.24";"2556.72";"2378.64";"1857.12";"2047.92";"2213.28";"4146.72";"2645.76";"2124.24";"2315.04";"2429.52";"2467.68";"2302.32";"6372.72"
"1pm";" 8331.60";" 7212.24";" 3281.76";"10621.20";" 8662.32";" 5011.68";" 9489.12";" 4108.56";" 2353.20";" 2874.72";" 2925.60";" 7542.96";" 6461.76";" 3078.24";" 2683.92";" 2302.32";" 2645.76";" 2378.64";" 1971.60";" 1882.56";" 2162.40";" 4159.44";" 2531.28";" 2035.20";" 2200.56";" 2289.60";" 2416.80";" 2289.60";" 6792.48"
"2pm";" 8051.76";" 7174.08";" 3307.20";"10379.52";" 8433.36";" 5024.40";" 9412.80";" 4134.00";" 2365.92";" 2722.08";" 3205.44";" 7453.92";" 6347.28";" 3192.72";" 2645.76";" 2416.80";" 2747.52";" 2480.40";" 1958.88";" 1857.12";" 2302.32";" 4184.88";" 2493.12";" 2124.24";" 2251.44";" 2289.60";" 2353.20";" 2327.76";" 6512.64"
"3pm";"7263.12";"6614.40";"3498.00";"9298.32";"8433.36";"5914.80";"9298.32";"3917.76";"2683.92";"2938.32";"3141.84";"7034.16";"6690.72";"3256.32";"2760.24";"2633.04";"2951.04";"2709.36";"2136.96";"1857.12";"2480.40";"4108.56";"2518.56";"2175.12";"2556.72";"2365.92";"2531.28";"2416.80";"5533.20"
"4pm";"4986.24";"5584.08";"3358.08";"8573.28";"7886.40";"6665.28";"9476.40";"4121.28";"3256.32";"3256.32";"3218.16";"7161.36";"7733.76";"3243.60";"2747.52";"3052.80";"3256.32";"3180.00";"2480.40";"2124.24";"2874.72";"3841.44";"2734.80";"2289.60";"3065.52";"2722.08";"2607.60";"2556.72";"3230.88"
"5pm";" 3739.68";" 4566.48";" 3498.00";" 7771.92";" 7924.56";" 7237.68";"10099.68";" 4108.56";" 3599.76";" 3434.40";" 3243.60";" 7466.64";" 8051.76";" 3358.08";" 2989.20";" 3408.96";" 3637.92";" 3637.92";" 2696.64";" 2340.48";" 3116.40";" 3828.72";" 2798.40";" 2442.24";" 3294.48";" 2760.24";" 2734.80";" 2683.92";" 2226.00"
"6pm";" 4006.80";" 4299.36";" 3574.32";" 7810.08";" 7479.36";" 7301.28";"10226.88";" 4095.84";" 3726.96";" 3345.36";" 3180.00";" 7771.92";" 7886.40";" 3383.52";" 3090.96";" 3548.88";" 3650.64";" 3714.24";" 2734.80";" 2353.20";" 3129.12";" 3816.00";" 2874.72";" 2467.68";" 3421.68";" 2772.96";" 2785.68";" 2645.76";" 2149.68"
"7pm";" 3905.04";" 4197.60";" 3587.04";" 7682.88";" 7632.00";" 7441.20";"10252.32";" 4070.40";" 3701.52";" 3396.24";" 3447.12";" 7860.96";" 7733.76";" 3434.40";" 3116.40";" 3714.24";" 3676.08";" 3726.96";" 2683.92";" 2353.20";" 3180.00";" 3714.24";" 2862.00";" 2531.28";" 3408.96";" 2785.68";" 2862.00";" 2645.76";" 1958.88"
"8pm";" 3663.36";" 4032.24";" 3637.92";" 7441.20";" 7632.00";" 7581.12";"10277.76";" 3981.36";" 3803.28";" 3434.40";" 3332.64";" 7695.60";" 7848.24";" 3485.28";" 3205.44";" 3726.96";" 3803.28";" 3905.04";" 2734.80";" 2416.80";" 3294.48";" 3714.24";" 2989.20";" 2544.00";" 3510.72";" 2874.72";" 2874.72";" 2734.80";" 1450.08"
"9pm";" 3243.60";" 3866.88";" 3637.92";" 6970.56";" 7733.76";" 7899.12";"10455.84";" 3803.28";" 4044.96";" 3370.80";" 3294.48";" 7517.52";" 7962.72";" 3561.60";" 3218.16";" 3803.28";" 3968.64";" 4070.40";" 2900.16";" 2505.84";" 3421.68";" 3726.96";" 3001.92";" 2556.72";" 3612.48";" 3001.92";" 2862.00";" 2811.12";"  966.72"
"10pm";" 2976.48";" 3561.60";" 3561.60";" 7059.60";" 7759.20";" 8089.92";"10595.76";" 3739.68";" 4057.68";" 3408.96";" 3345.36";" 7542.96";" 7975.44";" 3587.04";" 3256.32";" 3777.84";" 3994.08";" 4197.60";" 2938.32";" 2544.00";" 3485.28";" 3765.12";" 2976.48";" 2607.60";" 3726.96";" 3027.36";" 2900.16";" 2849.28";"  661.44"
"11pm";" 2938.32";" 3498.00";" 3561.60";" 7008.72";" 7746.48";" 8102.64";"10532.16";" 3739.68";" 4134.00";" 3396.24";" 3370.80";" 7428.48";" 8039.04";" 3587.04";" 3281.76";" 3790.56";" 4006.80";" 4261.20";" 2989.20";" 2556.72";" 3498.00";" 3739.68";" 3014.64";" 2620.32";" 3777.84";" 3078.24";" 2912.88";" 2849.28";"  546.96"
"12pm";" 2912.88";" 3472.56";" 3574.32";" 7021.44";" 7632.00";" 8153.52";"10557.60";" 3726.96";" 4134.00";" 3370.80";" 3383.52";" 7453.92";" 8077.20";" 3574.32";" 3307.20";" 3790.56";" 4006.80";" 4261.20";" 2989.20";" 2582.16";" 3510.72";" 3739.68";" 3014.64";" 2633.04";" 3803.28";" 3116.40";" 2912.88";" 2862.00";"  496.08"
"1am";" 2912.88";" 3472.56";" 3574.32";" 7008.72";" 7632.00";" 8153.52";"10557.60";" 3726.96";" 4134.00";" 3358.08";" 3396.24";" 7453.92";" 8064.48";" 3574.32";" 3307.20";" 3790.56";" 4006.80";" 4273.92";" 3001.92";" 2607.60";" 3510.72";" 3752.40";" 3027.36";" 2633.04";" 3816.00";" 3116.40";" 2912.88";" 2862.00";"  457.92"
"2am";" 2887.44";" 3459.84";" 3574.32";" 7008.72";" 7619.28";" 8153.52";"10570.32";" 3726.96";" 4146.72";" 3358.08";" 3396.24";" 7453.92";" 8089.92";" 3574.32";" 3307.20";" 3803.28";" 4006.80";" 4273.92";" 3001.92";" 2594.88";" 3510.72";" 3752.40";" 3014.64";" 2633.04";" 3816.00";" 3129.12";" 2912.88";" 2862.00";"  432.48"
"3am";" 2874.72";" 3459.84";" 3574.32";" 7008.72";" 7606.56";" 8153.52";"10570.32";" 3726.96";" 4146.72";" 3358.08";" 3408.96";" 7453.92";" 8089.92";" 3574.32";" 3307.20";" 3803.28";" 4006.80";" 4273.92";" 3001.92";" 2594.88";" 3510.72";" 3752.40";" 3027.36";" 2633.04";" 3803.28";" 3129.12";" 2912.88";" 2862.00";"  432.48"
