"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244"
"4am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  32.830";"4217.783";"   0.000";"   0.000";"  22.526";"   0.000";"2735.205";"   0.000"
"5am";"  25.160";"   0.000";"  43.135";"   0.000";"   0.000";"   0.000";"   0.000";"  32.830";"4149.488";"   0.000";"   0.000";"  22.526";"   0.000";"2735.205";"   0.000"
"6am";"  47.084";"   0.000";"  43.135";"  34.674";"   0.000";"   0.000";"   0.000";"  56.995";"3915.704";"  22.526";"  22.526";"  47.686";"  49.182";"2582.313";"   0.000"
"7am";" 440.681";" 200.927";" 376.987";"  34.674";"   0.000";"  95.888";"  69.483";" 308.378";"2857.157";" 100.514";"  30.178";"  72.846";"  49.182";"1799.741";"  15.147"
"8am";" 558.230";" 334.421";" 751.371";"  62.271";"   0.000";" 163.002";"  93.648";" 304.636";"2071.606";" 100.514";" 257.610";"  72.846";"  81.089";"1274.292";"  32.830"
"9am";" 558.230";" 342.438";" 754.256";" 138.021";"   0.000";" 184.212";" 117.226";" 457.832";"1820.546";" 100.514";" 224.812";"  98.006";"  81.089";"1077.465";"  47.977"
"10am";" 563.634";" 400.242";" 739.174";" 220.349";"   0.000";" 206.427";" 117.226";" 359.474";"1769.152";" 100.514";" 204.463";"  98.006";"  81.089";"1103.524";"  47.977"
"11am";" 528.154";" 352.406";" 666.089";"  69.019";"   0.000";" 119.849";" 117.226";" 337.550";"2094.707";" 114.165";" 181.251";"  98.006";"  81.089";"1224.303";"  32.830"
"12am";" 302.988";" 160.610";" 373.825";"  17.683";"  27.091";" 184.991";"  24.165";" 258.179";"2616.188";"  13.651";" 108.166";"  75.480";"  49.182";"1797.995";"   0.000"
"1pm";" 342.425";" 274.308";" 734.349";"  45.787";"  27.091";" 160.047";"  86.491";" 229.803";"2257.124";"  91.639";" 151.073";"  50.320";"  81.089";"1410.455";"  46.169"
"2pm";" 549.644";" 274.308";" 715.951";"  52.797";"  27.091";" 181.971";"  93.061";" 278.133";"1985.760";" 107.557";" 275.531";"  50.320";"  52.985";"1314.239";"  46.169"
"3pm";" 486.008";" 350.104";" 686.934";" 111.444";"  27.091";" 181.971";"  93.061";" 269.115";"1971.670";" 130.083";" 180.642";"  50.320";"  92.897";"1292.521";" 174.477"
"4pm";" 397.592";" 413.430";" 531.557";" 139.002";"  27.091";" 161.745";"  76.839";" 271.678";"2083.118";" 130.083";" 223.677";"  63.971";"  31.907";"1430.393";" 152.261"
"5pm";" 233.106";" 133.137";" 426.937";"  85.464";"   0.000";" 119.325";"  53.261";" 248.353";"2529.172";" 130.083";" 200.398";"  38.811";"  31.907";"2072.508";"  87.173"
"6pm";"  91.731";"  43.309";" 186.578";"  23.232";"   0.000";"  43.080";"  24.165";" 226.406";"3471.499";"   0.000";"   0.000";"  72.846";"  15.147";"2485.000";"  30.178"
"7pm";"  38.822";"  45.383";"  91.494";"   0.000";"   0.000";"   0.000";"  24.165";" 129.144";"3718.389";"   0.000";"   0.000";"  25.160";"  15.147";"2755.787";"  30.178"
"8pm";"  89.142";"  15.205";"  30.076";"   0.000";"   0.000";"  22.526";"   0.000";"  24.165";"3845.369";"   0.000";"  18.970";"  21.139";"   0.000";"2770.934";"   0.000"
"9pm";"  78.469";"   0.000";"  30.076";"   0.000";"   0.000";"  22.526";"   0.000";"   0.000";"3984.175";"   0.000";"   0.000";"  21.139";"   0.000";"2779.129";"   0.000"
"10pm";"  78.469";"   0.000";"  30.076";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4025.671";"   0.000";"   0.000";"  21.139";"   0.000";"2788.603";"   0.000"
"11pm";"  46.299";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4102.046";"   0.000";"   0.000";"   0.000";"   0.000";"2795.613";"   0.000"
"12pm";"  21.139";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4209.862";"   0.000";"   0.000";"   0.000";"   0.000";"2795.613";"   0.000"
"1am";"  21.139";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4236.853";"   0.000";"   0.000";"   0.000";"   0.000";"2802.183";"   0.000"
"2am";"  21.139";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4236.853";"   0.000";"   0.000";"   0.000";"   0.000";"2802.183";"   0.000"
"3am";"  21.139";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4236.853";"   0.000";"   0.000";"   0.000";"   0.000";"2802.183";"   0.000"
