"district","hour","act1","act2","act3","act4","act5"
"101","4am",95.69894,1.9294169,0,0,2.3716458
"102","4am",97.82175,0,0,0,2.178252
"103","4am",98.31929,1.5737794,0,0,0.1069311
"104","4am",99.20233,0.7976677,0,0,0
"105","4am",88.67705,10.7085683,0.614382,0,0
"106","4am",93.58387,5.0510575,0,0,1.3650696
"107","4am",98.69147,0.4672325,0,0,0.841297
"108","4am",100,0,0,0,0
"109","4am",98.44298,0.9232827,0,0,0.633737
"110","4am",99.2787,0.7212981,0,0,0
"111","4am",98.34437,1.655627,0,0,0
"112","4am",96.11481,3.8851892,0,0,0
"113","4am",97.3614,2.6386044,0,0,0
"114","4am",94.02673,5.0836078,0.8896607,0,0
"115","4am",100,0,0,0,0
"116","4am",96.21041,3.7895862,0,0,0
"117","4am",95.47284,4.5271613,0,0,0
"118","4am",100,0,0,0,0
"119","4am",98.62071,1.3792943,0,0,0
"120","4am",99.7779,0.2221041,0,0,0
"121","4am",98.5261,1.4739013,0,0,0
"122","4am",97.96233,0.5754773,0,0,1.462188
"123","4am",99.2768,0.3050028,0,0,0.4181997
"124","4am",97.16006,0.5214843,0,0,2.3184517
"125","4am",98.17489,0.9337078,0,0,0.8913975
"126","4am",100,0,0,0,0
"127","4am",99.07679,0.9232138,0,0,0
"128","4am",96.32055,2.2004864,0,0,1.4789594
"129","4am",98.68241,0,0,0,1.3175916
"130","4am",95.21944,4.7805583,0,0,0
"131","4am",100,0,0,0,0
"132","4am",92.07387,7.9261319,0,0,0
"201","4am",99.78188,0.2181161,0,0,0
"202","4am",100,0,0,0,0
"203","4am",92.90057,5.8255053,0,0,1.273921
"204","4am",100,0,0,0,0
"205","4am",100,0,0,0,0
"206","4am",100,0,0,0,0
"207","4am",98.66441,1.335592,0,0,0
"208","4am",99.17586,0.824139,0,0,0
"209","4am",100,0,0,0,0
"210","4am",98.17206,1.6772405,0,0,0.1507014
"211","4am",100,0,0,0,0
"212","4am",100,0,0,0,0
"213","4am",98.42479,1.5752109,0,0,0
"214","4am",98.47113,1.5288719,0,0,0
"215","4am",95.90708,4.0929223,0,0,0
"216","4am",98.44831,1.5516921,0,0,0
"217","4am",95.55917,3.9810694,0,0,0.4597562
"218","4am",98.15982,1.8401767,0,0,0
"219","4am",99.57833,0,0,0,0.4216681
"220","4am",98.61114,0.761885,0,0,0.6269734
"221","4am",90.84347,9.1565267,0,0,0
"222","4am",100,0,0,0,0
"223","4am",99.74765,0.2523539,0,0,0
"224","4am",98.13614,1.8638622,0,0,0
"101","5am",95.09984,1.9628633,0,0,2.9372924
"102","5am",94.93291,2.9349162,0,0,2.1321703
"103","5am",95.85503,3.4650178,0,0,0.1048764
"104","5am",96.81574,3.1842641,0,0,0
"105","5am",84.98203,14.4131573,0.6048146,0,0
"106","5am",91.10991,7.1590914,0,0,1.339661
"107","5am",97.1732,1.9818798,0,0,0.8449164
"108","5am",100,0,0,0,0
"109","5am",97.10061,2.2701061,0,0,0.6292796
"110","5am",98.02166,1.9783449,0,0,0
"111","5am",97.77079,2.2292136,0,0,0
"112","5am",89.1148,4.5452122,0,6.3399897,0
"113","5am",95.57866,4.4213384,0,0,0
"114","5am",91.93254,7.1671547,0.9003062,0,0
"115","5am",100,0,0,0,0
"116","5am",94.27389,5.7261143,0,0,0
"117","5am",95.04599,4.9540141,0,0,0
"118","5am",100,0,0,0,0
"119","5am",98.09396,1.3931689,0,0,0
"120","5am",99.7746,0.2254032,0,0,0
"121","5am",98.4159,1.5840981,0,0,0
"122","5am",97.2823,1.2152754,0,0,1.50242
"123","5am",99.27153,0.307224,0,0,0.4212453
"124","5am",97.66939,0,0,0,2.3306054
"125","5am",97.62022,1.489096,0,0,0.8906856
"126","5am",100,0,0,0,0
"127","5am",98.95263,0.9413607,0,0.1060055,0
"128","5am",94.69507,3.3568835,0,0.2311297,1.4457034
"129","5am",96.60481,2.115192,0,0,1.2800001
"130","5am",95.76609,4.2339117,0,0,0
"131","5am",100,0,0,0,0
"132","5am",93.16843,6.8315721,0,0,0
"201","5am",99.01802,0.9819832,0,0,0
"202","5am",100,0,0,0,0
"203","5am",91.39014,6.868493,0.489956,0,1.2514112
"204","5am",99.52513,0.4748691,0,0,0
"205","5am",100,0,0,0,0
"206","5am",98.86118,1.138815,0,0,0
"207","5am",98.05561,1.9443907,0,0,0
"208","5am",99.16505,0.8349483,0,0,0
"209","5am",100,0,0,0,0
"210","5am",97.0299,2.267833,0,0,0.7022667
"211","5am",99.17566,0.8243358,0,0,0
"212","5am",97.84957,2.1504258,0,0,0
"213","5am",98.70891,1.2910874,0,0,0
"214","5am",99.49369,0.5063102,0,0,0
"215","5am",95.41603,4.5839736,0,0,0
"216","5am",97.92312,2.0768848,0,0,0
"217","5am",95.55917,3.9810694,0,0,0.4597562
"218","5am",98.14259,1.8574068,0,0,0
"219","5am",99.57683,0,0,0,0.4231735
"220","5am",98.27308,1.1005163,0,0,0.6263995
"221","5am",89.00643,10.993573,0,0,0
"222","5am",99.17248,0.827522,0,0,0
"223","5am",98.106,1.8939961,0,0,0
"224","5am",98.13011,1.8698856,0,0,0
"101","6am",88.42668,9.3202785,0,0,2.253046
"102","6am",91.14414,6.2362489,0,0,2.6196158
"103","6am",95.35792,4.3475937,0,0,0.2944837
"104","6am",94.19973,5.8002719,0,0,0
"105","6am",75.78054,23.4969756,0.5592767,0.1632053,0
"106","6am",87.36181,11.3219751,0,0,1.3162164
"107","6am",95.3078,2.816321,0,0,0.8388771
"108","6am",99.35684,0.1674068,0,0,0
"109","6am",94.53442,4.3949579,0,0,1.0706195
"110","6am",88.71556,4.4767063,0,0,6.807735
"111","6am",96.28327,3.7167311,0,0,0
"112","6am",89.84162,9.3413611,0,0,0.3159066
"113","6am",93.55698,6.4430237,0,0,0
"114","6am",86.02875,12.4009232,0.8945264,0.6757965,0
"115","6am",97.98884,0.7924754,1.2186882,0,0
"116","6am",93.38614,6.6138621,0,0,0
"117","6am",91.04446,8.2249294,0.7306077,0,0
"118","6am",97.62529,0.753336,0,0,0.7462311
"119","6am",96.06881,3.3829702,0,0,0
"120","6am",98.33543,1.6645686,0,0,0
"121","6am",94.853,3.0016456,0.75889,0,0
"122","6am",95.51021,2.8659056,0,0,1.6238824
"123","6am",98.40743,1.1295696,0,0,0.4630011
"124","6am",97.52081,0,0,0,2.4791907
"125","6am",94.01047,4.273312,0,0,1.7162131
"126","6am",97.32236,0.851973,0,0,0
"127","6am",96.36014,3.6398551,0,0,0
"128","6am",91.90452,6.3508755,0,0,1.7446054
"129","6am",94.82909,2.46211,0.6223122,0.7599718,1.3265182
"130","6am",94.50806,5.4919448,0,0,0
"131","6am",100,0,0,0,0
"132","6am",86.89333,12.4382624,0,0,0
"201","6am",95.07905,3.811053,0,0,0
"202","6am",96.95866,3.0413365,0,0,0
"203","6am",86.02025,11.2243265,0.713793,0.4076723,1.6339611
"204","6am",96.5233,2.0992901,0,0,0.3588723
"205","6am",99.32626,0.6737395,0,0,0
"206","6am",95.01578,2.2255171,0,0,0
"207","6am",95.77427,4.2257291,0,0,0
"208","6am",95.46188,4.53812,0,0,0
"209","6am",97.87202,1.6643465,0,0,0.4636345
"210","6am",91.08563,8.1838829,0,0,0.7304901
"211","6am",98.66968,1.3303241,0,0,0
"212","6am",93.13598,6.8640156,0,0,0
"213","6am",92.96753,5.9267205,0,0,0.6350693
"214","6am",99.45355,0.5464545,0,0,0
