"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529"
"max";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705"
"4am";"5.982906";"3.709677";"5.511811";"4.986150";"7.130730";"5.698006";"4.285714";"5.622490";"5.843293";"7.413011";"5.706134";"5.931034";"5.202312";"5.889724";"4.847645";"4.689655";"6.193353";"7.142857";"5.089820";"8.627451";"5.341246"
"5am";"5.932203";"3.685897";"5.503145";"4.847645";"7.094595";"5.524079";"4.379562";"5.660377";"5.827815";"7.446809";"5.772006";"5.980529";"5.346535";"5.717762";"4.929577";"4.709141";"6.366460";"7.190413";"5.255255";"8.957219";"5.496183"
"6am";"5.577689";"3.576983";"5.521472";"4.881450";"7.026144";"5.439331";"4.573171";"5.570292";"5.898123";"7.526882";"6.015038";"6.360947";"5.684211";"5.310734";"5.159332";"5.074627";"6.565657";"7.162162";"5.485893";"9.734513";"6.085526"
"7am";" 4.433962";" 3.758170";" 5.727554";" 5.501618";" 5.725699";" 5.485232";" 5.042017";" 6.389302";" 5.223881";" 7.451565";" 5.873494";" 7.719928";" 5.995204";" 4.728370";" 6.605505";" 5.660377";" 7.072692";" 7.703488";" 5.923345";"10.310966";" 6.835938"
"8am";" 4.250000";" 4.255319";" 5.285118";" 5.354059";" 5.502392";" 5.899281";" 5.081670";" 6.578947";" 4.878049";" 7.246377";" 6.008584";" 8.008214";" 6.426735";" 4.395604";" 6.445312";" 6.238532";" 7.500000";" 7.910448";" 6.156716";"10.877193";" 6.832298"
"9am";" 4.122878";" 4.607046";" 5.158730";" 5.206463";" 5.523590";" 5.192878";" 5.714286";" 6.456954";" 4.977376";" 7.174888";" 5.624143";" 8.407080";" 6.486486";" 4.373178";" 6.804124";" 6.403013";" 8.407080";" 7.458143";" 7.072692";"10.948905";" 6.753813"
"10am";" 4.431910";" 4.930468";" 4.887715";" 5.861456";" 4.297329";" 5.709877";" 5.566219";" 6.218487";" 4.718067";" 7.418398";" 5.241379";" 8.496732";" 6.703911";" 4.938272";" 6.540084";" 6.963250";" 8.675799";" 7.656250";" 6.420233";"11.090226";" 6.407323"
"11am";" 4.255319";" 5.576208";" 4.954368";" 5.913043";" 3.995157";" 5.927052";" 5.343511";" 5.873016";" 5.029240";" 6.595092";" 6.002729";" 8.571429";" 6.353591";" 4.624277";" 6.275304";" 7.031250";" 8.545035";" 7.573416";" 5.916031";"11.131387";" 6.904232"
"12am";" 3.958692";" 5.157233";" 5.371901";" 5.972696";" 4.156770";" 6.106870";" 5.027933";" 5.723370";" 4.863582";" 7.346327";" 6.351351";" 9.276018";" 6.424581";" 4.369919";" 6.457926";" 6.835938";" 7.865169";" 7.526882";" 6.297710";"10.733453";" 6.981982"
"1pm";" 3.858785";" 5.054152";" 5.019815";" 5.026930";" 4.502370";" 6.213018";" 5.338809";" 5.980066";" 4.669704";" 8.030303";" 6.521739";" 9.153318";" 6.666667";" 4.648956";" 6.530612";" 6.916996";" 8.391608";" 7.142857";" 6.160164";"11.111111";" 6.864989"
"2pm";" 3.814262";" 4.750000";" 5.369128";" 5.525847";" 4.611650";" 6.002928";" 4.911591";" 6.146179";" 5.233220";" 7.396450";" 6.205924";" 8.803612";" 6.578947";" 4.666667";" 6.200000";" 6.732673";" 8.275862";" 7.020281";" 6.432749";"10.854093";" 6.681514"
"3pm";" 3.801945";" 3.481894";" 5.774648";" 5.527638";" 4.950495";" 5.856515";" 5.215827";" 6.578947";" 5.166475";" 6.824926";" 6.456241";" 8.281573";" 6.127451";" 5.305305";" 6.226415";" 5.714286";" 7.991361";" 7.228916";" 6.214689";"10.463122";" 6.652361"
"4pm";"4.669704";"3.085554";"5.596465";"5.053599";"5.780347";"6.060606";"5.324459";"6.279435";"5.597015";"7.383628";"5.750351";"7.042254";"5.615551";"5.714286";"5.192630";"5.414552";"7.448790";"7.079646";"5.872193";"9.682540";"5.698529"
"5pm";"6.045340";"3.304598";"5.748865";"5.286344";"6.346749";"5.797101";"4.588608";"6.495468";"6.064690";"6.944444";"5.675676";"6.591640";"5.450734";"5.934343";"4.813665";"4.615385";"6.951872";"7.275321";"5.177994";"8.902077";"5.360134"
"6pm";"6.060606";"3.458213";"5.631659";"5.349183";"5.882353";"5.882353";"4.461538";"6.696429";"6.241700";"7.131783";"5.270270";"6.138934";"5.319149";"5.919395";"4.833837";"4.892966";"6.854130";"7.234043";"4.731861";"8.784773";"5.392157"
"7pm";"5.889885";"3.428571";"5.222734";"5.441176";"6.398810";"6.029412";"4.538341";"6.567164";"5.943152";"7.088989";"5.430464";"6.339144";"5.263158";"5.837563";"5.120482";"4.668675";"6.802721";"7.396871";"4.843750";"8.613139";"5.418719"
"8pm";"5.952381";"3.235747";"4.976672";"5.401460";"6.366460";"5.865522";"4.447853";"6.034483";"6.052963";"7.350689";"5.398111";"6.240487";"5.208333";"6.041131";"4.985337";"4.783259";"6.890756";"7.313643";"4.885496";"8.620690";"5.537459"
"9pm";"6.171108";"3.531300";"5.314010";"5.049088";"6.818182";"5.763689";"4.090909";"5.698006";"6.103896";"7.294833";"5.777166";"6.038292";"5.231388";"6.185567";"4.885057";"4.664723";"6.765677";"7.202216";"4.962406";"8.873239";"5.279503"
"10pm";"6.294707";"3.733766";"5.339806";"5.063291";"7.058824";"5.755396";"4.078550";"5.625879";"5.890052";"7.272727";"5.890603";"6.069364";"5.179283";"5.979644";"4.809052";"4.680851";"6.677524";"7.202216";"4.947526";"8.926081";"5.327245"
"11pm";"6.187050";"3.795380";"5.457464";"5.049088";"7.106599";"5.763689";"4.411765";"5.702364";"5.905512";"7.241911";"5.571429";"6.025825";"5.346535";"5.912596";"4.728790";"4.551920";"6.741573";"7.162534";"4.947526";"8.791209";"5.287009"
"12pm";"6.086957";"3.758170";"5.448718";"5.034965";"7.167235";"6.043165";"4.405286";"5.686546";"5.820106";"7.241911";"5.587393";"6.008584";"5.314961";"5.897436";"4.728790";"4.558405";"6.698565";"7.152682";"4.977376";"8.779150";"5.287009"
"1am";"6.104651";"3.758170";"5.448718";"5.034965";"7.142857";"6.060606";"4.405286";"5.678670";"5.710491";"7.241911";"5.571429";"6.142857";"5.304519";"5.905006";"4.735376";"4.558405";"6.687898";"7.133059";"4.977376";"8.755130";"5.287009"
"2am";"6.122449";"3.770492";"5.431310";"5.027933";"7.130730";"6.060606";"4.405286";"5.694444";"5.710491";"7.241911";"5.563481";"6.142857";"5.304519";"5.912596";"4.735376";"4.558405";"6.687898";"7.113543";"4.984894";"8.767123";"5.287009"
"3am";"5.994152";"3.770492";"5.422648";"5.034965";"7.130730";"6.051873";"4.405286";"5.694444";"5.725699";"7.219662";"5.579399";"6.151645";"5.304519";"5.920206";"4.735376";"4.558405";"6.687898";"7.123288";"4.984894";"8.867667";"5.287009"
