"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64"
"4am";" 2493.12";" 2849.28";" 3230.88";" 8115.36";" 9094.80";"11473.44";"11549.76";" 4617.36";" 6181.92";" 3955.92";" 4897.20";" 9005.76";"11168.16";" 4604.64";" 4731.84";" 5660.40";" 5838.48";" 6245.52";" 4146.72";" 2900.16";" 5024.40";" 4439.28";" 4095.84";" 2391.36";" 5367.84";" 3180.00";" 2938.32";" 2811.12";"  190.80"
"5am";" 2709.36";" 2887.44";" 3256.32";" 8000.88";" 9069.36";"11333.52";"11409.84";" 4591.92";" 6080.16";" 3955.92";" 4833.60";" 9005.76";"11066.40";" 4566.48";" 4706.40";" 5456.88";" 5685.84";" 6143.76";" 4070.40";" 2874.72";" 4948.08";" 4375.68";" 4134.00";" 2327.76";" 5291.52";" 3141.84";" 2887.44";" 2772.96";"  725.04"
"6am";" 3688.80";" 2989.20";" 3192.72";" 8039.04";" 9107.52";"11320.80";"10901.04";" 4642.80";" 5685.84";" 3816.00";" 4490.16";" 8484.24";"10570.32";" 4464.72";" 5253.36";" 5062.56";" 5367.84";" 5660.40";" 3663.36";" 2671.20";" 4528.32";" 4286.64";" 3866.88";" 2047.92";" 4731.84";" 2912.88";" 2722.08";" 2569.44";" 2912.88"
"7am";" 7466.64";" 4973.52";" 3281.76";" 9082.08";"10315.92";" 9565.44";" 9730.80";" 5266.08";" 4235.76";" 3294.48";" 3370.80";" 7415.76";" 9285.60";" 3803.28";" 5469.60";" 3828.72";" 3930.48";" 4210.32";" 2734.80";" 2073.36";" 3396.24";" 4350.24";" 3332.64";" 1564.56";" 3561.60";" 2467.68";" 2315.04";" 2035.20";" 7517.52"
"8am";"10684.80";" 7721.04";" 3319.92";"10417.68";"10379.52";" 8051.76";" 9616.32";" 5736.72";" 3332.64";" 2925.60";" 2963.76";" 7492.08";" 8636.88";" 3688.80";" 5202.48";" 3065.52";" 3141.84";" 3294.48";" 2149.68";" 1691.76";" 2798.40";" 4566.48";" 2900.16";" 1335.60";" 2900.16";" 2022.48";" 2111.52";" 1679.04";"11028.24"
"9am";"11397.12";" 8268.00";" 3205.44";"11269.92";"10786.56";" 7352.16";" 9501.84";" 5762.16";" 2862.00";" 2874.72";" 2938.32";" 8077.20";" 8789.52";" 3587.04";" 5075.28";" 2798.40";" 3167.28";" 2887.44";" 1946.16";" 1564.56";" 2709.36";" 4388.40";" 2645.76";" 1246.56";" 2531.28";" 1933.44";" 1933.44";" 1513.68";"12312.96"
"10am";"11626.08";" 8700.48";" 3319.92";"11842.32";"10404.96";" 7110.48";" 9158.40";" 5774.88";" 2518.56";" 2963.76";" 2951.04";" 8293.44";" 8433.36";" 3459.84";" 5126.16";" 2556.72";" 2811.12";" 2645.76";" 1806.24";" 1462.80";" 2353.20";" 4286.64";" 2531.28";" 1208.40";" 2238.72";" 1755.36";" 1806.24";" 1335.60";"13241.52"
"11am";"11269.92";" 8433.36";" 3180.00";"11715.12";"10519.44";" 7415.76";" 8967.60";" 5762.16";" 2836.56";" 2938.32";" 3141.84";" 8433.36";" 8420.64";" 3548.88";" 5177.04";" 2709.36";" 2862.00";" 2747.52";" 1806.24";" 1450.08";" 2404.08";" 4375.68";" 2671.20";" 1106.64";" 2315.04";" 1806.24";" 1895.28";" 1424.64";"13292.40"
