"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";" 99.13617";" 98.98969";" 99.05391";"100.00000";" 97.03378";" 93.93596";" 95.45113";" 99.35189";" 99.45258";" 99.72861";" 94.92852";" 98.52435";" 98.40033";" 99.71965";" 97.36197";" 99.53183";" 94.14738";" 97.38823";"100.00000";" 99.19580";"100.00000";" 97.28089";"100.00000";" 98.56031";" 99.01882";" 99.51823";"100.00000";"100.00000";" 98.51488";" 96.92216";"100.00000";" 98.96531";" 98.25710";" 97.31846";" 99.35267";"100.00000";" 97.76806";" 97.90941";" 87.28420";" 96.25378";" 95.80320";" 99.18874";" 99.47122";" 98.62525";" 92.05726";" 94.67414";" 97.76910";" 96.86312";" 97.00632";" 97.86689";"100.00000";"100.00000"
"5am";" 97.95604";" 97.82423";" 93.06052";" 98.77177";" 96.64453";" 88.47689";" 94.59800";" 98.90147";" 98.83355";" 98.77710";" 95.67206";" 98.28896";" 95.80786";" 96.11997";" 95.61223";" 98.53650";" 90.50285";" 93.84296";" 98.79159";" 99.18870";" 97.83107";" 95.15130";"100.00000";" 92.51416";" 98.69624";" 98.64735";" 99.42620";"100.00000";" 96.39513";" 96.08685";" 98.76236";" 97.55175";" 98.20528";" 96.98294";" 99.35267";" 98.56846";" 97.20355";" 94.61912";" 80.11067";" 94.52089";" 95.50337";" 98.53486";" 98.88202";" 98.54871";" 89.57948";" 93.40086";" 94.45147";" 92.76499";" 94.32359";" 95.21321";"100.00000";" 97.99752"
"6am";"96.08603";"95.72019";"89.73587";"95.32334";"93.12561";"80.39107";"92.56215";"97.26076";"97.65533";"97.98328";"87.60433";"89.21349";"92.65779";"91.22610";"91.77360";"96.70873";"83.39891";"89.16363";"96.75070";"97.18397";"94.99589";"90.23393";"89.24921";"87.95729";"95.52903";"97.38559";"95.87506";"95.78882";"94.74065";"94.06484";"96.42868";"96.23520";"93.74402";"92.01450";"96.79400";"97.61766";"93.79289";"88.78915";"73.87493";"90.92119";"91.20323";"97.38283";"97.00319";"97.18634";"86.42551";"89.56243";"93.94827";"85.95168";"91.84497";"93.68902";"98.61381";"95.75499"
"7am";"78.01146";"66.74613";"72.74390";"77.07812";"80.67427";"57.11891";"69.13833";"89.32271";"81.20655";"78.40487";"77.53145";"65.64184";"78.64560";"79.10939";"72.03234";"89.93801";"62.61576";"70.63715";"80.20769";"83.76999";"83.79429";"71.61932";"70.45299";"76.16443";"79.62332";"91.25134";"91.36315";"90.22942";"87.52368";"84.77031";"85.90923";"79.29109";"85.93122";"69.52525";"86.79051";"85.75472";"87.79477";"72.38757";"51.11563";"79.02585";"84.21380";"79.23300";"91.85259";"85.98298";"67.59790";"71.75683";"82.10988";"72.52015";"73.64385";"90.44484";"94.68911";"91.41806"
"8am";"52.73870";"47.58227";"60.69325";"69.79343";"62.57532";"39.35932";"51.30653";"74.06926";"65.08926";"69.71075";"61.90013";"48.77332";"64.79601";"65.66868";"59.61069";"72.80038";"42.51166";"54.14634";"71.58918";"74.09121";"77.13871";"50.25621";"53.70184";"65.86811";"65.40833";"82.98843";"81.73646";"79.42971";"81.54184";"73.23939";"82.07521";"71.55553";"76.74989";"55.03281";"73.25285";"77.65586";"80.02510";"62.73398";"36.93549";"64.64977";"64.27956";"69.13375";"83.06372";"79.88663";"56.16796";"56.18196";"71.87922";"61.26692";"63.34731";"78.84056";"87.39661";"80.29655"
"9am";"44.09548";"34.49635";"53.90709";"65.99410";"51.98041";"36.95281";"43.59951";"68.86840";"58.26249";"60.20604";"58.29355";"42.65410";"59.09560";"58.83210";"48.88281";"70.51431";"32.18844";"50.31531";"66.56806";"67.17696";"71.65642";"43.55766";"45.01054";"62.25916";"55.69898";"74.12952";"72.91713";"75.23758";"80.37609";"69.47135";"76.58616";"68.14214";"68.82480";"50.14144";"73.67189";"72.29125";"75.04931";"56.86018";"31.78299";"57.08626";"65.45351";"61.01316";"74.71123";"72.53232";"53.27349";"55.36056";"64.04506";"58.28822";"62.86862";"72.69443";"77.85697";"86.82687"
"10am";"42.01142";"32.26422";"53.77288";"64.53942";"50.03406";"36.19709";"45.11971";"64.97634";"54.64162";"59.26102";"54.77106";"41.29066";"59.65176";"63.29978";"46.93235";"74.03564";"32.16371";"49.53074";"65.35951";"65.25874";"69.39872";"41.95475";"45.48936";"61.74683";"55.63175";"76.59548";"73.15664";"78.43514";"81.68212";"64.49058";"83.42689";"67.83965";"70.36567";"46.56568";"71.07646";"70.48309";"75.94039";"51.52254";"30.55551";"61.49292";"55.60617";"57.82451";"72.52811";"72.74562";"54.87195";"51.60553";"64.70545";"58.18873";"52.00983";"67.56247";"81.57951";"87.01358"
"11am";"44.96005";"38.74418";"57.08561";"63.62034";"54.53737";"39.77244";"49.30046";"72.96081";"62.14244";"68.88686";"60.06163";"47.06456";"66.39346";"69.78749";"50.94114";"76.24623";"39.45366";"54.75416";"72.26134";"72.41231";"76.38412";"51.49981";"50.81374";"64.87530";"65.44538";"78.25267";"79.86030";"83.88997";"83.52451";"71.36710";"80.40851";"74.09204";"80.54749";"52.81004";"70.63867";"71.53831";"81.31462";"65.12081";"35.84364";"61.19048";"66.59603";"56.98648";"79.25099";"78.11745";"56.78081";"55.30821";"70.75363";"61.91667";"63.66311";"80.94412";"83.91577";"88.14885"
