"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61";"4857.61"
"4am";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"0";"  0.000";"0";"  0.000";"0";"  0.000";"  0.000";"0";"0";"0";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"727.815";"  0.000";"  0.000";"0";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0"
"5am";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 677.958";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"1291.823";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1041.604";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 743.963";"   0.000";"   0.000";"   0.000";" 738.800";"1125.914";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"1683.016";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";" 643.359";" 874.434";"1287.332";" 871.144";"   0.000";"3000.757";" 958.558";"   0.000";"   0.000";"   0.000";"   0.000";"1164.506";"1283.831";"1005.373";"1420.490";"   0.000";"1522.520";"2117.012";"   0.000";"   0.000";"   0.000";" 717.909";"   0.000";" 685.395";" 797.217";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 697.637";"   0.000";"   0.000";"   0.000";"   0.000";"2683.619";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1460.626";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"1910.881";"1502.436";"1764.785";" 915.287";"   0.000";"3820.499";"1616.777";"   0.000";" 727.233";"   0.000";" 930.835";"1801.695";"1874.906";"1181.135";"1858.434";"   0.000";"2979.268";"2605.842";"   0.000";"   0.000";"   0.000";"1286.319";" 607.877";"1100.338";"1196.974";"   0.000";"   0.000";"   0.000";"   0.000";" 472.974";"   0.000";"   0.000";"   0.000";"1088.431";"   0.000";"   0.000";"   0.000";"   0.000";"3162.178";"   0.000";" 736.842";"   0.000";"   0.000";"   0.000";"   0.000";"1839.347";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2225.803";"2423.860";"1942.655";" 972.302";" 803.661";"4090.271";"2210.327";"   0.000";" 939.811";"   0.000";" 983.091";"1857.188";"1660.152";"1282.409";"2178.357";"   0.000";"3482.271";"2525.591";"   0.000";"   0.000";"   0.000";"1531.686";" 740.247";"1036.971";"1288.561";"   0.000";"   0.000";"   0.000";"   0.000";" 472.974";"   0.000";" 581.955";"   0.000";"1241.242";"   0.000";"   0.000";"   0.000";"   0.000";"3091.262";"   0.000";" 791.259";"   0.000";"   0.000";"   0.000";"   0.000";"1958.512";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"10am";"2618.413";"1984.361";"1790.532";"1122.271";" 763.620";"3864.129";"2043.737";"   0.000";" 991.716";"   0.000";"1035.818";"1981.171";"1693.671";"1084.007";"2195.298";"   0.000";"3447.030";"2515.227";"   0.000";"   0.000";"   0.000";"1465.095";" 708.835";"1108.021";"1165.484";"   0.000";"   0.000";"   0.000";"   0.000";" 464.117";"   0.000";" 546.955";"   0.000";"1462.231";"   0.000";"   0.000";"   0.000";" 608.760";"3386.502";"   0.000";" 893.282";"   0.000";"   0.000";"   0.000";" 614.634";"2540.130";"   0.000";" 881.427";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"2441.186";"1753.316";"1777.633";"1062.188";"   0.000";"3472.584";"1857.570";"   0.000";" 752.456";"   0.000";"1047.904";"1560.019";"1307.918";"1234.639";"1981.824";"   0.000";"2941.175";"2553.734";"   0.000";"   0.000";"   0.000";"1369.266";" 627.353";"1104.595";"1000.165";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 524.194";"   0.000";"1529.706";"   0.000";"   0.000";"   0.000";"   0.000";"2903.598";"   0.000";" 743.113";"   0.000";"   0.000";"   0.000";"   0.000";"2206.474";"   0.000";"   0.000";" 807.394";"   0.000";"   0.000";"0"
