"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232"
"max";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398";"7738.398"
"4am";" 435.728";" 492.802";" 625.934";"1402.663";" 840.971";"1117.372";" 971.586";"1157.839";" 537.641";"1298.551";"1132.949";" 824.258";" 517.877";"1631.183";"1041.790";"1411.687";" 969.167";"1100.955";" 671.185"
"5am";" 435.728";" 492.802";" 625.934";"1402.663";" 840.971";"1174.274";" 971.586";"1157.839";" 537.641";"1349.392";"1132.949";" 736.001";" 517.877";"1759.826";"1041.790";"1314.399";" 894.162";"1100.955";" 671.185"
"6am";" 621.187";" 492.802";" 625.934";"1407.148";" 840.618";"1255.087";" 971.586";"1198.128";" 561.167";"1337.588";"1132.949";" 736.001";" 517.877";"1460.655";"1001.501";"1314.399";" 863.746";"1054.100";" 633.380"
"7am";" 756.654";" 450.941";" 740.940";"1203.646";" 728.942";"1651.697";"1080.386";"1203.310";" 537.919";"1175.803";"1053.662";" 740.068";" 484.732";"1327.093";" 778.272";"1278.745";" 725.530";" 860.242";" 782.704"
"8am";" 836.111";" 438.815";" 583.378";"1080.927";" 788.277";"1600.830";"1195.233";"1116.154";" 504.294";"1066.395";"1087.631";" 676.260";" 550.941";"1069.102";" 588.225";"1340.305";" 609.069";" 667.801";" 803.201"
"9am";" 924.900";" 475.490";" 579.285";"1060.425";" 783.359";"1804.697";"1044.576";"1053.201";" 492.234";"1191.617";"1041.578";" 629.100";" 406.323";"1023.695";" 561.641";"1378.489";" 502.982";" 650.872";" 955.964"
"10am";" 824.023";" 356.360";" 430.281";"1066.958";" 722.889";"2119.189";"1056.628";"1040.689";" 352.505";"1440.185";" 896.469";" 676.522";" 548.786";" 922.595";" 514.986";"1384.702";" 378.856";" 650.872";" 950.074"
"11am";" 759.163";" 456.658";" 432.344";" 880.165";" 786.415";"2153.986";" 947.997";"1109.400";" 445.716";"1120.989";"1087.631";" 617.891";" 498.251";" 908.007";" 445.033";"1602.720";" 521.967";" 578.030";" 875.425"
"12am";" 794.654";" 513.207";" 626.707";" 799.053";" 605.894";"1960.079";"1078.454";" 986.559";" 445.716";"1331.918";"1048.880";" 681.708";" 438.029";"1146.243";" 545.909";"1485.508";" 584.556";" 717.981";" 802.156"
"1pm";" 892.338";" 486.333";" 646.866";" 870.490";" 693.968";"1838.721";"1061.481";" 880.213";" 470.578";"1294.407";"1002.827";" 699.173";" 414.358";" 932.450";" 428.811";"1457.275";" 702.269";" 708.316";" 985.219"
"2pm";" 943.536";" 433.788";" 325.738";"1123.339";" 738.911";"1822.431";" 877.950";"1040.294";" 329.410";"1269.197";" 930.523";" 798.792";" 497.835";" 851.749";" 493.630";"1664.262";" 589.575";" 779.902";" 912.454"
"3pm";"1120.669";" 378.685";" 438.930";"1266.903";" 808.673";"1657.832";" 866.043";" 961.081";" 383.088";"1110.633";"1000.057";" 890.724";" 651.090";" 737.987";" 427.439";"1460.382";" 549.276";" 652.317";"1013.224"
"4pm";"1105.242";" 403.175";" 274.761";" 950.950";" 680.260";"1576.331";" 905.881";"1161.043";" 558.275";"1127.827";"1033.891";" 724.422";" 668.901";" 965.188";" 483.874";"1415.169";" 633.997";" 633.264";" 975.493"
"5pm";" 952.142";" 399.846";" 366.071";"1239.720";" 748.197";"1411.306";" 936.994";"1021.677";" 366.370";"1005.443";"1149.442";" 822.025";" 599.455";"1253.193";" 768.413";"1558.003";" 587.980";" 844.726";" 835.546"
"6pm";" 704.343";" 464.890";" 540.642";"1323.255";" 861.316";"1299.564";" 753.177";"1184.018";" 346.481";"1089.658";"1190.644";" 906.597";" 556.834";"1295.423";" 878.376";"1452.892";" 646.791";" 990.275";" 749.441"
"7pm";" 399.879";" 460.694";" 664.368";"1333.348";"1067.840";"1628.486";" 835.796";"1155.508";" 442.049";"1029.248";"1118.222";" 815.764";" 576.870";"1356.526";" 875.447";"1376.155";" 802.295";"1097.136";" 655.565"
"8pm";" 388.273";" 444.894";" 624.262";"1343.480";" 931.949";"1785.845";" 813.308";" 886.042";" 572.325";"1291.269";"1213.223";" 813.448";" 505.620";"1424.365";" 943.518";"1320.731";" 964.310";"1145.244";" 696.636"
"9pm";" 364.585";" 458.563";" 606.278";"1343.480";"1012.500";"1378.718";" 918.882";"1039.121";" 543.328";"1321.724";"1213.223";" 858.606";" 505.620";"1389.686";" 871.148";"1471.460";" 964.310";"1101.540";" 835.467"
"10pm";" 472.148";" 492.802";" 529.463";"1381.814";"1043.488";"1065.553";" 955.337";"1039.121";" 543.328";"1321.724";"1213.223";" 829.338";" 534.888";"1557.721";" 871.148";"1471.460";" 988.474";"1100.955";" 835.467"
"11pm";" 472.148";" 492.802";" 625.934";"1351.888";" 919.285";" 989.305";"1001.512";"1157.839";" 551.185";"1321.724";"1213.223";" 829.338";" 554.272";"1557.721";" 927.583";"1471.460";" 988.474";"1100.955";" 765.608"
"12pm";" 472.148";" 492.802";" 625.934";"1379.490";" 919.285";" 989.305";"1001.512";"1157.839";" 551.185";"1321.724";"1213.223";" 829.338";" 554.272";"1557.721";" 927.583";"1471.460";" 988.474";"1100.955";" 765.608"
"1am";" 472.148";" 492.802";" 625.934";"1379.490";" 919.285";" 949.870";"1001.512";"1157.839";" 551.185";"1321.724";"1195.724";" 846.837";" 554.272";"1557.721";" 999.953";"1510.895";" 988.474";"1100.955";" 765.608"
"2am";" 472.148";" 492.802";" 625.934";"1379.490";" 919.285";" 949.870";"1001.512";"1157.839";" 551.185";"1321.724";"1195.724";" 846.837";" 554.272";"1557.721";"1072.323";"1510.895";" 988.474";"1100.955";" 693.238"
"3am";" 472.148";" 492.802";" 625.934";"1379.490";" 919.285";" 949.870";"1001.512";"1157.839";" 551.185";"1321.724";"1195.724";" 846.837";" 554.272";"1557.721";"1072.323";"1510.895";" 988.474";"1100.955";" 693.238"
