"hour","7501","7502","7503","7504","7505","7506","7507","7508","7509","7510","7511","7512","7513","7514","7701","7702","7703","7704","7705","7707","7708","7709","7710","7711","7712","7713","7714","7715","7716","7801","7802","7803","7804","7805","7806","7807","7808","7809","7811","7812","7813","7814","7815","7816","9101","9102","9103","9104","9105","9106","9107","9108","9109","9110","9111","9112","9113","9114","9201","9202","9203","9204","9205","9206","9207","9208","9209","9210","9211","9212","9302","9303","9304","9305","9306","9307","9308","9309","9310","9311","9312","9402","9403","9404","9405","9406","9407","9408","9409","9410","9411","9412","9413","9414","9501","9502","9503","9504","9505","9506","9507","9508","9509","9510","9511","9512","9513"
"min",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"max",226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728,226924.441978728
"4am",0,0,0,7335.44352514326,0,0,0,4534.41400118208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12110.0357755232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15904.3459118664,0,4491.39261253104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082.46037784343,0,0,0,0,0,0,6938.08225107871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5am",0,4062.42361242603,4559.09831748167,7528.78535235441,0,4715.92215758686,8206.49143803727,4711.31414713076,0,0,0,0,0,0,3276.20784927874,0,6738.23255171452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12865.8869126442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018.45465714927,0,15398.2524943039,0,5837.98700238145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523.95650811117,0,0,4250.55065302749,0,0,0,8550.92235420922,0,0,0,0,0,0,0,0,0,0,0,0,0,4051.61472441087,0,0,0,0,0,0,0,0
"6am",6522.35796696533,12377.9554760995,13844.6389686614,13767.7618928593,0,14744.8744569431,13859.2549021781,8612.62437791786,7139.59407864324,6632.08022773609,5584.79521621481,5059.91798072178,4825.63532239522,0,8456.40582675501,3891.29971321402,6854.69475223031,0,0,0,0,0,0,4496.80045794292,0,0,0,0,3432.39339253099,0,0,12876.801709381,0,0,4377.42763445153,0,0,0,0,4884.04694039374,0,0,0,4776.45905988462,4313.00139418965,0,0,0,0,0,0,0,0,0,6253.01069119514,0,15285.8537843445,0,10729.0089667517,4445.14082374106,8175.7322411409,9654.29042157786,5100.62258773708,3651.25032768829,0,0,0,0,0,3656.48769711915,0,3558.10512444646,0,0,0,0,0,8761.03879093769,3389.99593899642,5642.22520357214,8919.5628860601,5266.12305690337,5859.67651115854,5627.2004310815,10200.2725577345,4787.43713206164,4461.70538504864,0,4176.46570710481,0,0,0,0,0,0,0,0,0,5770.08004758667,0,0,0,0,0,0,0,0
"7am",25060.2301201541,33388.2205618072,38085.4858066777,24942.3874988578,10828.0788728839,27942.24805529,25213.6682641481,13959.2930380463,25535.1010978138,17625.0887104642,19705.4012923913,12802.5104148568,16589.9992738156,9628.01181298884,16430.7018691434,11575.2696348187,12944.7283188949,3757.40988461835,3352.33098409899,0,2554.22776223311,6810.96274637009,4994.14349420733,10726.0249384305,4249.33827195612,0,2977.41206911367,0,7729.46826791951,0,4430.0485798175,17529.3697117327,0,5746.56924122115,7884.20129693287,4041.16083425972,0,4167.1231749351,5491.23532095888,28266.4555329481,3184.0350633747,0,0,16076.3632719983,9504.92761217653,4301.89619907497,0,3273.94172909118,7346.9883731675,8992.14830222523,2810.08923913784,2957.95560194325,7621.98532522734,3706.62932169152,11272.9263539634,4183.50366512506,21270.646051998,2823.31091766799,17336.6753861048,9345.83519028217,25142.4222413237,24402.1025354481,21836.370582529,14023.2692144489,5873.41628465162,7120.77668356837,14233.4974342909,13005.0219514557,11749.4263845677,8932.11810367957,4813.22509259567,16770.1474178466,12201.5771247538,5038.09803811757,6555.84862281265,7299.54705359594,7228.25600580183,15448.3180585767,8711.90190229861,11359.6506178659,29104.6795511719,15600.9080000545,13802.7014826988,12766.7887412449,16396.8144003724,11198.3988134816,8759.35503530995,9549.40235887073,15951.8405824322,5652.22396124157,7063.12389817933,0,6656.36207892439,0,6845.70217876867,8507.2926286089,4096.02872332652,0,9260.17871542408,4462.61280586964,3706.14721205727,8497.11179691128,0,4193.43816052866,3749.73989183058,0,0
"8am",87785.6725854177,91717.6341668884,129032.680791028,46457.6303586355,31744.5403727331,56607.8130131311,60924.4526476337,32007.3219456791,66232.4651329427,45924.0838450683,48320.9037429487,25130.0896198026,33398.0471396755,24864.6157309008,37066.6562614274,36767.1894163298,21693.3955293841,10348.2034836958,5501.63882847711,3503.77734038892,5284.59470471826,11910.7667990725,7301.34450423853,18975.9769141455,6934.43125147845,2857.00493025911,8383.73465206513,0,21923.6191945022,6025.86685637657,9267.08162517356,23614.8355993316,7853.03048095909,12345.5709097809,12992.0889239486,6431.19871361099,5645.13650068683,8399.68264774046,9665.90770561186,53841.6056813251,6020.1711958827,2975.11021950654,5543.91004095241,39898.4963272087,27107.8689404227,7133.32892659726,5679.49935543854,4885.83548353672,15497.7101130054,15941.8978385282,7054.32436195076,8156.64414249163,15274.5898031099,7468.29398124043,27285.0543079685,10506.9742411759,38287.8828314759,8194.17289770293,29810.1707719,18397.9537121513,54311.3430451474,58485.8436997639,73918.647955738,33855.0608256628,19210.0530346953,20835.5784863713,39099.0846743882,28551.0957256442,20423.5373998377,19438.9204841555,6266.11439931371,32025.9306195673,32029.503371752,10936.4925549535,16906.1247122644,10935.5213683376,10844.194360696,30161.1515681314,14630.2405151781,21454.3000339466,59239.2925786777,27228.4243271402,35855.082367535,19179.6509002908,29283.2013995674,27833.1115990761,18591.3129449804,16901.6061017122,32390.6503199,10551.0115801122,12134.3362415376,5217.6272008522,10090.8919358044,5693.41811427755,18314.7515003091,21132.7063227536,8760.6815785485,4317.57354091672,16088.2146285096,10906.2097447074,9641.72839132458,15127.1467069032,5384.02818592542,8764.1497055863,10448.2512967816,6390.22620595791,3922.47506291673
"9am",145708.010422245,143153.795947679,208322.498290345,74337.7049651422,47106.2797275371,81146.8101830806,86690.5918497296,51277.2720482452,98055.5127409008,73806.7947902296,76665.7355506127,41417.810932484,51231.760059728,35345.0029754443,46673.2990633291,47456.8091456379,27105.6116530312,11692.6081914572,5265.55837818925,4669.25268720909,8851.55595458765,13080.0896531125,8703.67643129829,21518.0638068386,9549.44491255134,2826.61385509785,9878.21427840904,0,24817.9030706805,7220.76673349761,11559.1420280972,28183.1975853555,6859.18536353501,17704.8235106635,15482.7846147858,9581.53256489087,6009.48405590718,10181.7604528491,12653.1309476625,73749.9635835999,6417.85189174945,4456.36267052797,6701.29164679582,55023.6927133974,39957.8268489584,8571.81420271036,6241.15988367219,7454.94993184137,20069.9877200988,18674.7747433623,9308.5205392575,11282.0962463074,19102.7835297427,9037.59480751859,31854.0573473823,13445.7727905355,49953.9628515342,10883.3046141175,39332.7117846604,25266.7463575298,83004.9029867293,82736.3552809201,128244.633222898,48007.0250764619,31289.2435670227,31835.104185916,58503.9411166144,42732.5816078678,25045.5335794282,23556.8156381471,7639.18991193045,41338.9212259208,48717.4521301727,13977.8229791735,21706.4513466844,13319.2436771217,13004.0793103572,36822.3278616551,15616.24246401,31865.6772843897,95414.121121347,34560.8805427617,47525.4642031383,21354.3968508413,32697.2284276357,37994.4948740858,28895.2327454536,22622.1078793153,40835.0861342099,13167.7816512295,13358.9495427654,7768.94040247316,10326.5482236742,7824.03781186699,22983.3917541151,27184.3263530151,10487.1481677991,7013.82420927779,18519.4476086684,14026.0478840869,15248.4179935084,20560.5273256701,7214.19558731457,13436.0909410622,15591.5865370774,8534.81125504212,6236.80230863394
"10am",169616.159288344,165295.483953398,223719.529908374,79760.2441413067,54590.8583175799,85500.5139306447,94646.9009613198,56674.7002913737,110747.955949244,77800.010660006,82010.0100779037,47390.163300882,51309.251161424,39585.4726640481,49388.898714976,48990.4803213552,32626.6408484501,13017.3026064899,4656.03395124984,4829.89463982978,9799.4492345083,15933.8157040088,9376.46025606706,21724.5654079683,10517.523617052,4833.36919894536,11606.2668670043,2270.8808271601,26394.7640496051,7432.80704557169,10226.3077524893,31265.7081883914,6774.76133607303,18733.3897327487,16406.9645729655,11923.1493018235,7522.67431565282,12852.5237188936,13802.1555628281,81649.0014253399,8327.8406464522,3387.12891156529,7128.09682571403,56858.9288815639,42327.8733065399,10079.5049753967,8672.80155281789,7990.23653619379,21332.220188953,20977.4058672555,10638.8597515018,11218.8150735114,20686.4907058689,9424.41042641095,33658.1697379231,15893.6174401329,50798.7631089055,12397.8191259748,43268.6075491252,28116.2585212966,84607.0261834828,86058.5799868273,144349.759357074,53616.6980903836,32273.411310068,35310.4233640093,64478.0451232729,46634.2961589004,25482.3748434259,25620.3222261043,8679.09391422279,41744.1858119895,53981.7315495849,13476.3694499979,24054.8100468079,11689.4373117921,14606.2063365822,38002.152302518,16443.5871197972,30836.2873089922,102445.567191876,36741.6517414688,50119.8464219458,23561.1897958777,33546.7469002439,38912.6228899277,31435.9446083108,22713.5755287041,40156.0130887246,12761.9473829999,14307.1317729075,7796.35784963932,11750.6757461383,9144.99667694355,24593.8389248814,29225.5557675467,10699.6471592576,9371.43680842198,22115.6735149891,15326.109596133,14795.7752921116,23886.1588091329,9134.44484242099,14667.000154256,14518.3107564934,9882.61648676246,6667.12467312357
