"11am",177320.314124544,167818.365006627,219194.383721793,80503.0339211943,53732.7306513224,89573.124276997,94056.8483332729,60505.2718613953,120471.144529088,76721.4753321424,77828.6596338757,49997.7470597389,55319.7014708239,41904.4423558454,49858.3393389819,48868.0279595868,29021.576536683,12924.2429839724,4363.55647209722,4703.95071507515,10511.6846711043,14882.4665597285,10050.8286309758,23459.4322003797,8330.14609159399,4005.62885239471,10911.2049716446,2765.58998572487,26830.4766089985,6938.62782460379,10349.6131433997,29976.8000126124,6625.8642726167,18471.5329799184,16949.1178403185,9943.46855002478,6511.29046345009,12563.4684563409,12003.0918453439,85359.1398384637,9129.80503380298,2504.91259240577,7814.74948780769,57879.6338209362,41472.7207292384,9061.63916463711,8689.52354893604,8791.06264836572,19161.5452972969,18409.7167724989,9108.77301165853,12798.2308756037,21158.996108127,10111.0036049614,32950.7212921224,15989.9241318179,50087.351742042,13052.5953119139,44284.7776049377,27760.7269214533,88427.953069167,83033.5262555857,143942.546416825,54393.1295015895,32636.476603574,37191.25075001,65643.1614498047,47267.9951941304,25316.9683137445,26071.7892306655,7706.03611785267,44289.7329968084,55850.0031049715,14226.4563666851,27873.4652476995,10057.1853666663,14819.4500754473,37308.1507659664,18275.6644206003,30494.0776494385,100706.360532858,35285.3564867164,49217.8880754697,23328.4780803795,33144.8860565177,39468.4630746546,31442.1189991369,23703.9501211363,40479.0799423573,12716.5076951242,14780.6163358302,6210.25101940229,11348.3362457983,7881.93449544816,23064.0608348944,29128.2767181245,10488.8572254968,10566.497073206,21950.1125365847,15261.6462824179,13437.319623388,22185.5367167392,8647.41530681493,14959.2458976168,15015.9258643676,9393.2919996797,6525.65042027087
"12am",184260.103369248,174420.291807543,221481.957059978,81778.5482850421,60023.4434747922,87550.8448649435,93198.653186665,60600.3276705979,115788.283028834,78821.2594720378,82819.6339007357,55417.221883009,49097.1110462573,36636.3349388235,49402.0930383751,48107.3316140515,25463.8645320038,11505.2773268935,4147.62739637752,4492.12449931896,9721.48068697789,13418.2779499685,8229.60289886116,21610.7826313272,8200.95317677066,2566.14733731931,9757.35818284793,2440.59143700158,22544.3450624951,9566.55939330483,11504.3617954692,26294.8367090662,5143.13729240154,18038.2367415023,14446.2764566725,7388.2226297562,5733.28434920829,11336.0752846466,11037.6153779517,79797.6230244007,7982.68045312778,2272.86387324273,8296.37085887078,51479.8993655486,39207.3062307696,8224.63417105581,7565.72748204748,10510.7909861121,17767.8495611988,19850.4593003466,7684.94396304039,11525.8582316885,15861.2724837616,9576.56740963832,31981.1309995913,13036.2321732308,47625.9449932752,14427.4479740327,41909.8920337788,27197.7654907846,88634.3166477541,76247.8761060371,146469.838347977,54434.5149544857,34229.4132026854,39312.1044419696,62275.6406510894,42310.2603416102,24707.1474676479,24352.7158429633,9853.26212471603,39727.8305766914,51060.7314693502,15560.4940471737,24376.351040112,7455.84913726719,14293.7947027322,35708.493703113,18971.198647368,28166.7533981235,98862.3403484769,35472.8393519802,50437.5139170438,23604.1271754124,32110.7068960841,37399.6400941576,30872.8424748982,21798.5513734022,43189.1948587661,12744.1859746868,14993.6462545773,5471.29432111352,11649.6598530568,7348.48298533069,22563.1541772876,24520.5599895624,9109.59116502501,9489.12602640347,18468.894716811,10960.468008781,12768.2394336275,20842.23553973,9205.53947749912,14403.8484239127,14106.7815763107,8646.21744273552,6044.49793529523
"1pm",194406.793803628,181404.532002203,218118.566114758,77614.5419834879,64453.0886329193,88590.4334747625,92357.7696679252,59346.7043345231,123091.67398372,84066.0440490893,81039.4225902276,53740.6198017947,50392.9594720133,35629.8324472706,50559.1657277016,51547.4778415261,29286.4069862923,13131.0565579192,5301.36121748613,4937.83061437668,12404.1018300324,11687.8276244214,8414.18257761317,22333.0223250831,9196.95482490684,2566.14733731931,10779.6202069575,2858.46553684695,26347.0028021929,10261.3706152204,11781.202459805,29586.5456204308,6507.34124337235,17429.6015944705,15173.2881474116,7151.53723090513,6108.10705019614,10670.7402448223,11999.331900745,87034.3102265483,7973.14253233911,2562.41659941802,6195.4226143171,55103.7931334225,39560.8537921518,8476.73940532832,7399.63089619691,10238.940779576,18486.1179328994,20831.379817557,9055.02474074111,12640.0535975427,17633.3146398349,10150.3033290124,32001.9508687918,11313.3683146663,46413.1862185689,13494.2516002376,41024.5992987151,29243.5901366443,88135.6493968052,82293.8481030418,151127.311852931,55055.2806757346,35081.5331121509,38934.4772290425,64204.9970454808,42663.7235921925,25308.1908027552,26423.450686711,10897.856005303,42132.8940954802,52991.2436436984,15050.1945899471,24731.3656541158,8851.54120698866,16725.4942664929,36554.900316309,20057.8929997432,25984.3414815342,105680.519267841,35002.4843390785,53043.8600039131,23843.2883317179,35443.4845506748,40239.0483666251,33397.1145852296,21690.1756417266,44268.8678835013,12938.3718545661,14375.8248294915,6183.8146324636,14554.2065492575,7900.0901785181,23965.2230297977,26013.5522892621,9596.79023733904,10142.5525435698,20412.6967725205,11526.124138005,13481.3974655795,24149.9516153667,7609.2547672342,16030.5443904571,15476.0735160947,10292.4239549996,5134.07889464171
"2pm",197869.833962627,196035.628901843,226924.441978728,80027.5898615977,62504.6280517279,84053.1651215408,98649.0504260337,63294.7550732596,123568.190409621,85161.989116909,79201.1926298991,56468.8982594162,49078.6512392509,39096.0237269373,52576.6892070917,56580.1901209166,31313.0158345612,13438.101986021,5228.25759922135,4549.90080124308,12174.3925177576,13977.3575920285,7933.30168342361,24583.9064286748,8991.44830620011,3526.30109884066,13427.761092141,2577.07073875482,27535.7148570155,10544.026649527,11859.6572034542,32826.4272277089,5361.49545099348,20615.5047546233,13872.3815359016,8973.50962373079,6347.05391545067,15511.4798981422,12638.9542465547,90565.3609155985,7867.18063445036,2505.3981275276,6579.3901775005,56123.6842155568,39887.0731802997,10321.6182006217,7247.94195662256,10083.6136826904,20434.926873579,19116.9973179055,7474.55283426838,12259.6342323611,18719.5587972764,9477.54545301599,33124.8659785628,13876.3754076001,45906.3749661738,14528.0365810897,39902.8286447399,28393.9507727014,89292.4889891433,80645.2141476233,147102.453277374,52540.6818553104,34189.998909981,42657.3372450662,64195.7901160761,42825.3681823317,24230.821158999,26883.1733110708,11057.5075941001,42229.863658696,54541.0945211974,14437.42100207,25760.8467369343,10581.2011265286,16735.9981407902,37269.6666080377,18089.7831239787,26932.6232602395,109499.782633161,37055.7944873286,50671.2365136865,28154.8837601982,33886.9895299624,41964.5707365611,34448.2739418252,25940.6049636782,44997.2909083062,12152.1973472787,16443.1682898618,6097.74816372527,11629.3867481919,8317.64864912611,23902.6108773754,29664.0327341446,9762.52631149457,10877.5706622335,19991.9539755632,10604.5593287413,14897.2889211553,26023.5676790685,11491.5434261113,14918.1998205475,16491.1993424399,11015.9536541603,5685.8941339748
"3pm",196834.591199841,186952.562442594,220192.657697144,78735.2520596525,57490.2804560986,87605.9405782089,95890.1421744989,54472.2540156651,113932.298458089,73784.9667384573,68815.7480849755,46967.4631884075,48296.747397617,35839.3180081265,50496.8123105871,50613.8207873713,27750.1400368375,14294.0018503031,5074.26485217174,3301.45165697758,11192.5131877336,13506.0347290956,8514.37894605205,22932.2202296266,10337.2010643629,3329.26944803241,13673.8356777925,2409.31997251586,28958.2351592935,8598.56498410728,11195.9030332962,32605.6872798964,5046.24504520468,17190.1091439676,11466.9764202409,9734.52156908919,6341.48991258106,16189.7518383205,13083.5847707772,82147.6464532689,6708.81102274049,2441.02631471535,5768.62263835135,53784.99509714,35153.5500320519,10077.4987656385,9233.41802399419,12131.619877513,19484.7911589111,18427.7732114843,7122.67909101521,12176.7085346077,17324.4615203804,10066.7646357114,30958.3969570377,13768.1417632013,43771.6940699637,12226.8439342055,39594.6853970574,26890.2039866335,88137.8031727062,79180.2966994467,144392.617718292,48748.7324668012,34760.2181706879,36120.6695165255,60030.6468177299,43737.4829471611,23376.3975844822,26152.1163011918,11761.5765338215,43734.3969849766,49456.1074239911,12475.7590542728,21257.0227706285,9811.90115826336,14655.7539876522,34356.1550691168,18417.343887826,28661.1328556819,105692.02727078,37390.5797640571,49160.0770106144,24740.4063789388,30314.354932911,39452.1196116388,33353.2194016912,24686.7428448348,42435.7109169305,10857.9863487316,14463.5929801557,5632.32275631774,10328.9411131796,6846.41767330958,22788.9466756548,32150.7765354499,9117.20150343528,12440.1062308806,17308.4195330724,10510.0103468901,14868.0242745291,23997.0784983591,14106.7143422465,12553.2782878742,15895.6247978623,11787.8345212006,4741.49499762342
"4pm",176406.410641386,158692.762540274,205718.479562909,74057.8994323085,48679.9727508856,74967.8557196799,79497.2623229977,42866.2763202843,96450.5043500632,62296.4897083211,57432.9065419647,38355.4501456523,38095.052991761,32121.0433735446,39230.5965668583,41434.8075802846,25659.8928075442,10775.7347039247,4754.94354981571,2631.73481887051,12485.5337499355,10282.8105679259,6975.41070814506,17040.1009774172,10123.9915684731,0,7628.69460255674,0,22730.9103471436,6680.09604266268,7127.22464512905,23300.9263788231,6376.37823610729,13802.6180021964,9698.91674312815,7962.6225688457,6275.16989014821,11100.4266576882,11499.2696329095,66113.1178937699,6915.54486755275,0,3870.28969463034,50650.0733513635,31415.1537493204,8041.62501944487,7124.73409091444,7590.80869321921,14116.1234043471,11992.5345089355,5340.88898086023,10058.1394397571,14881.8397371367,8193.62349171105,26134.5738490881,9614.58192283052,43540.0180324363,12352.7489082045,35724.6505685126,21593.6325567946,74452.9144053675,67268.0265876551,129724.485073165,44444.7426090831,28921.6503641593,32896.2265389816,59874.5383249103,34261.8249646969,20833.7006654364,19961.0848932628,6330.93370286393,32413.756918685,46870.400171592,14553.4683603408,21301.5071901772,9018.06092886793,11617.73758495,29914.4028045937,16266.1762415515,23783.7236721552,89697.4269002606,29445.5385065043,39403.2449147309,18272.5973108275,24964.9757586181,35685.9445323266,30105.9311783238,18407.0773212409,37562.4673646388,7640.91225335364,10741.7571330432,4714.78717557165,7221.13776029279,4856.89378737501,18255.8032150079,22770.8028866403,5411.6722643758,8142.03953732573,12829.6767651113,10708.2109603779,10898.1947869859,18255.2087274533,10016.1927128583,11188.4567976126,15791.8486971652,11620.7475270673,5731.78930423476
"5pm",136346.178361491,108958.934514975,139246.371471564,53810.2088018912,42939.0120897533,50852.4150063711,52737.0488012892,32775.5757442084,70488.7574123225,48400.6497910715,45049.7882693065,29277.3639006584,26188.7839087087,18568.4074299568,25666.849430763,21775.614494142,19452.5133076001,7538.13716033879,0,0,11409.4321074552,4976.8597949125,3017.23973463811,9617.81872172387,5949.62283691275,0,3903.18895824858,0,13328.7374703743,0,7171.34269909224,18787.4051493747,0,9760.6338131358,8224.80965654602,6207.89470337834,4093.65168820497,6789.88046095601,10461.0895811286,46490.5833099262,7787.77480536884,0,2709.25084869102,33800.0079513604,18166.5356549893,6419.69816300895,4906.59278181538,5699.92980103297,10451.029667195,6442.86852840327,2735.8462959173,7086.54217594752,12957.7855026918,6967.49733361427,17048.7897271789,6363.8331392543,32745.4217055704,7038.10717502377,18290.7931769639,16879.9293124841,56073.1041492401,47897.5525803156,93386.668990063,29008.0206193658,23005.381748004,24592.1790937553,43777.5573443614,24561.6120609499,14302.8633486098,13649.8805281147,6245.49159567662,22244.1013862331,28099.2715306624,9421.83181144974,12771.3060488098,8876.89694614663,7351.32266748552,20272.8104426405,12466.7026551856,12365.8623222243,60340.9228047541,21041.4996269977,27886.0032792212,9981.31192001133,20729.3447703764,22039.3944925931,19261.1115688076,10955.0556412469,27090.3628598147,3074.95932837787,6826.17111672044,3184.53162314954,4329.3091804813,0,9396.98151422505,15053.6341322901,2850.63398841321,4876.44348578915,9874.11679783851,4750.95496757984,8998.11146536055,10451.7055670021,7477.04101895577,8065.4827980843,7801.13473085636,6474.89735666369,2635.40569722439
"6pm",89468.1084511334,77491.9960532219,93305.7256131981,38220.9027707977,31837.4872932678,42212.1121850786,29062.589551786,27359.4025884587,40270.7937844212,27297.5092141669,31901.3289768726,22893.4418772694,18256.615692547,17128.0282320381,11584.0641450546,10367.5874208075,13633.8633119728,6209.00481751376,0,0,9530.45342796964,0,4050.35902457201,8080.42123960187,3741.23828907205,0,0,0,7495.34242771883,0,5871.95775566827,16033.4354092959,3716.90055576574,6076.84149724725,5494.50697391537,0,0,0,8403.06795806698,22964.9138782892,3487.94969234842,0,1627.81873839261,14509.953725928,8507.6742520102,3133.62644055197,3102.00085467116,5372.95552893011,5419.63378085575,5950.24611029645,0,4334.38325093846,7766.73700716908,3872.42848273548,9232.62900384439,4335.31617810414,24922.7854623823,3961.02219319786,12993.5882080531,13120.8238055254,29831.032992524,23056.5635650468,48818.6033124573,16692.5805097665,12581.0969247727,18524.9684626784,27628.0870062963,15106.8900084317,6490.78470932513,7661.44151330009,0,16113.0477016783,15366.3237994542,9563.1890333238,8700.36321421935,6976.58004556344,5504.98188394698,11428.553135285,13799.062698469,13026.7827640276,30279.0965564678,12808.2910092427,13803.517382907,5720.51136898979,12046.5436331841,11394.5570433263,10157.4430487172,7023.76253764239,14939.2931870628,3408.92170300009,5592.25430795917,2772.79929546063,0,0,6321.90412860026,8307.54242410498,0,4579.19608339829,3950.04853705147,0,4178.5495984941,7825.74752588516,5261.28141019886,7486.90986989512,4941.45224430071,5363.96169601322,0
"7pm",68498.5330297007,52913.336278547,61336.3450034686,29766.4342782651,24833.6190134026,33237.8884059602,16774.4337864696,19639.3295582777,33063.4674396978,19331.2598651738,22753.1369288496,22700.6980579039,23810.2662244332,9969.47007465027,6387.90013958099,4723.8139926046,8232.72966984392,0,0,0,4554.38648518396,0,0,4456.99338576044,0,0,0,0,4900.88387983865,0,4298.88458618585,14043.5703697343,0,5948.82546317649,0,0,0,0,0,17970.3171615607,4262.92625993373,0,1721.16468556775,9113.35374686265,4571.18942567674,0,3001.64424447719,4407.94801896031,4084.04223868528,3674.12253974937,0,0,3900.48544229053,3768.96936333157,4128.6682070325,5416.5949924597,18934.895223803,3334.07131416017,9846.05302230745,0,15296.1550812401,12882.3108047284,19103.4415974872,10192.5504319479,8022.12357095311,11682.1965491497,13069.7600652978,8723.67201999449,5540.76833421467,5182.54498473622,0,8600.3927358199,6387.4949626632,5962.40446677645,7919.58576448007,4555.38886804479,0,7688.75879183269,12111.098934371,4313.17346555961,17636.4499965669,8293.53241896076,8204.65461938639,5237.59347229359,7814.52460740076,3687.61982853932,6325.22721435798,5227.11448708717,8904.80694209962,0,0,3291.19433719191,0,0,3289.00323697341,7252.75459736332,0,0,3454.88343685759,0,0,7990.29492262389,4819.75351467159,6110.52277648527,5084.85040870002,0,0
"8pm",56313.3109114077,46393.6339014638,47480.8123042179,33703.4540987274,23719.2147144514,27565.4292410176,14409.0732786856,18326.6793200079,26591.8621695748,20150.3135924326,19470.2145786924,20954.9410902113,14589.2678391895,8653.71890650393,8345.96185223371,4890.2309974254,5795.06502573349,0,0,0,0,0,0,3128.63004533769,0,0,0,0,3269.40354134826,0,0,11292.811410778,0,3785.82138260378,0,0,0,0,7286.09657413654,13786.5677368443,3080.73275146235,0,0,5890.97275465612,2988.39813945895,0,4099.50828351677,4274.84231908522,3092.16111801652,3731.0348317122,0,0,0,0,4375.13823221159,0,17199.8872179813,0,9049.89821800845,0,9895.59289687982,11328.9353723533,10392.8413899088,5692.94935948679,10420.0191333569,10938.4670270816,6568.67252832967,5006.01789458884,5060.61095928755,5547.44481935703,0,9257.38848842065,6111.70067227547,0,7208.16234692761,5907.18605480899,0,5625.70661981448,10133.3315483445,0,5821.43984850196,0,6915.59675034564,5664.95908178941,4862.83055948988,4363.61729679717,4167.38560932322,0,4741.72290943628,0,0,2920.55948029874,0,0,0,3991.31806756517,0,0,0,0,0,5324.86491290913,0,0,5242.09279819816,0,0
