"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0"
"7am";"1093.183";" 387.183";"   0.000";" 540.436";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 637.019";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2268.392";" 568.216";"1335.735";" 837.373";" 408.388";" 557.794";"   0.000";"   0.000";" 512.361";" 583.953";"   0.000";" 556.122";"   0.000";"1137.687";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2208.347";" 751.473";"1481.216";" 975.118";" 446.492";" 712.432";"   0.000";"   0.000";" 570.113";" 689.302";"   0.000";" 817.368";" 363.182";"1213.099";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"2354.717";" 568.229";"1572.052";" 973.510";"   0.000";" 734.247";"   0.000";"   0.000";" 542.698";" 689.302";"   0.000";" 978.093";" 389.315";"1213.099";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"2091.050";" 510.004";"1335.939";" 949.847";" 371.025";" 666.201";"   0.000";"   0.000";" 542.698";" 690.626";"   0.000";" 914.968";"   0.000";"1177.107";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1395.322";" 474.768";" 641.444";" 640.806";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 566.781";"   0.000";" 782.154";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1463.061";" 615.775";"1102.313";" 978.424";"   0.000";" 628.273";"   0.000";"   0.000";" 499.621";" 695.865";"   0.000";" 921.555";" 370.389";"1047.900";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1751.499";" 685.381";"1376.048";"1157.746";"   0.000";" 685.917";"   0.000";"   0.000";" 494.272";" 758.066";"   0.000";"1035.582";" 490.208";"1148.516";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"2223.586";" 704.127";"1510.398";"1134.828";"   0.000";" 712.992";"   0.000";"   0.000";" 615.292";" 631.921";"   0.000";" 843.427";" 502.623";"1189.404";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1955.502";" 727.099";"1419.204";"1050.211";"   0.000";" 657.038";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 936.892";" 494.872";" 869.135";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"1289.324";" 408.402";" 892.118";" 941.175";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 708.456";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"1007.830";"   0.000";" 560.754";" 352.573";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 645.185";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"783.724";"  0.000";"710.500";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"602.429";"  0.000";"589.206";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"728.818";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
