"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888"
"4am";"  90.900";"   0.000";" 127.043";"7838.888";" 233.242";" 247.359";"5173.235";"5717.062";"4320.745";"4167.683";"5248.991";"7779.423";"7247.769";"7141.402";"   0.000";"  22.755";"   0.000";"   0.000"
"5am";" 211.475";"   0.000";" 198.497";"7826.035";" 185.082";" 275.299";"5146.404";"5427.076";"4294.876";"4186.303";"5154.792";"7687.075";"7247.769";"7223.335";"   0.000";"  35.618";"   0.000";"   0.000"
"6am";" 301.457";"  26.831";" 170.555";"7698.566";" 185.082";" 275.299";"5012.744";"5453.412";"4222.715";"4366.187";"5009.293";"7670.394";"7323.526";"6733.930";"  11.865";"  58.923";"   0.000";"   0.000"
"7am";"2053.532";" 549.147";"1481.056";"7285.025";" 587.967";" 818.833";"3743.102";"4062.372";"3891.477";"3900.990";"3883.568";"6743.910";"6151.377";"5778.516";"  29.919";" 335.509";" 378.675";"  87.514"
"8am";"3371.014";"1043.400";"2092.003";"6266.670";"1006.950";"1136.026";"2858.460";"3661.627";"4186.495";"3717.192";"3412.053";"5945.009";"5386.786";"5802.663";" 169.389";" 677.551";" 633.386";"  42.156"
"9am";"3889.326";"1238.812";"2437.620";"5890.861";"1134.951";"1181.505";"2644.793";"3476.798";"3934.707";"3518.404";"3056.061";"6056.776";"4828.084";"5940.373";" 169.389";" 664.729";" 765.520";"  42.156"
"10am";"4015.800";"1344.148";"2672.082";"5434.262";" 958.826";"1285.251";"2480.327";"3674.815";"3700.726";"3791.041";"2822.685";"5814.637";"4945.582";"5682.262";" 169.389";" 670.197";"1031.971";"  42.156"
"11am";"4131.782";"1186.924";"2235.514";"5658.315";" 921.242";"1266.079";"2588.474";"3775.039";"4266.643";"3763.571";"3185.320";"5779.499";"4831.859";"5595.247";" 169.389";" 670.197";" 586.763";"  42.156"
"12am";"3052.123";"1053.922";"1455.717";"6283.482";" 610.550";" 953.247";"3491.234";"4201.743";"4177.706";"3995.205";"3671.274";"5986.317";"5230.556";"6049.461";" 113.214";" 469.328";" 566.423";"  42.156"
"1pm";"3496.021";"1382.737";"2063.292";"5758.510";" 724.719";"1208.129";"3019.792";"3862.752";"4197.873";"4161.661";"3268.819";"5840.423";"5033.499";"5661.242";" 169.389";" 746.588";" 510.588";"  42.156"
"2pm";"3680.167";"1480.028";"2309.958";"5170.050";" 708.582";"1229.070";"2888.785";"3669.752";"4186.189";"3664.245";"3207.489";"5867.225";"5278.743";"5575.274";" 228.877";" 865.386";" 880.628";"  42.156"
"3pm";"3662.133";"1364.100";"2174.669";"5585.730";" 734.301";"1165.558";"2788.639";"3827.577";"3882.853";"3406.119";"3304.141";"6064.913";"5293.387";"5701.221";" 102.047";" 749.777";"1012.398";"  85.056"
"4pm";"2923.291";"1390.901";"1777.853";"5503.122";" 529.272";" 868.200";"3076.070";"4168.035";"3953.728";"3862.475";"3495.333";"6234.441";"5485.356";"5871.399";" 123.267";" 517.403";" 706.782";"  42.156"
"5pm";"2080.864";" 662.092";"1302.633";"6157.997";" 387.216";" 640.920";"3931.202";"4736.595";"3781.238";"4078.178";"3807.334";"7017.299";"6176.940";"6035.876";"  55.663";" 270.003";" 686.841";"  42.156"
"6pm";"1615.677";" 312.027";" 991.186";"6872.220";"  73.648";" 301.251";"4767.469";"4833.329";"3878.943";"4468.745";"4634.742";"7022.553";"7055.395";"6635.714";"  99.175";" 223.236";" 357.400";"  59.068"
"7pm";"1067.109";" 175.177";" 648.226";"7283.047";"  49.007";"  94.310";"4883.059";"5361.514";"3955.441";"4606.075";"4973.431";"6954.968";"7736.801";"6970.819";"  34.443";" 257.854";" 171.994";" 118.136"
"8pm";" 818.025";" 128.691";" 414.017";"7277.741";" 166.352";"  35.242";"4884.155";"5533.702";"4043.414";"4663.454";"5193.958";"7355.955";"7541.987";"7397.721";"  16.389";" 240.526";" 161.059";" 228.662"
"9pm";" 776.530";" 155.176";" 319.029";"7516.197";" 166.352";"  35.242";"4990.544";"5602.110";"4078.106";"4588.489";"5195.135";"7462.651";"7505.777";"7482.853";"   0.000";"  84.858";" 100.355";" 228.662"
"10pm";" 564.140";" 217.437";" 273.956";"7415.257";" 192.794";"  35.242";"5150.381";"5600.781";"4236.041";"4542.050";"5237.328";"7494.100";"7393.495";"7609.763";"   0.000";"  22.755";"  44.546";" 228.662"
"11pm";" 316.822";" 117.606";" 146.063";"7461.515";" 170.957";"  35.242";"5137.265";"5659.224";"4259.346";"4633.415";"5439.192";"7680.951";"7492.724";"7621.374";"   0.000";"  55.545";"   0.000";" 110.526"
"12pm";" 251.022";"  91.121";" 102.125";"7461.515";" 143.017";"  35.242";"5203.065";"5801.089";"4259.346";"4567.958";"5493.617";"7740.689";"7423.588";"7598.302";"   0.000";"  55.545";"   0.000";" 110.526"
"1am";" 121.457";"  91.121";" 102.125";"7591.080";" 143.017";"  35.242";"5203.065";"5780.171";"4280.264";"4567.958";"5493.617";"7740.689";"7534.114";"7598.302";"   0.000";"  55.545";"   0.000";"   0.000"
"2am";" 121.457";"  91.121";" 102.125";"7591.080";" 143.017";"  35.242";"5203.065";"5780.171";"4280.264";"4547.919";"5493.617";"7740.689";"7534.114";"7598.302";"   0.000";"  55.545";"   0.000";"   0.000"
"3am";" 121.457";"  91.121";" 102.125";"7591.080";" 164.127";"  35.242";"5203.065";"5780.171";"4280.264";"4526.809";"5493.617";"7740.689";"7534.114";"7598.302";"   0.000";"  55.545";"   0.000";"   0.000"
