"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012";"2012"
"max";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02";"18782.02"
"4am";" 5885.10";" 6176.84";" 7082.24";" 8219.02";" 6357.92";" 6146.66";" 8832.68";" 6710.02";" 7605.36";"11890.92";" 7766.32";" 9808.50";" 7766.32";" 6971.58";" 7082.24";" 8802.50";" 6669.78";" 5844.86";" 7645.60";" 6669.78";" 6790.50";" 6881.04";" 6881.04";" 6569.18";" 6609.42";" 6669.78";"12534.76";" 6891.10";" 3078.36"
"5am";" 5925.34";" 6247.26";" 7072.18";" 8229.08";" 6267.38";" 6066.18";" 8862.86";" 6679.84";" 7464.52";"11870.80";" 7927.28";" 9818.56";" 7796.50";" 6850.86";" 6921.28";" 8782.38";" 6559.12";" 5764.38";" 7464.52";" 6599.36";" 6750.26";" 6740.20";" 6629.54";" 6428.34";" 6498.76";" 6539.00";"12414.04";" 6800.56";" 3309.74"
"6am";" 6046.06";" 6116.48";" 7011.82";" 8641.54";" 6146.66";" 5683.90";" 9054.00";" 6679.84";" 7192.90";"12152.48";" 8098.30";"10220.96";" 7645.60";" 6428.34";" 6448.46";" 8339.74";" 6196.96";" 5492.76";" 7072.18";" 6096.36";" 6327.74";" 6307.62";" 6025.94";" 5895.16";" 6207.02";" 6227.14";"12383.86";" 6579.24";" 4728.20"
"7am";" 7313.62";" 5995.76";" 6649.66";" 9104.30";" 7152.66";" 5241.26";" 9858.80";" 6770.38";" 6156.72";"13701.72";" 9104.30";" 9838.68";" 8098.30";" 5392.16";" 4999.82";" 6710.02";" 4959.58";" 4426.40";" 5683.90";" 5090.36";" 6096.36";" 5331.80";" 5291.56";" 5030.00";" 5502.82";" 5452.52";"12323.50";" 5834.80";" 6689.90"
"8am";" 9557.00";" 5724.14";" 6237.20";" 9717.96";" 9325.62";" 4999.82";"10432.22";" 7021.88";" 5593.36";"17635.18";"10492.58";" 8842.74";" 8782.38";" 4094.42";" 3983.76";" 5885.10";" 4104.48";" 3591.42";" 4617.54";" 4476.70";" 6086.30";" 4677.90";" 4989.76";" 4718.14";" 4949.52";" 4597.42";"12886.86";" 4999.82";" 8450.40"
"9am";" 9838.68";" 5512.88";" 5975.64";" 9748.14";" 9597.24";" 4889.16";"10764.20";" 7082.24";" 5251.32";"18711.60";"11569.00";" 8802.50";" 9184.78";" 3852.98";" 3692.02";" 5764.38";" 3993.82";" 3480.76";" 4416.34";" 4114.54";" 6025.94";" 4426.40";" 4979.70";" 4527.00";" 4778.50";" 4225.20";"13037.76";" 4778.50";" 9275.32"
"10am";" 9899.04";" 5573.24";" 5875.04";" 9597.24";" 9697.84";" 4848.92";"10653.54";" 6971.58";" 5080.30";"18782.02";"12142.42";" 8903.10";" 9476.52";" 3883.16";" 3561.24";" 5613.48";" 3953.58";" 3329.86";" 4426.40";" 4084.36";" 5925.34";" 4325.80";" 4899.22";" 4305.68";" 4768.44";" 4285.56";"12957.28";" 4698.02";" 9607.30"
"11am";" 9838.68";" 5583.30";" 5975.64";" 9536.88";" 9597.24";" 4788.56";"10402.04";" 7031.94";" 5261.38";"18520.46";"12414.04";" 9023.82";" 9406.10";" 3943.52";" 3521.00";" 5522.94";" 3913.34";" 3430.46";" 4386.16";" 4134.66";" 6076.24";" 4456.58";" 4989.76";" 4335.86";" 4848.92";" 4295.62";"12856.68";" 4758.38";" 9728.02"
