"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875";"3573.875"
"4am";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"706.604";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"1499.165";"   0.000";"   0.000";" 519.741";" 521.779";"2311.484";"   0.000";" 521.566";"   0.000";" 542.245";"   0.000";"   0.000";" 778.917";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 635.886"
"9am";"1686.646";"   0.000";"   0.000";" 801.867";" 491.689";"2728.873";"   0.000";" 734.024";"   0.000";" 567.527";"   0.000";"   0.000";" 745.690";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 563.826"
"10am";"1699.244";"   0.000";"   0.000";" 629.331";" 502.525";"2825.866";"   0.000";" 758.043";"   0.000";" 588.316";"   0.000";"   0.000";" 877.459";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 701.247"
"11am";"1703.125";"   0.000";"   0.000";" 751.650";" 464.915";"2662.962";"   0.000";" 758.043";"   0.000";" 571.919";"   0.000";"   0.000";" 780.591";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 730.053"
"12am";"1400.788";"   0.000";"   0.000";" 656.355";"   0.000";"2047.343";"   0.000";"   0.000";"   0.000";" 543.972";"   0.000";"   0.000";" 603.469";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1606.197";"   0.000";"   0.000";"   0.000";"   0.000";"2745.638";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1079.776";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 814.936"
"2pm";"1806.398";"   0.000";"   0.000";" 551.099";"   0.000";"3061.736";"   0.000";" 570.224";"   0.000";" 467.206";"   0.000";"   0.000";"1093.606";"   0.000";"   0.000";" 472.953";"   0.000";"   0.000";" 836.547"
"3pm";"1876.214";"   0.000";"   0.000";"   0.000";" 476.477";"3015.727";"   0.000";" 602.503";"   0.000";" 449.964";"   0.000";"   0.000";"1108.582";"   0.000";"   0.000";" 470.142";"   0.000";"   0.000";" 734.210"
"4pm";"1721.598";"   0.000";"   0.000";"   0.000";" 623.837";"2868.288";"   0.000";" 592.690";"   0.000";" 616.600";"   0.000";"   0.000";"1094.268";"   0.000";"   0.000";" 373.285";"   0.000";"   0.000";" 768.705"
"5pm";"1001.981";"   0.000";"   0.000";"   0.000";"   0.000";"1676.009";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1061.745";"   0.000";"   0.000";" 667.843";"   0.000";"   0.000";" 700.293"
"6pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1006.511";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 462.010";"   0.000";"   0.000";"   0.000"
"7pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"541.455";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1033.143";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"806.508";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"10pm";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
