"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418"
"4am";"2268.284";"1450.939";"3808.413";"1412.888";"1101.360";"2851.622";"1642.581";"2547.849";"2505.997";"1551.315";"1651.724";"2757.067";"2176.713";"1633.884";"1329.083"
"5am";"2301.361";"1450.939";"3776.441";"1462.198";"1093.443";"2977.936";"1395.083";"2568.364";"2437.702";"1465.212";"1628.798";"2722.358";"2308.034";"1633.884";"1325.756"
"6am";"2285.163";"1456.602";"3796.672";"1585.004";"1071.695";"2839.596";"1306.995";"2464.110";"2225.128";"1402.276";"1619.789";"2417.500";"2326.158";"1524.691";"1325.756"
"7am";"2990.260";"1738.968";"3963.013";"1563.325";" 782.866";"2737.375";"1247.309";"2316.535";"1473.006";" 983.947";"1424.265";"1770.420";"1786.281";"1131.040";"1088.177"
"8am";"3585.930";"2908.562";"4643.258";"1133.702";" 913.402";"1728.462";"1115.639";"2294.831";" 819.135";" 643.859";"1297.225";"1227.892";"1336.447";" 718.774";" 469.196"
"9am";"3567.999";"2823.040";"4760.666";"1299.634";" 887.018";"1665.851";"1131.181";"2221.466";" 729.486";" 641.857";"1118.456";"1264.205";"1241.923";" 785.990";" 472.524"
"10am";"3635.491";"2683.903";"4764.418";"1327.051";" 803.761";"1661.375";"1165.623";"2424.555";" 635.932";" 656.052";"1008.610";"1216.948";"1198.487";" 873.184";" 438.843"
"11am";"4068.444";"2251.164";"4260.070";"1428.668";" 769.738";"1865.798";"1047.753";"2259.993";" 871.414";" 782.036";" 984.849";"1396.478";"1297.394";" 808.303";" 445.051"
"12am";"3729.469";"1705.548";"3404.465";"1541.467";" 700.714";"2123.759";" 996.998";"2884.794";"1248.557";" 934.036";"1159.070";"1748.151";"1484.394";"1214.318";" 730.247"
"1pm";"3748.081";"2535.060";"4264.141";"1387.302";" 526.502";"1787.052";"1164.992";"2551.330";"1075.868";" 770.263";"1343.700";"1256.640";"1136.397";" 883.759";" 603.343"
"2pm";"3952.566";"2756.039";"4264.219";"1022.176";" 495.858";"1826.583";"1281.891";"2345.770";"1029.559";" 679.771";" 949.286";"1444.140";"1106.735";" 955.293";" 608.093"
"3pm";"3690.814";"2752.159";"4069.251";"1105.880";" 441.665";"1765.033";"1474.496";"2171.833";" 984.966";" 670.925";" 985.751";"1464.614";"1322.400";"1096.567";" 601.760"
"4pm";"3559.087";"3135.692";"4170.695";" 977.010";" 585.521";"1740.504";"1024.940";"2056.785";"1006.510";" 921.557";"1119.513";"1813.377";"1079.800";"1321.301";" 629.625"
"5pm";"3022.206";"2135.821";"4178.517";"1357.791";" 822.203";"1677.593";"1309.252";"2420.032";"1190.264";"1250.156";"1258.538";"2197.627";"1226.771";"1566.556";" 826.510"
"6pm";"2424.916";"1525.551";"3946.866";"2008.214";" 751.578";"2789.367";"1347.165";"2528.649";"1872.717";"1254.039";"1095.122";"2226.762";"1807.396";"1788.453";"1051.909"
"7pm";"2440.116";"1559.570";"4031.033";"1286.369";" 945.693";"3134.674";"1723.941";"2484.987";"2162.890";"1425.019";"1206.134";"2427.051";"1997.959";"1618.679";"1205.330"
"8pm";"2142.693";"1536.059";"4450.362";"1271.102";"1015.604";"2898.518";"1732.000";"2502.310";"2249.072";"1540.963";"1110.783";"2660.347";"2050.486";"1711.304";"1217.586"
"9pm";"2349.034";"1585.514";"4287.076";"1293.484";"1032.009";"3040.977";"1350.351";"2344.210";"2368.908";"1542.748";"1171.383";"2751.825";"2103.130";"1719.499";"1211.670"
"10pm";"2297.621";"1552.575";"4287.247";"1277.390";"1108.559";"2920.339";"1494.439";"2375.957";"2410.404";"1569.522";"1193.526";"2797.472";"2087.447";"1685.200";"1264.591"
"11pm";"2211.374";"1429.797";"4295.256";"1291.485";"1125.535";"2877.922";"1579.349";"2534.577";"2435.564";"1635.676";"1221.092";"2828.801";"2060.501";"1649.031";"1341.553"
"12pm";"2142.356";"1429.797";"4239.672";"1264.728";"1125.535";"2868.545";"1593.271";"2560.621";"2519.215";"1635.676";"1247.004";"2828.801";"2127.784";"1649.031";"1355.600"
"1am";"2331.221";"1429.797";"4026.235";"1287.110";"1125.535";"2893.117";"1593.271";"2560.621";"2546.206";"1635.676";"1247.004";"2828.801";"2127.784";"1655.601";"1355.600"
"2am";"2346.142";"1429.797";"4026.235";"1287.110";"1125.535";"2893.117";"1607.292";"2560.621";"2546.206";"1635.676";"1247.004";"2828.801";"2127.784";"1655.601";"1355.600"
"3am";"2346.142";"1429.797";"4026.235";"1287.110";"1125.535";"2893.117";"1607.292";"2508.072";"2546.206";"1695.612";"1247.004";"2828.801";"2127.784";"1655.601";"1355.600"
