"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594";"1.84342759302594"
"max";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876";"66.7484285954876"
"4am";"18.107750";"16.836145";"11.869320";"11.360621";"20.220049";"13.595368";"11.769599";"14.090960";"10.113228";"12.428918";" 9.960981";"13.657688";" 9.634689";" 5.928487";"10.556811";"16.147022";"15.263774";"10.983209"
"5am";"17.766780";"16.836145";"12.287812";"10.717654";"21.692709";"13.429612";"11.830960";"13.901897";"10.173673";"12.375106";"10.089424";"13.768452";" 9.634689";" 6.556164";"10.720294";"16.140748";"15.347462";"10.072832"
"6am";"19.827022";"14.212795";"12.267948";" 8.875002";"22.047961";"12.854508";"12.146421";"13.802070";"10.177075";"13.645965";" 8.421313";"13.676411";"11.155794";" 5.071191";"11.067381";"14.979250";"15.194304";"10.608012"
"7am";"14.290647";"14.501274";"14.696386";" 9.739561";"19.221512";"10.782192";"12.487024";"17.275109";"11.399809";"14.542040";" 6.078492";"13.579771";" 9.345511";" 4.592737";"12.981931";"17.704776";"16.828938";" 7.360790"
"8am";"13.380969";" 8.407790";"17.272190";"10.411336";"16.619492";" 9.145659";"19.348150";"19.392274";"11.170162";"16.015344";" 6.118701";"12.030866";"10.431911";" 4.880501";"12.527855";"15.402603";"13.180053";" 6.379462"
"9am";"11.907931";"10.673197";"19.287427";"10.016455";"14.431453";" 8.993677";"19.366723";"18.139179";" 9.471385";"15.124103";" 6.529244";"13.501570";"10.458200";" 3.202245";"11.645376";"18.711380";"13.195113";" 6.583430"
"10am";"11.848087";"10.051579";"17.253951";"10.747842";"14.876017";"10.550820";"18.206917";"20.712806";" 6.499685";"17.580386";" 7.079933";"14.069719";"12.000534";" 2.427911";"12.316495";"19.522582";"12.030485";" 7.435544"
"11am";"10.531664";"10.104606";"18.347992";"11.404507";"15.545869";"10.999581";"17.544587";"19.041103";" 9.553142";"16.704281";" 6.766405";"14.301875";"11.317511";" 4.524390";"13.519801";"16.708169";"13.141208";" 8.287654"
