"hour","mode1","mode2","mode3"
"4am",0.483693205301504,0.570367985652156,0.440065168814725
"5am",0.480247668701552,0.559244452823537,0.42917235209785
"6am",0.554740930843505,0.535351597438311,0.403060701251524
"7am",0.4953315447709,0.426320496324423,0.261180562467458
"8am",0.515906976355652,0.383034040205833,0.171694676700585
"9am",0.549590980908573,0.368546168906715,0.126046837058528
"10am",0.495762629278177,0.370824080534145,0.116193662623859
"11am",0.451705086065414,0.352887553070192,0.120646581760915
"12am",0.481838526589892,0.457578882538935,0.327323324809695
"1pm",0.488930386273611,0.474196491090285,0.330329341683906
"2pm",0.530018137313273,0.476470356771531,0.33782810917655
"3pm",0.526677738196176,0.473560670785776,0.356681181797109
"4pm",0.410738496568669,0.456560008291586,0.370669310622373
"5pm",0.417093240138911,0.505877219117099,0.386605088327702
"6pm",0.377882138306877,0.53536938722312,0.394934698488326
"7pm",0.413121390950514,0.541834076950438,0.432049989585234
"8pm",0.450311499477391,0.553700579802982,0.431184943882231
"9pm",0.511602226522358,0.552721055316049,0.427240814869008
"10pm",0.511264814005494,0.552972391003676,0.435495363142832
"11pm",0.513500610836607,0.561842766012942,0.445913250373798
"12pm",0.497169933583879,0.569760124894196,0.453390910225724
"1am",0.494834406901269,0.570942351780872,0.454091537698941
"2am",0.493515790459663,0.569185133582326,0.451890583898573
"3am",0.496813992655637,0.568317231480267,0.44889412988342
