"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.295083983651877,0.444775892910774,0.0325499039368095,0.550241998577787,-0.0304846032760504
"5am",0.266960233088986,0.428101704241783,0.0232075882167534,0.549202712443361,-0.0332752050532381
"6am",0.255275085174974,0.48720869702987,0.0127645357591508,0.582089953794057,-0.0353234134202676
"7am",-0.0534960115941775,0.360868243366516,-0.0470193251535847,0.581018262446838,-0.00758905971907017
"8am",-0.116664096372625,0.304372757663349,-0.00837443792298615,0.493888562402059,0.0723526345348743
"9am",-0.116428245694558,0.261002364970043,0.00445648304512406,0.471770040277918,0.0123675504933517
"10am",-0.146880369373183,0.221428852312617,-0.0151379839010607,0.447342532786074,0.0726927835421118
"11am",-0.135256856692435,0.236881115755396,-0.0416552245014854,0.421522299715766,0.0527972669150116
"12am",-0.083299155326284,0.312599934878001,-0.0564105968078339,0.509261413742287,0.0065300045139247
"1pm",-0.141694187575747,0.228757481229513,-0.0680822931865925,0.489963783939468,-0.0263386627015317
"2pm",-0.107336380780613,0.194952276719009,-0.056928970679498,0.467270693598093,-0.0514517025676404
"3pm",-0.0851933921225494,0.238071892720016,-0.0384836523911845,0.512229789864718,-0.00784650377409003
"4pm",-0.0750313661571899,0.254165899464926,0.0127686423104501,0.565270547453837,-0.0409713722241444
"5pm",0.0496146506627029,0.399945425492383,-0.0175903487202779,0.53627681634505,-0.0415189802392245
"6pm",0.185316852855267,0.447411668281611,0.0139988118301179,0.519157630054291,-0.0532516111753862
"7pm",0.291091048616422,0.467041148761948,0.0387769084678,0.542504034611901,-0.0571724440282641
"8pm",0.318245909731917,0.477246551460639,0.0528315955287753,0.543040436987602,-0.0686371646582619
"9pm",0.309533295577284,0.47111247283272,0.0613422868609607,0.525282344054691,-0.069832656406033
"10pm",0.303505838377356,0.453334886465646,0.0495538280871474,0.549758817046914,-0.0602915972920127
"11pm",0.312727667748459,0.458184954429733,0.0658976903500665,0.557611157390575,-0.0650706417584641
"12pm",0.324979722138015,0.458705713659287,0.0735720857171549,0.556070334587129,-0.0506964748351753
"1am",0.322988427553002,0.459308168288185,0.0727738762158263,0.557669662987614,-0.0510530687001139
"2am",0.324009175599293,0.463113872483094,0.0685311375934143,0.557373802070183,-0.0505625460465054
"3am",0.323724118180035,0.465463422531166,0.0692782717796311,0.561528832558824,-0.0519765917769109
