"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.603716885144793,0.289404685069253,0.12064102205031,0.495635220283812
"5am",0.611731881914112,0.262482910809354,0.103489512634837,0.483487817002572
"6am",0.619849022813844,0.278424533360393,0.0280621835044646,0.455513781262512
"7am",0.61533209364136,0.311976033151219,-0.0808151934843566,0.448754899344719
"8am",0.602606918836639,0.351429224630329,0.0560635833429568,0.414774260645513
"9am",0.583791671134773,0.348253155293064,-0.000175905584911474,0.409717118578582
"10am",0.598364656952592,0.368468951317167,0.0837947859622472,0.361543441289163
"11am",0.603375016255429,0.375510965721043,0.0364663554564279,0.374937257243687
"12am",0.619065256972584,0.393883803843166,-0.0210802976829826,0.454958007451673
"1pm",0.62126650374695,0.372253768357681,0.071076924724744,0.448207707871019
"2pm",0.577701811449712,0.370951846776084,0.072174730312013,0.457150151815074
"3pm",0.595460865891745,0.36243360061297,0.0608610876971758,0.438604991622061
"4pm",0.583952260857745,0.353612580434344,0.0488092946603282,0.456802305512202
"5pm",0.589507437023851,0.304250126638047,0.0175606903097597,0.466321142868541
"6pm",0.565016778236149,0.318133789140019,0.0600301384912462,0.476074314512066
"7pm",0.591840581099694,0.262651159858503,0.0424326177676619,0.453258899209396
"8pm",0.589105285717511,0.278700136306438,0.0251672296355892,0.466814855985745
"9pm",0.581282422437521,0.292936547977292,0.0345909672599833,0.488977971096355
"10pm",0.585368595552134,0.274403783786833,0.0347701150510343,0.46402240426352
"11pm",0.584251914268998,0.270992325474447,0.0500661833128102,0.461201845119933
"12pm",0.589404151848394,0.281388108179459,0.0620994567614193,0.4886018524691
"1am",0.590968544855648,0.286040478063784,0.0700389485402362,0.48947620307716
"2am",0.590522825305716,0.288538569529135,0.0662804920336665,0.492668714986196
"3am",0.592598652573563,0.292334495104168,0.0651090533093991,0.495132980715787
