"hour","act1","act2","act3","act4","act5"
"4am",-0.0084009853876225,-0.0243606740124912,0.09296657089504,0,0.193212299757965
"5am",0.155153431627198,0.102851431731963,0.059367340431996,-0.0172504726852843,0.191189065164987
"6am",0.0490129882519881,0.0717931126192167,0.0359901732635643,0.103322720773545,0.0326002974161655
"7am",0.176625996417186,0.0426255219764004,0.102212808081914,-0.131205608906615,0.198330857596266
"8am",0.240143527386175,0.0824307687245853,0.153105861662906,-0.0826545490140912,0.0271827544233957
"9am",0.271986541907771,0.042890729931999,0.164931898759681,-0.0361689882873278,-0.0828715070433739
"10am",0.303526603043362,0.0210906247857507,0.150331949833168,-0.0411107902608049,-0.0339714237791429
"11am",0.334114630988065,0.0638939896943756,0.125709276565731,-0.0432044136351808,0.0579497224224006
"12am",0.396711204599747,0.129224566493288,0.0876644180774745,0.0352564590746474,0.313993244798804
"1pm",0.350274784289116,0.112251691421628,0.103544672432693,-0.00429978700326521,-0.0140513730084694
"2pm",0.381315573429095,0.131609281465135,0.111729259325655,0.0648799523724213,-0.111387008327806
"3pm",0.374791566991133,0.121224359219373,0.123630808081411,-0.0188427292559389,-0.0896014050529313
"4pm",0.386579431601913,0.171238227181404,0.102053193197801,0.0532855989045244,-0.0916023503142716
"5pm",0.413838955075594,0.190643638770551,0.165211561247763,0.103370776970872,0.103213436964242
"6pm",0.509950405274288,0.146916313697688,0.109850758251495,0.291928016179641,0.352409422936596
"7pm",0.466068471721017,-0.0210638844462664,0.114566149063513,0.109095009918729,0.367103815908374
"8pm",0.496843296845958,-0.00698233493922813,-0.0236868686868687,-0.0212349990358723,0.465007158325775
"9pm",0.472975985401877,0.0758107285724579,-0.0236868686868687,-0.0136796536796537,0.429722507634307
"10pm",0.406025251911977,0.0792368980226207,-0.0236868686868687,-0.00969696969696969,0.331133486825813
"11pm",0.441638625361733,-0.026086837534898,-0.0236868686868687,-0.0167388167388167,0.39455523676259
"12pm",0.396164317144489,-0.0319231825900738,-0.0236868686868687,0,0.461521258135362
"1am",0.344789891387017,-0.0265454037466097,-0.0236868686868687,0,0.450150748200021
"2am",0.328762702571728,-0.0216311698953551,-0.0236868686868687,0,0.433500148782792
"3am",0.274690519568338,0.0439336802985939,-0.0236868686868687,0,0.246953144060143
