"hour","age1","age2","age3","age4"
"4am",0.526471055367756,0.223254336594333,0.434412034221022,0.386722426618002
"5am",0.499217376008558,0.193529288770001,0.398058629383655,0.393769814921163
"6am",0.540334693609094,0.218897331443291,0.383436901454444,0.424665673644319
"7am",0.411398485205888,-0.00228678840423214,0.260002365014528,0.474258498578802
"8am",0.36587484349325,-0.0316882652859238,0.151635846211428,0.451226842502155
"9am",0.322967824528956,0.027661405370548,0.121219651081786,0.396546916047069
"10am",0.261389167778723,0.0266558162243415,0.150559149799215,0.401041672412876
"11am",0.279828811021941,0.0389552926846682,0.170153592355686,0.387018872787548
"12am",0.356241170539455,0.119701593282519,0.204088303154284,0.451232056811061
"1pm",0.291936156385566,0.0848002371800904,0.208735974914381,0.43498993943878
"2pm",0.253450455494611,0.111347839373426,0.260012076757153,0.411737311968834
"3pm",0.301697237236502,0.0875136129563296,0.249292293228182,0.431749175522335
"4pm",0.318863585694771,0.0952668609352711,0.20165298331006,0.45722519252018
"5pm",0.47242054686008,0.0868922411070442,0.282218142219679,0.429407320427089
"6pm",0.521667691851045,0.137733663557461,0.349325564021384,0.382540963395069
"7pm",0.570294655421161,0.0928197789783579,0.431305234567715,0.38371708354581
"8pm",0.580952524960899,0.0867612318221416,0.457227519662146,0.371090594558371
"9pm",0.577918976480684,0.107671839041068,0.455909071582263,0.365554742602611
"10pm",0.542149462892065,0.141497457309358,0.445306891121827,0.383513266159578
"11pm",0.553685371182952,0.160861598460987,0.452322406006905,0.391875641743514
"12pm",0.543814559543637,0.18933157052175,0.456995819419022,0.386900978120699
"1am",0.547793541037689,0.187114277429351,0.456546188215754,0.384960738826765
"2am",0.558437403833091,0.193622614095728,0.460556511981518,0.386017065812479
"3am",0.55660221793841,0.197347898320693,0.455810026848579,0.388480326701268
