"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",119.69,946.331,987.109,1064.345
"002","4am",16.597,415.971,785.827,1035.342
"003","4am",108.753,781.76,1081.439,1420.92
"004","4am",660.263,1577.141,1689.328,1964.018
"005","4am",918.202,1795.013,1838.367,1314.582
"006","4am",746.538,8775.127,3337.734,2760.396
"007","4am",1162.45,5221.202,1333.652,832.808
"008","4am",295.178,3154.663,2617.917,3503.904
"009","4am",0,3819.372,2262.774,5290.916
"010","4am",281.357,2190.474,1426.173,1800.679
"011","4am",219.651,2733.309,2200.552,2763.485
"012","4am",765.621,2797.944,2489.884,3616.65
"013","4am",876.848,6653.236,1856.732,3336.916
"014","4am",475.846,2070.641,517.142,340.955
"015","4am",1075.153,4023.498,609.069,577.56
"016","4am",380.042,1601.882,534.806,73.999
"019","4am",271.74,2985.119,3797.729,2659.501
"020","4am",1227.486,2379.282,2584.632,2658.324
"021","4am",740.612,2050.414,1969.494,1119.046
"022","4am",722.254,6154.116,3665.316,3803.002
"023","4am",1065.298,8163.5,4498.25,4388.609
"024","4am",902.777,2959.52,1235.64,567.831
"025","4am",1503.321,5630.351,2361.071,1629.83
"026","4am",1464.384,4982.24,1132.717,890.121
"027","4am",0,9500.619,5899.962,3399.793
"028","4am",1742.142,5193.778,4262.506,1256.249
"029","4am",360.638,3075.486,1447.673,723.456
"030","4am",509.484,2173.864,2371.916,689.412
"031","4am",2120.258,7715.155,6179.36,1937.628
"033","4am",900.922,4587.838,1534.326,1213.999
"034","4am",1249.021,5223.133,2505.684,1196.04
"035","4am",1246.303,4421.051,2331.939,472.576
"036","4am",797.285,2381.496,931.451,234.585
"037","4am",1372.16,9412.177,3568.526,3003.096
"038","4am",1381.004,3667.502,2304.132,968.887
"039","4am",1379.318,6089.729,5676.729,5330.33
"040","4am",3137.069,8023.271,2129.898,2119.712
"041","4am",559.052,1353.415,570.865,104.863
"042","4am",835.156,10881.374,2873.515,1600.686
"043","4am",224.4,2622.1,2083.794,1048.898
"044","4am",624.419,3846.652,3190.548,793.091
"046","4am",1260.658,5518.611,1134.973,503.46
"047","4am",1139.088,5344.451,2667.909,1042.381
