"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",55.64671,27.155811,6.4983939,6.498394,4.2006953
"002","4am",50.88,22.202675,2.7071267,16.500085,7.7101176
"003","4am",46.22634,25.728226,6.6593737,16.647662,4.7384009
"004","4am",37.81461,38.683603,10.1439078,7.529747,5.8281369
"005","4am",36.32916,32.360491,17.4120505,6.768497,7.1298042
"006","4am",60.9464,10.590477,7.8020602,18.677849,1.9832164
"007","4am",36.43737,10.952327,7.8785552,38.761107,5.9706429
"008","4am",50.46261,12.016685,11.62698,23.262473,2.631257
"009","4am",41.33705,12.312218,1.5155099,35.786915,9.0483094
"010","4am",37.92399,16.487863,6.8800754,31.971486,6.7365817
"011","4am",47.53779,22.866896,4.7180484,22.555838,2.3214255
"012","4am",45.42142,22.546461,4.705579,21.209122,6.1174214
"013","4am",33.98439,30.499481,10.3370575,19.659562,5.519508
"014","4am",61.46876,8.758579,6.8125993,20.518533,2.4415301
"015","4am",51.37456,7.925362,15.9913397,19.453049,5.2556895
"016","4am",42.35042,8.223249,15.8700963,12.367145,21.1890858
"019","4am",46.24997,9.615664,3.1219106,33.898023,7.114437
"020","4am",51.59222,10.667907,3.217439,30.610356,3.9120825
"021","4am",43.47227,19.174741,7.6191029,25.229087,4.5048027
"022","4am",54.25311,17.348469,2.7290684,21.698454,3.9708959
"023","4am",44.33805,23.645202,5.6448523,23.251451,3.120449
"024","4am",51.80477,8.731811,1.2998776,31.667172,6.4963669
"025","4am",57.89098,9.865331,3.2873172,27.363441,1.5929331
"026","4am",56.39631,4.22444,8.4088964,28.796006,2.1743458
"027","4am",48.58106,7.651144,5.2630293,36.194111,2.3106572
"028","4am",45.17987,14.747741,4.8670977,32.322425,2.8828623
"029","4am",51.36058,19.590126,4.182058,22.974304,1.8929292
"030","4am",47.40501,11.95349,4.1461538,33.172731,3.3226136
"031","4am",55.65537,8.084222,3.9792237,25.583971,6.6972119
"033","4am",42.60543,10.513928,7.5347015,33.998352,5.3475861
"034","4am",49.07467,11.805276,7.5712562,25.414628,6.134166
"035","4am",58.0837,8.381216,2.8246158,29.648551,1.0619132
"036","4am",58.25885,12.374305,7.7438125,17.6252,3.9978365
"037","4am",56.34735,9.733351,2.9337412,29.484729,1.5008317
"038","4am",44.49845,18.142234,3.3296127,31.234157,2.7955459
"039","4am",47.69519,15.618134,5.472317,31.214355,0
"040","4am",47.05545,8.865114,6.8559303,31.628634,5.5948675
"041","4am",54.71041,10.614059,4.4009397,25.910655,4.3639369
"042","4am",60.20391,7.945082,1.7164352,26.268332,3.8662459
"043","4am",53.23227,4.919273,3.7020841,31.992215,6.1541596
