"hour";"001";"050";"100";"120";"140";"180";"200";"240";"260";"300";"350";"360";"400";"425";"450";"500";"560";"600";"625";"650";"700";"750";"800";"820";"840";"845"
"min";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686";"27.7744686"
"max";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917";"39148.1134917"
"4am";" 3888.426";"23733.283";"16775.779";"11943.021";"26941.235";"16775.779";"26094.113";"16636.907";"25399.752";"39148.113";" 8221.243";" 9582.192";" 7485.219";"23275.005";"11151.449";"35634.643";"10193.230";" 2749.672";"17220.171";" 6402.015";"14539.934";" 9151.687";"20928.062";"17650.675";"11512.517";" 7901.836"
"5am";" 4263.381";"23858.269";"16567.471";"11804.149";"27260.641";"16817.441";"26219.098";"16831.328";"25358.090";"38134.345";" 7929.611";" 9304.447";" 7499.107";"22830.613";"10943.141";"35162.477";" 9832.162";" 2791.334";"17247.945";" 6360.353";"14331.626";" 8748.958";"20414.234";"17039.636";"11109.787";" 7290.798"
"6am";" 6554.775";"24177.675";"16595.245";"11456.968";"28927.109";"16400.824";"26288.535";"17525.690";"25038.683";"33815.416";" 6554.775";" 7971.272";" 6901.955";"20803.077";" 9832.162";"32787.760";" 8846.168";" 3388.485";"17136.847";" 5888.187";"12984.564";" 7679.641";"18872.751";"14637.145";" 9373.883";" 6540.887"
"7am";"10790.381";"24524.856";"16428.598";"11706.939";"30440.818";"15039.875";"26510.730";"17622.900";"24691.503";"28052.213";" 5124.389";" 6152.045";" 5360.472";"16956.313";" 8207.355";"29010.432";" 7124.151";" 5179.938";"16470.260";" 4499.464";"10873.704";" 6624.211";"17261.832";"12679.045";" 7707.415";" 5416.021"
"8am";"15109.311";"23691.622";"16234.177";"12165.217";"32051.737";"13692.813";"27524.498";"18136.728";"24510.969";"25552.511";" 4291.155";" 5277.149";" 4402.253";"14234.415";" 7429.670";"27705.032";" 6124.270";" 6888.068";"16886.877";" 3569.019";" 9693.290";" 6013.172";"16539.696";"11595.841";" 6846.407";" 5318.811"
"9am";"16609.132";"24344.322";"16206.402";"12415.187";"32815.535";"13803.911";"28871.560";"18067.292";"24316.547";"24747.052";" 4082.847";" 4943.855";" 3985.636";"13428.956";" 6832.519";"27135.656";" 5707.653";" 7318.572";"17400.705";" 3416.260";" 8901.717";" 5624.330";"16859.102";"11331.983";" 6179.819";" 5152.164"
"10am";"17303.494";"24191.562";"15970.319";"12248.541";"33329.362";"13331.745";"29649.245";"18122.841";"24219.337";"24691.503";" 3832.877";" 4818.870";" 3666.230";"13192.873";" 6471.451";"27010.671";" 5277.149";" 7276.911";"17733.998";" 3332.936";" 8804.507";" 5360.472";"16803.554";"10929.253";" 5735.428";" 5138.277"
