"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754";"20436.754"
"4am";" 5080.011";" 6175.329";"11330.931";" 7268.095";" 9497.071";" 8718.283";" 8190.749";"10578.810";" 7313.477";" 5348.839";" 7941.268";" 8197.973";"12338.708";" 6446.498";" 9165.439";" 7878.304";" 6545.467";" 7025.770";" 9838.512";" 7000.510";" 6706.325";" 5870.033";" 8867.418";" 8754.516";" 9640.037";" 9630.982";" 8431.014";" 7214.977";" 8413.687";" 5695.107";" 8886.974";" 8940.629";" 6964.893";" 4362.374";" 7329.914";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   57.980";"    0.000";"    0.000";"   66.814";"    0.000";"   58.523";"   68.253";"    0.000";"    0.000";"    0.000";"    0.000";"  110.913";"    0.000";"   40.640";"    0.000";"  117.306";"   49.793";"   76.002";"   92.558";"   48.991";"  125.735";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   89.616";NA;"   87.588";NA;NA;"   42.927";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   37.912";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   32.233";"    0.000";"    0.000";"    0.000";"    0.000";NA;NA;"    0.000";"    0.000"
"5am";" 5007.468";" 6314.037";"11367.804";" 7363.174";" 9437.676";" 8813.840";" 8235.741";"10516.990";" 7303.624";" 5308.728";" 7819.049";" 8136.410";"12123.581";" 6375.403";" 9108.786";" 7878.304";" 6541.645";" 7059.477";" 9804.805";" 7023.049";" 6662.835";" 5802.236";" 8411.109";" 8488.558";" 9464.336";" 9577.402";" 8467.945";" 7167.402";" 8413.687";" 5651.709";" 8721.142";" 8940.629";" 6897.791";" 4325.443";" 7401.283";"   49.344";"    0.000";"   37.507";"    0.000";"   54.415";"    0.000";"   57.980";"    0.000";"    0.000";"   66.814";"    0.000";"   58.523";"   68.253";"    0.000";"    0.000";"    0.000";"    0.000";"   63.338";"    0.000";"  295.925";"    0.000";"   58.653";"   49.793";"   76.002";"   92.558";"   48.991";"  125.735";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   89.616";NA;"   87.588";NA;NA;"   42.927";"    0.000";"    0.000";"    0.000";"   34.599";"    0.000";"   37.912";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   82.815";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   32.233";"    0.000";"    0.000";"    0.000";"    0.000";NA;NA;"    0.000";"    0.000"
"6am";" 4912.502";" 6616.633";"11135.048";" 7175.231";" 9239.763";" 8931.909";" 8096.689";"10367.508";" 6902.699";" 5427.398";" 7587.425";" 7837.485";"11744.426";" 5980.485";" 9165.553";" 7785.463";" 6605.971";" 6885.872";" 9804.805";" 6468.477";" 6460.632";" 5792.908";" 7538.828";" 8358.927";" 9072.091";" 9052.335";" 8546.947";" 7058.625";" 8050.796";" 5531.361";" 8385.188";" 8651.857";" 6678.327";" 4023.897";" 7592.880";"  166.262";"    0.000";"   37.507";"  309.637";"  129.558";"    0.000";"   57.980";"   62.639";"   79.858";"  157.558";"    0.000";"   58.523";"  115.934";"    0.000";"    0.000";"    0.000";"    0.000";"  244.441";"   72.528";"  513.773";"    0.000";"  117.649";"    0.000";"  155.488";"   92.558";"  110.811";"  268.073";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   89.616";NA;"   87.588";"   58.605";NA;"   42.927";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   82.815";"    0.000";"   43.533";"    0.000";"    0.000";"    0.000";"    0.000";"   64.434";"    0.000";"   32.233";"    0.000";"   59.830";"    0.000";"   56.653";NA;"    0.000";"    0.000";"    0.000"
"7am";" 5336.807";" 6809.808";"10839.524";" 6628.688";" 8391.769";" 9091.575";" 9920.686";" 8822.240";" 8713.393";" 5518.352";" 6918.454";" 7214.985";"10475.993";" 5538.907";" 9566.328";" 6732.816";" 6061.284";" 6033.975";" 7492.350";" 6555.215";" 6499.715";" 5121.458";" 6696.297";" 8555.115";" 7769.633";" 6967.408";" 6682.242";" 6354.553";" 7145.614";" 5735.862";" 8081.814";" 7435.371";" 5622.801";" 3152.578";" 8068.887";"  362.031";"  127.623";"  290.858";"  875.560";"  257.207";"  414.962";"  187.782";"  246.757";"  136.027";"  157.558";"  278.808";"  269.694";"  223.617";"  124.510";"   37.507";"  194.884";"    0.000";"  304.042";"   72.528";" 1125.931";"   51.210";"  117.519";"  279.320";"  390.655";"  273.314";"  345.647";"  291.792";"    0.000";"  103.704";"    0.000";"    0.000";"   50.084";"  127.635";"   89.616";"  121.224";"   87.588";"   58.605";"    0.000";"    0.000";"   56.653";"  612.497";"   78.235";"   69.145";"   90.792";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   36.873";"    0.000";"  246.105";"   66.897";"   43.533";"  133.833";"  126.889";"    0.000";"   38.001";"   64.434";"    0.000";"  239.999";"   42.325";"   93.722";"   37.912";"  107.900";"    0.000";"    0.000";"    0.000";"  206.439"
"8am";" 5383.458";"10110.686";"12565.693";" 6648.646";" 8034.505";"10200.176";"11024.031";" 9030.494";" 8046.021";" 5473.221";" 6179.683";" 6114.395";"10266.287";" 5173.791";" 9026.712";" 6208.261";" 5658.822";" 5060.833";" 5477.414";" 6656.754";" 6188.861";" 5521.229";" 6656.568";" 8565.549";" 6603.091";" 6246.656";" 6079.638";" 5020.897";" 5715.675";" 5608.466";" 7822.845";" 6157.969";" 5378.589";" 2723.022";" 9593.799";"  486.259";"  615.251";"  759.869";" 1218.683";"  313.860";"  741.311";"  350.735";"  529.228";"  136.027";"  276.859";"  458.449";"  406.570";"  689.207";"  235.031";"  138.073";"  194.884";"    0.000";"  337.749";"  250.659";" 1714.582";"  140.857";"  406.292";"  651.240";"  740.061";"  273.314";"  425.869";"  414.644";"    0.000";"  144.344";"    0.000";"    0.000";"   50.084";"  226.757";"  142.123";"  121.224";"   87.588";"   58.605";"    0.000";"    0.000";"  238.949";" 1411.413";"  145.049";"  327.206";"  127.092";"    0.000";"    0.000";"    0.000";"    0.000";"   40.928";"   36.873";"    0.000";"  246.105";"   66.897";"   43.533";"  133.833";"  175.688";"    0.000";"   38.001";"   64.434";"    0.000";"  586.523";"  157.717";"  117.441";"   37.912";"  323.054";"    0.000";"    0.000";"    0.000";"  206.439"
"9am";" 5821.957";"12504.286";"12142.269";" 7128.660";" 8413.850";"10367.944";"11484.005";" 9131.454";" 8186.080";" 5181.025";" 5492.364";" 5617.213";" 9592.016";" 4860.989";" 9177.034";" 5546.642";" 5717.553";" 4727.632";" 4976.915";" 5946.416";" 6320.238";" 5176.687";" 6649.094";" 8567.259";" 6080.702";" 5817.806";" 5662.328";" 4842.216";" 5048.230";" 5272.910";" 7948.446";" 5284.229";" 4915.611";" 2396.430";"10365.698";"  449.402";"  736.678";"  811.105";" 1463.420";"  313.860";" 1810.078";"  446.710";"  529.228";"  239.753";"  313.790";"  394.638";"  506.279";"  693.326";"  525.695";"  138.073";"  275.935";"    0.000";"  337.749";"  300.452";" 2218.627";"  201.416";"  480.444";"  832.299";"  685.834";"  429.218";"  477.892";"  414.644";"    0.000";"  215.087";"    0.000";"   86.640";"   50.084";"  302.799";"  142.123";"  121.224";"  213.525";"  102.138";"    0.000";"    0.000";"  279.128";" 1526.387";"  179.648";"  391.105";"  127.092";"   54.792";"   79.486";"    0.000";"    0.000";"   40.928";"    0.000";"    0.000";"  246.105";"   66.897";"   43.533";"  129.834";"  175.688";"  118.034";"   38.001";"   64.434";"    0.000";"  691.794";"  157.717";"  186.586";"   37.912";"  656.554";"    0.000";"   92.558";"   52.621";"  315.115"
"10am";" 6599.900";"14329.956";"12152.573";" 6774.825";" 8514.742";"10070.907";"12363.343";"10034.882";" 7655.935";" 5326.987";" 5285.651";" 5799.344";" 9031.420";" 5430.586";" 8263.920";" 5574.770";" 5433.268";" 4073.045";" 4641.113";" 5642.520";" 5765.938";" 4797.518";" 6440.652";" 7866.778";" 5946.378";" 5197.794";" 5562.999";" 4855.655";" 4402.238";" 5217.442";" 7913.153";" 5145.875";" 4628.204";" 2331.142";"10661.292";"  442.991";"  784.779";" 1354.939";" 1590.452";"  313.860";" 1609.216";"  466.170";"  529.228";"  250.481";"  313.790";"  394.638";"  506.279";"  751.931";"  323.027";"  138.073";"  275.935";"    0.000";"  337.749";"  300.452";" 2239.450";"  211.685";"  531.691";"  691.836";"  722.651";"  429.218";"  465.774";"  466.810";"    0.000";"  215.087";"    0.000";"   86.640";"   50.084";"  341.730";"  234.079";"  165.426";"  380.174";"  102.138";"    0.000";"    0.000";"  426.945";" 1526.387";"  227.042";"  391.105";"  127.092";"   54.792";"   79.486";"    0.000";"    0.000";"  121.150";"    0.000";"    0.000";"  246.105";"   66.897";"   43.533";"  129.834";"  175.688";"  118.034";"   38.001";"   64.434";"    0.000";"  664.519";"  157.717";"  186.586";"   37.912";"  644.417";"    0.000";"   92.558";"    0.000";"  364.385"
"11am";" 6644.513";"13234.084";"12352.980";" 6764.684";" 8168.634";"10042.018";"11965.817";" 9369.103";" 8057.302";" 4983.244";" 5535.336";" 6022.640";" 9090.611";" 5051.693";" 8730.318";" 5516.954";" 5481.945";" 4432.956";" 5048.834";" 6159.457";" 6018.163";" 5306.206";" 6431.684";" 8398.609";" 6414.852";" 5228.163";" 5769.584";" 4485.790";" 4476.241";" 5159.514";" 8016.874";" 5336.745";" 4336.313";" 2330.924";"10429.381";"  409.536";"  552.458";" 1433.962";" 1703.895";"  313.242";" 1320.352";"  471.072";"  529.228";"  183.584";"  276.859";"  442.032";"  420.962";"  803.184";"  382.392";"  138.073";"  275.935";"    0.000";"  406.894";"  250.659";" 2260.221";"  352.989";"  531.691";"  850.375";"  722.651";"  429.218";"  428.901";"  406.750";"    0.000";"  215.087";"    0.000";"   86.640";"   50.084";"  396.311";"  192.247";"  165.426";"  380.174";"  102.138";"    0.000";"    0.000";"  446.622";" 1526.387";"  179.648";"  307.308";"  127.092";"   54.792";"   79.486";"    0.000";"    0.000";"   80.222";"    0.000";"    0.000";"  246.105";"   66.897";"  183.983";"  169.945";"  175.688";"  118.034";"  113.144";"   64.434";"  130.496";"  602.949";"  195.718";"  138.905";"   37.912";"  624.296";"    0.000";"   92.558";"   52.621";"  375.216"
