"district","hour","mode1","mode2","mode3"
"001","4am",674.02,2092.48,995.94
"002","4am",553.3,3048.18,462.76
"003","4am",724.32,3048.18,603.6
"004","4am",513.06,4989.76,694.14
"005","4am",523.12,2957.64,714.26
"006","4am",331.98,3601.48,462.76
"007","4am",523.12,5080.3,774.62
"008","4am",271.62,4386.16,573.42
"009","4am",1006,3903.28,261.56
"010","4am",1046.24,4567.24,1327.92
"011","4am",422.52,5080.3,402.4
"012","4am",643.84,6619.48,211.26
"013","4am",291.74,5653.72,120.72
"014","4am",412.46,5170.84,110.66
"015","4am",251.5,5482.7,30.18
"016","4am",462.76,6398.16,221.32
"017","4am",352.1,4708.08,201.2
"018","4am",181.08,4506.88,70.42
"019","4am",291.74,5804.62,110.66
"020","4am",160.96,4828.8,60.36
"021","4am",120.72,4496.82,372.22
"022","4am",110.66,5090.36,40.24
"023","4am",110.66,4969.64,241.44
"024","4am",90.54,4486.76,201.2
"025","4am",140.84,4637.66,130.78
"026","4am",211.26,4788.56,40.24
"027","4am",140.84,8460.46,845.04
"028","4am",191.14,5019.94,90.54
"029","4am",80.48,382.28,10.06
"001","5am",674.02,2132.72,995.94
"002","5am",543.24,3128.66,462.76
"003","5am",724.32,3038.12,603.6
"004","5am",513.06,5009.88,684.08
"005","5am",523.12,2907.34,704.2
"006","5am",331.98,3521,462.76
"007","5am",523.12,5100.42,804.8
"008","5am",271.62,4366.04,563.36
"009","5am",995.94,3782.56,251.5
"010","5am",1036.18,4577.3,1317.86
"011","5am",422.52,5241.26,402.4
"012","5am",643.84,6649.66,201.2
"013","5am",291.74,5693.96,110.66
"014","5am",412.46,5060.18,110.66
"015","5am",251.5,5341.86,30.18
"016","5am",462.76,6367.98,231.38
"017","5am",342.04,4607.48,201.2
"018","5am",181.08,4426.4,70.42
"019","5am",281.68,5643.66,100.6
"020","5am",160.96,4758.38,60.36
"021","5am",120.72,4466.64,362.16
"022","5am",110.66,4959.58,30.18
"023","5am",110.66,4718.14,241.44
"024","5am",90.54,4355.98,201.2
"025","5am",140.84,4527,130.78
"026","5am",211.26,4657.78,40.24
"027","5am",140.84,8349.8,834.98
"028","5am",191.14,4959.58,90.54
"029","5am",90.54,653.9,10.06
"001","6am",663.96,2323.86,935.58
"002","6am",543.24,3018,452.7
"003","6am",724.32,2987.82,593.54
"004","6am",553.3,5402.22,674.02
"005","6am",513.06,2826.86,674.02
"006","6am",291.74,3189.02,452.7
"007","6am",533.18,5281.5,814.86
"008","6am",251.5,4376.1,573.42
"009","6am",955.7,3551.18,251.5
"010","6am",1046.24,4788.56,1378.22
"011","6am",412.46,5422.34,412.46
"012","6am",623.72,7072.18,211.26
"013","6am",321.92,5553.12,90.54
"014","6am",392.34,4667.84,100.6
"015","6am",251.5,4869.04,30.18
"016","6am",442.64,5985.7,231.38
"017","6am",321.92,4275.5,201.2
"018","6am",171.02,4174.9,60.36
"019","6am",281.68,5261.38,100.6
"020","6am",140.84,4295.62,60.36
"021","6am",120.72,4054.18,362.16
"022","6am",140.84,4516.94,30.18
"023","6am",100.6,4134.66,231.38
"024","6am",80.48,3852.98,191.14
"025","6am",140.84,4235.26,140.84
"026","6am",201.2,4366.04,40.24
"027","6am",130.78,8349.8,845.04
"028","6am",181.08,4758.38,90.54
"029","6am",80.48,2172.96,10.06
"001","7am",865.16,3510.94,875.22
"002","7am",392.34,3088.42,422.52
"003","7am",573.42,2857.04,533.18
"004","7am",623.72,5814.68,714.26
"005","7am",915.46,3410.34,714.26
"006","7am",211.26,2857.04,432.58
"007","7am",533.18,6136.6,774.62
"008","7am",342.04,4355.98,593.54
"009","7am",764.56,2756.44,271.62
"010","7am",1388.28,6056.12,1348.04
"011","7am",392.34,6488.7,402.4
"012","7am",432.58,6931.34,201.2
"013","7am",422.52,5915.28,120.72
"014","7am",301.8,3762.44,80.48
"015","7am",140.84,3571.3,20.12
"016","7am",301.8,4607.48,201.2
"017","7am",231.38,3219.2,150.9
"018","7am",130.78,3178.96,40.24
"019","7am",150.9,4013.94,120.72
"020","7am",50.3,3400.28,70.42
"021","7am",80.48,3873.1,382.28
"022","7am",150.9,3621.6,40.24
"023","7am",80.48,3440.52,231.38
"024","7am",50.3,3028.06,191.14
"025","7am",60.36,3671.9,130.78
"026","7am",201.2,3601.48,60.36
"027","7am",120.72,8349.8,845.04
"028","7am",110.66,4124.6,80.48
"029","7am",130.78,4305.68,0
"001","8am",1297.74,5311.68,955.7
"002","8am",301.8,2987.82,392.34
"003","8am",372.22,2776.56,442.64
"004","8am",915.46,6257.32,613.66
"005","8am",1861.1,4537.06,845.04
"006","8am",160.96,2756.44,392.34
"007","8am",452.7,6971.58,694.14
"008","8am",452.7,4537.06,553.3
"009","8am",623.72,2394.28,261.56
"010","8am",3541.12,7766.32,1478.82
"011","8am",492.94,7786.44,422.52
"012","8am",311.86,6146.66,140.84
"013","8am",543.24,6609.42,80.48
"014","8am",110.66,2675.96,70.42
"015","8am",30.18,2696.08,10.06
"016","8am",130.78,3983.76,191.14
"017","8am",80.48,2555.24,140.84
"018","8am",10.06,2474.76,40.24
"019","8am",40.24,3098.48,120.72
"020","8am",10.06,2857.04,60.36
"021","8am",20.12,3933.46,372.22
"022","8am",100.6,3038.12,40.24
