"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",32.82051,37.948718,12.13675,12.47863,4.615385
"002","4am",29.47883,38.762215,18.24104,11.88925,1.628664
"003","4am",37.21591,32.102273,17.47159,11.22159,1.988636
"004","4am",26.31579,16.646267,17.38066,21.78703,17.870257
"005","4am",29.90506,32.753165,18.98734,14.87342,3.481013
"006","4am",27.00491,35.351882,22.91326,11.78396,2.94599
"007","4am",22.66515,28.473804,26.30979,17.65376,4.897494
"008","4am",25.93703,12.893553,25.48726,24.28786,11.394303
"009","4am",35.97884,25.925926,25.66138,10.05291,2.380952
"010","4am",59.98308,11.928934,13.45178,10.7445,3.891709
"011","4am",26.68394,15.025907,27.59067,23.05699,7.642487
"012","4am",26.05128,14.358974,23.38462,21.94872,14.25641
"013","4am",20.98446,12.694301,33.16062,26.42487,6.735751
"014","4am",19.04762,9.95671,29.72583,28.42713,12.842713
"015","4am",25.56818,4.261364,29.40341,29.26136,11.505682
"016","4am",18.17143,11.771429,31.2,32,6.857143
"017","4am",17.3454,10.558069,34.53997,25.64103,11.915535
"018","4am",20.13769,11.703959,29.77625,24.61274,13.769363
"019","4am",19.07895,10.526316,29.21053,30.39474,10.789474
"020","4am",19.45701,8.748115,31.22172,26.24434,14.328808
"021","4am",23.11111,22.518519,30.51852,18.51852,5.333333
"022","4am",18.71345,14.473684,34.21053,26.90058,5.701754
"023","4am",18.71345,21.491228,34.06433,21.05263,4.678363
"024","4am",20.52067,20.061256,35.68147,19.29556,4.441041
"025","4am",22.07002,21.613394,32.87671,18.87367,4.56621
"026","4am",23.22775,10.708899,28.35596,23.37858,14.328808
"027","4am",21.82986,24.959872,28.8122,19.58266,4.815409
"028","4am",24.9635,11.970803,27.44526,20.29197,15.328467
"029","4am",26.79739,12.745098,23.20261,18.62745,18.627451
"001","5am",32.7674,37.691002,12.22411,12.73345,4.584041
"002","5am",29.4686,38.164251,18.35749,12.23833,1.771337
"003","5am",37.26885,32.147937,17.92319,10.81081,1.849218
"004","5am",26.77262,16.503667,17.35941,21.51589,17.848411
"005","5am",29.85554,32.423756,19.26164,15.08828,3.370787
"006","5am",27.36318,35.820896,22.22222,11.77446,2.819237
"007","5am",22.24745,28.490352,26.56073,17.70715,4.994325
"008","5am",25.3012,13.10241,25.90361,24.24699,11.445783
"009","5am",36.25337,26.280323,24.93261,10.10782,2.425876
"010","5am",59.91525,11.949153,13.55932,10.67797,3.898305
"011","5am",26.14213,14.974619,27.66497,23.60406,7.614213
"012","5am",26.33197,14.241803,23.15574,21.92623,14.344262
"013","5am",20.90323,12.516129,33.41935,26.32258,6.83871
"014","5am",18.94273,9.985316,29.36858,28.92805,12.77533
"015","5am",25.43605,4.360465,29.65116,29.36047,11.19186
"016","5am",18.32761,11.569301,31.50057,31.72967,6.872852
"017","5am",17.63804,10.429448,34.35583,25.6135,11.96319
"018","5am",20.06981,11.692845,29.84293,24.60733,13.787086
"019","5am",19.27224,10.916442,29.11051,30.18868,10.512129
"020","5am",19.5122,8.993902,31.09756,26.06707,14.329268
"021","5am",23.09985,22.801788,29.95529,18.92697,5.216095
"022","5am",18.80597,14.776119,33.8806,26.86567,5.671642
"023","5am",19.11988,21.85129,33.68741,20.33384,5.007587
"024","5am",20.18779,20.500782,35.52426,19.40532,4.381847
"025","5am",22.13622,22.136223,32.35294,18.73065,4.643963
"026","5am",23.38462,11.076923,28.15385,23.07692,14.307692
"027","5am",22.04214,24.959481,29.01135,19.1248,4.862237
"028","5am",24.70414,11.982249,28.10651,20.11834,15.088757
"029","5am",26.74772,12.158055,23.40426,19.45289,18.237082
"001","6am",31.61398,36.605657,12.97837,13.97671,4.825291
"002","6am",29.60526,37.993421,18.91447,11.67763,1.809211
"003","6am",37.4462,31.850789,17.934,10.90387,1.865136
"004","6am",25.61118,16.647264,17.46217,23.16647,17.112922
"005","6am",30.76923,31.914894,18.8216,15.05728,3.436989
"006","6am",28.31858,36.106195,21.41593,11.32743,2.831858
"007","6am",22.55556,28,26.55556,17.66667,5.222222
"008","6am",24.8494,13.855422,25.90361,23.94578,11.445783
"009","6am",37.34266,25.734266,24.33566,10.20979,2.377622
"010","6am",59.27152,12.334437,13.32781,10.76159,4.304636
"011","6am",25.96273,15.279503,28.57143,22.85714,7.329193
"012","6am",26.1811,14.173228,23.52362,22.24409,13.877953
"013","6am",22.10526,12.763158,32.76316,25.65789,6.710526
"014","6am",19.09233,10.328638,29.73396,28.79499,12.050078
"015","6am",24.49298,4.524181,29.79719,29.48518,11.700468
"016","6am",18.81785,12.183353,31.00121,31.48372,6.513872
"017","6am",17.69481,10.876623,35.22727,25,11.201299
"018","6am",19.78022,12.637363,30.21978,23.62637,13.736264
"019","6am",19.06117,11.379801,29.87198,29.30299,10.384068
"020","6am",19.80198,9.735974,31.68317,24.91749,13.861386
"021","6am",23.05246,24.165342,30.52464,17.80604,4.45151
"022","6am",19.13876,15.789474,33.65231,25.51834,5.901116
"023","6am",19.03172,22.704508,33.22204,19.6995,5.342237
"024","6am",20.64846,20.477816,35.66553,18.94198,4.266212
"025","6am",22.20421,22.690438,31.11831,18.96272,5.024311
"026","6am",23.42488,11.470113,27.46365,23.58643,14.054927
"027","6am",22.09586,25.020309,28.83834,19.57758,4.467912
"028","6am",24.92355,12.232416,27.98165,19.41896,15.443425
"029","6am",22.55319,11.06383,27.87234,22.76596,15.744681
"001","7am",27.37276,31.499312,16.09354,18.019257,7.015131
"002","7am",29.69799,35.738255,19.79866,12.583893,2.181208
"003","7am",38.12405,29.803328,17.70045,12.405446,1.966717
"004","7am",23.9779,15.690608,20,24.751381,15.58011
"005","7am",30.80169,26.863572,19.83122,18.284107,4.219409
"006","7am",29.17466,35.508637,22.64875,10.364683,2.303263
"007","7am",22.2449,26.734694,24.89796,19.183673,6.938776
"008","7am",24.51709,14.561664,26.59733,22.585438,11.738484
"009","7am",37.0915,26.797386,24.18301,9.150327,2.777778
"010","7am",53.81791,11.894273,15.34508,13.656388,5.286344
"011","7am",24.86188,15.359116,27.18232,24.640884,7.955801
"012","7am",26.17587,13.701431,25.15337,22.699387,12.269939
"013","7am",21.98758,13.291925,32.17391,23.229814,9.31677
"014","7am",19.77612,11.380597,30.59701,28.731343,9.514925
"015","7am",26.96177,5.231388,30.38229,26.358149,11.066398
"016","7am",19.64018,14.242879,29.83508,29.085457,7.196402
"017","7am",19.06694,12.373225,37.72819,21.703854,9.127789
"018","7am",19.77273,14.772727,33.18182,21.136364,11.136364
"019","7am",20.35398,13.274336,33.09735,24.955752,8.318584
"020","7am",21.5415,11.857708,30.83004,23.913043,11.857708
"021","7am",22.93729,24.587459,28.87789,18.316832,5.280528
"022","7am",19.81132,16.981132,32.64151,24.90566,5.660377
"023","7am",20.34221,24.714829,30.98859,18.250951,5.703422
"024","7am",22,21.6,34.2,18.2,4
"025","7am",23.03473,24.314442,29.98172,17.915905,4.753199
"026","7am",22.14022,12.915129,28.96679,23.431734,12.546125
"027","7am",22.28571,24,28.65306,20.163265,4.897959
"028","7am",24.48276,13.448276,28.44828,18.103448,15.517241
"029","7am",22.10526,8.721805,27.66917,25.56391,15.93985
"001","8am",24.52632,26.105263,18.84211,20.947368,9.578947
"002","8am",29.34974,34.446397,19.50791,14.059754,2.636204
"003","8am",37.09677,29.354839,17.74194,13.548387,2.258065
"004","8am",23.08489,14.906832,22.56729,26.086957,13.354037
"005","8am",27.40022,23.516721,23.73247,19.7411,5.609493
"006","8am",30.18109,35.211268,22.1328,9.657948,2.816901
"007","8am",20.92575,25.554484,24.6866,20.443587,8.389585
"008","8am",24.49857,15.902579,28.51003,20.200573,10.888252
"009","8am",36.15108,25.719424,23.56115,10.071942,4.496403
"010","8am",49.68625,11.979464,16.37193,15.858528,6.103822
"011","8am",23.48993,14.669223,27.61266,24.256951,9.971237
"012","8am",26.39363,15.13083,26.05233,22.1843,10.238908
"013","8am",22.56586,12.829324,30.01145,22.680412,11.912944
"014","8am",22.60442,12.530713,28.25553,27.518428,9.090909
"015","8am",27.52525,6.818182,32.82828,24.494949,8.333333
"016","8am",19.65812,15.897436,29.74359,28.376068,6.324786
"017","8am",19.36275,13.970588,39.70588,20.588235,6.372549
"018","8am",22.12885,15.966387,31.65266,20.168067,10.084034
"019","8am",20.4793,15.904139,35.72985,22.657952,5.228758
"020","8am",23.82022,12.808989,30.33708,22.921348,10.11236
"021","8am",22.47934,23.636364,28.59504,19.504132,5.785124
"022","8am",21.93548,17.849462,31.6129,24.086022,4.516129
"023","8am",20.16129,23.991935,30.64516,19.153226,6.048387
"024","8am",21.53518,22.17484,35.18124,16.84435,4.264392
"025","8am",23.37398,24.593496,29.26829,18.089431,4.674797
"026","8am",24.50766,12.910284,28.66521,22.97593,10.940919
"027","8am",21.85792,23.34114,27.86885,21.155347,5.776737
"028","8am",24.14487,13.480885,29.17505,17.907445,15.291751
"029","8am",22.38095,9.642857,27.02381,25.357143,15.595238
"001","9am",23.82413,25.46012,19.73415,20.96115,10.02045
"002","9am",29.74453,34.30657,18.61314,14.23358,3.10219
"003","9am",37.71044,28.95623,17.17172,13.63636,2.525253
"004","9am",22.49742,15.68627,23.32301,25.90299,12.590299
"005","9am",27.56813,22.95597,23.16562,20.33543,5.974843
"006","9am",30.24691,34.36214,22.22222,10.49383,2.674897
"007","9am",20.56075,25.98131,25.23364,20.28037,7.943925
"008","9am",24.14773,16.05114,28.69318,20.73864,10.369318
"009","9am",35.44061,25.09579,24.13793,10.91954,4.40613
"010","9am",48.70968,12.15054,17.2043,15.91398,6.021505
"011","9am",22.86957,14.69565,28.34783,23.65217,10.434783
"012","9am",26.51429,16.34286,25.14286,22.51429,9.485714
"013","9am",23.11062,13.36254,29.68237,22.12486,11.719606
"014","9am",21.67102,13.57702,28.98172,27.41514,8.355091
"015","9am",27.24796,6.53951,31.33515,26.703,8.174387
"016","9am",20.06981,15.53229,30.01745,28.44677,5.933682
"017","9am",20.15113,14.60957,39.79849,19.39547,6.04534
"018","9am",22.54335,15.60694,31.50289,20.80925,9.537572
"019","9am",20.27335,15.26196,36.90205,22.09567,5.46697
"020","9am",24.20538,13.44743,28.60636,23.22738,10.513447
"021","9am",22.70451,23.20534,29.04841,19.36561,5.676127
"022","9am",21.81818,17.04545,32.27273,23.86364,5
"023","9am",20.40404,24.24242,29.29293,19.59596,6.464646
"024","9am",21.55556,21.33333,36.44444,16.22222,4.444444
"025","9am",23.36842,25.47368,28.84211,17.68421,4.631579
"026","9am",24.7619,13.57143,28.57143,22.14286,10.952381
"027","9am",22.0679,22.68519,27.70062,20.98765,6.558642
"028","9am",23.78947,14.94737,28.84211,18.52632,13.894737
"029","9am",21.47505,10.52061,26.13883,26.24729,15.618221
"001","10am",23.78049,24.288618,20.73171,21.138211,10.060976
"002","10am",29.78339,33.754513,19.31408,13.898917,3.249097
"003","10am",37.32877,28.253425,17.63699,14.383562,2.39726
"004","10am",22.22222,15.618449,23.27044,25.471698,13.417191
"005","10am",27.28216,22.717842,23.65145,20.850622,5.497925
"006","10am",29.46058,36.929461,21.36929,9.543568,2.697095
"007","10am",20.67989,25.684608,25.21246,20.113314,8.309726
"008","10am",24.24242,15.440115,28.28283,21.067821,10.966811
"009","10am",34.45545,25.940594,24.15842,10.891089,4.554455
"010","10am",49.06267,11.837172,17.30048,15.693626,6.106052
"011","10am",23.19801,14.333057,28.74896,24.109362,9.610605
"012","10am",26.21469,16.271186,26.66667,21.694915,9.152542
"013","10am",22.71762,13.163482,29.83015,22.505308,11.783439
"014","10am",22.02073,13.989637,29.01554,26.943005,8.031088
"015","10am",26.55367,6.779661,31.07345,27.118644,8.474576
"016","10am",21.14695,15.770609,27.77778,28.673835,6.630824
"017","10am",19.33842,15.012723,41.47583,19.083969,5.089059
"018","10am",22.05438,16.314199,31.72205,19.939577,9.969789
"019","10am",20,15.909091,35.90909,23.409091,4.772727
"020","10am",23.89163,14.285714,30.04926,22.660099,9.1133
"021","10am",23.42954,23.7691,27.50424,19.694397,5.602716
"022","10am",21.62791,18.139535,31.16279,23.953488,5.116279
"023","10am",20.1232,23.819302,30.1848,19.712526,6.160164
"024","10am",22.42991,21.495327,36.21495,15.420561,4.439252
"025","10am",24.68354,24.894515,28.05907,17.510549,4.852321
"026","10am",24.88263,12.441315,28.87324,22.535211,11.267606
"027","10am",21.73913,23.059006,27.40683,21.506211,6.28882
"028","10am",24.197,14.561028,28.90792,17.773019,14.561028
"029","10am",21.7801,10.575916,25.44503,26.701571,15.497382
"001","11am",23.21063,25.35787,20.4499,20.858896,10.122699
"002","11am",29.18919,33.69369,19.0991,14.414414,3.603604
"003","11am",36.36364,28.95623,17.84512,13.973064,2.861953
"004","11am",22.67932,14.76793,22.99578,26.160338,13.396624
"005","11am",28.19706,22.22222,23.89937,20.230608,5.450734
"006","11am",28.78151,36.13445,22.47899,10.084034,2.521008
"007","11am",19.82592,25.24178,25.62863,20.889749,8.413926
"008","11am",23.74821,15.45064,27.897,21.745351,11.158798
"009","11am",36.71128,25.0478,24.09178,9.942639,4.206501
"010","11am",48.61488,11.89571,17.43618,15.643672,6.40956
"011","11am",22.52836,14.58671,28.52512,24.473258,9.886548
"012","11am",26.64437,15.4961,26.86734,21.516165,9.476031
"013","11am",22.35294,13.36898,29.83957,22.780749,11.657754
"014","11am",22.44898,13.26531,29.59184,26.27551,8.418367
"015","11am",28.28571,6,30.28571,26.857143,8.571429
"016","11am",20.40073,16.39344,28.23315,28.59745,6.375228
"017","11am",18.76607,14.91003,40.87404,19.537275,5.912596
"018","11am",22.8739,15.83578,31.08504,21.11437,9.090909
"019","11am",19.49541,15.82569,36.69725,22.477064,5.504587
"020","11am",24.3309,14.11192,28.95377,23.114355,9.489051
"021","11am",23.50993,24.00662,28.1457,19.039735,5.298013
"022","11am",22.7991,17.83296,30.92551,23.024831,5.417607
"023","11am",20.16129,25.20161,29.6371,18.951613,6.048387
"024","11am",21.57773,22.27378,35.49884,16.241299,4.408353
"025","11am",24.89627,24.48133,29.46058,17.012448,4.149378
"026","11am",25.76112,12.41218,29.97658,22.482436,9.367681
"027","11am",21.43975,23.55243,27.46479,21.283255,6.259781
"028","11am",24.73573,14.1649,28.54123,18.604651,13.953488
"029","11am",21.40641,10.44467,26.37022,26.163392,15.615305
"001","12am",23.17597,25.214592,20.92275,21.56652,9.120172
"002","12am",29.31937,34.380454,18.49913,14.48517,3.315881
"003","12am",37.15753,28.253425,17.29452,14.21233,3.082192
"004","12am",21.875,16.145833,22.70833,25.83333,13.4375
"005","12am",28.20785,21.95122,23.43584,20.4666,5.938494
"006","12am",28.48101,35.021097,22.1519,12.02532,2.320675
"007","12am",20.4611,25.072046,26.32085,20.36503,7.78098
"008","12am",23.77522,15.129683,28.24207,21.46974,11.383285
"009","12am",35.02825,26.177024,24.85876,10.16949,3.766478
"010","12am",49.15161,11.713191,17.13191,15.65408,6.349206
"011","12am",23.74101,16.227018,26.13909,23.98082,9.91207
"012","12am",26.72707,14.949037,26.84032,22.08381,9.399773
"013","12am",21.99787,13.071201,30.49947,22.74176,11.689692
"014","12am",21.88295,12.468193,29.51654,27.48092,8.651399
"015","12am",27.79292,5.722071,29.97275,27.52044,8.991826
