"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",35.21368,29.57265,5.2991453,23.76068,6.153846
"002","4am",36.64495,23.941368,6.8403909,24.7557,7.81759
"003","4am",32.67045,32.954545,3.8352273,24.28977,6.25
"004","4am",44.06365,19.094247,2.6927785,29.62056,4.528764
"005","4am",33.70253,26.582278,5.3797468,28.16456,6.170886
"006","4am",38.13421,15.548282,3.1096563,36.49755,6.710311
"007","4am",43.28018,14.578588,2.3917995,34.28246,5.46697
"008","4am",47.37631,17.091454,2.8485757,27.58621,5.097451
"009","4am",38.75661,32.936508,3.5714286,18.91534,5.820106
"010","4am",25.1269,52.791878,1.5228426,17.59729,2.961083
"011","4am",41.96891,12.435233,1.4248705,39.76684,4.404145
"012","4am",42.87179,17.333333,1.7435897,34.87179,3.179487
"013","4am",60.49223,14.896373,1.8134715,18.52332,4.274611
"014","4am",54.97835,15.295815,0.7215007,24.38672,4.617605
"015","4am",61.36364,15.198864,1.1363636,18.03977,4.261364
"016","4am",59.2,14.628571,1.1428571,21.71429,3.314286
"017","4am",59.27602,12.518854,2.2624434,20.96531,4.977376
"018","4am",60.75731,7.917384,1.5490534,25.47332,4.302926
"019","4am",63.68421,11.842105,1.4473684,18.02632,5
"020","4am",52.33786,10.105581,3.3182504,28.20513,6.033183
"021","4am",53.03704,9.925926,2.2222222,28.14815,6.666667
"022","4am",59.79532,10.526316,2.3391813,22.66082,4.678363
"023","4am",57.89474,8.77193,2.9239766,24.8538,5.555556
"024","4am",56.50842,8.269525,3.0627871,26.33997,5.819296
"025","4am",58.14307,10.65449,2.283105,23.59209,5.327245
"026","4am",53.99698,8.597285,3.0165913,30.92006,3.46908
"027","4am",45.3451,8.346709,4.2536116,35.47352,6.581059
"028","4am",48.75912,8.905109,2.189781,35.18248,4.963504
"029","4am",49.01961,20.588235,0.9803922,26.14379,3.267974
"001","5am",35.48387,29.541596,5.2631579,23.59932,6.112054
"002","5am",37.19807,23.832528,6.763285,24.47665,7.729469
"003","5am",32.57468,33.001422,3.8406828,24.32432,6.25889
"004","5am",44.00978,19.070905,2.6894866,29.7066,4.523227
"005","5am",32.9053,27.287319,5.2969502,28.2504,6.260032
"006","5am",37.31343,15.754561,3.1509121,36.98176,6.799337
"007","5am",43.35982,14.528944,2.3836549,34.27923,5.448354
"008","5am",47.28916,17.168675,2.8614458,27.56024,5.120482
