"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",1931.52,2233.32,714.26,734.38,271.62
"002","4am",1820.86,2394.28,1126.72,734.38,100.6
"003","4am",2635.72,2273.56,1237.38,794.74,140.84
"004","4am",2162.9,1368.16,1428.52,1790.68,1468.76
"005","4am",1901.34,2082.42,1207.2,945.64,221.32
"006","4am",1659.9,2172.96,1408.4,724.32,181.08
"007","4am",2001.94,2515,2323.86,1559.3,432.58
"008","4am",1740.38,865.16,1710.2,1629.72,764.56
"009","4am",2736.32,1971.76,1951.64,764.56,181.08
"010","4am",7132.54,1418.46,1599.54,1277.62,462.76
"011","4am",2072.36,1166.96,2142.78,1790.68,593.54
"012","4am",2555.24,1408.4,2293.68,2152.84,1398.34
"013","4am",1629.72,985.88,2575.36,2052.24,523.12
"014","4am",1327.92,694.14,2072.36,1981.82,895.34
"015","4am",1810.8,301.8,2082.42,2072.36,814.86
"016","4am",1599.54,1036.18,2746.38,2816.8,603.6
"017","4am",1156.9,704.2,2303.74,1710.2,794.74
"018","4am",1177.02,684.08,1740.38,1438.58,804.8
"019","4am",1458.7,804.8,2233.32,2323.86,824.92
"020","4am",1297.74,583.48,2082.42,1750.44,955.7
"021","4am",1569.36,1529.12,2072.36,1257.5,362.16
"022","4am",1287.68,995.94,2354.04,1851.04,392.34
"023","4am",1287.68,1478.82,2343.98,1448.64,321.92
"024","4am",1348.04,1317.86,2343.98,1267.56,291.74
"025","4am",1458.7,1428.52,2172.96,1247.44,301.8
"026","4am",1549.24,714.26,1891.28,1559.3,955.7
"027","4am",2736.32,3128.66,3611.54,2454.64,603.6
"028","4am",1720.26,824.92,1891.28,1398.34,1056.3
"029","4am",824.92,392.34,714.26,573.42,573.42
"001","5am",1941.58,2233.32,724.32,754.5,271.62
"002","5am",1840.98,2384.22,1146.84,764.56,110.66
"003","5am",2635.72,2273.56,1267.56,764.56,130.78
"004","5am",2203.14,1358.1,1428.52,1770.56,1468.76
"005","5am",1871.16,2032.12,1207.2,945.64,211.26
"006","5am",1659.9,2172.96,1348.04,714.26,171.02
"007","5am",1971.76,2525.06,2354.04,1569.36,442.64
"008","5am",1690.08,875.22,1730.32,1619.66,764.56
"009","5am",2706.14,1961.7,1861.1,754.5,181.08
"010","5am",7112.42,1418.46,1609.6,1267.56,462.76
"011","5am",2072.36,1187.08,2193.08,1871.16,603.6
"012","5am",2585.42,1398.34,2273.56,2152.84,1408.4
"013","5am",1629.72,975.82,2605.54,2052.24,533.18
"014","5am",1297.74,684.08,2012,1981.82,875.22
"015","5am",1760.5,301.8,2052.24,2032.12,774.62
"016","5am",1609.6,1016.06,2766.5,2786.62,603.6
"017","5am",1156.9,684.08,2253.44,1680.02,784.68
"018","5am",1156.9,674.02,1720.26,1418.46,794.74
"019","5am",1438.58,814.86,2172.96,2253.44,784.68
