"district","hour","resarea1","resarea2","resarea3"
"001","4am",73.72427,0,4056.86672
"002","4am",0,0,9180.12176
"003","4am",0,72.7035,9227.05013
"004","4am",40.6917,72.7035,4882.14725
"005","4am",43.2703,0,8435.87132
"006","4am",0,0,7997.15887
"007","4am",0,0,4672.83232
"008","4am",0,0,4713.60205
"009","4am",0,0,7434.86281
"010","4am",76.37002,0,5366.90501
"011","4am",0,0,5917.88606
"012","4am",0,158.951,6622.14204
"013","4am",0,0,2884.53583
"014","4am",173.20022,113.19929,3785.45382
"015","4am",0,0,3582.62745
"016","4am",0,0,4227.53018
"017","4am",0,0,4394.50444
"018","4am",56.00602,0,4750.91083
"019","4am",280.5569,0,3367.7101
"020","4am",157.11609,46.88009,4438.88417
"021","4am",7681.72473,0,0
"022","4am",0,10630.60656,0
"023","4am",6330.57953,0,0
"024","4am",9163.55058,0,0
"025","4am",9934.49128,0,0
"026","4am",7196.72391,0,0
"027","4am",9388.03888,0,0
"028","4am",51.81525,6663.88607,0
"029","4am",9524.65506,0,0
"030","4am",10876.18543,0,77.30381
"031","4am",10050.22837,0,0
"001","5am",73.72427,0,4042.40574
"002","5am",0,0,8990.17436
"003","5am",0,113.83965,9190.98375
"004","5am",40.6917,72.7035,4839.28531
"005","5am",43.2703,0,8270.684
"006","5am",0,0,7997.15887
"007","5am",64.90199,0,4691.62214
"008","5am",0,0,4635.31529
"009","5am",0,48.29402,7200.83207
"010","5am",76.37002,0,5355.33302
"011","5am",0,0,5756.59377
"012","5am",0,158.951,6455.11359
"013","5am",0,0,2820.67245
"014","5am",359.27219,113.19929,4126.82897
"015","5am",0,0,3619.00065
"016","5am",0,0,4172.70179
"017","5am",0,72.7035,4355.33978
"018","5am",56.00602,0,4616.38421
"019","5am",331.17263,128.51587,3527.08202
"020","5am",436.74609,46.88009,4560.48577
"021","5am",7440.27975,0,0
"022","5am",0,10557.90306,66.16152
"023","5am",6247.91068,0,0
"024","5am",9230.76145,0,0
"025","5am",9675.93803,0,41.83729
"026","5am",6953.45946,0,0
"027","5am",9312.76349,0,0
"028","5am",127.09064,6439.2975,0
"029","5am",9374.44134,0,27.4024
"030","5am",10672.45497,0,112.24288
"031","5am",10050.22837,0,0
"001","6am",73.72427,0,4056.89276
"002","6am",182.7257,0,8439.11884
"003","6am",75.27539,113.83965,9115.40472
"004","6am",40.6917,72.7035,4732.76212
"005","6am",43.2703,0,8080.23695
"006","6am",135.50211,0,7777.94935
"007","6am",186.00349,0,4671.53
"008","6am",0,0,4607.91048
"009","6am",0,48.29402,6995.96103
"010","6am",76.37002,0,5178.53106
"011","6am",0,72.7035,5605.92019
"012","6am",0,158.951,6217.31966
"013","6am",0,0,2735.14708
"014","6am",567.60648,113.19929,4330.9537
"015","6am",0,0,3396.79957
"016","6am",0,0,3971.09143
"017","6am",0,72.7035,4382.41222
"018","6am",56.00602,0,4386.84841
"019","6am",393.59731,201.21937,3418.97323
"020","6am",436.74609,82.58005,4638.07375
"021","6am",6631.98663,0,0
"022","6am",68.11138,10265.85782,106.0317
"023","6am",6057.81791,0,0
"024","6am",9068.39727,0,30.53016
"025","6am",9208.48167,0,41.83729
"026","6am",6629.2205,0,0
"027","6am",9033.76357,0,0
"028","6am",241.52456,6261.98728,66.62685
"029","6am",9176.51008,0,55.55454
"030","6am",10294.73467,0,222.97623
