"district","hour","act1","act2","act3","act4","act5"
"001","4am",4024.208,106.38259,0,0,0
"002","4am",9069.786,110.33565,0,0,0
"003","4am",9181.974,117.77919,0,0,0
"004","4am",4784.867,210.67591,0,0,0
"005","4am",8479.142,0,0,0,0
"006","4am",7997.159,0,0,0,0
"007","4am",4623.528,0,0,0,49.3047
"008","4am",4678.663,34.93907,0,0,0
"009","4am",7417.755,17.10763,0,0,0
"010","4am",5366.905,0,0,0,76.37002
"011","4am",5868.328,49.55763,0,0,0
"012","4am",6781.093,0,0,0,0
"013","4am",2838.891,31.37641,0,0,0
"014","4am",3631.656,412.57233,0,0,27.62504
"015","4am",3566.268,16.35991,0,0,0
"016","4am",4091.135,136.3952,0,0,0
"017","4am",4339.2,55.30461,0,0,0
"018","4am",4750.911,56.00602,0,0,0
"019","4am",3298.687,349.58022,0,0,0
"020","4am",4357.882,248.5484,0,0,36.44947
"021","4am",7640.752,40.97291,0,0,0
"022","4am",10630.607,0,0,0,0
"023","4am",6202.546,87.84956,0,0,40.18355
"024","4am",8952.8,142.42516,0,0,68.32522
"025","4am",9772.185,162.30646,0,0,0
"026","4am",7196.724,0,0,0,0
"027","4am",9292.234,0,0,0,95.8046
"028","4am",6613.133,50.75308,0,0,51.81525
"029","4am",9524.655,0,0,0,0
"030","4am",10876.185,53.79708,0,0,23.50673
"031","4am",10050.228,0,0,0,0
"001","5am",3947.084,169.04598,0,0,0
"002","5am",8879.839,110.33565,0,0,0
"003","5am",9017.463,287.35996,0,0,0
"004","5am",4704.047,210.67591,0,0,37.95775
"005","5am",8313.954,0,0,0,0
"006","5am",7997.159,0,0,0,0
"007","5am",4535.084,172.13545,0,0,49.3047
"008","5am",4600.376,34.93907,0,0,0
"009","5am",7111.577,137.54919,0,0,0
"010","5am",5304.532,50.80053,0,0,76.37002
"011","5am",5654.216,102.37785,0,0,0
"012","5am",6501.904,25.15553,0,0,0
"013","5am",2757.598,63.074,0,0,0
"014","5am",3614.102,957.57387,0,0,27.62504
"015","5am",3501.755,117.24601,0,0,0
"016","5am",4036.307,136.3952,0,0,0
"017","5am",4263.586,164.45758,0,0,0
"018","5am",4616.384,56.00602,0,0,0
"019","5am",3272.344,714.42701,0,0,0
"020","5am",4330.135,677.52702,0,0,36.44947
"021","5am",7320.362,40.97291,0,0,78.94445
"022","5am",10557.903,66.16152,0,0,0
"023","5am",6119.878,87.84956,0,0,40.18355
"024","5am",8897.979,264.45718,0,0,68.32522
"025","5am",9458.525,259.25042,0,0,0
"026","5am",6953.459,0,0,0,0
"027","5am",9216.959,0,0,0,95.8046
"028","5am",6281.979,232.59392,0,0,51.81525
"029","5am",9374.441,27.4024,0,0,0
"030","5am",10672.455,88.73615,0,0,23.50673
"031","5am",10050.228,0,0,0,0
"001","6am",3863.001,251.99687,0,0,15.61895
"002","6am",8300.128,321.71625,0,0,0
"003","6am",8789.915,514.6049,0,0,0
"004","6am",4574.287,178.12587,0,0,37.95775
"005","6am",8029.122,94.38555,0,0,0
"006","6am",7691.684,181.44271,40.32428,0,0
"007","6am",4454.639,353.58963,0,0,49.3047
"008","6am",4540.634,67.27614,0,0,0
"009","6am",6862.043,182.21159,0,0,0
"010","6am",5085.824,92.70715,0,0,76.37002
"011","6am",5427.948,250.67597,0,0,0
"012","6am",6197.759,178.51151,0,0,0
"013","6am",2672.073,63.074,0,0,0
"014","6am",3269.882,1460.06229,93.69782,0,138.87542
"015","6am",3279.554,117.24601,0,0,0
"016","6am",3834.696,136.3952,0,0,0
"017","6am",4249.144,164.45758,0,0,41.51439
"018","6am",4386.848,56.00602,0,0,0
"019","6am",3032.853,943.66431,23.26689,0,0
"020","6am",4255.605,874.99827,0,0,26.7971
"021","6am",6404.493,227.49356,0,0,0
"022","6am",10100.277,339.72424,0,0,0
"023","6am",5929.785,87.84956,0,0,40.18355
"024","6am",8484.699,545.903,0,0,68.32522
"025","6am",8900.791,349.52833,0,0,0
"026","6am",6420.909,208.3119,0,0,0
"027","6am",8937.959,0,0,0,95.8046
"028","6am",6104.669,347.02784,0,0,118.4421
"029","6am",8954.355,249.55773,0,0,0
"030","6am",10197.678,296.52647,0,0,23.50673
"031","6am",9577.161,73.72427,0,0,70.42148
"001","7am",3360.927,466.0872,0,0,15.61895
"002","7am",7565.459,403.1626,550.60791,30.70728,26.2924
"003","7am",6970.738,1987.8138,1758.65899,85.10356,0
"004","7am",4004.247,703.7875,322.12117,0,37.95775
"005","7am",7346.241,541.4835,568.0237,0,88.70471
"006","7am",5500.335,210.9696,40.32428,0,64.44526
"007","7am",3191.007,837.9118,106.1521,0,87.37344
"008","7am",4098.545,313.1739,36.02413,0,0
"009","7am",5857.281,788.1917,604.01877,0,27.16387
"010","7am",4486.48,723.0682,28.77541,0,97.71255
"011","7am",4541.248,722.2109,314.12448,0,26.62772
"012","7am",5679.911,462.9142,14.33163,0,0
"013","7am",2277.681,296.1394,0,0,0
"014","7am",2460.656,3462.7587,1247.49788,23.95107,138.87542
"015","7am",2572.843,400.9705,0,0,0
"016","7am",2858.724,353.5454,0,0,0
"017","7am",3315.493,486.466,0,40.67506,41.51439
"018","7am",3178.525,294.8531,0,0,0
"019","7am",2295.142,1785.159,262.37353,0,0
"020","7am",3354.022,2939.1282,186.23399,67.52545,0
"021","7am",5237.034,241.7623,0,0,27.62504
"022","7am",7922.878,751.9075,145.18548,0,73.93474
"023","7am",4720.305,535.3719,39.33864,0,127.44963
"024","7am",7131.193,875.9148,0,0,114.2207
"025","7am",6936.225,673.6201,40.32428,0,0
"026","7am",4537.175,756.0323,0,0,0
"027","7am",6914.995,168.8464,20.77393,0,193.57205
"028","7am",4938.667,1241.5667,25.96175,0,166.43103
"029","7am",6894.655,544.7784,283.08591,0,0
"030","7am",7868.586,1812.9013,0,206.64511,47.4578
"031","7am",8203.926,630.5688,0,0,26.2924
"001","8am",2512.085,1836.6186,31.65401,276.3886,399.40489
"002","8am",6339.552,1071.921,1364.25058,18.07755,147.49664
"003","8am",5428.743,3779.1118,2591.86142,62.93204,804.90353
"004","8am",2802.596,1316.6434,673.25362,54.50186,377.76839
"005","8am",5589.61,897.4686,723.80894,0,175.34128
"006","8am",4335.804,490.8102,54.65591,0,13.35052
"007","8am",2742.949,1532.0223,227.06841,21.51453,145.46751
"008","8am",3676.522,767.5443,123.47797,66.16152,118.63393
"009","8am",4439.3,1164.6268,872.55707,104.9988,54.1944
"010","8am",3982.408,962.059,162.72278,34.01225,177.93005
"011","8am",3604.092,1121.5702,401.11714,0,52.92251
"012","8am",4823.761,703.6726,82.65685,40.92245,84.81607
"013","8am",1938.618,622.9666,0,0,0
"014","8am",2133.445,5984.8714,1697.30753,68.39398,515.91671
"015","8am",2105.509,560.442,0,50.34537,110.45157
"016","8am",2224.458,353.5454,90.19787,36.517,0
"017","8am",2305.854,605.2989,0,0,19.7643
"018","8am",2706.767,391.1094,0,63.40438,42.29119
"019","8am",2102.401,2386.5664,386.13039,153.20373,97.12978
"020","8am",2728.057,5480.6328,486.34709,440.3326,474.39779
"021","8am",4065.647,529.7724,0,55.25008,150.52655
"022","8am",6336.348,1146.2602,582.62278,40.97291,64.92665
"023","8am",4113.489,707.6947,39.33864,0,43.63304
"024","8am",5696.896,1310.8685,0,307.72739,248.60214
"025","8am",5796.17,897.5707,96.70523,90.27791,79.88928
"026","8am",3784.483,888.8675,0,0,97.40447
"027","8am",4883.386,537.0621,20.77393,250.8716,228.61302
"028","8am",4111.183,1758.2315,272.98874,55.58172,186.81336
"029","8am",5572.885,704.0964,193.60206,0,34.15943
"030","8am",5519.064,2633.2602,64.13754,162.63341,188.39631
"031","8am",7036.448,1149.0278,0,91.84632,234.24818
"001","9am",2116.95,2195.2954,31.65401,548.23198,997.49895
"002","9am",6114.756,1185.4642,1608.78803,76.67903,297.49047
"003","9am",5222.291,3828.3717,2711.36553,170.97064,1691.64489
"004","9am",2582.247,1511.7312,725.27991,159.73644,366.71142
"005","9am",4979.754,980.9802,723.80894,86.282,326.93882
"006","9am",3758.807,490.8102,54.65591,0,49.3047
"007","9am",2249.623,1604.8776,266.11448,131.8327,205.70158
"008","9am",3258.926,862.7383,123.47797,172.29593,199.58962
"009","9am",4189.476,1308.7073,1056.40839,67.30278,192.34708
"010","9am",3883.836,1031.1665,189.18312,0,253.35865
"011","9am",2788.051,1423.2707,401.11714,152.33174,220.87486
"012","9am",4304.651,733.6896,82.65685,72.28435,203.19908
"013","9am",1500.204,617.24,0,79.72376,56.95136
"014","9am",1796.456,6143.6806,1726.86938,430.17704,781.80352
"015","9am",1756.667,642.9529,0,236.50168,227.13839
"016","9am",2103.813,421.9425,90.19787,0,0
"017","9am",1955.386,661.1055,0,60.38941,0
"018","9am",2381.268,430.7458,0,44.54858,22.27429
"019","9am",1814.463,2266.8184,386.13039,246.06368,350.50817
"020","9am",2456.54,6640.9483,486.34709,2522.35431,1048.20028
"021","9am",4053.845,417.3946,0,45.30696,282.98492
"022","9am",5681.921,1121.432,582.62278,27.62504,319.57974
"023","9am",3294.153,774.7944,39.33864,43.63304,215.97481
"024","9am",5287.431,1232.6351,0,286.49356,134.38144
"025","9am",5236.199,800.1663,96.70523,249.86434,139.63154
"026","9am",2957.24,889.9294,0,112.42121,261.98144
