"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",4.906468,11.426113,30.62872,27.214624,25.824076
"002","4am",7.624754,27.946875,36.63911,18.710917,9.078347
"003","4am",14.682672,14.645827,29.21412,29.985062,11.472324
"004","4am",9.111198,14.393227,30.36916,24.663845,21.462567
"005","4am",14.344595,15.353132,22.52762,29.010342,18.764309
"006","4am",4.558161,6.43937,26.95193,27.679918,34.370618
"007","4am",4.701139,17.683446,30.99542,32.17841,14.441585
"008","4am",22.432206,41.805244,25.48279,9.141545,1.13821
"009","4am",13.358729,17.436906,37.29966,16.085599,15.819102
"010","4am",19.274145,25.529054,32.31146,13.311036,9.574308
"011","4am",7.80749,23.812826,30.14006,22.949619,15.290007
"012","4am",27.507587,43.373796,18.59134,8.376181,2.151094
"013","4am",29.579295,31.774184,20.52798,12.956854,5.161686
"014","4am",6.828026,25.244676,36.11398,20.612933,11.200381
"015","4am",3.754856,14.567847,31.27453,31.565614,18.837152
"016","4am",2.396485,8.099826,25.8575,37.248747,26.397437
"017","4am",2.117721,16.039442,24.32062,32.43582,25.086401
"018","4am",12.718685,23.861718,33.08917,26.768499,3.561923
"019","4am",6.523371,23.201255,48.86029,13.966551,7.448531
"020","4am",4.808856,21.695097,42.7378,22.591525,8.166717
"021","4am",7.063728,24.567581,38.49951,21.528447,8.340732
"022","4am",4.199013,20.376886,41.33658,27.927611,6.159911
"023","4am",2.686699,13.856249,22.11398,41.010838,20.332238
"024","4am",8.351835,8.92267,36.27423,32.498832,13.952429
"025","4am",3.297195,20.958823,34.27307,31.217967,10.252948
"026","4am",2.100387,18.928942,36.96326,29.61345,12.393965
"027","4am",7.74646,17.574574,29.99124,33.061418,11.626312
"028","4am",9.965726,14.124091,33.49827,36.119964,6.291953
"029","4am",1.778086,13.768488,39.7454,36.046054,8.661975
"030","4am",5.323419,21.572167,27.43933,30.277135,15.387952
"031","4am",10.018845,31.122557,23.79793,26.003619,9.057048
"001","5am",4.927821,11.475839,31.30043,27.333062,24.962849
"002","5am",7.807595,26.219048,37.51771,19.159603,9.296045
"003","5am",14.673823,14.389682,30.23983,29.231259,11.465411
"004","5am",9.201234,14.535458,29.68108,24.907569,21.674657
"005","5am",14.646785,15.676568,21.71559,28.801449,19.159607
"006","5am",4.558161,6.43937,26.95193,27.679918,34.370618
"007","5am",4.608859,17.55836,32.1279,31.546771,14.158107
"008","5am",22.845611,40.732767,25.95242,9.310015,1.159186
