"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",163.7427,381.3217,1022.167,908.2289,861.82243
"002","4am",618.44785,2266.7858,2971.8173,1517.6524,736.34951
"003","4am",1234.44397,1231.3463,2456.1735,2520.9907,964.53438
"004","4am",399.09799,630.4668,1330.261,1080.3508,940.12523
"005","4am",1148.49102,1229.2389,1803.6599,2322.6949,1502.35267
"006","4am",328.1532,463.5861,1940.3359,1992.7454,2474.42537
"007","4am",196.50429,739.1556,1295.5867,1345.0349,603.64809
"008","4am",970.48077,1808.6133,1102.4579,395.4891,49.24219
"009","4am",913.4704,1192.3364,2550.5525,1099.9339,1081.7108
"010","4am",958.62748,1269.7244,1607.057,662.0436,476.19203
"011","4am",412.46099,1258.005,1592.2656,1212.4027,807.75398
"012","4am",1661.78081,2620.2859,1123.1351,506.0196,129.9513
"013","4am",751.40897,807.1662,521.4765,329.1457,131.12339
"014","4am",237.14058,876.7596,1254.2559,715.897,388.99457
"015","4am",125.99201,488.8156,1049.3986,1059.1657,632.06963
"016","4am",90.62438,306.2992,977.8153,1408.5813,998.23321
"017","4am",86.83347,657.6694,997.2246,1329.9744,1028.62425
"018","4am",563.51882,1057.2262,1466.0613,1186.0151,157.8159
"019","4am",232.62043,827.3462,1742.3357,498.0408,265.6112
"020","4am",203.84872,919.661,1811.6671,957.6609,346.18936
"021","4am",503.43637,1750.9472,2743.8847,1534.3461,594.44929
"022","4am",395.03986,1917.0414,3888.9128,2627.4077,579.51963
"023","4am",159.45442,822.3623,1312.4549,2433.9753,1206.70943
"024","4am",694.24884,741.6997,3015.307,2701.4755,1159.80001
"025","4am",302.14146,1920.5807,3140.6433,2860.6865,939.53816
"026","4am",141.7729,1277.6746,2494.9632,1998.8626,836.5737
"027","4am",660.40592,1498.2784,2556.8313,2818.5723,991.17346
"028","4am",618.01922,875.898,2077.3773,2239.9605,390.19211
"029","4am",159.90114,1238.1839,3574.2567,3241.5791,778.96117
"030","4am",535.56444,2170.2753,2760.5428,3046.0416,1548.11022
"031","4am",951.84426,2956.8106,2260.9315,2470.4839,860.46834
"001","5am",163.7427,381.3217,1040.0575,908.2289,829.47096
"002","5am",618.44785,2076.8385,2971.8173,1517.6524,736.34951
"003","5am",1234.44397,1210.5405,2543.943,2459.0968,964.53438
