"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",3.014096,37.95547,33.925585,25.1048518
"002","4am",12.844326,52.45677,23.852994,10.8459066
"003","4am",4.683816,53.86832,25.187623,16.2602407
"004","4am",7.472658,52.43269,21.835384,18.2592669
"005","4am",20.090183,32.03162,22.578195,25.2999978
"006","4am",7.041935,41.53651,22.182381,29.2391745
"007","4am",6.27147,48.11951,27.615031,17.9939917
"008","4am",56.920725,32.81574,9.389002,0.8745285
"009","4am",2.743896,51.85189,27.586295,17.8179188
"010","4am",16.915087,48.75243,26.979452,7.3530325
"011","4am",3.399601,47.60259,37.6548,11.3430069
"012","4am",44.967838,43.0949,10.177503,1.7597558
"013","4am",40.68159,47.44993,8.489501,3.3789752
"014","4am",13.870896,65.04977,17.302621,3.7767157
"015","4am",3.99719,51.37338,26.12717,18.5022618
"016","4am",2.237734,42.13623,31.133109,24.4929277
"017","4am",10.922105,38.50127,26.418476,24.1581465
"018","4am",24.879553,57.27309,11.397556,6.4498044
"019","4am",8.634725,61.64881,25.804375,3.9120903
"020","4am",6.005171,57.10712,25.76548,11.1222328
"021","4am",17.28442,63.13027,13.810284,5.7750238
"022","4am",16.528339,55.33576,18.796332,9.3395722
"023","4am",12.410009,47.77425,27.62203,12.1937094
"024","4am",7.727101,57.38537,24.461882,10.4256425
"025","4am",10.60983,58.69215,18.603449,12.0945691
"026","4am",6.558762,56.29803,30.525029,6.618179
"027","4am",10.526783,48.781,30.499091,10.1931259
"028","4am",16.100616,45.77488,21.141031,16.9834751
"029","4am",17.235948,40.2208,33.970998,8.5722515
"030","4am",18.526579,49.05937,25.477281,6.9367744
"031","4am",20.904661,55.89034,16.459175,6.7458214
"001","5am",3.02667,38.11381,33.649941,25.2095822
"002","5am",13.138978,51.36612,24.400188,11.0947145
"003","5am",4.681134,53.43538,25.632557,16.2509311
"004","5am",7.542553,51.98777,22.03962,18.4300535
"005","5am",20.494207,32.6758,21.80403,25.0259669
"006","5am",7.041935,41.53651,22.182381,29.2391745
"007","5am",7.131497,48.85182,26.346137,17.6705482
"008","5am",56.979959,32.58179,9.548832,0.8894156
"009","5am",2.816021,51.52261,27.375096,18.2862698
"010","5am",17.893858,48.85709,26.512301,6.7367478
