"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04";"407.04"
"max";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08";"10990.08"
"4am";"2505.84";"2365.92";"2951.04";"5978.40";"6245.52";"7810.08";"8407.92";"3688.80";"4006.80";"2772.96";"3523.44";"6410.88";"7555.68";"3498.00";"4044.96";"4095.84";"4235.76";"4095.84";"3370.80";"2811.12";"3688.80";"3243.60";"3307.20";"3040.08";"3841.44";"2925.60";"2849.28";"2976.48";" 572.40"
"5am";"2594.88";"2391.36";"2951.04";"5876.64";"6143.76";"7746.48";"8331.60";"3612.48";"3955.92";"2760.24";"3510.72";"6385.44";"7453.92";"3472.56";"4032.24";"3930.48";"4108.56";"4057.68";"3332.64";"2785.68";"3587.04";"3180.00";"3319.92";"2989.20";"3777.84";"2900.16";"2811.12";"2951.04";"1017.60"
"6am";"3243.60";"2416.80";"2925.60";"5813.04";"6016.56";"7784.64";"7873.68";"3612.48";"3625.20";"2658.48";"3167.28";"6054.72";"7059.60";"3396.24";"4630.08";"3650.64";"3879.60";"3726.96";"3027.36";"2671.20";"3307.20";"3065.52";"3116.40";"2798.40";"3459.84";"2709.36";"2722.08";"2772.96";"2493.12"
"7am";"5482.32";"3332.64";"2989.20";"6334.56";"6270.96";"6805.20";"7008.72";"4223.04";"2772.96";"2391.36";"2493.12";"5495.04";"6245.52";"3052.80";"4960.80";"2912.88";"3040.08";"2989.20";"2594.88";"2442.24";"2785.68";"2925.60";"2874.72";"2582.16";"2823.84";"2531.28";"2429.52";"2518.56";"4922.64"
"8am";"6843.36";"4655.52";"2849.28";"6741.60";"6003.84";"6080.16";"6678.00";"4642.80";"2404.08";"2124.24";"2251.44";"5634.96";"5940.24";"3014.64";"4871.76";"2582.16";"2683.92";"2607.60";"2391.36";"2213.28";"2467.68";"2963.76";"2734.80";"2518.56";"2480.40";"2442.24";"2251.44";"2391.36";"6690.72"
"9am";"7250.40";"4719.12";"2722.08";"7161.36";"6169.20";"5749.44";"6639.84";"4591.92";"2238.72";"2035.20";"2251.44";"5851.20";"5940.24";"2976.48";"4846.32";"2544.00";"2760.24";"2378.64";"2302.32";"2136.96";"2454.96";"2785.68";"2645.76";"2505.84";"2340.48";"2429.52";"2187.84";"2327.76";"7250.40"
"10am";"7314.00";"4808.16";"2747.52";"7301.28";"6003.84";"5685.84";"6385.44";"4655.52";"2073.36";"2162.40";"2200.56";"5813.04";"5800.32";"2963.76";"4846.32";"2429.52";"2556.72";"2276.88";"2226.00";"2149.68";"2302.32";"2811.12";"2620.32";"2429.52";"2213.28";"2327.76";"2149.68";"2226.00";"7708.32"
"11am";"7174.08";"4668.24";"2696.64";"7288.56";"6181.92";"5825.76";"6423.60";"4553.76";"2162.40";"2200.56";"2315.04";"5863.92";"5736.72";"2963.76";"4846.32";"2544.00";"2569.44";"2416.80";"2213.28";"2098.80";"2302.32";"2836.56";"2658.48";"2365.92";"2213.28";"2353.20";"2162.40";"2327.76";"7721.04"
"12am";"6843.36";"4617.36";"2734.80";"7148.64";"6042.00";"5889.36";"6410.88";"4439.28";"2353.20";"2162.40";"2289.60";"5698.56";"5876.64";"2912.88";"4871.76";"2505.84";"2696.64";"2467.68";"2251.44";"2124.24";"2327.76";"2823.84";"2645.76";"2442.24";"2315.04";"2289.60";"2175.12";"2327.76";"7759.20"
"1pm";"7288.56";"4770.00";"2785.68";"7517.52";"5774.88";"5736.72";"6232.80";"4426.56";"2187.84";"2226.00";"2213.28";"5800.32";"5736.72";"2951.04";"4859.04";"2480.40";"2671.20";"2404.08";"2149.68";"2022.48";"2315.04";"2709.36";"2582.16";"2365.92";"2111.52";"2276.88";"2124.24";"2365.92";"8077.20"
"2pm";"7390.32";"4591.92";"2582.16";"7339.44";"5889.36";"5634.96";"6258.24";"4706.40";"2162.40";"2073.36";"2480.40";"5851.20";"5520.48";"2925.60";"4846.32";"2607.60";"2785.68";"2429.52";"2162.40";"1997.04";"2289.60";"2836.56";"2467.68";"2454.96";"2111.52";"2327.76";"2136.96";"2429.52";"7988.16"
"3pm";"6563.52";"4006.80";"2633.04";"6996.00";"5711.28";"6054.72";"6703.44";"4413.84";"2340.48";"2289.60";"2442.24";"5711.28";"6042.00";"2951.04";"4782.72";"2887.44";"2963.76";"2645.76";"2340.48";"2111.52";"2467.68";"2887.44";"2404.08";"2582.16";"2340.48";"2327.76";"2213.28";"2505.84";"6741.60"
"4pm";"5138.88";"3650.64";"2658.48";"6487.20";"5724.00";"6588.96";"6957.84";"4261.20";"2772.96";"2353.20";"2862.00";"5952.96";"6817.92";"3154.56";"4146.72";"3332.64";"3408.96";"3180.00";"2645.76";"2302.32";"2811.12";"2887.44";"2544.00";"2734.80";"2823.84";"2429.52";"2391.36";"2607.60";"4223.04"
"5pm";"3599.76";"3065.52";"2709.36";"6385.44";"5927.52";"7135.92";"7377.60";"3879.60";"3230.88";"2429.52";"3065.52";"6156.48";"6754.32";"3180.00";"3968.64";"3688.80";"3676.08";"3637.92";"2760.24";"2531.28";"3205.44";"3040.08";"2607.60";"2862.00";"3269.04";"2569.44";"2505.84";"2785.68";"2480.40"
"6pm";"3523.44";"2887.44";"2823.84";"6334.56";"5673.12";"6919.68";"7848.24";"3905.04";"3396.24";"2416.80";"3141.84";"6296.40";"6830.64";"3167.28";"3917.76";"3676.08";"3866.88";"3866.88";"2811.12";"2658.48";"3256.32";"3065.52";"2620.32";"2862.00";"3307.20";"2582.16";"2569.44";"2734.80";"2353.20"
"7pm";"3587.04";"2823.84";"2951.04";"6258.24";"5813.04";"6970.56";"7810.08";"4184.88";"3396.24";"2518.56";"3256.32";"6283.68";"6690.72";"3154.56";"3866.88";"3701.52";"3866.88";"3828.72";"2823.84";"2683.92";"3307.20";"3040.08";"2645.76";"2887.44";"3281.76";"2582.16";"2544.00";"2683.92";"2238.72"
"8pm";"3180.00";"2709.36";"3027.36";"5927.52";"5902.08";"7199.52";"7822.80";"4095.84";"3408.96";"2505.84";"3307.20";"6232.80";"6868.80";"3116.40";"3828.72";"3828.72";"3981.36";"3917.76";"2887.44";"2696.64";"3383.52";"3052.80";"2671.20";"2938.32";"3370.80";"2594.88";"2620.32";"2722.08";"1933.44"
"9pm";"3027.36";"2505.84";"2963.76";"5838.48";"6016.56";"7428.48";"7848.24";"3726.96";"3612.48";"2454.96";"3370.80";"6105.60";"7059.60";"3205.44";"3854.16";"3930.48";"4108.56";"3968.64";"2963.76";"2683.92";"3485.28";"3027.36";"2722.08";"2951.04";"3536.16";"2620.32";"2633.04";"2785.68";"1551.84"
"10pm";"2696.64";"2429.52";"2849.28";"5774.88";"6118.32";"7530.24";"7848.24";"3701.52";"3714.24";"2493.12";"3434.40";"6169.20";"7339.44";"3218.16";"3917.76";"4019.52";"4134.00";"3930.48";"3001.92";"2709.36";"3510.72";"3078.24";"2760.24";"2976.48";"3625.20";"2633.04";"2633.04";"2823.84";"1132.08"
"11pm";"2582.16";"2327.76";"2849.28";"5660.40";"6156.48";"7632.00";"7848.24";"3612.48";"3752.40";"2607.60";"3447.12";"6092.88";"7339.44";"3281.76";"3943.20";"4006.80";"4197.60";"3943.20";"3040.08";"2696.64";"3510.72";"3065.52";"2772.96";"2989.20";"3726.96";"2683.92";"2620.32";"2849.28";"1004.88"
"12pm";"2544.00";"2264.16";"2849.28";"5673.12";"6169.20";"7619.28";"7950.00";"3587.04";"3765.12";"2658.48";"3447.12";"6105.60";"7326.72";"3294.48";"3943.20";"4032.24";"4223.04";"3943.20";"3040.08";"2696.64";"3536.16";"3052.80";"2772.96";"2989.20";"3765.12";"2683.92";"2620.32";"2849.28";" 814.08"
"1am";"2518.56";"2251.44";"2874.72";"5711.28";"6207.36";"7670.16";"7975.44";"3587.04";"3765.12";"2645.76";"3459.84";"6131.04";"7326.72";"3294.48";"3930.48";"4032.24";"4235.76";"3943.20";"3040.08";"2696.64";"3536.16";"3065.52";"2772.96";"2989.20";"3765.12";"2683.92";"2645.76";"2849.28";" 763.20"
"2am";"2467.68";"2251.44";"2862.00";"5698.56";"6207.36";"7682.88";"7975.44";"3599.76";"3777.84";"2645.76";"3459.84";"6118.32";"7339.44";"3294.48";"3930.48";"4019.52";"4235.76";"3943.20";"3040.08";"2696.64";"3536.16";"3065.52";"2785.68";"2976.48";"3777.84";"2696.64";"2633.04";"2849.28";" 763.20"
"3am";"2454.96";"2226.00";"2862.00";"5711.28";"6232.80";"7670.16";"7975.44";"3599.76";"3777.84";"2645.76";"3447.12";"6105.60";"7352.16";"3294.48";"3943.20";"4019.52";"4235.76";"3943.20";"3040.08";"2696.64";"3548.88";"3065.52";"2785.68";"2976.48";"3765.12";"2696.64";"2633.04";"2836.56";" 763.20"
