"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";" 98.84188";" 98.67576";"100.00000";" 99.69418";"100.00000";" 96.71145";" 99.36053";"100.00000";" 99.37864";" 95.37213";" 99.20656";" 96.52036";"100.00000";" 98.85762";"100.00000";" 99.30546";"100.00000";"100.00000";" 99.32030"
"5am";" 97.25988";" 98.67033";"100.00000";" 96.86565";"100.00000";" 92.56210";" 99.36053";" 99.63990";" 99.37288";" 93.94336";" 99.19314";" 95.80341";" 99.10945";" 96.30439";" 99.39144";" 98.05662";"100.00000";"100.00000";" 98.55549"
"6am";" 93.65782";" 98.20736";" 98.51685";" 95.52298";" 96.79718";" 86.12449";" 97.99817";" 98.89148";" 96.93966";" 91.29708";" 97.87080";" 95.67335";" 96.72027";" 86.05249";" 98.72918";" 94.82639";"100.00000";" 98.66907";" 97.44540"
"7am";"67.83392";"91.46553";"78.73212";"82.65354";"69.77231";"54.68827";"83.93422";"94.58434";"86.07949";"65.65710";"93.84116";"91.72127";"79.58496";"68.28277";"91.82353";"88.63376";"73.06258";"96.09004";"84.68921"
"8am";"43.13510";"81.59015";"61.71480";"64.52179";"48.43100";"31.30955";"66.34509";"83.22824";"75.94174";"43.92584";"81.63756";"85.36688";"56.05402";"51.48653";"83.17423";"71.06378";"60.70749";"83.62428";"62.75801"
"9am";"32.73101";"71.64009";"55.68749";"55.69190";"42.31958";"25.53720";"60.69767";"76.56692";"62.48044";"40.34185";"78.67314";"72.49209";"49.57749";"43.85952";"76.81123";"60.07514";"58.19926";"78.25160";"56.28881"
"10am";"24.94575";"71.75576";"54.57303";"50.64112";"39.88051";"21.49734";"57.54462";"73.17699";"63.72699";"33.89331";"76.55357";"56.99717";"46.17854";"40.53489";"75.21941";"49.26264";"52.23302";"69.53057";"54.70912"
"11am";"30.12012";"76.41676";"62.76363";"59.00146";"49.67865";"25.61606";"61.11018";"79.63634";"71.81164";"32.68962";"77.70868";"68.58647";"50.09338";"45.10592";"84.67848";"57.80820";"54.50931";"78.98399";"58.17500"
"12am";"46.50790";"78.76931";"74.82803";"69.60974";"60.48175";"36.24405";"73.46545";"89.43774";"74.16532";"51.11066";"85.70893";"84.28794";"67.89265";"60.50931";"89.55499";"81.59690";"97.06951";"87.13695";"75.20460"
"1pm";"40.97056";"72.38375";"65.93061";"66.98990";"52.26349";"23.04695";"57.53552";"86.50036";"74.68222";"43.87956";"83.89070";"79.95731";"56.79318";"47.33681";"91.49221";"68.21337";"61.90294";"82.64316";"62.51659"
