"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894"
"max";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135"
"4am";"2529.771";"1474.209";"4568.467";"1483.079";"1261.118";"1503.589";"2053.822";"2664.445";"2239.625";"1671.095";"1697.586";"2531.492";"2299.565";"1420.563";"1152.491"
"5am";"2562.848";"1474.209";"4617.204";"1483.079";"1253.201";"1479.017";"1957.210";"2673.497";"2190.300";"1597.270";"1686.123";"2496.783";"2430.886";"1420.563";"1152.491"
"6am";"2550.378";"1474.209";"4596.093";"1584.558";"1242.646";"1424.507";"1884.750";"2564.417";"2019.574";"1574.844";"1688.217";"2413.883";"2455.442";"1360.552";"1164.961"
"7am";"2987.553";"1838.005";"4601.160";"1563.505";"1087.005";"1369.429";"1679.755";"2712.813";"1615.119";"1359.478";"1610.543";"2007.057";"2135.287";"1018.078";"1026.985"
"8am";"3288.557";"2605.009";"4439.382";"1487.971";" 997.603";"1567.272";"1844.698";"2720.465";"1164.899";" 996.875";"1529.256";"1526.569";"1807.952";" 877.849";" 681.717"
"9am";"3333.905";"2378.381";"4499.864";"1583.131";" 921.330";"1504.496";"1694.746";"3010.061";"1034.067";" 945.655";"1331.005";"1754.628";"1660.418";" 785.760";" 632.212"
"10am";"3264.002";"2250.123";"4199.964";"1698.696";" 844.847";"1665.152";"1767.861";"3028.082";" 964.678";" 947.435";"1297.231";"1724.759";"1716.534";"1187.169";" 609.609"
"11am";"3466.649";"2119.204";"4314.182";"1353.399";" 808.129";"1595.098";"1640.575";"2867.641";"1162.019";" 996.631";"1354.310";"1880.859";"1828.336";" 896.336";" 689.780"
"12am";"3326.082";"1789.232";"4049.487";"1461.659";" 994.055";"1415.737";"1828.979";"2864.152";"1369.180";"1194.513";"1454.505";"2150.899";"1934.447";"1064.779";" 768.192"
"1pm";"3483.814";"2088.976";"4422.707";"1347.117";" 864.293";"1587.736";"1594.932";"2906.660";"1213.463";"1079.530";"1655.708";"1709.470";"1670.922";" 919.640";" 580.711"
"2pm";"3859.128";"2295.132";"4232.991";"1396.387";" 851.670";"1874.445";"1392.115";"2658.263";"1209.578";" 934.329";"1154.546";"1584.077";"1532.725";"1077.729";" 557.378"
"3pm";"3615.182";"2322.060";"4302.673";"1414.978";" 790.575";"1907.235";"1489.410";"2482.252";"1015.732";" 884.180";"1332.073";"1445.265";"1767.817";"1219.360";" 645.003"
"4pm";"3523.480";"2494.186";"3942.350";"1161.335";" 861.412";"1780.588";"1500.256";"2418.586";"1203.791";"1167.372";"1352.624";"1776.974";"1536.079";"1285.968";" 630.717"
"5pm";"3115.150";"2074.839";"4090.431";"1346.357";"1026.214";"1566.196";"1561.408";"2924.673";"1386.368";"1232.451";"1352.661";"2151.397";"1604.881";"1356.149";" 837.895"
"6pm";"2471.344";"1703.113";"3913.427";"1509.927";"1066.272";"1525.221";"2039.090";"2966.819";"1918.216";"1676.293";"1314.638";"2245.313";"2131.059";"1614.352";" 980.096"
"7pm";"2386.631";"1749.593";"4546.097";"1370.555";"1149.165";"1633.637";"2008.657";"2939.241";"2018.414";"1847.235";"1374.877";"2283.795";"2172.082";"1395.884";"1070.731"
"8pm";"2363.655";"1759.657";"4815.978";"1332.648";"1232.289";"1556.414";"1905.195";"2816.327";"2058.664";"1895.944";"1233.350";"2366.344";"2185.965";"1488.509";"1054.912"
"9pm";"2518.162";"1678.869";"4763.483";"1332.648";"1247.940";"1494.503";"1733.005";"2646.531";"2154.335";"1908.222";"1283.457";"2529.878";"2227.918";"1503.714";"1080.914"
"10pm";"2488.595";"1656.940";"4746.611";"1339.372";"1256.428";"1556.414";"1717.276";"2682.815";"2154.335";"1967.474";"1316.768";"2508.966";"2209.716";"1478.889";"1109.708"
"11pm";"2417.589";"1603.953";"4760.807";"1339.282";"1264.916";"1595.581";"1838.775";"2663.525";"2179.495";"1967.474";"1327.675";"2529.466";"2226.742";"1435.710";"1174.200"
"12pm";"2373.731";"1603.953";"4705.223";"1368.822";"1264.916";"1601.623";"1852.697";"2689.569";"2262.151";"1952.426";"1353.216";"2529.466";"2250.636";"1435.710";"1174.200"
"1am";"2562.596";"1453.067";"4516.358";"1404.746";"1264.916";"1601.623";"2003.583";"2689.569";"2262.151";"1952.426";"1353.216";"2529.466";"2250.636";"1435.710";"1174.200"
"2am";"2562.596";"1453.067";"4516.358";"1404.746";"1264.916";"1601.623";"2017.604";"2689.569";"2262.151";"1952.426";"1353.216";"2529.466";"2250.636";"1435.710";"1174.200"
"3am";"2562.596";"1453.067";"4851.135";"1404.746";"1264.916";"1601.623";"2017.604";"2649.298";"2262.151";"1677.585";"1353.216";"2529.466";"2250.636";"1435.710";"1174.200"
