"district","hour","act1","act2","act3","act4","act5"
"001","4am",17637.353,80.963,0,0,72.722
"002","4am",15909.882,110.124,0,0,52.256
"003","4am",11615.257,110.94,0,0,0
"004","4am",8405.301,0,0,0,0
"005","4am",10592.941,323.815,0,0,0
"006","4am",11378.423,579.291,0,0,155.244
"007","4am",11472.393,327.911,0,0,218.824
"008","4am",11654.338,76.026,0,0,0
"009","4am",10170.815,55.984,0,0,0
"010","4am",8363.977,0,0,0,22.761
"011","4am",5955.094,318.146,0,0,0
"012","4am",10746.477,66.913,0,0,94.042
"013","4am",14881.558,241.926,0,0,0
"014","4am",14115.049,39.683,0,0,0
"015","4am",13520.817,183.122,0,0,183.226
"016","4am",10309.36,0,0,0,48.492
"017","4am",14188.938,637.057,102.071,0,142.919
"018","4am",15283.267,164.334,0,0,245.535
"019","4am",4936.361,0,0,0,0
"020","4am",7128.126,57.789,0,0,0
"021","4am",7431.878,0,0,0,0
"022","4am",8503.172,138.717,0,0,98.956
"023","4am",3803.449,0,0,0,0
"024","4am",10346.751,151.137,0,0,0
"025","4am",10436.003,103.411,0,0,0
"026","4am",2724.626,13.19,0,0,0
"027","4am",6348.455,0,0,0,0
"028","4am",5067.106,0,0,0,0
"029","4am",2479.595,37.38,0,0,0
"030","4am",10075.189,274.786,0,0,45.16
"031","4am",1741.754,0,0,0,0
"032","4am",9316.362,97.403,0,0,0
"033","4am",3605.621,63.957,0,0,0
"034","4am",11501.349,316.911,0,0,0
"035","4am",4914.316,32.019,0,0,0
"036","4am",6383.729,0,0,0,0
"037","4am",2799.294,63.905,0,0,0
"038","4am",5469.673,116.79,0,0,0
"039","4am",7218.192,1051.566,0,0,0
"040","4am",4377.614,170.378,0,0,0
"041","4am",7843.778,343.608,0,0,0
"042","4am",6365.617,52.064,0,0,0
"043","4am",5954.959,31.656,0,0,0
"044","4am",3338.224,46.532,0,0,0
"045","4am",8331.164,672.881,0,0,45.935
"046","4am",15229.229,856.714,0,0,0
"047","4am",7194.786,164.171,0,0,0
"048","4am",11005.334,356.404,0,0,0
"049","4am",10434.116,275.939,46.065,0,0
"050","4am",6557.021,142.917,0,0,0
"051","4am",2761.277,0,0,0,0
"052","4am",3966.321,0,0,0,0
"001","5am",17282.221,287.891,0,0,72.722
"002","5am",15619.348,295.144,0,0,52.256
"003","5am",11407.09,658.707,0,0,191.915
"004","5am",8192.795,101.878,0,0,0
"005","5am",10236.458,355.407,0,0,0
"006","5am",10878.39,1261.543,0,0,155.244
"007","5am",11197.474,402.481,0,0,218.824
"008","5am",11360.943,126.19,0,0,0
"009","5am",10050.223,118.614,0,0,0
"010","5am",8217.31,78.973,0,0,22.761
"011","5am",5823.808,263.453,0,0,0
"012","5am",10619.593,90.827,0,0,94.042
"013","5am",14308.978,626.1,0,0,0
"014","5am",13687.376,552.512,0,0,0
"015","5am",13107.502,418.295,0,0,183.226
"016","5am",10111.628,101.69,0,0,48.492
"017","5am",13865.247,1166.795,145.272,0,142.919
"018","5am",14751.349,722.302,0,0,245.535
"019","5am",4670.007,57.123,0,0,0
"020","5am",7065.227,57.789,0,0,0
"021","5am",7388.543,163.805,0,0,0
"022","5am",8135.813,315.627,0,0,98.956
"023","5am",3707.28,0,0,0,0
"024","5am",9785.771,791.822,0,0,0
"025","5am",10191.934,134.634,0,0,0
"026","5am",2551.499,13.19,0,21.796,0
"027","5am",6052.552,34.93,0,0,0
"028","5am",5026.529,0,0,0,0
"029","5am",2415.178,90.32,0,0,0
"030","5am",9845.698,355.807,0,0,45.16
"031","5am",1669.947,20.927,0,0,0
"032","5am",8852.001,222.158,0,0,0
"033","5am",3499.67,63.957,0,0,0
"034","5am",11367.498,353.633,0,0,0
"035","5am",4914.316,32.019,0,0,0
"036","5am",6126.231,88.973,0,0,0
"037","5am",2783.131,80.068,0,0,0
"038","5am",5247.463,298.417,0,0,0
"039","5am",7129.113,1769.967,0,0,0
"040","5am",4311.061,249.9,0,0,0
"041","5am",7843.778,329.629,0,39.683,0
"042","5am",6170.261,91.747,0,0,0
"043","5am",5867.566,66.34,0,0,0
"044","5am",3159.714,46.532,0,0,0
"045","5am",8134.009,900.271,0,0,45.935
"046","5am",14789.39,1044.929,0,0,0
"047","5am",7147.178,322.068,0,0,97.791
"048","5am",10677.884,747.33,0,0,0
"049","5am",10206.053,568.137,46.065,0,0
"050","5am",6298.507,316.654,0,0,0
"051","5am",2742.403,0,0,0,0
"052","5am",3851.911,78.71,0,0,0
"001","6am",16772.416,610.486,0,0,72.722
"002","6am",14664.595,536.51,0,66.913,52.256
"003","6am",10683.458,1175.914,0,0,46.077
"004","6am",7813.277,233.358,0,0,0
"005","6am",9958.356,665.805,0,0,0
"006","6am",10022.031,2238.585,0,50.738,155.244
"007","6am",10711.333,641.887,0,0,218.824
"008","6am",11107.092,292.923,0,19.896,0
"009","6am",9598.273,230.451,0,0,0
"010","6am",7773.823,78.973,58.269,0,22.761
"011","6am",5517.617,744.096,0,36.625,0
"012","6am",10251.795,986.837,64.898,0,94.042
"013","6am",13743.554,1089.04,0,0,0
"014","6am",12505.195,1158.874,0,0,43.845
"015","6am",12595.311,869.766,0,0,259.252
"016","6am",9750.264,283.337,0,0,48.492
"017","6am",12954.814,2170.913,176.065,0,231.761
"018","6am",14295.945,1491.902,0,0,245.535
"019","6am",4250.176,114.246,0,0,0
"020","6am",6576.243,190.555,0,0,0
"021","6am",6704.159,353.156,0,0,0
"022","6am",7823.203,666.6,0,0,139.533
"023","6am",3453.866,416.046,0,0,0
"024","6am",8967.174,1094.131,0,0,133.613
"025","6am",9126.666,403.768,0,0,23.38
"026","6am",2274.939,61.073,0,0,0
"027","6am",5517.508,237.386,0,0,0
"028","6am",4299.187,189.006,0,0,0
"029","6am",2122.379,104.07,0,0,13.75
"030","6am",9221.846,536.706,0,0,45.16
"031","6am",1528.976,20.927,0,0,0
"032","6am",8222.815,321.683,0,0,0
"033","6am",3150.129,172.555,0,18.834,0
"034","6am",10576.522,836.865,81.021,0,0
"035","6am",4521.542,149.762,0,0,0
"036","6am",5477.937,133.688,0,0,0
