"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",8.310408,15.93251,25.54982,33.59304,16.61422
"002","4am",4.721499,22.72192,27.28187,33.93485,11.339861
"003","4am",14.876029,32.20614,26.67899,17.88904,8.349801
"004","4am",7.087818,23.64595,39.75005,25.16182,4.354353
"005","4am",8.017713,19.01497,37.81266,27.57369,7.580969
"006","4am",15.624272,35.7287,34.23738,11.7685,2.641145
"007","4am",8.084578,34.69216,30.9061,21.49971,4.81745
"008","4am",9.076431,33.01201,31.2802,19.09978,7.531588
"009","4am",5.310813,23.03815,24.37293,27.75675,19.521358
"010","4am",7.457626,29.04237,32.24282,19.89115,11.366025
"011","4am",4.549103,44.83928,29.11581,16.11076,5.385048
"012","4am",7.769567,25.98007,28.46295,26.6764,11.111015
"013","4am",7.730559,41.96164,28.74327,19.068,2.49654
"014","4am",5.597097,32.4142,35.72137,21.75502,4.512315
"015","4am",7.516345,28.7627,35.54811,24.18313,3.989715
"016","4am",2.991679,22.2202,32.04804,31.53748,11.202599
"017","4am",2.945626,18.99301,21.54268,35.95409,20.564594
"018","4am",1.502136,23.30534,30.48567,32.08,12.626852
"019","4am",4.23087,20.26402,19.85915,42.47744,13.168517
"020","4am",5.611505,30.07962,28.12923,27.16703,9.012616
"021","4am",6.550039,32.83948,25.45625,25.60689,9.547345
"022","4am",11.951945,34.51292,20.91678,25.69406,6.924295
"023","4am",5.196809,19.53034,24.56758,36.60842,14.096852
"024","4am",10.470626,36.43714,15.93893,30.39716,6.75614
"025","4am",15.396942,29.05653,27.54985,22.85933,5.137351
"026","4am",1.251724,19.22689,23.68896,44.09632,11.736114
"027","4am",3.291069,27.84602,26.71844,31.51434,10.63013
"028","4am",3.687517,32.56989,23.45229,29.79566,10.494644
"029","4am",3.500301,25.54715,23.92483,39.42472,7.602994
"030","4am",4.813804,26.7959,32.58765,23.11402,12.688623
"031","4am",5.163876,18.44892,32.40971,36.03194,7.945558
"032","4am",8.895112,23.29527,35.60714,27.26024,4.942237
"033","4am",2.282756,20.97953,26.25219,36.63908,13.846436
"034","4am",9.157838,22.85517,35.5383,23.9693,8.479395
"035","4am",4.28529,14.88098,37.35408,34.4169,9.062746
"036","4am",2.195133,20.6015,29.0028,33.56011,14.640453
"037","4am",2.377403,16.78863,19.21114,54.70682,6.916005
"038","4am",2.621049,30.25053,25.74916,38.74611,2.633153
"039","4am",2.583831,37.18798,28.05383,17.48914,14.685225
"040","4am",2.860524,18.27041,25.28515,36.80021,16.783707
"041","4am",1.459727,25.44609,31.31791,29.44979,12.326487
"042","4am",5.650983,18.56703,24.21939,37.08843,14.474167
"043","4am",3.358723,20.80035,30.295,39.68507,5.860857
"044","4am",1.191524,10.97092,23.57363,51.11387,13.150067
"045","4am",2.004699,35.55023,22.10277,32.9173,7.425004
"046","4am",3.303961,33.59879,18.49324,33.82261,10.781406
"047","4am",2.081453,27.40251,23.18822,33.57042,13.757406
"048","4am",1.377846,31.89091,23.2599,39.81417,3.657172
"049","4am",6.161795,29.55028,33.4235,27.66778,3.196646
"050","4am",2.960287,27.55601,26.53654,34.77184,8.175319
"051","4am",4.098118,20.11318,25.6374,42.20018,7.951126
"052","4am",6.159782,23.6779,24.26487,34.55193,11.345517
"001","5am",7.081724,15.385301,26.81666,33.93364,16.782672
"002","5am",4.765976,21.447043,27.89119,34.44911,11.446682
"003","5am",15.911027,32.241981,25.37842,18.52582,7.942756
"004","5am",7.190855,23.989696,40.32791,24.07389,4.417653
"005","5am",8.183734,18.241366,38.4763,28.14465,6.953946
"006","5am",15.248728,38.692418,32.11091,11.37028,2.577663
"007","5am",8.229433,35.313759,29.96169,21.41313,5.081983
"008","5am",9.288503,32.697353,31.3858,18.92078,7.707564
"009","5am",5.347208,22.421249,24.53996,28.03645,19.655139
"010","5am",7.526707,28.385079,32.5415,20.07541,11.471311
"011","5am",4.702039,43.879817,30.09465,15.75741,5.566087
"012","5am",7.856143,25.585962,28.34941,26.97366,11.234825
"013","5am",7.835793,41.086308,29.13454,19.87686,2.066495
"014","5am",5.560021,33.025011,34.4689,22.46364,4.482425
"015","5am",7.620338,29.108611,36.03994,23.18619,4.044915
"016","5am",3.021617,21.947113,32.36875,31.34781,11.314707
"017","5am",2.901627,18.241798,23.02189,36.05707,19.777614
"018","5am",1.499364,23.162413,30.13986,32.02079,13.177574
"019","5am",4.433283,19.990291,20.08688,42.4134,13.076154
"020","5am",5.664519,29.41906,28.39498,27.42369,9.097761
"021","5am",6.435403,33.178516,25.01072,25.99511,9.380252
"022","5am",12.236293,32.795511,20.73118,27.14798,7.08903
"023","5am",5.319357,19.99089,24.43355,35.82692,14.429277
