"district","hour","sex1","sex2"
"001","4am",8157.044,9633.994
"002","4am",7240.013,8832.249
"003","4am",5810.96,5915.237
"004","4am",3892.187,4513.114
"005","4am",5073.24,5843.516
"006","4am",5519.835,6593.123
"007","4am",5681.121,6338.007
"008","4am",5061.33,6669.034
"009","4am",4673.926,5552.873
"010","4am",3431.215,4955.523
"011","4am",2626.893,3646.347
"012","4am",4911.087,5996.345
"013","4am",6684.165,8439.319
"014","4am",6382.955,7771.777
"015","4am",6300.775,7586.39
"016","4am",4725.302,5632.55
"017","4am",7107.701,7963.284
"018","4am",7465.118,8228.018
"019","4am",2613.923,2322.438
"020","4am",3367.084,3818.831
"021","4am",3300.44,4131.438
"022","4am",3732.1,5008.745
"023","4am",1786.036,2017.413
"024","4am",5096.233,5401.655
"025","4am",4857.736,5681.678
"026","4am",1405.309,1332.507
"027","4am",3226.545,3121.91
"028","4am",2347.33,2719.776
"029","4am",1206.941,1310.034
"030","4am",4512.824,5882.311
"031","4am",909.975,831.779
"032","4am",4206.985,5206.78
"033","4am",1891.356,1778.222
"034","4am",5495.368,6322.892
"035","4am",2359.321,2587.014
"036","4am",3121.234,3262.495
"037","4am",1599.104,1264.095
"038","4am",2838.862,2747.601
"039","4am",4164.111,4105.647
"040","4am",2113.784,2434.208
"041","4am",4092.024,4095.362
"042","4am",2901.748,3515.933
"043","4am",2593.218,3393.397
"044","4am",1671.788,1712.968
"045","4am",4775.598,4274.382
"046","4am",7940.941,8145.002
"047","4am",3743.405,3615.552
"048","4am",6017.123,5344.615
"049","4am",4797.769,5958.351
"050","4am",3408.011,3291.927
"051","4am",1285.779,1475.498
"052","4am",1949.986,2016.335
"001","5am",7965.129,9677.705
"002","5am",7070.137,8896.611
"003","5am",6274.781,5982.931
"004","5am",3892.187,4402.486
"005","5am",4797.008,5794.857
"006","5am",5729.011,6566.166
"007","5am",5557.248,6279.656
"008","5am",4883.189,6603.944
"009","5am",4584.649,5584.188
"010","5am",3431.215,4887.829
"011","5am",2539.934,3547.327
"012","5am",4808.117,5996.345
"013","5am",6559.983,8375.095
"014","5am",6423.145,7816.743
"015","5am",6214.201,7494.822
"016","5am",4681.516,5580.294
"017","5am",7184.31,8135.923
"018","5am",7482.219,8236.967
"019","5am",2436.284,2290.846
"020","5am",3304.185,3818.831
"021","5am",3420.91,4131.438
"022","5am",3607.497,4942.899
"023","5am",1721.09,1986.19
"024","5am",5245.369,5332.224
"025","5am",4613.667,5712.901
"026","5am",1303.418,1283.067
"027","5am",3103.984,2983.498
"028","5am",2306.753,2719.776
"029","5am",1210.942,1294.556
"030","5am",4514.323,5732.342
"031","5am",884.535,806.339
"032","5am",3867.379,5206.78
"033","5am",1808.166,1755.461
"034","5am",5426.649,6294.482
"035","5am",2359.321,2587.014
"036","5am",2998.206,3216.998
"037","5am",1599.104,1264.095
"038","5am",2835.001,2710.879
"039","5am",4683.979,4215.101
"040","5am",2164.851,2396.11
"041","5am",4152.412,4060.678
"042","5am",2889.367,3372.641
"043","5am",2505.825,3428.081
"044","5am",1493.278,1712.968
"045","5am",4785.856,4294.359
"046","5am",7607.553,8226.766
"047","5am",3951.485,3615.552
"048","5am",6166.068,5344.615
"049","5am",4995.394,5824.861
"050","5am",3414.422,3200.739
"051","5am",1266.905,1475.498
"052","5am",1948.878,1981.743
"001","6am",7805.14,9650.484
"002","6am",6660.935,8659.339
"003","6am",5984.134,5921.315
"004","6am",3630.886,4565.718
"005","6am",4908.082,5785.385
"006","6am",5918.036,6548.562
"007","6am",5318.682,6253.362
"008","6am",4863.187,6556.724
"009","6am",4468.942,5359.782
"010","6am",3274.577,4659.249
"011","6am",2701.106,3597.232
"012","6am",4917.457,6573.849
"013","6am",6527.083,8305.511
"014","6am",6032.988,7674.926
"015","6am",6129.401,7594.928
"016","6am",4660.117,5421.976
"017","6am",6963.926,8569.627
"018","6am",7872.169,8161.213
"019","6am",2193.4,2199.515
"020","6am",3041.286,3725.512
"021","6am",3262.329,3794.986
"022","6am",3615.821,5054.092
"023","6am",1849.893,2020.019
"024","6am",4980.909,5214.009
"025","6am",4045.008,5508.806
"026","6am",1066.135,1269.877
"027","6am",2878.834,2876.06
"028","6am",2041.617,2446.576
"029","6am",1005.827,1234.372
"030","6am",4300.474,5503.238
"031","6am",794.321,791.282
"032","6am",3456.388,5088.11
"033","6am",1642.559,1717.793
"034","6am",5212.769,6281.639
"035","6am",2278.486,2392.818
"036","6am",2533.085,3078.54
"037","6am",1442.427,1222.644
"038","6am",2800.681,2713.318
"039","6am",4914.54,4350.331
"040","6am",2117.63,2358.012
"041","6am",4063.373,4171.287
"042","6am",2589.637,3372.641
"043","6am",2474.169,3277.376
"044","6am",1411.709,1695.561
"045","6am",4480.063,4080.436
"046","6am",7376.139,7838.593
"047","6am",3535.249,3479.704
"048","6am",6170.832,5344.615
"049","6am",4843.748,5763.506
"050","6am",3285.464,3162.027
"051","6am",1153.752,1395.326
"052","6am",1649.48,1834.471
"001","7am",8042.694,9706.733
"002","7am",7562.869,9731.631
"003","7am",6331.313,5678.956
"004","7am",3312.155,4787.938
"005","7am",4249.353,5998.496
"006","7am",8263.052,6697.621
"007","7am",6347.81,6617.476
"008","7am",4512.697,6322.713
"009","7am",4026.549,5437.591
"010","7am",3869.635,4575.039
"011","7am",2825.978,3721.81
"012","7am",4594.064,7394.554
"013","7am",6382.918,7804.6
"014","7am",5248.997,6642.727
"015","7am",6904.184,7574.952
"016","7am",4482.818,4891.196
"017","7am",6473.663,8570.777
"018","7am",7614.54,6791.904
"019","7am",1928.263,1861.073
"020","7am",2897.106,3871.603
"021","7am",2644.708,3415.096
"022","7am",3609.289,5191.064
"023","7am",1500.591,2092.93
"024","7am",4888.996,5115.436
"025","7am",4189.061,5599.581
"026","7am",833.111,987.453
"027","7am",2208.258,2404.118
"028","7am",1515.787,1970.988
"029","7am",835.706,1171.417
"030","7am",3746.072,5113.352
"031","7am",559.711,782.962
"032","7am",3884.178,4570.874
"033","7am",1360.892,1512.357
"034","7am",5112.976,7062.49
"035","7am",1872.588,2066.715
"036","7am",1715.817,2809.393
"037","7am",1246.136,1112
"038","7am",2603.061,2367.591
"039","7am",5810.463,4677.344
"040","7am",1860.703,2172.944
"041","7am",2936.258,3926.136
"042","7am",2097.338,2740.563
"043","7am",2325.846,2727.414
"044","7am",1168.895,1457.734
"045","7am",3965.755,3812.694
"046","7am",6911.723,7140.969
"047","7am",3451.773,3222.753
"048","7am",5820.517,5045.334
"049","7am",4197.528,5621.725
"050","7am",2730.666,2897.102
"051","7am",869.374,1214.23
"052","7am",1269.144,1640.337
"001","8am",8773.198,12394.909
"002","8am",7180.273,10650.704
"003","8am",6061.98,5253.402
"004","8am",3249.778,4363.436
"005","8am",4007.562,6313.293
"006","8am",9191.412,7753.097
"007","8am",7656.065,7496.405
"008","8am",4341.469,6077.283
"009","8am",4404.984,5907.127
"010","8am",3879.306,3852.925
"011","8am",2855.3,4023.482
"012","8am",5092.211,8071.606
"013","8am",6828.444,7854.47
"014","8am",5080.444,6275.968
"015","8am",7283.515,8532.005
"016","8am",3940.39,4379.047
