"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009"
"max";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251"
"4am";"2443.0283";" 993.6795";"1380.3444";" 977.6149";"1326.7220";"1405.9636";" 657.8500";"1412.9598";"1401.4806";"1548.1342";"1642.5817";"1387.3797";" 998.3802";"1095.0322";" 861.6700";" 745.9533";"1169.6719";"1218.7367";" 718.5708";"1288.0639";"1705.7200";" 420.4288";" 518.6652";"1327.8867";"1374.1179";"1250.0802";" 660.8619";" 941.9789";" 893.0513";" 445.6121";"1328.0928";" 696.5510";"1133.1955";" 740.7298";" 700.5127";"1237.3081";"1090.2868";" 576.2810";"1188.0488";"1557.0241";" 952.9374"
"5am";"2443.0283";" 993.6795";"1380.3444";" 977.6149";"1326.7220";"1344.4088";" 657.8500";"1412.9598";"1382.6209";"1548.1342";"1642.5817";"1367.6394";"1078.7947";"1095.0322";" 879.7623";" 745.9533";"1169.6719";"1377.3519";" 718.5708";"1288.0639";"1705.7200";" 420.4288";" 500.5729";"1327.8867";"1303.0865";"1250.0802";" 660.8619";" 941.9789";" 932.9334";" 445.6121";"1328.0928";" 696.5510";"1133.1955";" 740.7298";" 655.8511";"1259.6389";"1090.2868";" 547.8789";"1148.6074";"1557.0241";" 992.9508"
"6am";"2364.9750";" 993.6795";"1380.3444";" 977.6149";"1191.7403";"1344.4088";" 657.8500";"1486.6274";"1302.2065";"1421.7355";"1631.7666";"1297.9348";"1039.4568";"1057.4451";" 722.2290";" 674.8173";" 914.8987";"1285.8506";" 718.5708";"1198.4087";"1727.7487";" 420.4288";" 458.7187";"1099.1348";"1225.0525";"1026.3426";" 568.1826";" 858.4287";" 755.6072";" 356.1865";"1186.8272";" 623.7284";"1153.0210";" 682.1399";" 633.5203";"1080.1268";" 938.7805";" 451.1312";" 918.9508";"1394.4391";" 876.0093"
"7am";"2755.4441";"3352.9628";"1136.9464";"2309.8491";"1054.6481";"1687.6585";" 541.8223";" 959.0107";" 939.7998";"1060.5015";"2096.1038";"1169.9433";" 977.4210";" 944.6836";" 372.9479";" 462.1655";" 462.5053";"1028.6180";" 387.0993";" 571.6642";"2951.0689";" 286.6282";" 397.1902";" 972.8485";" 529.1938";" 895.8655";" 388.2708";" 471.5776";" 454.2265";" 241.8161";" 831.6986";" 710.6402";" 926.9014";" 552.5456";" 379.8259";" 753.5621";"1556.8067";" 328.2053";" 863.8582";"1030.0904";" 526.4616"
"8am";"3129.7326";"3501.5737";"1345.7516";"2527.7258";"1177.8192";"1611.7922";" 405.0981";" 959.0107";" 787.6115";"1139.2372";"2296.4464";"1102.9459";"1045.2741";" 750.2125";" 281.8138";" 414.9936";" 587.4646";" 823.8472";" 258.0662";" 434.8475";"3102.5305";" 211.4187";" 412.1706";" 820.4717";" 495.0341";" 810.3864";" 400.7432";" 427.9094";" 454.2265";" 164.8629";" 752.3903";" 835.2656";" 824.4437";" 357.8171";" 270.2452";" 673.4444";"1806.7326";" 285.1765";" 740.7355";" 957.5831";" 365.0658"
"9am";"3396.1902";"3662.9130";"1364.3072";"2461.3548";"1018.2769";"1691.1759";" 308.3938";" 898.1696";" 784.5172";"1062.2727";"2511.3000";"1102.9459";" 911.7545";" 647.0237";" 278.8323";" 455.9937";" 659.2750";" 686.0488";" 258.0662";" 434.8475";"3461.9219";" 211.4187";" 296.2604";" 820.4717";" 417.0002";" 650.0490";" 374.9967";" 368.0896";" 466.3686";" 142.2009";" 687.2527";" 758.8951";" 910.8724";" 357.8171";" 305.4774";" 540.2294";"2016.8350";" 230.5963";" 615.3553";" 957.5831";" 365.0658"
"10am";"3749.8996";"3758.4144";"1210.5482";"2414.2512";" 825.0858";"1418.8787";" 353.1909";" 993.5657";" 784.5172";"1027.6286";"2486.8557";"1005.5705";"1143.2169";" 678.5076";" 309.2103";" 455.9937";" 620.7412";" 617.3601";" 258.0662";" 386.6702";"3442.0964";" 211.4187";" 316.0859";" 736.7328";" 417.0002";" 650.0490";" 441.9295";" 324.4215";" 396.9312";" 142.2009";" 687.2527";" 758.8951";" 910.8724";" 413.4808";" 305.4774";" 360.7173";"1981.6028";" 298.2305";" 621.2976";" 957.5831";" 365.0658"
"11am";"3620.65080";"3697.89163";"1287.42769";"2514.81272";" 926.46854";"1418.87867";" 359.47471";" 992.90665";" 784.51724";"1139.23718";"2265.85004";"1096.34216";"1107.64894";" 678.50756";" 309.21032";" 491.56173";" 694.40886";" 705.24090";" 258.06618";" 530.18625";"3333.50509";" 211.41874";" 387.32799";" 736.73278";" 417.00019";" 692.78859";" 429.45710";" 380.56202";" 396.93122";"  77.72009";" 714.23567";" 731.91218";" 910.87243";" 413.48085";" 305.47739";" 360.71731";"1849.97629";" 301.78753";" 670.82348";" 957.58310";" 365.06577"
