"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853"
"max";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019";"3604.019"
"4am";"1287.672";" 730.533";"3340.580";"1175.420";" 862.215";"1835.921";"1773.414";"2222.404";"1881.472";"1299.892";"1239.108";"2534.437";"1516.268";"1165.128";" 818.695"
"5am";"1320.749";" 730.533";"3383.715";"1175.420";" 854.298";"1986.807";"1622.528";"2231.456";"1813.177";"1290.840";"1239.108";"2499.728";"1550.977";"1165.128";" 818.695"
"6am";"1330.203";" 700.404";"3417.356";"1289.810";" 843.743";"1891.881";"1478.123";"2204.762";"1675.064";"1252.685";"1253.672";"2456.253";"1522.806";"1143.204";" 818.695"
"7am";"1713.258";" 905.905";"3604.019";"1225.832";" 725.996";"1951.280";"1425.886";"2414.553";"1347.415";" 957.805";"1170.140";"2100.273";"1343.216";" 823.153";" 715.311"
"8am";"1913.866";"1309.488";"3379.613";"1047.492";" 604.861";"2039.822";"1490.636";"2216.582";"1106.280";" 896.983";" 894.418";"1780.547";"1298.391";" 744.474";" 597.779"
"9am";"2161.115";"1077.591";"3326.295";"1201.931";" 564.804";"1943.955";"1358.877";"2424.051";" 947.393";" 874.021";" 922.385";"1839.470";"1175.409";" 738.925";" 541.648"
"10am";"2226.717";"1067.407";"3379.614";"1184.444";" 434.038";"1977.561";"1473.085";"2426.804";" 945.082";" 878.162";" 950.695";"1799.172";"1192.019";" 637.141";" 553.547"
"11am";"2197.247";" 984.233";"3157.111";"1073.665";" 458.756";"1974.189";"1404.299";"2138.471";"1058.207";" 921.047";" 875.586";"1930.128";"1199.809";" 799.603";" 620.578"
"12am";"2054.831";"1058.890";"3104.364";"1203.398";" 616.990";"1811.678";"1405.507";"2316.160";"1120.408";"1032.317";"1062.342";"2004.038";"1215.794";" 843.884";" 618.936"
"1pm";"2002.562";"1136.748";"3385.059";"1020.291";" 570.843";"1819.981";"1539.654";"2234.830";"1179.145";" 883.233";"1072.913";"1706.173";"1110.394";" 821.282";" 535.987"
"2pm";"2332.673";"1321.787";"3115.645";"1090.322";" 520.121";"2125.139";"1188.722";"1779.197";"1224.772";" 894.483";" 857.177";"1522.224";"1035.807";" 820.143";" 569.512"
"3pm";"2372.232";"1220.838";"3103.381";"1036.794";" 610.001";"2268.921";"1171.694";"1853.433";"1127.693";"1010.029";" 822.889";"1480.688";"1018.288";" 927.639";" 646.441"
"4pm";"2046.366";"1277.232";"2871.071";" 854.714";" 611.333";"2023.542";"1236.575";"2123.740";"1242.599";"1087.786";" 888.924";"1589.035";"1043.765";"1085.310";" 546.744"
"5pm";"1691.356";"1421.282";"2926.832";" 914.539";" 767.084";"2012.863";"1147.188";"2236.256";"1441.030";"1141.580";" 833.512";"1927.153";"1147.183";"1133.685";" 761.276"
"6pm";"1507.873";" 996.990";"3020.698";"1193.613";" 816.584";"1847.975";"1400.979";"2333.042";"1724.683";"1274.184";" 844.352";"2226.949";"1348.610";"1260.349";" 799.590"
"7pm";"1470.539";"1041.700";"3235.873";"1204.416";" 861.767";"2024.802";"1416.950";"2323.100";"1775.832";"1320.667";" 811.056";"2253.978";"1440.690";"1245.695";" 868.996"
"8pm";"1369.741";" 900.125";"3600.339";"1233.340";" 802.057";"1860.858";"1528.144";"2200.486";"1851.555";"1350.936";" 780.622";"2384.122";"1447.731";"1274.641";" 836.428"
"9pm";"1381.000";" 852.543";"3536.519";"1233.340";" 817.708";"1949.833";"1435.831";"2126.906";"1894.690";"1350.936";" 811.759";"2500.958";"1494.205";"1229.861";" 813.887"
"10pm";"1329.504";" 866.564";"3509.092";"1227.153";" 845.239";"1860.858";"1559.675";"2183.817";"1894.690";"1354.040";" 833.902";"2511.911";"1464.481";"1225.536";" 827.934"
"11pm";"1281.402";" 852.543";"3509.092";"1212.968";" 862.215";"1910.675";"1635.620";"2181.773";"1894.690";"1354.040";" 833.902";"2511.911";"1455.993";"1225.536";" 840.404"
"12pm";"1259.473";" 852.543";"3509.092";"1156.671";" 862.215";"1908.710";"1635.620";"2181.773";"1894.690";"1354.040";" 844.395";"2511.911";"1479.887";"1225.536";" 840.404"
"1am";"1259.473";" 701.657";"3509.092";"1192.595";" 862.215";"1908.710";"1786.506";"2181.773";"1921.681";"1354.040";" 844.395";"2511.911";"1479.887";"1225.536";" 840.404"
"2am";"1259.473";" 701.657";"3509.092";"1192.595";" 862.215";"1908.710";"1800.527";"2181.773";"1921.681";"1354.040";" 844.395";"2511.911";"1479.887";"1225.536";" 840.404"
"3am";"1259.473";" 701.657";"3509.092";"1192.595";" 862.215";"1908.710";"1800.527";"2129.224";"1921.681";"1354.040";" 844.395";"2511.911";"1479.887";"1225.536";" 840.404"
