"district","hour","resarea1","resarea2","resarea3"
"001","4am",0,38.513,6793.134
"002","4am",0,0,3385.937
"003","4am",39.73,40.092,6167.768
"004","4am",0,0,7577.448
"005","4am",0,0,3934.181
"006","4am",0,99.208,8930.764
"007","4am",0,0,4679.805
"008","4am",0,0,11036.313
"009","4am",0,0,4282.885
"010","4am",0,25.656,5407.279
"011","4am",0,7177.475,0
"012","4am",0,4668.352,168.298
"013","4am",0,7062.777,0
"014","4am",0,6500.977,0
"015","4am",0,6433.317,0
"016","4am",0,7288.671,50.977
"017","4am",3395.597,0,0
"018","4am",0,6475.914,0
"019","4am",0,5574.805,0
"001","5am",0,106.696,6836.072
"002","5am",0,0,3372.107
"003","5am",39.73,40.092,5893.909
"004","5am",0,33.996,7647.307
"005","5am",0,0,3899.1
"006","5am",10.622,327.038,9097.105
"007","5am",0,0,4679.805
"008","5am",39.73,0,10993.375
"009","5am",0,0,4243.495
"010","5am",50.841,57.444,5407.279
"011","5am",0,7058.134,0
"012","5am",0,4533.857,168.298
"013","5am",20.745,6953.572,13.83
"014","5am",20.745,6590.127,21.451
"015","5am",0,6433.317,39.39
"016","5am",0,7192.204,102.266
"017","5am",3228.75,0,0
"018","5am",0,6304.326,0
"019","5am",0,5546.535,0
"001","6am",0,331.59,6807.032
"002","6am",0,0,3263.738
"003","6am",39.73,40.092,5667.213
"004","6am",0,100.326,7468.162
"005","6am",10.622,48.401,3873.327
"006","6am",42.644,598.037,8427.312
"007","6am",20.745,44.028,4665.838
"008","6am",39.73,79.782,10661.663
"009","6am",0,0,4326.026
"010","6am",50.841,200.062,5226.294
"011","6am",0,7058.134,0
"012","6am",0,4392.51,168.298
"013","6am",20.745,6604.198,151.341
"014","6am",20.745,6278.774,730.333
"015","6am",0,6151.198,39.39
"016","6am",21.4,7006.102,181.95
"017","6am",3106.309,0,0
"018","6am",0,6173.028,34.51
"019","6am",19.794,5404.714,25.42
"001","7am",138.362,1148.913,6980.474
"002","7am",37.652,107.233,2564.446
"003","7am",39.73,634.178,5259.579
"004","7am",19.794,520.275,6701.731
"005","7am",21.244,765.541,3858.287
"006","7am",144.491,2242.382,9913.987
"007","7am",42.145,555.383,4299.314
"008","7am",39.73,183.693,8706.387
"009","7am",0,225.415,4041.397
"010","7am",92.035,892.524,5073.873
"011","7am",0,5951.099,42.938
"012","7am",0,3535.379,193.926
"013","7am",108.281,5962.255,332.474
"014","7am",41.49,5480.082,1048.372
"015","7am",0,4719.882,88.906
"016","7am",21.4,5879.7,181.95
"017","7am",2229.36,0,807.404
"018","7am",17.858,4642.819,70.93
"019","7am",91.38,4670.5,216.714
"001","8am",173.715,1864.069,7515.503
"002","8am",37.652,281.162,2158.843
"003","8am",39.73,956.788,4495.249
"004","8am",39.588,733.963,5802.274
"005","8am",21.244,874.219,3682.473
"006","8am",243.076,4349.581,11611.589
"007","8am",75.029,843.878,4090.529
"008","8am",57.588,522.076,7117.467
"009","8am",0,453.562,3518.574
"010","8am",153.498,1481.028,4789.251
"011","8am",0,5726.449,109.408
"012","8am",0,2640.274,193.926
"013","8am",128.075,5511.876,677.002
"014","8am",61.284,4753.556,1602.576
"015","8am",0,3635.334,67.225
"016","8am",21.4,4988.57,445.08
"017","8am",1789.984,0,829.085
"018","8am",17.858,3625.2,174.637
"019","8am",150.257,4205.52,768.189
"001","9am",232.885,2197.527,7549.656
"002","9am",37.652,357.861,2239.781
"003","9am",39.73,1038.278,4346.916
"004","9am",39.588,976.016,5959.534
