"district","hour","act1","act2","act3","act4","act5"
"001","4am",98.84188,0.5943808,0,0,0.563744
"002","4am",98.67576,1.324242,0,0,0
"003","4am",100,0,0,0,0
"004","4am",99.69418,0,0,0,0.3058154
"005","4am",100,0,0,0,0
"006","4am",96.71145,1.3256962,0,0,1.9628522
"007","4am",99.36053,0,0,0,0.6394711
"008","4am",100,0,0,0,0
"009","4am",99.37864,0.6213569,0,0,0
"010","4am",95.37213,4.1556359,0,0,0.4722309
"011","4am",99.20656,0,0,0,0.7934406
"012","4am",96.52036,3.4796398,0,0,0
"013","4am",100,0,0,0,0
"014","4am",98.85762,0.6198607,0,0.5225215,0
"015","4am",100,0,0,0,0
"016","4am",99.30546,0.6945428,0,0,0
"017","4am",100,0,0,0,0
"018","4am",100,0,0,0,0
"019","4am",99.3203,0.6797009,0,0,0
"001","5am",97.25988,2.1853964,0,0,0.5547211
"002","5am",98.67033,1.3296731,0,0,0
"003","5am",100,0,0,0,0
"004","5am",96.86565,2.8326704,0,0,0.3016806
"005","5am",100,0,0,0,0
"006","5am",92.5621,4.9561489,0,0,2.481747
"007","5am",99.36053,0,0,0,0.6394711
"008","5am",99.6399,0.3600981,0,0,0
"009","5am",99.37288,0.6271246,0,0,0
"010","5am",93.94336,5.5914862,0,0,0.4651564
"011","5am",99.19314,0,0,0,0.8068563
"012","5am",95.80341,4.1965865,0,0,0
"013","5am",99.10945,0.8905508,0,0,0
"014","5am",96.30439,3.1834396,0,0.5121735,0
"015","5am",99.39144,0.6085553,0,0,0
"016","5am",98.05662,1.2402546,0,0,0.7031217
"017","5am",100,0,0,0,0
"018","5am",100,0,0,0,0
"019","5am",98.55549,1.4445054,0,0,0
"001","6am",93.65782,5.802675,0,0,0.5395019
"002","6am",98.20736,1.373824,0,0,0.4188143
"003","6am",98.51685,1.483147,0,0,0
"004","6am",95.52298,4.477024,0,0,0
"005","6am",96.79718,2.613526,0,0,0.5892914
"006","6am",86.12449,10.254121,0,0.6376273,2.9837584
"007","6am",97.99817,1.369231,0,0,0.6326033
"008","6am",98.89148,1.108525,0,0,0
"009","6am",96.93966,3.060338,0,0,0
"010","6am",91.29708,7.614314,0,0.6201895,0.4684148
"011","6am",97.8708,1.322347,0,0,0.8068563
"012","6am",95.67335,4.326646,0,0,0
"013","6am",96.72027,3.279733,0,0,0
"014","6am",86.05249,13.947506,0,0,0
"015","6am",98.72918,1.270816,0,0,0
"016","6am",94.82639,3.892127,0,0,1.2814844
"017","6am",100,0,0,0,0
"018","6am",98.66907,1.33093,0,0,0
"019","6am",97.4454,2.554603,0,0,0
"001","7am",67.83392,17.754216,13.52864,0,0.4658221
"002","7am",91.46553,8.029953,0,0,0.5045157
"003","7am",78.73212,11.548926,9.5160064,0.2029498,0
"004","7am",82.65354,13.951241,2.9596923,0.4355271,0
"005","7am",69.77231,12.474123,11.1194401,0,5.7998886
"006","7am",54.68827,26.348491,13.1272041,0.1905314,4.0375063
"007","7am",83.93422,9.962033,0,0,5.3172637
"008","7am",94.58434,2.501991,0,0,0.3134221
"009","7am",86.07949,6.998808,6.9217017,0,0
"010","7am",65.6571,32.295617,0,1.623803,0.4234759
"011","7am",93.84116,4.395051,0.3365345,0,1.4272518
"012","7am",91.72127,8.278728,0,0,0
"013","7am",79.58496,18.525756,0,1.1036528,0.7856305
"014","7am",68.28277,30.468555,1.2486712,0,0
"015","7am",91.82353,6.761038,0,0,0
"016","7am",88.63376,8.875022,0,0.4862199,1.5187776
"017","7am",73.06258,26.937424,0,0,0
"018","7am",96.09004,3.909961,0,0,0
"019","7am",84.68921,14.111675,0,0.4380152,0
"001","8am",43.1351,34.26216,21.8932395,0,0.7095045
"002","8am",81.59015,17.85816,0,0,0.5516906
"003","8am",61.7148,18.07083,19.200851,1.0135171,0
"004","8am",64.52179,26.2241,5.4222246,2.4375649,0.3901564
"005","8am",48.431,25.77919,17.2869608,0,6.3756243
"006","8am",31.30955,45.83504,13.5245046,0.844723,6.3200904
"007","8am",66.34509,20.77831,3.937569,0,8.9390303
"008","8am",83.22824,13.80052,0,1.939281,1.0319559
"009","8am",75.94174,12.70201,8.4496855,0.834488,1.4868071
"010","8am",43.92584,52.4334,0,2.062774,1.5779813
"011","8am",81.63756,10.02232,2.1100586,0.664444,3.0053512
"012","8am",85.36688,13.57092,0,1.0622045,0
"013","8am",56.05402,39.36249,0.9062439,1.4024008,1.2411205
"014","8am",51.48653,46.60792,1.2783494,0,0
"015","8am",83.17423,13.21132,0,0.8246459,1.9127852
"016","8am",71.06378,21.9149,0,1.6175654,3.906692
"017","8am",60.70749,33.69545,0,0,0.9226179
