"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",361.971,1028.278,1239.447,1307.675
"002","4am",725.219,1279.713,529.428,619.865
"003","4am",1340.473,2110.983,1477.411,1032.366
"004","4am",950.84,2502.977,2104.325,1937.503
"005","4am",648.44,877.516,854.854,1371.935
"006","4am",573.83,2467.851,2006.199,3062.223
"007","4am",480.235,912.785,1441.132,1845.653
"008","4am",2134.361,3670.158,2672.033,2053.307
"009","4am",853.569,1420.553,857.929,834.545
"010","4am",763.027,2137.433,1361.273,1050.185
"011","4am",1570.546,1978.043,1787.32,1635.683
"012","4am",423.463,1766.165,1457.601,959.549
"013","4am",1021.075,2643.387,1750.395,1609.259
"014","4am",590.169,1798.417,2749.67,963.716
"015","4am",1250.336,2155.193,1296.752,1731.036
"016","4am",1520.33,2799.617,2073.712,581.871
"017","4am",724.798,1126.54,946.544,571.826
"018","4am",1110.913,2601.587,975.371,1572.742
"019","4am",1274.58,1404.211,1488.559,1373.987
"001","5am",361.971,1139.399,1239.447,1307.675
"002","5am",725.219,1265.883,529.428,619.865
"003","5am",1209.213,2089.532,1407.552,981.077
"004","5am",950.84,2536.973,2174.184,1937.503
"005","5am",648.44,877.516,854.854,1336.854
"006","5am",705.09,2547.228,2165.274,3097.304
"007","5am",480.235,912.785,1441.132,1845.653
"008","5am",2134.361,3666.95,2672.033,2053.307
"009","5am",853.569,1381.163,857.929,834.545
"010","5am",763.027,2169.221,1361.273,1101.026
"011","5am",1570.546,1978.043,1787.32,1516.342
"012","5am",423.463,1766.165,1369.344,913.311
"013","5am",1048.733,2604.6,1686.894,1609.259
"014","5am",590.169,1801.12,2878.313,963.716
"015","5am",1250.336,2194.583,1296.752,1731.036
"016","5am",1520.33,2839.11,1937.752,633.16
"017","5am",700.634,1034.698,946.544,520.985
"018","5am",1110.913,2472.227,933.143,1572.742
"019","5am",1246.922,1404.211,1530.787,1331.147
"001","6am",327.461,1164.329,1407.271,1345.285
"002","6am",697.894,1255.506,458.761,619.865
"003","6am",1209.213,1889.448,1380.94,981.077
"004","6am",959.201,2603.303,2085.389,1838.792
"005","6am",648.44,949.165,818.702,1334.607
"006","6am",775.395,2605.196,1664.616,3102.917
"007","6am",480.235,977.558,1427.165,1845.653
"008","6am",2173.854,3447.436,2559.835,2093.596
"009","6am",853.569,1378.992,904.703,872.473
"010","6am",763.027,2165.585,1356.934,1070.634
"011","6am",1570.546,1978.043,1787.32,1516.342
"012","6am",423.463,1661.287,1332.875,913.311
"013","6am",1048.733,2606.485,1473.146,1609.259
"014","6am",550.676,1805.043,3311.412,963.716
"015","6am",1250.336,2008.481,1278.916,1652.855
"016","6am",1406.751,2835.392,1937.752,665.439
"017","6am",661.376,962.137,935.922,520.985
"018","6am",1145.423,2380.21,893.862,1572.742
"019","6am",1216.981,1325.893,1544.677,1328.909
"001","7am",379.914,1211.349,1431.992,2041.212
"002","7am",674.875,1120.357,465.906,448.193
"003","7am",1209.213,1669.362,1517.027,1248.591
"004","7am",952.813,2893.371,1925.985,1297.821
"005","7am",506.785,1354.955,1106.971,1459.531
"006","7am",1027.82,3256.744,2481.117,4100.743
"007","7am",525.382,1095.782,1575.251,1700.427
"008","7am",1841.665,3179.86,2429.645,1184.873
"009","7am",890.93,1272.49,774.93,855.633
"010","7am",763.027,2459.557,1855.426,879.357
"011","7am",1570.546,1577.595,1539.878,1167.885
"012","7am",414.612,1341.154,1143.899,829.64
"013","7am",1070.786,2814.932,1314.615,1202.677
"014","7am",629.902,1869.56,3083.756,818.691
"015","7am",1166.921,1226.644,1093.872,1321.351
"016","7am",1369.39,2406.359,1528.018,538.315
"017","7am",620.669,712.797,593.347,1109.951
"018","7am",1018.196,1852.889,670.927,1102.755
"019","7am",1249.601,1493.094,1186.174,1049.725
"001","8am",474.408,1547.862,1715.985,2854.694
"002","8am",639.474,989.368,529.301,319.514
"003","8am",1174.129,1701.787,1239.952,909.728
"004","8am",888.275,2804.22,1665.898,1057.48
"005","8am",709.412,1305.786,992.434,1274.947
"006","8am",1236.479,4676.286,3789.491,4903.556
"007","8am",543.21,1344.922,1389.485,1585.633
"008","8am",1922.646,2626.152,1799.036,1055.53
"009","8am",907.194,1234.52,681.171,676.422
"010","8am",823.45,2314.284,2229.405,1036.686
"011","8am",1534.118,1456.371,1669.79,994.205
"012","8am",378.222,1237.276,721.489,497.213
"013","8am",1064.018,2802.816,1103.462,1346.657
"014","8am",495.563,1789.275,3217.3,747.243
"015","8am",1135.121,1040.354,722.814,804.27
"016","8am",1405.262,2257.521,1199.125,512.548
"017","8am",642.35,577.093,344.822,1054.804
"018","8am",851.524,1436.398,614.87,828.063
"019","8am",1121.607,1727.276,1123.173,1151.91
"001","9am",496.968,1644.848,2050.838,3005.989
"002","9am",722.623,982.454,529.652,400.565
"003","9am",1104.342,1723.172,1151.105,980.134
"004","9am",948.722,2731.07,1719.667,1415.727
"005","9am",677.872,1205.418,1093.007,1143.728
"006","9am",1180.176,5143.881,4237.853,4874.889
"007","9am",489.735,1303.814,1575.688,1554.05
"008","9am",1802.426,2431.509,1751.452,1267.988
"009","9am",877.632,1172.026,663.986,485.084
"010","9am",853.312,2398.456,2149.67,892.813
"011","9am",1534.118,1566.344,1527.524,901.003
"012","9am",431.637,1176.031,803.725,506.051
"013","9am",944.596,2548.91,932.53,1204.029
"014","9am",569.619,1675.102,3027.758,587.002
"015","9am",1156.802,979.288,633.329,777.686
"016","9am",1502.67,2384.393,1536.587,501.635
"017","9am",542.637,543.111,248.77,1017.689
"018","9am",851.524,1430.015,524.534,705.012
"019","9am",1096.832,1815.462,1085.887,1182.511
"001","10am",425.647,1579.88,2059.17,2977.098
"002","10am",606.264,863.932,420.961,411.805
"003","10am",1070.217,1679.004,1044.469,970.902
"004","10am",1153.46,2430.347,1769.956,1161.781
"005","10am",622.611,1346.462,1033.914,1177.669
"006","10am",1098.437,5262.53,4436.55,4820.158
"007","10am",415.285,1196.77,1600.826,1480.193
"008","10am",1720.02,2446.238,1534.823,1328.282
"009","10am",900.008,1062.935,558.708,489.29
"010","10am",775.064,2637.488,2376.165,864.201
"011","10am",1499.905,1404.361,1163.895,1110.812
"012","10am",460.284,1447.712,939.686,462.333
"013","10am",945.936,2610.036,1030.609,1385.087
"014","10am",494.961,1792.833,2724.079,587.002
"015","10am",993.311,904.979,714.68,785.275
"016","10am",1548.351,2533.226,1705.683,596.249
"017","10am",531.859,525.253,209.669,913.357
"018","10am",945.91,1476.025,549.831,730.459
"019","10am",1244.472,1700.968,1028.997,1292.274
"001","11am",440.672,1597.623,2080.37,2908.352
"002","11am",598.471,875.927,496.359,285.379
"003","11am",1265.32,1804.722,1157.4,1003.446
"004","11am",951.202,2413.385,1549.108,1215.418
"005","11am",584.781,1288.762,979.849,1051.7
"006","11am",1209.812,4902.395,4625.926,4739.121
"007","11am",472.005,1281.486,1290.934,1280.119
"008","11am",1933.444,2440.752,2002.115,1358.45
"009","11am",854.068,1123.579,625,486.092
"010","11am",851.543,2818.344,1990.646,829.892
"011","11am",1438.393,1487.749,1265.365,1120.782
"012","11am",373.393,1466.489,784.976,507.066
"013","11am",996.239,2576.632,1032.257,1238.93
"014","11am",553.484,1742.344,3056.845,747.243
"015","11am",1173.462,963.931,539.499,701.304
"016","11am",1317.01,2210.145,1704.113,560.676
"017","11am",571.589,518.736,210.156,995.956
"018","11am",921.889,1465.909,523.242,819.187
"019","11am",1120.007,1770.193,1091.834,1286.401
"001","12am",398.277,1416.426,2167.607,2682.884
"002","12am",635.981,1042.945,676.407,507.893
"003","12am",1311.792,1627.606,1440.426,1165.384
"004","12am",878.528,2634.337,1594.457,1259.529
"005","12am",760.989,1222.383,899.57,1083.184
"006","12am",914.258,4622.753,3841.59,4013.57
"007","12am",556.737,1202.288,1517.123,1703.374
"008","12am",1846.506,2984.391,1890.163,2101.392
"009","12am",853.569,1231.046,625,549.879
"010","12am",857.632,2660.289,1666.362,949.82
"011","12am",1460.893,1640.041,1314.645,1183.649
"012","12am",249.453,1277.245,977.93,732.089
"013","12am",972.138,2592.335,1145.965,1228.003
"014","12am",592.977,1786.216,2982.268,512.848
"015","12am",1152.577,1200.941,604.993,801.867
"016","12am",1374.8,1939.841,1689.81,490.661
"017","12am",651.955,621.06,430.367,206.878
"018","12am",1092.174,1495.194,476.83,982.636
"019","12am",1200.694,1591.488,1224.671,1182.113
"001","1pm",498.45,1678.12,1767.362,2631.104
"002","1pm",655,750.487,708.137,342.676
"003","1pm",1255.467,1667.469,1347.802,919.401
"004","1pm",930.125,2466.852,1488.165,919.548
"005","1pm",750.359,1294.483,1158.156,976.139
"006","1pm",1284.816,3884.62,3960.668,4761.307
"007","1pm",549.518,2072.093,1643.211,1465.894
"008","1pm",1737.328,2798.368,1616.957,1018.246
"009","1pm",854.144,1157.324,653.204,580.455
