"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6"
"max";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96"
"4am";" 734.38";" 734.38";" 794.74";"1790.68";" 945.64";" 724.32";"1559.30";"1629.72";" 764.56";"1277.62";"1790.68";"2152.84";"2052.24";"1981.82";"2072.36";"2816.80";"1710.20";"1438.58";"2323.86";"1750.44";"1257.50";"1851.04";"1448.64";"1267.56";"1247.44";"1559.30";"2454.64";"1398.34";" 573.42"
"5am";" 754.50";" 764.56";" 764.56";"1770.56";" 945.64";" 714.26";"1569.36";"1619.66";" 754.50";"1267.56";"1871.16";"2152.84";"2052.24";"1981.82";"2032.12";"2786.62";"1680.02";"1418.46";"2253.44";"1720.26";"1277.62";"1810.80";"1348.04";"1247.44";"1217.26";"1509.00";"2374.16";"1368.16";" 643.84"
"6am";" 845.04";" 714.26";" 764.56";"2001.94";" 925.52";" 643.84";"1599.54";"1599.54";" 734.38";"1307.80";"1851.04";"2273.56";"1961.70";"1851.04";"1901.34";"2625.66";"1549.24";"1297.74";"2072.36";"1519.06";"1126.72";"1609.60";"1187.08";"1116.66";"1177.02";"1468.76";"2424.46";"1277.62";"1076.42"
"7am";"1317.86";" 754.50";" 824.92";"2253.44";"1307.80";" 543.24";"1891.28";"1529.12";" 563.36";"1871.16";"2243.38";"2233.32";"1881.22";"1549.24";"1317.86";"1951.64";"1076.42";" 935.58";"1418.46";"1217.26";"1116.66";"1327.92";" 965.76";" 915.46";" 985.88";"1277.62";"2484.82";"1056.30";"1710.20"
"8am";"2001.94";" 804.80";" 845.04";"2535.12";"1840.98";" 482.88";"2132.72";"1418.46";" 563.36";"2796.68";"2545.18";"1961.70";"1991.88";"1126.72";" 975.82";"1669.96";" 845.04";" 724.32";"1046.24";"1026.12";"1187.08";"1126.72";" 955.70";" 794.74";" 895.34";"1056.30";"2726.26";" 895.34";"2142.78"
"9am";"2062.30";" 784.68";" 814.86";"2525.06";"1951.64";" 513.06";"2183.02";"1468.76";" 573.42";"2977.76";"2736.32";"1981.82";"2032.12";"1056.30";" 985.88";"1639.78";" 774.62";" 724.32";" 975.82";" 955.70";"1166.96";"1056.30";" 975.82";" 734.38";" 845.04";" 935.58";"2736.32";" 885.28";"2434.52"
"10am";"2092.48";" 774.62";" 845.04";"2444.58";"2022.06";" 462.76";"2142.78";"1468.76";" 553.30";"2947.58";"2927.46";"1931.52";"2132.72";"1046.24";" 965.76";"1609.60";" 754.50";" 663.96";"1036.18";" 925.52";"1166.96";"1036.18";" 965.76";" 663.96";" 834.98";" 965.76";"2786.62";" 834.98";"2565.30"
"11am";"2052.24";" 804.80";" 834.98";"2494.88";"1941.58";" 482.88";"2172.96";"1529.12";" 523.12";"2897.28";"3038.12";"1941.58";"2142.78";"1036.18";" 945.64";"1579.42";" 764.56";" 724.32";" 985.88";" 955.70";"1156.90";"1026.12";" 945.64";" 704.20";" 824.92";" 965.76";"2736.32";" 885.28";"2545.18"
"12am";"2022.06";" 834.98";" 834.98";"2494.88";"1941.58";" 573.42";"2132.72";"1498.94";" 543.24";"2877.16";"3018.00";"1961.70";"2152.84";"1086.48";"1016.06";"1599.54";" 754.50";" 704.20";"1036.18";" 935.58";"1177.02";"1036.18";" 955.70";" 724.32";" 804.80";" 945.64";"2625.66";" 895.34";"2535.12"
"1pm";"2112.60";" 824.92";" 875.22";"2565.30";"1971.76";" 513.06";"2032.12";"1509.00";" 593.54";"3007.94";"3118.60";"1941.58";"2172.96";"1106.60";" 925.52";"1559.30";" 694.14";" 704.20";" 985.88";" 945.64";"1177.02";"1036.18";" 905.40";" 734.38";" 804.80";" 915.46";"2595.48";" 845.04";"2494.88"
"2pm";"2132.72";" 784.68";" 865.16";"2605.54";"1911.40";" 503.00";"2132.72";"1539.18";" 543.24";"3028.06";"2917.40";"2022.06";"2122.66";"1056.30";" 965.76";"1559.30";" 754.50";" 764.56";" 985.88";" 955.70";"1197.14";"1066.36";" 885.28";" 824.92";" 865.16";" 955.70";"2585.42";" 865.16";"2343.98"
"3pm";"2022.06";" 845.04";" 804.80";"2484.82";"1810.80";" 503.00";"2052.24";"1488.88";" 583.48";"2977.76";"2816.80";"1851.04";"2132.72";"1136.78";" 975.82";"1820.86";" 865.16";" 865.16";"1066.36";"1136.78";"1197.14";"1116.66";"1006.00";" 925.52";" 875.22";"1006.00";"2565.30";" 845.04";"1891.28"
"4pm";"1468.76";" 855.10";" 674.02";"2172.96";"1428.52";" 523.12";"1669.96";"1438.58";" 573.42";"2172.96";"2555.24";"1971.76";"1659.90";"1529.12";"1317.86";"2323.86";"1096.54";"1026.12";"1509.00";"1327.92";"1116.66";"1418.46";"1086.48";"1056.30";" 985.88";"1096.54";"2424.46";"1086.48";"1267.56"
"5pm";"1006.00";" 744.44";" 684.08";"1971.76";"1398.34";" 603.60";"1519.06";"1478.82";" 694.14";"1619.66";"2364.10";"2072.36";"1971.76";"1820.86";"1539.18";"2515.00";"1327.92";"1086.48";"1991.88";"1458.70";"1146.84";"1509.00";"1166.96";"1207.20";"1106.60";"1267.56";"2374.16";"1277.62";" 895.34"
"6pm";"1257.50";" 694.14";" 784.68";"1840.98";"1378.22";" 613.66";"1448.64";"1609.60";" 663.96";"1519.06";"2203.14";"2072.36";"2042.18";"1730.32";"1680.02";"2696.08";"1398.34";"1166.96";"2001.94";"1569.36";"1237.38";"1569.36";"1247.44";"1217.26";"1146.84";"1317.86";"2364.10";"1287.68";" 744.44"
"7pm";"1237.38";" 603.60";" 845.04";"1971.76";"1368.16";" 633.78";"1549.24";"1589.48";" 714.26";"1398.34";"2223.26";"2001.94";"1951.64";"1710.20";"1720.26";"2716.20";"1539.18";"1247.44";"2082.42";"1639.78";"1297.74";"1549.24";"1287.68";"1197.14";"1177.02";"1337.98";"2313.80";"1267.56";" 684.08"
"8pm";"1166.96";" 653.90";" 814.86";"1951.64";"1277.62";" 684.08";"1498.94";"1599.54";" 714.26";"1368.16";"1941.58";"2102.54";"1961.70";"1800.74";"1851.04";"2726.26";"1609.60";"1297.74";"2142.78";"1629.72";"1327.92";"1549.24";"1287.68";"1227.32";"1177.02";"1327.92";"2303.74";"1297.74";" 603.60"
"9pm";" 895.34";" 663.96";" 744.44";"1891.28";"1106.60";" 694.14";"1559.30";"1589.48";" 764.56";"1348.04";"1780.62";"2112.60";"2001.94";"1941.58";"1981.82";"2716.20";"1609.60";"1358.10";"2213.20";"1680.02";"1297.74";"1690.08";"1348.04";"1277.62";"1217.26";"1358.10";"2293.68";"1337.98";" 503.00"
"10pm";" 784.68";" 694.14";" 754.50";"1830.92";" 945.64";" 744.44";"1639.78";"1549.24";" 754.50";"1287.68";"1780.62";"2142.78";"2001.94";"2022.06";"2062.30";"2756.44";"1649.84";"1398.34";"2273.56";"1690.08";"1267.56";"1770.56";"1358.10";"1267.56";"1257.50";"1388.28";"2303.74";"1368.16";" 422.52"
"11pm";" 714.26";" 694.14";" 744.44";"1830.92";" 935.58";" 734.38";"1569.36";"1549.24";" 774.62";"1327.92";"1740.38";"2112.60";"2022.06";"2032.12";"2082.42";"2766.50";"1710.20";"1438.58";"2293.68";"1720.26";"1247.44";"1800.74";"1398.34";"1267.56";"1257.50";"1408.40";"2333.92";"1408.40";" 422.52"
"12pm";" 714.26";" 704.20";" 764.56";"1820.86";" 955.70";" 714.26";"1559.30";"1569.36";" 774.62";"1337.98";"1740.38";"2112.60";"2001.94";"2022.06";"2072.36";"2756.44";"1710.20";"1428.52";"2323.86";"1720.26";"1247.44";"1790.68";"1418.46";"1267.56";"1247.44";"1408.40";"2343.98";"1418.46";" 402.40"
"1am";" 714.26";" 714.26";" 764.56";"1810.80";" 945.64";" 714.26";"1559.30";"1569.36";" 774.62";"1337.98";"1750.44";"2122.66";"1981.82";"2032.12";"2072.36";"2756.44";"1710.20";"1428.52";"2333.92";"1720.26";"1247.44";"1790.68";"1428.52";"1267.56";"1247.44";"1408.40";"2343.98";"1418.46";" 392.34"
"2am";" 704.20";" 714.26";" 764.56";"1810.80";" 945.64";" 734.38";"1559.30";"1559.30";" 774.62";"1337.98";"1750.44";"2132.72";"1981.82";"2042.18";"2072.36";"2746.38";"1710.20";"1428.52";"2333.92";"1710.20";"1237.38";"1800.74";"1428.52";"1267.56";"1257.50";"1408.40";"2343.98";"1418.46";" 382.28"
"3am";" 694.14";" 714.26";" 774.62";"1810.80";" 945.64";" 734.38";"1559.30";"1559.30";" 774.62";"1317.86";"1750.44";"2122.66";"1991.88";"2042.18";"2072.36";"2756.44";"1710.20";"1428.52";"2333.92";"1720.26";"1247.44";"1810.80";"1428.52";"1267.56";"1257.50";"1408.40";"2343.98";"1418.46";" 362.16"
