"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106";"980.106"
"max";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555";"24676.555"
"4am";"17791.038";"16072.262";"11726.197";" 8405.301";"10916.756";"12112.958";"12019.128";"11730.364";"10226.799";" 8386.738";" 6273.240";"10907.432";"15123.484";"14154.732";"13887.165";"10357.852";"15070.985";"15693.136";" 4936.361";" 7185.915";" 7431.878";" 8740.845";" 3803.449";"10497.888";"10539.414";" 2737.816";" 6348.455";" 5067.106";" 2516.975";"10395.135";" 1741.754";" 9413.765";" 3669.578";"11818.260";" 4946.335";" 6383.729";" 2863.199";" 5586.463";" 8269.758";" 4547.992";" 8187.386";" 6417.681";" 5986.615";" 3384.756";" 9049.980";"16085.943";" 7358.957";"11361.738";"10756.120";" 6699.938";" 2761.277";" 3966.321"
"5am";"17642.834";"15966.748";"12257.712";" 8294.673";"10591.865";"12295.177";"11836.904";"11487.133";"10168.837";" 8319.044";" 6087.261";"10804.462";"14935.078";"14239.888";"13709.023";"10261.810";"15320.233";"15719.186";" 4727.130";" 7123.016";" 7552.348";" 8550.396";" 3707.280";"10577.593";"10326.568";" 2586.485";" 6087.482";" 5026.529";" 2505.498";"10246.665";" 1690.874";" 9074.159";" 3563.627";"11721.131";" 4946.335";" 6215.204";" 2863.199";" 5545.880";" 8899.080";" 4560.961";" 8213.090";" 6262.008";" 5933.906";" 3206.246";" 9080.215";"15834.319";" 7567.037";"11510.683";"10820.255";" 6615.161";" 2742.403";" 3930.621"
"6am";"17455.624";"15320.274";"11905.449";" 8196.604";"10693.467";"12466.598";"11572.044";"11419.911";" 9828.724";" 7933.826";" 6298.338";"11491.306";"14832.594";"13707.914";"13724.329";"10082.093";"15533.553";"16033.382";" 4392.915";" 6766.798";" 7057.315";" 8669.913";" 3869.912";"10194.918";" 9553.814";" 2336.012";" 5754.894";" 4488.193";" 2240.199";" 9803.712";" 1585.603";" 8544.498";" 3360.352";"11494.408";" 4671.304";" 5611.625";" 2665.071";" 5513.999";" 9264.871";" 4475.642";" 8234.660";" 5962.278";" 5751.545";" 3107.270";" 8560.499";"15214.732";" 7014.953";"11515.447";"10607.254";" 6447.491";" 2549.078";" 3483.951"
"7am";"17749.427";"17294.500";"12010.269";" 8100.093";"10247.849";"14960.673";"12965.286";"10835.410";" 9464.140";" 8444.674";" 6547.788";"11988.618";"14187.518";"11891.724";"14479.136";" 9374.014";"15044.440";"14406.444";" 3789.336";" 6768.709";" 6059.804";" 8800.353";" 3593.521";"10004.432";" 9788.642";" 1820.564";" 4612.376";" 3486.775";" 2007.123";" 8859.424";" 1342.673";" 8455.052";" 2873.249";"12175.466";" 3939.303";" 4525.210";" 2358.136";" 4970.652";"10487.807";" 4033.647";" 6862.394";" 4837.901";" 5053.260";" 2626.629";" 7778.449";"14052.692";" 6674.526";"10865.851";" 9819.253";" 5627.768";" 2083.604";" 2909.481"
"8am";"21168.107";"17830.977";"11315.382";" 7613.214";"10320.855";"16944.509";"15152.470";"10418.752";"10312.111";" 7732.231";" 6878.782";"13163.817";"14682.914";"11356.412";"15815.520";" 8319.437";"16591.591";"13872.654";" 3584.972";" 6688.729";" 5555.894";" 9807.390";" 3969.164";" 9520.841";"10293.916";" 1441.919";" 4213.887";" 3290.692";" 1706.893";" 7735.671";" 1050.439";" 7901.642";" 2563.369";"13223.894";" 4093.330";" 3878.127";" 2335.862";" 4808.762";"12133.351";" 3602.234";" 7046.957";" 4532.987";" 4646.900";" 2173.420";" 7411.364";"13544.071";" 6478.347";"11128.856";" 9465.166";" 5017.103";" 1888.992";" 2388.170"
"9am";"22665.868";"19120.024";"10772.662";" 7156.860";"10752.825";"16352.481";"16283.848";"10653.614";"10001.225";" 7266.050";" 6657.486";"13288.032";"13885.820";"10902.237";"16695.231";" 7574.471";"17996.454";"12812.483";" 3446.070";" 6148.416";" 5730.299";"10394.878";" 3559.335";" 9424.472";"10296.057";" 1471.020";" 3996.309";" 3335.106";" 1675.563";" 7377.910";" 1039.791";" 7789.143";" 2705.946";"13848.383";" 4026.586";" 3510.945";" 2300.558";" 4748.244";"12645.175";" 3334.198";" 6590.139";" 4395.937";" 4439.622";" 2226.872";" 6974.998";"13229.735";" 6302.616";"10909.981";" 9562.316";" 4993.340";" 2019.037";" 2224.232"
"10am";"23696.028";"18514.054";"10345.598";" 7173.129";"11164.899";"16342.042";"16675.047";"10881.731";"10047.283";" 7066.772";" 6065.243";"13739.377";"13719.411";"10784.052";"16424.971";" 6982.324";"17874.960";"12872.439";" 3498.296";" 6217.861";" 5658.949";"10404.323";" 3363.879";" 9476.408";"10203.127";" 1588.159";" 3815.331";" 3071.228";" 1644.901";" 6940.418";"  980.106";" 8061.952";" 2811.378";"13659.865";" 3871.694";" 3683.387";" 2091.763";" 4669.570";"12540.649";" 3436.360";" 6602.478";" 4373.898";" 4543.761";" 2141.696";" 7084.518";"13613.800";" 5881.189";"10955.305";" 9015.727";" 4812.986";" 1668.767";" 2411.603"
"11am";"22813.058";"18361.123";"11079.006";" 7633.155";"10673.591";"15955.576";"15940.604";"10463.244";" 9569.006";" 7828.579";" 6402.027";"12721.219";"13337.312";"11222.310";"15794.601";" 7743.263";"17587.836";"13536.159";" 3580.180";" 6510.114";" 5607.895";"10076.702";" 3444.718";"10023.088";"10036.085";" 1586.788";" 3746.371";" 3250.080";" 1559.231";" 7574.853";" 1051.084";" 8006.350";" 2738.700";"13689.806";" 3872.641";" 3718.595";" 2121.509";" 4648.784";"11653.911";" 3471.128";" 6484.876";" 4691.988";" 4581.969";" 2183.315";" 7109.367";"13493.517";" 5897.548";"11181.615";" 9451.751";" 4897.983";" 1723.570";" 2312.374"
"12am";"21380.019";"18804.656";"11943.812";" 7804.885";"10883.043";"14572.256";"15613.806";"10907.701";" 9141.854";" 7981.722";" 6317.725";"11608.998";"13741.558";"11070.661";"15054.145";" 8665.838";"18858.448";"14487.881";" 3561.563";" 6672.500";" 6250.240";" 9661.010";" 3409.767";" 9857.175";" 9886.751";" 1798.475";" 4042.462";" 3732.746";" 1665.395";" 8540.675";" 1186.967";" 8065.885";" 3095.599";"12488.407";" 3857.462";" 4238.694";" 2426.404";" 5161.590";"11082.429";" 3468.820";" 6601.239";" 5328.561";" 4718.393";" 2299.897";" 7059.600";"13811.469";" 6659.765";"11246.636";" 9723.568";" 5133.899";" 1824.148";" 2497.076"
"1pm";"21377.263";"18472.672";"11588.778";" 7612.661";"10608.031";"15728.460";"15631.701";"10862.055";" 9406.082";" 7440.711";" 6188.859";"12449.390";"13771.087";"10038.468";"15702.778";" 8049.995";"18617.221";"14411.022";" 3354.099";" 6656.350";" 5652.740";"10005.588";" 3665.669";" 9495.541";" 9725.794";" 1716.615";" 4346.467";" 3206.562";" 1509.110";" 7365.746";" 1105.103";" 8260.218";" 2695.544";"13479.204";" 3986.411";" 3301.324";" 2248.460";" 4902.118";"10841.356";" 3362.096";" 6606.817";" 5151.397";" 4663.657";" 2224.800";" 7067.914";"12845.878";" 6645.106";"10533.041";"10259.283";" 4998.652";" 1844.353";" 2344.984"
"2pm";"23274.699";"18639.095";"11707.285";" 6980.347";"10964.835";"15775.304";"15531.338";"10651.627";" 9511.784";" 6699.509";" 6142.008";"11793.607";"13811.621";"10537.627";"15162.065";" 8316.207";"19427.580";"13819.592";" 3442.147";" 6062.856";" 5509.786";"10616.995";" 3535.432";" 9375.090";"10057.404";" 1733.791";" 4335.077";" 3214.165";" 1410.081";" 7071.916";" 1101.907";" 7927.487";" 2301.146";"13579.233";" 3953.455";" 3298.278";" 2121.574";" 4688.735";"10763.813";" 3349.181";" 6848.394";" 5808.719";" 4109.304";" 2214.907";" 6848.068";"13055.534";" 6117.465";"10047.242";"10456.927";" 5182.411";" 1847.611";" 2319.020"
"3pm";"24676.555";"19041.744";"11224.485";" 7000.434";"11407.888";"16263.260";"15257.270";"10040.280";" 9282.334";" 6714.492";" 6055.818";"10777.808";"14332.671";"10341.480";"15482.309";" 8534.343";"19046.053";"13162.336";" 3743.875";" 6805.370";" 5293.388";" 9828.399";" 3567.005";" 9421.921";"10518.747";" 1869.690";" 4156.886";" 3092.500";" 1486.117";" 6633.950";" 1181.995";" 8055.961";" 2238.322";"13197.023";" 3978.181";" 3185.381";" 2049.441";" 4948.753";" 9722.984";" 3352.625";" 7082.294";" 5491.798";" 4467.611";" 2463.405";" 6472.528";"13419.339";" 5647.129";"10046.174";"10724.324";" 5355.993";" 1982.264";" 2389.350"
"4pm";"22980.452";"19034.530";"10764.183";" 7081.571";"10941.063";"15596.968";"14732.050";"10340.081";"10012.825";" 7138.581";" 5258.466";"10165.984";"13688.419";"11340.378";"16148.175";" 8507.693";"17396.868";"13326.050";" 3758.042";" 6667.735";" 5735.085";" 9838.791";" 3511.179";" 9637.838";"10846.225";" 1801.328";" 4302.961";" 3139.099";" 1443.067";" 7863.596";" 1154.273";" 9059.475";" 2296.678";"12664.573";" 4124.633";" 3484.159";" 2316.074";" 5055.483";" 8816.430";" 3334.939";" 7029.441";" 5492.132";" 4848.040";" 2490.965";" 6611.772";"14254.803";" 5907.174";"10639.212";"10253.009";" 5231.560";" 2110.636";" 2505.012"
"5pm";"21923.040";"16818.914";"10935.237";" 7170.580";"11085.195";"13723.978";"12935.142";"11216.315";" 9884.819";" 7343.155";" 5077.722";"10540.388";"14383.990";"12477.553";"15628.985";" 9560.460";"16747.540";"15122.797";" 4042.515";" 7090.123";" 6381.560";" 8801.262";" 3511.244";"10393.875";"10950.887";" 2097.282";" 5084.792";" 3777.395";" 1865.457";" 8618.674";" 1407.255";" 9582.512";" 2551.633";"11228.444";" 4377.855";" 4411.009";" 2300.186";" 5587.623";" 9020.155";" 3770.818";" 7689.880";" 5629.028";" 4897.415";" 2472.880";" 7173.982";"14238.728";" 5833.436";"10945.191";"10746.903";" 6112.970";" 2129.662";" 3019.718"
"6pm";"20624.362";"16202.327";"11555.560";" 8070.523";"11904.630";"13181.403";"12058.410";"11688.963";"10386.905";" 7492.642";" 5446.844";" 9735.476";"15009.988";"14050.818";"14223.165";"10007.916";"15822.539";"15452.413";" 4279.445";" 7322.349";" 6633.669";" 9273.614";" 3471.289";"10118.065";"10790.609";" 2482.543";" 6087.194";" 4692.054";" 2134.372";" 9687.504";" 1469.903";" 9595.290";" 3127.385";"11794.822";" 4723.578";" 5288.220";" 2609.147";" 5325.381";" 8683.293";" 4079.280";" 7861.641";" 5727.230";" 5837.777";" 3014.841";" 8232.808";"14987.881";" 6481.467";"11578.525";"10751.625";" 6377.600";" 2402.621";" 3519.791"
